Game Code,Full Hyperlink,Home Team,Away Team,Home Team Short,Away Team Short,Home Tipper,Away Tipper,First Scorer,Tipoff Winning Team,Tipoff Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Tipoff Winner,Tipoff Loser,Tipoff Winner Scores
202012260MEM,https://www.basketball-reference.com/boxscores/pbp/202012260MEM.html,Memphis Grizzlies,Atlanta Hawks,MEM,ATL,J. Valančiūnas,J. Collins,D. Brooks,ATL,MEM,T. Young,/players/y/youngtr01.html,MEM,J. Collins,J. Valančiūnas,0
202012260CHO,https://www.basketball-reference.com/boxscores/pbp/202012260CHO.html,Charlotte Hornets,Oklahoma City Thunder,CHO,OKC,B. Biyombo,A. Horford,D. Bazley,OKC,CHO,G. Hill,/players/h/hillge01.html,OKC,A. Horford,B. Biyombo,1
202012260DET,https://www.basketball-reference.com/boxscores/pbp/202012260DET.html,Detroit Pistons,Cleveland Cavaliers,DET,CLE,M. Plumlee,A. Drummond,J. Grant,CLE,DET,C. Sexton,/players/s/sextoco01.html,DET,A. Drummond,M. Plumlee,0
202012260WAS,https://www.basketball-reference.com/boxscores/pbp/202012260WAS.html,Washington Wizards,Orlando Magic,WAS,ORL,T. Bryant,N. Vučević,T. Bryant,WAS,ORL,D. Avdija,/players/a/avdijde01.html,WAS,T. Bryant,N. Vučević,1
202012260NYK,https://www.basketball-reference.com/boxscores/pbp/202012260NYK.html,New York Knicks,Philadelphia 76ers,NYK,PHI,M. Robinson,J. Embiid,B. Simmons,PHI,NYK,S. Curry,/players/c/curryse01.html,PHI,J. Embiid,M. Robinson,1
202012260CHI,https://www.basketball-reference.com/boxscores/pbp/202012260CHI.html,Chicago Bulls,Indiana Pacers,CHI,IND,W. Carter,M. Turner,L. Markkanen,CHI,IND,C. White,/players/w/whiteco01.html,CHI,W. Carter,M. Turner,1
202012260SAS,https://www.basketball-reference.com/boxscores/pbp/202012260SAS.html,San Antonio Spurs,Toronto Raptors,SAS,TOR,L. Aldridge,A. Baynes,A. Baynes,TOR,SAS,F. VanVleet,/players/v/vanvlfr01.html,TOR,A. Baynes,L. Aldridge,1
202012260UTA,https://www.basketball-reference.com/boxscores/pbp/202012260UTA.html,Utah Jazz,Minnesota Timberwolves,UTA,MIN,R. Gobert,K. Towns,R. Gobert,UTA,MIN,D. Mitchell,/players/m/mitchdo01.html,UTA,R. Gobert,K. Towns,1
202012260POR,https://www.basketball-reference.com/boxscores/pbp/202012260POR.html,Portland Trail Blazers,Houston Rockets,POR,HOU,J. Nurkić,C. Wood,J. Harden,POR,HOU,D. Lillard,/players/l/lillada01.html,HOU,J. Nurkić,C. Wood,0
202012260SAC,https://www.basketball-reference.com/boxscores/pbp/202012260SAC.html,Sacramento Kings,Phoenix Suns,SAC,PHO,M. Bagley,D. Ayton,H. Barnes,PHO,SAC,C. Paul,/players/p/paulch01.html,SAC,D. Ayton,M. Bagley,0
202012270LAC,https://www.basketball-reference.com/boxscores/pbp/202012270LAC.html,Los Angeles Clippers,Dallas Mavericks,LAC,DAL,S. Ibaka,D. Powell,P. George,LAC,DAL,L. Kennard,/players/k/kennalu01.html,LAC,S. Ibaka,D. Powell,1
202012270NOP,https://www.basketball-reference.com/boxscores/pbp/202012270NOP.html,New Orleans Pelicans,San Antonio Spurs,NOP,SAS,S. Adams,L. Aldridge,K. Johnson,NOP,SAS,Z. Williamson,/players/w/willizi01.html,SAS,S. Adams,L. Aldridge,0
202012270WAS,https://www.basketball-reference.com/boxscores/pbp/202012270WAS.html,Washington Wizards,Orlando Magic,WAS,ORL,T. Bryant,N. Vučević,R. Neto,WAS,ORL,B. Beal,/players/b/bealbr01.html,WAS,T. Bryant,N. Vučević,1
202012270CHO,https://www.basketball-reference.com/boxscores/pbp/202012270CHO.html,Charlotte Hornets,Brooklyn Nets,CHO,BRK,B. Biyombo,D. Jordan,P. Washington,CHO,BRK,G. Hayward,/players/h/haywago01.html,CHO,B. Biyombo,D. Jordan,1
202012270CLE,https://www.basketball-reference.com/boxscores/pbp/202012270CLE.html,Cleveland Cavaliers,Philadelphia 76ers,CLE,PHI,A. Drummond,D. Howard,A. Drummond,CLE,PHI,K. Love,/players/l/loveke01.html,CLE,A. Drummond,D. Howard,1
202012270NYK,https://www.basketball-reference.com/boxscores/pbp/202012270NYK.html,New York Knicks,Milwaukee Bucks,NYK,MIL,M. Robinson,B. Lopez,G. Antetokounmpo,MIL,NYK,G. Antetokounmpo,/players/a/antetgi01.html,MIL,B. Lopez,M. Robinson,1
202012270IND,https://www.basketball-reference.com/boxscores/pbp/202012270IND.html,Indiana Pacers,Boston Celtics,IND,BOS,M. Turner,T. Thompson,T. Thompson,BOS,IND,J. Brown,/players/b/brownja02.html,BOS,T. Thompson,M. Turner,1
202012270CHI,https://www.basketball-reference.com/boxscores/pbp/202012270CHI.html,Chicago Bulls,Golden State Warriors,CHI,GSW,W. Carter,J. Wiseman,A. Wiggins,GSW,CHI,K. Oubre,/players/o/oubreke01.html,GSW,J. Wiseman,W. Carter,1
202012270SAC,https://www.basketball-reference.com/boxscores/pbp/202012270SAC.html,Sacramento Kings,Phoenix Suns,SAC,PHO,R. Holmes,D. Ayton,R. Holmes,PHO,SAC,C. Paul,/players/p/paulch01.html,SAC,D. Ayton,R. Holmes,0
202012270LAL,https://www.basketball-reference.com/boxscores/pbp/202012270LAL.html,Los Angeles Lakers,Minnesota Timberwolves,LAL,MIN,M. Gasol,N. Reid,K. Kuzma,LAL,MIN,L. James,/players/j/jamesle01.html,LAL,M. Gasol,N. Reid,1
202012280BRK,https://www.basketball-reference.com/boxscores/pbp/202012280BRK.html,Brooklyn Nets,Memphis Grizzlies,BRK,MEM,D. Jordan,J. Valančiūnas,D. Brooks,MEM,BRK,G. Allen,/players/a/allengr01.html,MEM,J. Valančiūnas,D. Jordan,1
202012280ATL,https://www.basketball-reference.com/boxscores/pbp/202012280ATL.html,Atlanta Hawks,Detroit Pistons,ATL,DET,C. Capela,M. Plumlee,J. Jackson,ATL,DET,T. Young,/players/y/youngtr01.html,DET,C. Capela,M. Plumlee,0
202012280OKC,https://www.basketball-reference.com/boxscores/pbp/202012280OKC.html,Oklahoma City Thunder,Utah Jazz,OKC,UTA,A. Horford,R. Gobert,L. Dort,OKC,UTA,G. Hill,/players/h/hillge01.html,OKC,A. Horford,R. Gobert,1
202012280DEN,https://www.basketball-reference.com/boxscores/pbp/202012280DEN.html,Denver Nuggets,Houston Rockets,DEN,HOU,N. Jokić,C. Wood,N. Jokić,DEN,HOU,J. Murray,/players/m/murraja01.html,DEN,N. Jokić,C. Wood,1
202012280LAL,https://www.basketball-reference.com/boxscores/pbp/202012280LAL.html,Los Angeles Lakers,Portland Trail Blazers,LAL,POR,A. Davis,J. Nurkić,L. James,POR,LAL,D. Jones,/players/j/jonesde02.html,LAL,J. Nurkić,A. Davis,0
202012290CLE,https://www.basketball-reference.com/boxscores/pbp/202012290CLE.html,Cleveland Cavaliers,New York Knicks,CLE,NYK,A. Drummond,M. Robinson,A. Drummond,CLE,NYK,C. Sexton,/players/s/sextoco01.html,CLE,A. Drummond,M. Robinson,1
202012290DET,https://www.basketball-reference.com/boxscores/pbp/202012290DET.html,Detroit Pistons,Golden State Warriors,DET,GSW,M. Plumlee,J. Wiseman,S. Curry,GSW,DET,J. Toscano-Anderson,/players/t/toscaju01.html,GSW,J. Wiseman,M. Plumlee,1
202012290IND,https://www.basketball-reference.com/boxscores/pbp/202012290IND.html,Indiana Pacers,Boston Celtics,IND,BOS,M. Turner,T. Thompson,T. Thompson,BOS,IND,J. Brown,/players/b/brownja02.html,BOS,T. Thompson,M. Turner,1
202012290WAS,https://www.basketball-reference.com/boxscores/pbp/202012290WAS.html,Washington Wizards,Chicago Bulls,WAS,CHI,T. Bryant,W. Carter,Z. LaVine,CHI,WAS,C. White,/players/w/whiteco01.html,CHI,W. Carter,T. Bryant,1
202012290PHI,https://www.basketball-reference.com/boxscores/pbp/202012290PHI.html,Philadelphia 76ers,Toronto Raptors,PHI,TOR,J. Embiid,A. Baynes,B. Simmons,TOR,PHI,P. Siakam,/players/s/siakapa01.html,PHI,A. Baynes,J. Embiid,0
202012290MIA,https://www.basketball-reference.com/boxscores/pbp/202012290MIA.html,Miami Heat,Milwaukee Bucks,MIA,MIL,B. Adebayo,B. Lopez,J. Holiday,MIL,MIA,G. Antetokounmpo,/players/a/antetgi01.html,MIL,B. Lopez,B. Adebayo,1
202012290OKC,https://www.basketball-reference.com/boxscores/pbp/202012290OKC.html,Oklahoma City Thunder,Orlando Magic,OKC,ORL,I. Roby,N. Vučević,N. Vučević,OKC,ORL,D. Bazley,/players/b/bazleda01.html,ORL,I. Roby,N. Vučević,0
202012290PHO,https://www.basketball-reference.com/boxscores/pbp/202012290PHO.html,Phoenix Suns,New Orleans Pelicans,PHO,NOP,D. Ayton,S. Adams,S. Adams,NOP,PHO,L. Ball,/players/b/balllo01.html,NOP,S. Adams,D. Ayton,1
202012290SAC,https://www.basketball-reference.com/boxscores/pbp/202012290SAC.html,Sacramento Kings,Denver Nuggets,SAC,DEN,R. Holmes,N. Jokić,M. Porter,SAC,DEN,D. Fox,/players/f/foxde01.html,DEN,R. Holmes,N. Jokić,0
202012290LAC,https://www.basketball-reference.com/boxscores/pbp/202012290LAC.html,Los Angeles Clippers,Minnesota Timberwolves,LAC,MIN,S. Ibaka,N. Reid,M. Beasley,LAC,MIN,L. Kennard,/players/k/kennalu01.html,MIN,S. Ibaka,N. Reid,0
202012300MIA,https://www.basketball-reference.com/boxscores/pbp/202012300MIA.html,Miami Heat,Milwaukee Bucks,MIA,MIL,B. Adebayo,B. Lopez,T. Herro,MIA,MIL,A. Bradley,/players/b/bradlav01.html,MIA,B. Adebayo,B. Lopez,1
202012300BRK,https://www.basketball-reference.com/boxscores/pbp/202012300BRK.html,Brooklyn Nets,Atlanta Hawks,BRK,ATL,D. Jordan,C. Capela,J. Harris,BRK,ATL,K. Irving,/players/i/irvinky01.html,BRK,D. Jordan,C. Capela,1
202012300BOS,https://www.basketball-reference.com/boxscores/pbp/202012300BOS.html,Boston Celtics,Memphis Grizzlies,BOS,MEM,D. Theis,J. Valančiūnas,D. Brooks,MEM,BOS,G. Allen,/players/a/allengr01.html,MEM,J. Valančiūnas,D. Theis,1
202012300DAL,https://www.basketball-reference.com/boxscores/pbp/202012300DAL.html,Dallas Mavericks,Charlotte Hornets,DAL,CHO,,,,,,,,,
202012300SAS,https://www.basketball-reference.com/boxscores/pbp/202012300SAS.html,San Antonio Spurs,Los Angeles Lakers,SAS,LAL,J. Poeltl,A. Davis,K. Johnson,SAS,LAL,L. Walker,/players/w/walkelo01.html,SAS,J. Poeltl,A. Davis,1
202012300LAC,https://www.basketball-reference.com/boxscores/pbp/202012300LAC.html,Los Angeles Clippers,Portland Trail Blazers,LAC,POR,S. Ibaka,J. Nurkić,C. McCollum,LAC,POR,P. George,/players/g/georgpa01.html,POR,S. Ibaka,J. Nurkić,0
202012310IND,https://www.basketball-reference.com/boxscores/pbp/202012310IND.html,Indiana Pacers,Cleveland Cavaliers,IND,CLE,M. Turner,A. Drummond,D. Garland,CLE,IND,C. Sexton,/players/s/sextoco01.html,CLE,A. Drummond,M. Turner,1
202012310WAS,https://www.basketball-reference.com/boxscores/pbp/202012310WAS.html,Washington Wizards,Chicago Bulls,WAS,CHI,T. Bryant,W. Carter,W. Carter,CHI,WAS,C. White,/players/w/whiteco01.html,CHI,W. Carter,T. Bryant,1
202012310ORL,https://www.basketball-reference.com/boxscores/pbp/202012310ORL.html,Orlando Magic,Philadelphia 76ers,ORL,PHI,N. Vučević,J. Embiid,B. Simmons,PHI,ORL,B. Simmons,/players/s/simmobe01.html,PHI,J. Embiid,N. Vučević,1
202012310HOU,https://www.basketball-reference.com/boxscores/pbp/202012310HOU.html,Houston Rockets,Sacramento Kings,HOU,SAC,C. Wood,R. Holmes,H. Barnes,HOU,SAC,P. Tucker,/players/t/tuckepj01.html,SAC,C. Wood,R. Holmes,0
202012310TOR,https://www.basketball-reference.com/boxscores/pbp/202012310TOR.html,Toronto Raptors,New York Knicks,TOR,NYK,A. Baynes,M. Robinson,A. Baynes,TOR,NYK,F. VanVleet,/players/v/vanvlfr01.html,TOR,A. Baynes,M. Robinson,1
202012310OKC,https://www.basketball-reference.com/boxscores/pbp/202012310OKC.html,Oklahoma City Thunder,New Orleans Pelicans,OKC,NOP,A. Horford,S. Adams,D. Bazley,NOP,OKC,L. Ball,/players/b/balllo01.html,OKC,S. Adams,A. Horford,0
202012310UTA,https://www.basketball-reference.com/boxscores/pbp/202012310UTA.html,Utah Jazz,Phoenix Suns,UTA,PHO,R. Gobert,D. Ayton,D. Mitchell,PHO,UTA,C. Paul,/players/p/paulch01.html,UTA,D. Ayton,R. Gobert,0
202101010DAL,https://www.basketball-reference.com/boxscores/pbp/202101010DAL.html,Dallas Mavericks,Miami Heat,DAL,MIA,D. Powell,B. Adebayo,D. Robinson,DAL,MIA,D. Finney-Smith,/players/f/finnedo01.html,MIA,D. Powell,B. Adebayo,0
202101010DET,https://www.basketball-reference.com/boxscores/pbp/202101010DET.html,Detroit Pistons,Boston Celtics,DET,BOS,M. Plumlee,T. Thompson,M. Plumlee,BOS,DET,J. Tatum,/players/t/tatumja01.html,DET,T. Thompson,M. Plumlee,0
202101010BRK,https://www.basketball-reference.com/boxscores/pbp/202101010BRK.html,Brooklyn Nets,Atlanta Hawks,BRK,ATL,D. Jordan,C. Capela,D. Hunter,ATL,BRK,T. Young,/players/y/youngtr01.html,ATL,C. Capela,D. Jordan,1
202101010MIL,https://www.basketball-reference.com/boxscores/pbp/202101010MIL.html,Milwaukee Bucks,Chicago Bulls,MIL,CHI,B. Lopez,W. Carter,O. Porter,MIL,CHI,J. Holiday,/players/h/holidjr01.html,CHI,B. Lopez,W. Carter,0
202101010MIN,https://www.basketball-reference.com/boxscores/pbp/202101010MIN.html,Minnesota Timberwolves,Washington Wizards,MIN,WAS,N. Reid,T. Bryant,T. Bryant,WAS,MIN,R. Neto,/players/n/netora01.html,WAS,T. Bryant,N. Reid,1
202101010SAS,https://www.basketball-reference.com/boxscores/pbp/202101010SAS.html,San Antonio Spurs,Los Angeles Lakers,SAS,LAL,J. Poeltl,A. Davis,K. Johnson,SAS,LAL,K. Johnson,/players/j/johnske04.html,SAS,J. Poeltl,A. Davis,1
202101010DEN,https://www.basketball-reference.com/boxscores/pbp/202101010DEN.html,Denver Nuggets,Phoenix Suns,DEN,PHO,N. Jokić,D. Ayton,J. Murray,PHO,DEN,C. Paul,/players/p/paulch01.html,DEN,D. Ayton,N. Jokić,0
202101010UTA,https://www.basketball-reference.com/boxscores/pbp/202101010UTA.html,Utah Jazz,Los Angeles Clippers,UTA,LAC,R. Gobert,S. Ibaka,K. Leonard,LAC,UTA,N. Batum,/players/b/batumni01.html,LAC,S. Ibaka,R. Gobert,1
202101010GSW,https://www.basketball-reference.com/boxscores/pbp/202101010GSW.html,Golden State Warriors,Portland Trail Blazers,GSW,POR,J. Wiseman,J. Nurkić,J. Wiseman,GSW,POR,A. Wiggins,/players/w/wiggian01.html,GSW,J. Wiseman,J. Nurkić,1
202101020HOU,https://www.basketball-reference.com/boxscores/pbp/202101020HOU.html,Houston Rockets,Sacramento Kings,HOU,SAC,C. Wood,R. Holmes,M. Bagley,SAC,HOU,D. Fox,/players/f/foxde01.html,SAC,R. Holmes,C. Wood,1
202101020IND,https://www.basketball-reference.com/boxscores/pbp/202101020IND.html,Indiana Pacers,New York Knicks,IND,NYK,M. Turner,M. Robinson,E. Payton,NYK,IND,E. Payton,/players/p/paytoel01.html,NYK,M. Robinson,M. Turner,1
202101020ORL,https://www.basketball-reference.com/boxscores/pbp/202101020ORL.html,Orlando Magic,Oklahoma City Thunder,ORL,OKC,N. Vučević,A. Horford,D. Bazley,OKC,ORL,G. Hill,/players/h/hillge01.html,OKC,A. Horford,N. Vučević,1
202101020PHI,https://www.basketball-reference.com/boxscores/pbp/202101020PHI.html,Philadelphia 76ers,Charlotte Hornets,PHI,CHO,J. Embiid,B. Biyombo,J. Embiid,PHI,CHO,B. Simmons,/players/s/simmobe01.html,PHI,J. Embiid,B. Biyombo,1
202101020ATL,https://www.basketball-reference.com/boxscores/pbp/202101020ATL.html,Atlanta Hawks,Cleveland Cavaliers,ATL,CLE,C. Capela,A. Drummond,A. Drummond,CLE,ATL,C. Sexton,/players/s/sextoco01.html,CLE,A. Drummond,C. Capela,1
202101020NOP,https://www.basketball-reference.com/boxscores/pbp/202101020NOP.html,New Orleans Pelicans,Toronto Raptors,NOP,TOR,S. Adams,A. Baynes,F. VanVleet,TOR,NOP,F. VanVleet,/players/v/vanvlfr01.html,TOR,A. Baynes,S. Adams,1
202101030DET,https://www.basketball-reference.com/boxscores/pbp/202101030DET.html,Detroit Pistons,Boston Celtics,DET,BOS,M. Plumlee,T. Thompson,J. Grant,DET,BOS,B. Griffin,/players/g/griffbl01.html,DET,M. Plumlee,T. Thompson,1
202101030BRK,https://www.basketball-reference.com/boxscores/pbp/202101030BRK.html,Brooklyn Nets,Washington Wizards,BRK,WAS,D. Jordan,T. Bryant,K. Irving,BRK,WAS,K. Durant,/players/d/duranke01.html,BRK,D. Jordan,T. Bryant,1
202101030MEM,https://www.basketball-reference.com/boxscores/pbp/202101030MEM.html,Memphis Grizzlies,Los Angeles Lakers,MEM,LAL,J. Valančiūnas,A. Davis,K. Anderson,MEM,LAL,T. Jones,/players/j/jonesty01.html,MEM,J. Valančiūnas,A. Davis,1
202101030MIN,https://www.basketball-reference.com/boxscores/pbp/202101030MIN.html,Minnesota Timberwolves,Denver Nuggets,MIN,DEN,E. Davis,N. Jokić,N. Jokić,DEN,MIN,N. Jokić,/players/j/jokicni01.html,DEN,N. Jokić,E. Davis,1
202101030SAS,https://www.basketball-reference.com/boxscores/pbp/202101030SAS.html,San Antonio Spurs,Utah Jazz,SAS,UTA,J. Poeltl,R. Gobert,B. Bogdanović,UTA,SAS,B. Bogdanović,/players/b/bogdabo02.html,UTA,R. Gobert,J. Poeltl,1
202101030CHI,https://www.basketball-reference.com/boxscores/pbp/202101030CHI.html,Chicago Bulls,Dallas Mavericks,CHI,DAL,W. Carter,D. Powell,Z. LaVine,DAL,CHI,J. Richardson,/players/r/richajo01.html,CHI,D. Powell,W. Carter,0
202101030PHO,https://www.basketball-reference.com/boxscores/pbp/202101030PHO.html,Phoenix Suns,Los Angeles Clippers,PHO,LAC,D. Ayton,S. Ibaka,P. Beverley,PHO,LAC,J. Crowder,/players/c/crowdja01.html,LAC,D. Ayton,S. Ibaka,0
202101030GSW,https://www.basketball-reference.com/boxscores/pbp/202101030GSW.html,Golden State Warriors,Portland Trail Blazers,GSW,POR,J. Wiseman,J. Nurkić,J. Nurkić,POR,GSW,D. Jones,/players/j/jonesde02.html,POR,J. Nurkić,J. Wiseman,1
202101040ORL,https://www.basketball-reference.com/boxscores/pbp/202101040ORL.html,Orlando Magic,Cleveland Cavaliers,ORL,CLE,N. Vučević,C. Sexton,M. Fultz,CLE,ORL,C. Sexton,/players/s/sextoco01.html,ORL,C. Sexton,N. Vučević,0
202101040PHI,https://www.basketball-reference.com/boxscores/pbp/202101040PHI.html,Philadelphia 76ers,Charlotte Hornets,PHI,CHO,J. Embiid,B. Biyombo,B. Simmons,PHI,CHO,S. Curry,/players/c/curryse01.html,PHI,J. Embiid,B. Biyombo,1
202101040ATL,https://www.basketball-reference.com/boxscores/pbp/202101040ATL.html,Atlanta Hawks,New York Knicks,ATL,NYK,C. Capela,M. Robinson,R. Barrett,NYK,ATL,E. Payton,/players/p/paytoel01.html,NYK,M. Robinson,C. Capela,1
202101040MIA,https://www.basketball-reference.com/boxscores/pbp/202101040MIA.html,Miami Heat,Oklahoma City Thunder,MIA,OKC,B. Adebayo,A. Horford,J. Butler,MIA,OKC,J. Butler,/players/b/butleji01.html,MIA,B. Adebayo,A. Horford,1
202101040TOR,https://www.basketball-reference.com/boxscores/pbp/202101040TOR.html,Toronto Raptors,Boston Celtics,TOR,BOS,A. Baynes,T. Thompson,J. Brown,BOS,TOR,J. Brown,/players/b/brownja02.html,BOS,T. Thompson,A. Baynes,1
202101040HOU,https://www.basketball-reference.com/boxscores/pbp/202101040HOU.html,Houston Rockets,Dallas Mavericks,HOU,DAL,C. Wood,W. Cauley-Stein,J. Harden,HOU,DAL,P. Tucker,/players/t/tuckepj01.html,HOU,C. Wood,W. Cauley-Stein,1
202101040MIL,https://www.basketball-reference.com/boxscores/pbp/202101040MIL.html,Milwaukee Bucks,Detroit Pistons,MIL,DET,B. Lopez,M. Plumlee,G. Antetokounmpo,MIL,DET,G. Antetokounmpo,/players/a/antetgi01.html,MIL,B. Lopez,M. Plumlee,1
202101040NOP,https://www.basketball-reference.com/boxscores/pbp/202101040NOP.html,New Orleans Pelicans,Indiana Pacers,NOP,IND,S. Adams,M. Turner,M. Turner,NOP,IND,L. Ball,/players/b/balllo01.html,IND,S. Adams,M. Turner,0
202101040GSW,https://www.basketball-reference.com/boxscores/pbp/202101040GSW.html,Golden State Warriors,Sacramento Kings,GSW,SAC,J. Wiseman,R. Holmes,J. Wiseman,SAC,GSW,D. Fox,/players/f/foxde01.html,GSW,R. Holmes,J. Wiseman,0
202101050BRK,https://www.basketball-reference.com/boxscores/pbp/202101050BRK.html,Brooklyn Nets,Utah Jazz,BRK,UTA,J. Allen,R. Gobert,K. Irving,UTA,BRK,R. O'Neale,/players/o/onealro01.html,BRK,R. Gobert,J. Allen,0
202101050MEM,https://www.basketball-reference.com/boxscores/pbp/202101050MEM.html,Memphis Grizzlies,Los Angeles Lakers,MEM,LAL,J. Valančiūnas,A. Davis,A. Davis,LAL,MEM,L. James,/players/j/jamesle01.html,LAL,A. Davis,J. Valančiūnas,1
202101050DEN,https://www.basketball-reference.com/boxscores/pbp/202101050DEN.html,Denver Nuggets,Minnesota Timberwolves,DEN,MIN,N. Jokić,E. Davis,G. Harris,MIN,DEN,J. Hernangómez,/players/h/hernaju01.html,DEN,E. Davis,N. Jokić,0
202101050LAC,https://www.basketball-reference.com/boxscores/pbp/202101050LAC.html,Los Angeles Clippers,San Antonio Spurs,LAC,SAS,S. Ibaka,L. Aldridge,K. Johnson,LAC,SAS,P. Beverley,/players/b/beverpa01.html,SAS,S. Ibaka,L. Aldridge,0
202101050POR,https://www.basketball-reference.com/boxscores/pbp/202101050POR.html,Portland Trail Blazers,Chicago Bulls,POR,CHI,J. Nurkić,W. Carter,R. Covington,POR,CHI,D. Lillard,/players/l/lillada01.html,POR,J. Nurkić,W. Carter,1
202101060IND,https://www.basketball-reference.com/boxscores/pbp/202101060IND.html,Indiana Pacers,Houston Rockets,IND,HOU,M. Turner,D. Cousins,D. Cousins,HOU,IND,P. Tucker,/players/t/tuckepj01.html,HOU,D. Cousins,M. Turner,1
