Game Code,Full Hyperlink,Home Team,Away Team,Home Team Short,Away Team Short,Home Tipper,Away Tipper,First Scorer,Tipoff Winning Team,Tipoff Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Tipoff Winner,Tipoff Loser,Tipoff Winner Scores
201712030MIA,https://www.basketball-reference.com/boxscores/pbp/201712030MIA.html,Miami Heat,Golden State Warriors,MIA,GSW,B. Adebayo,Z. Pachulia,G. Dragić,MIA,GSW,J. Winslow,/players/w/winslju01.html,MIA,B. Adebayo,Z. Pachulia,1
201712030MIN,https://www.basketball-reference.com/boxscores/pbp/201712030MIN.html,Minnesota Timberwolves,Los Angeles Clippers,MIN,LAC,K. Towns,D. Jordan,A. Rivers,LAC,MIN,A. Rivers,/players/r/riverau01.html,LAC,D. Jordan,K. Towns,1
201712030OKC,https://www.basketball-reference.com/boxscores/pbp/201712030OKC.html,Oklahoma City Thunder,San Antonio Spurs,OKC,SAS,S. Adams,P. Gasol,S. Adams,SAS,OKC,B. Paul,/players/p/paulbr01.html,OKC,P. Gasol,S. Adams,0
201712030LAL,https://www.basketball-reference.com/boxscores/pbp/201712030LAL.html,Los Angeles Lakers,Houston Rockets,LAL,HOU,B. Lopez,C. Capela,C. Paul,HOU,LAL,T. Ariza,/players/a/arizatr01.html,HOU,C. Capela,B. Lopez,1
201712040CHO,https://www.basketball-reference.com/boxscores/pbp/201712040CHO.html,Charlotte Hornets,Orlando Magic,CHO,ORL,D. Howard,N. Vučević,N. Vučević,CHO,ORL,M. Williams,/players/w/willima02.html,ORL,D. Howard,N. Vučević,0
201712040IND,https://www.basketball-reference.com/boxscores/pbp/201712040IND.html,Indiana Pacers,New York Knicks,IND,NYK,M. Turner,E. Kanter,B. Bogdanović,NYK,IND,M. Beasley,/players/b/beaslmi01.html,IND,E. Kanter,M. Turner,0
201712040PHI,https://www.basketball-reference.com/boxscores/pbp/201712040PHI.html,Philadelphia 76ers,Phoenix Suns,PHI,PHO,J. Embiid,T. Chandler,D. Booker,PHO,PHI,M. Chriss,/players/c/chrisma01.html,PHO,T. Chandler,J. Embiid,1
201712040ATL,https://www.basketball-reference.com/boxscores/pbp/201712040ATL.html,Atlanta Hawks,Brooklyn Nets,ATL,BRK,M. Plumlee,T. Zeller,K. Bazemore,ATL,BRK,E. İlyasova,/players/i/ilyaser01.html,ATL,M. Plumlee,T. Zeller,1
201712040BOS,https://www.basketball-reference.com/boxscores/pbp/201712040BOS.html,Boston Celtics,Milwaukee Bucks,BOS,MIL,A. Horford,J. Henson,K. Irving,BOS,MIL,K. Irving,/players/i/irvinky01.html,BOS,A. Horford,J. Henson,1
201712040CHI,https://www.basketball-reference.com/boxscores/pbp/201712040CHI.html,Chicago Bulls,Cleveland Cavaliers,CHI,CLE,R. Lopez,K. Love,R. Lopez,CHI,CLE,L. Markkanen,/players/m/markkla01.html,CHI,R. Lopez,K. Love,1
201712040MEM,https://www.basketball-reference.com/boxscores/pbp/201712040MEM.html,Memphis Grizzlies,Minnesota Timberwolves,MEM,MIN,M. Gasol,K. Towns,D. Brooks,MEM,MIN,B. McLemore,/players/m/mclembe01.html,MEM,M. Gasol,K. Towns,1
201712040NOP,https://www.basketball-reference.com/boxscores/pbp/201712040NOP.html,New Orleans Pelicans,Golden State Warriors,NOP,GSW,D. Cousins,J. McGee,D. Cunningham,NOP,GSW,D. Cunningham,/players/c/cunnida01.html,NOP,D. Cousins,J. McGee,1
201712040DAL,https://www.basketball-reference.com/boxscores/pbp/201712040DAL.html,Dallas Mavericks,Denver Nuggets,DAL,DEN,M. Kleber,M. Plumlee,D. Nowitzki,DAL,DEN,W. Matthews,/players/m/matthwe02.html,DAL,M. Kleber,M. Plumlee,1
201712040SAS,https://www.basketball-reference.com/boxscores/pbp/201712040SAS.html,San Antonio Spurs,Detroit Pistons,SAS,DET,P. Gasol,A. Drummond,T. Harris,SAS,DET,T. Parker,/players/p/parketo01.html,DET,P. Gasol,A. Drummond,0
201712040UTA,https://www.basketball-reference.com/boxscores/pbp/201712040UTA.html,Utah Jazz,Washington Wizards,UTA,WAS,R. Gobert,M. Gortat,M. Morris,WAS,UTA,T. Frazier,/players/f/fraziti01.html,WAS,M. Gortat,R. Gobert,1
201712050TOR,https://www.basketball-reference.com/boxscores/pbp/201712050TOR.html,Toronto Raptors,Phoenix Suns,TOR,PHO,J. Valančiūnas,G. Monroe,M. Chriss,TOR,PHO,D. DeRozan,/players/d/derozde01.html,PHO,J. Valančiūnas,G. Monroe,0
201712050OKC,https://www.basketball-reference.com/boxscores/pbp/201712050OKC.html,Oklahoma City Thunder,Utah Jazz,OKC,UTA,S. Adams,R. Gobert,A. Roberson,OKC,UTA,P. George,/players/g/georgpa01.html,OKC,S. Adams,R. Gobert,1
201712050POR,https://www.basketball-reference.com/boxscores/pbp/201712050POR.html,Portland Trail Blazers,Washington Wizards,POR,WAS,J. Nurkić,M. Gortat,D. Lillard,WAS,POR,T. Frazier,/players/f/fraziti01.html,POR,M. Gortat,J. Nurkić,0
201712060CLE,https://www.basketball-reference.com/boxscores/pbp/201712060CLE.html,Cleveland Cavaliers,Sacramento Kings,CLE,SAC,K. Love,J. Sampson,K. Love,SAC,CLE,Z. Randolph,/players/r/randoza01.html,CLE,J. Sampson,K. Love,0
201712060IND,https://www.basketball-reference.com/boxscores/pbp/201712060IND.html,Indiana Pacers,Chicago Bulls,IND,CHI,M. Turner,R. Lopez,K. Dunn,CHI,IND,L. Markkanen,/players/m/markkla01.html,CHI,R. Lopez,M. Turner,1
201712060ORL,https://www.basketball-reference.com/boxscores/pbp/201712060ORL.html,Orlando Magic,Atlanta Hawks,ORL,ATL,N. Vučević,M. Plumlee,T. Waller-Prince,ORL,ATL,E. Payton,/players/p/paytoel01.html,ATL,N. Vučević,M. Plumlee,0
201712060BOS,https://www.basketball-reference.com/boxscores/pbp/201712060BOS.html,Boston Celtics,Dallas Mavericks,BOS,DAL,A. Horford,M. Kleber,D. Smith,DAL,BOS,W. Matthews,/players/m/matthwe02.html,DAL,M. Kleber,A. Horford,1
201712060NYK,https://www.basketball-reference.com/boxscores/pbp/201712060NYK.html,New York Knicks,Memphis Grizzlies,NYK,MEM,K. Porziņģis,M. Gasol,K. Porziņģis,MEM,NYK,B. McLemore,/players/m/mclembe01.html,NYK,M. Gasol,K. Porziņģis,0
201712060CHO,https://www.basketball-reference.com/boxscores/pbp/201712060CHO.html,Charlotte Hornets,Golden State Warriors,CHO,GSW,D. Howard,Z. Pachulia,K. Thompson,GSW,CHO,Q. Cook,/players/c/cookqu01.html,GSW,Z. Pachulia,D. Howard,1
201712060MIL,https://www.basketball-reference.com/boxscores/pbp/201712060MIL.html,Milwaukee Bucks,Detroit Pistons,MIL,DET,J. Henson,A. Drummond,G. Antetokounmpo,MIL,DET,T. Snell,/players/s/snellto01.html,MIL,J. Henson,A. Drummond,1
201712060NOP,https://www.basketball-reference.com/boxscores/pbp/201712060NOP.html,New Orleans Pelicans,Denver Nuggets,NOP,DEN,D. Cousins,K. Faried,J. Holiday,NOP,DEN,R. Rondo,/players/r/rondora01.html,NOP,D. Cousins,K. Faried,1
201712060SAS,https://www.basketball-reference.com/boxscores/pbp/201712060SAS.html,San Antonio Spurs,Miami Heat,SAS,MIA,P. Gasol,K. Olynyk,J. Richardson,MIA,SAS,G. Dragić,/players/d/dragigo01.html,MIA,K. Olynyk,P. Gasol,1
201712060LAC,https://www.basketball-reference.com/boxscores/pbp/201712060LAC.html,Los Angeles Clippers,Minnesota Timberwolves,LAC,MIN,,,,,,,,,
201712070PHI,https://www.basketball-reference.com/boxscores/pbp/201712070PHI.html,Philadelphia 76ers,Los Angeles Lakers,PHI,LAL,J. Embiid,B. Lopez,B. Ingram,LAL,PHI,L. Nance,/players/n/nancela02.html,LAL,B. Lopez,J. Embiid,1
201712070PHO,https://www.basketball-reference.com/boxscores/pbp/201712070PHO.html,Phoenix Suns,Washington Wizards,PHO,WAS,M. Chriss,M. Gortat,M. Chriss,WAS,PHO,M. Morris,/players/m/morrima02.html,PHO,M. Gortat,M. Chriss,0
201712070BRK,https://www.basketball-reference.com/boxscores/pbp/201712070BRK.html,Brooklyn Nets,Oklahoma City Thunder,BRK,OKC,T. Zeller,S. Adams,D. Carroll,BRK,OKC,R. Hollis-Jefferson,/players/h/holliro01.html,BRK,T. Zeller,S. Adams,1
201712070UTA,https://www.basketball-reference.com/boxscores/pbp/201712070UTA.html,Utah Jazz,Houston Rockets,UTA,HOU,R. Gobert,C. Capela,C. Capela,UTA,HOU,R. Rubio,/players/r/rubiori01.html,HOU,R. Gobert,C. Capela,0
201712080CHO,https://www.basketball-reference.com/boxscores/pbp/201712080CHO.html,Charlotte Hornets,Chicago Bulls,CHO,CHI,D. Howard,R. Lopez,D. Howard,CHO,CHI,K. Walker,/players/w/walkeke02.html,CHO,D. Howard,R. Lopez,1
201712080DET,https://www.basketball-reference.com/boxscores/pbp/201712080DET.html,Detroit Pistons,Golden State Warriors,DET,GSW,A. Drummond,J. McGee,A. Drummond,DET,GSW,R. Jackson,/players/j/jacksre01.html,DET,A. Drummond,J. McGee,1
201712080IND,https://www.basketball-reference.com/boxscores/pbp/201712080IND.html,Indiana Pacers,Cleveland Cavaliers,IND,CLE,M. Turner,K. Love,D. Collison,IND,CLE,D. Collison,/players/c/collida01.html,IND,M. Turner,K. Love,1
201712080ORL,https://www.basketball-reference.com/boxscores/pbp/201712080ORL.html,Orlando Magic,Denver Nuggets,ORL,DEN,N. Vučević,M. Plumlee,N. Vučević,ORL,DEN,E. Payton,/players/p/paytoel01.html,ORL,N. Vučević,M. Plumlee,1
201712080MEM,https://www.basketball-reference.com/boxscores/pbp/201712080MEM.html,Memphis Grizzlies,Toronto Raptors,MEM,TOR,M. Gasol,J. Valančiūnas,S. Ibaka,TOR,MEM,S. Ibaka,/players/i/ibakase01.html,TOR,J. Valančiūnas,M. Gasol,1
201712080MIL,https://www.basketball-reference.com/boxscores/pbp/201712080MIL.html,Milwaukee Bucks,Dallas Mavericks,MIL,DAL,J. Henson,M. Kleber,E. Bledsoe,MIL,DAL,G. Antetokounmpo,/players/a/antetgi01.html,MIL,J. Henson,M. Kleber,1
201712080NOP,https://www.basketball-reference.com/boxscores/pbp/201712080NOP.html,New Orleans Pelicans,Sacramento Kings,NOP,SAC,A. Davis,J. Sampson,D. Fox,NOP,SAC,J. Holiday,/players/h/holidjr01.html,SAC,A. Davis,J. Sampson,0
201712080SAS,https://www.basketball-reference.com/boxscores/pbp/201712080SAS.html,San Antonio Spurs,Boston Celtics,SAS,BOS,P. Gasol,A. Horford,K. Irving,SAS,BOS,L. Aldridge,/players/a/aldrila01.html,BOS,P. Gasol,A. Horford,0
201712090LAC,https://www.basketball-reference.com/boxscores/pbp/201712090LAC.html,Los Angeles Clippers,Washington Wizards,LAC,WAS,,,,,,,,,
201712090BRK,https://www.basketball-reference.com/boxscores/pbp/201712090BRK.html,Brooklyn Nets,Miami Heat,BRK,MIA,T. Zeller,K. Olynyk,D. Carroll,BRK,MIA,R. Hollis-Jefferson,/players/h/holliro01.html,BRK,T. Zeller,K. Olynyk,1
201712090CHO,https://www.basketball-reference.com/boxscores/pbp/201712090CHO.html,Charlotte Hornets,Los Angeles Lakers,CHO,LAL,D. Howard,B. Lopez,D. Howard,CHO,LAL,M. Williams,/players/w/willima02.html,CHO,D. Howard,B. Lopez,1
201712090ATL,https://www.basketball-reference.com/boxscores/pbp/201712090ATL.html,Atlanta Hawks,Orlando Magic,ATL,ORL,,,,,,,,,
201712090CHI,https://www.basketball-reference.com/boxscores/pbp/201712090CHI.html,Chicago Bulls,New York Knicks,CHI,NYK,R. Lopez,K. Porziņģis,E. Kanter,CHI,NYK,D. Valentine,/players/v/valende01.html,NYK,R. Lopez,K. Porziņģis,0
201712090CLE,https://www.basketball-reference.com/boxscores/pbp/201712090CLE.html,Cleveland Cavaliers,Philadelphia 76ers,CLE,PHI,A. Žižić,A. Johnson,R. Covington,PHI,CLE,B. Simmons,/players/s/simmobe01.html,PHI,A. Johnson,A. Žižić,1
201712090MIL,https://www.basketball-reference.com/boxscores/pbp/201712090MIL.html,Milwaukee Bucks,Utah Jazz,MIL,UTA,J. Henson,R. Gobert,D. Favors,MIL,UTA,G. Antetokounmpo,/players/a/antetgi01.html,UTA,J. Henson,R. Gobert,0
201712090MEM,https://www.basketball-reference.com/boxscores/pbp/201712090MEM.html,Memphis Grizzlies,Oklahoma City Thunder,MEM,OKC,M. Gasol,S. Adams,S. Adams,OKC,MEM,Á. Abrines,/players/a/abrinal01.html,OKC,S. Adams,M. Gasol,1
201712090PHO,https://www.basketball-reference.com/boxscores/pbp/201712090PHO.html,Phoenix Suns,San Antonio Spurs,PHO,SAS,T. Chandler,L. Aldridge,L. Aldridge,SAS,PHO,R. Gay,/players/g/gayru01.html,SAS,L. Aldridge,T. Chandler,1
201712090POR,https://www.basketball-reference.com/boxscores/pbp/201712090POR.html,Portland Trail Blazers,Houston Rockets,POR,HOU,M. Leonard,C. Capela,J. Harden,POR,HOU,D. Lillard,/players/l/lillada01.html,HOU,M. Leonard,C. Capela,0
201712100SAC,https://www.basketball-reference.com/boxscores/pbp/201712100SAC.html,Sacramento Kings,Toronto Raptors,SAC,TOR,S. Labissière,J. Valančiūnas,S. Ibaka,TOR,SAC,D. DeRozan,/players/d/derozde01.html,TOR,J. Valančiūnas,S. Labissière,1
201712100DET,https://www.basketball-reference.com/boxscores/pbp/201712100DET.html,Detroit Pistons,Boston Celtics,DET,BOS,A. Drummond,A. Horford,T. Harris,DET,BOS,T. Harris,/players/h/harrito02.html,DET,A. Drummond,A. Horford,1
201712100IND,https://www.basketball-reference.com/boxscores/pbp/201712100IND.html,Indiana Pacers,Denver Nuggets,IND,DEN,M. Turner,M. Plumlee,W. Chandler,DEN,IND,W. Barton,/players/b/bartowi01.html,DEN,M. Plumlee,M. Turner,1
201712100MIN,https://www.basketball-reference.com/boxscores/pbp/201712100MIN.html,Minnesota Timberwolves,Dallas Mavericks,MIN,DAL,K. Towns,M. Kleber,H. Barnes,MIN,DAL,T. Gibson,/players/g/gibsota01.html,DAL,K. Towns,M. Kleber,0
201712100NOP,https://www.basketball-reference.com/boxscores/pbp/201712100NOP.html,New Orleans Pelicans,Philadelphia 76ers,NOP,PHI,A. Davis,A. Johnson,A. Davis,NOP,PHI,D. Cousins,/players/c/couside01.html,NOP,A. Davis,A. Johnson,1
201712100NYK,https://www.basketball-reference.com/boxscores/pbp/201712100NYK.html,New York Knicks,Atlanta Hawks,NYK,ATL,K. Porziņģis,M. Plumlee,T. Waller-Prince,ATL,NYK,D. Schröder,/players/s/schrode01.html,ATL,M. Plumlee,K. Porziņģis,1
201712110CHI,https://www.basketball-reference.com/boxscores/pbp/201712110CHI.html,Chicago Bulls,Boston Celtics,CHI,BOS,R. Lopez,A. Horford,N. Mirotić,CHI,BOS,N. Mirotić,/players/m/mirotni01.html,CHI,R. Lopez,A. Horford,1
201712110HOU,https://www.basketball-reference.com/boxscores/pbp/201712110HOU.html,Houston Rockets,New Orleans Pelicans,HOU,NOP,C. Capela,D. Cousins,J. Holiday,NOP,HOU,R. Rondo,/players/r/rondora01.html,NOP,D. Cousins,C. Capela,1
201712110MEM,https://www.basketball-reference.com/boxscores/pbp/201712110MEM.html,Memphis Grizzlies,Miami Heat,MEM,MIA,M. Gasol,K. Olynyk,M. Gasol,MEM,MIA,D. Brooks,/players/b/brookdi01.html,MEM,M. Gasol,K. Olynyk,1
201712110OKC,https://www.basketball-reference.com/boxscores/pbp/201712110OKC.html,Oklahoma City Thunder,Charlotte Hornets,OKC,CHO,S. Adams,D. Howard,R. Westbrook,CHO,OKC,K. Walker,/players/w/walkeke02.html,OKC,D. Howard,S. Adams,0
201712110GSW,https://www.basketball-reference.com/boxscores/pbp/201712110GSW.html,Golden State Warriors,Portland Trail Blazers,GSW,POR,J. Bell,M. Leonard,K. Durant,GSW,POR,K. Thompson,/players/t/thompkl01.html,GSW,J. Bell,M. Leonard,1
201712110LAC,https://www.basketball-reference.com/boxscores/pbp/201712110LAC.html,Los Angeles Clippers,Toronto Raptors,LAC,TOR,D. Jordan,J. Valančiūnas,A. Rivers,TOR,LAC,S. Ibaka,/players/i/ibakase01.html,LAC,J. Valančiūnas,D. Jordan,0
201712120CLE,https://www.basketball-reference.com/boxscores/pbp/201712120CLE.html,Cleveland Cavaliers,Atlanta Hawks,CLE,ATL,K. Love,T. Cavanaugh,K. Love,CLE,ATL,J. Calderón,/players/c/caldejo01.html,CLE,K. Love,T. Cavanaugh,1
201712120DET,https://www.basketball-reference.com/boxscores/pbp/201712120DET.html,Detroit Pistons,Denver Nuggets,DET,DEN,A. Drummond,M. Plumlee,J. Murray,DEN,DET,W. Barton,/players/b/bartowi01.html,DEN,M. Plumlee,A. Drummond,1
201712120NYK,https://www.basketball-reference.com/boxscores/pbp/201712120NYK.html,New York Knicks,Los Angeles Lakers,NYK,LAL,K. Porziņģis,B. Lopez,C. Lee,LAL,NYK,L. Nance,/players/n/nancela02.html,NYK,B. Lopez,K. Porziņģis,0
201712120BRK,https://www.basketball-reference.com/boxscores/pbp/201712120BRK.html,Brooklyn Nets,Washington Wizards,BRK,WAS,T. Zeller,M. Gortat,M. Gortat,WAS,BRK,T. Frazier,/players/f/fraziti01.html,WAS,M. Gortat,T. Zeller,1
201712120DAL,https://www.basketball-reference.com/boxscores/pbp/201712120DAL.html,Dallas Mavericks,San Antonio Spurs,DAL,SAS,M. Kleber,P. Gasol,L. Aldridge,SAS,DAL,T. Parker,/players/p/parketo01.html,SAS,P. Gasol,M. Kleber,1
201712120MIN,https://www.basketball-reference.com/boxscores/pbp/201712120MIN.html,Minnesota Timberwolves,Philadelphia 76ers,MIN,PHI,K. Towns,J. Embiid,A. Wiggins,MIN,PHI,T. Gibson,/players/g/gibsota01.html,MIN,K. Towns,J. Embiid,1
201712120SAC,https://www.basketball-reference.com/boxscores/pbp/201712120SAC.html,Sacramento Kings,Phoenix Suns,SAC,PHO,S. Labissière,T. Chandler,J. Jackson,SAC,PHO,Z. Randolph,/players/r/randoza01.html,PHO,S. Labissière,T. Chandler,0
201712130IND,https://www.basketball-reference.com/boxscores/pbp/201712130IND.html,Indiana Pacers,Oklahoma City Thunder,IND,OKC,M. Turner,S. Adams,C. Anthony,OKC,IND,C. Anthony,/players/a/anthoca01.html,OKC,S. Adams,M. Turner,1
201712130ORL,https://www.basketball-reference.com/boxscores/pbp/201712130ORL.html,Orlando Magic,Los Angeles Clippers,ORL,LAC,N. Vučević,D. Jordan,J. Wilson,ORL,LAC,M. Hezonja,/players/h/hezonma01.html,LAC,N. Vučević,D. Jordan,0
201712130WAS,https://www.basketball-reference.com/boxscores/pbp/201712130WAS.html,Washington Wizards,Memphis Grizzlies,WAS,MEM,M. Gortat,M. Gasol,O. Porter,MEM,WAS,J. Green,/players/g/greenja01.html,WAS,M. Gasol,M. Gortat,0
201712130BOS,https://www.basketball-reference.com/boxscores/pbp/201712130BOS.html,Boston Celtics,Denver Nuggets,BOS,DEN,A. Baynes,M. Plumlee,A. Baynes,BOS,DEN,M. Smart,/players/s/smartma01.html,BOS,A. Baynes,M. Plumlee,1
201712130MIA,https://www.basketball-reference.com/boxscores/pbp/201712130MIA.html,Miami Heat,Portland Trail Blazers,MIA,POR,K. Olynyk,Z. Collins,Z. Collins,POR,MIA,D. Lillard,/players/l/lillada01.html,POR,Z. Collins,K. Olynyk,1
201712130CHI,https://www.basketball-reference.com/boxscores/pbp/201712130CHI.html,Chicago Bulls,Utah Jazz,CHI,UTA,R. Lopez,R. Gobert,D. Valentine,CHI,UTA,N. Mirotić,/players/m/mirotni01.html,CHI,R. Lopez,R. Gobert,1
201712130NOP,https://www.basketball-reference.com/boxscores/pbp/201712130NOP.html,New Orleans Pelicans,Milwaukee Bucks,NOP,MIL,A. Davis,J. Henson,J. Henson,MIL,NOP,G. Antetokounmpo,/players/a/antetgi01.html,MIL,J. Henson,A. Davis,1
201712130PHO,https://www.basketball-reference.com/boxscores/pbp/201712130PHO.html,Phoenix Suns,Toronto Raptors,PHO,TOR,M. Chriss,J. Valančiūnas,G. Monroe,PHO,TOR,T. Ulis,/players/u/ulisty01.html,PHO,M. Chriss,J. Valančiūnas,1
201712130HOU,https://www.basketball-reference.com/boxscores/pbp/201712130HOU.html,Houston Rockets,Charlotte Hornets,HOU,CHO,C. Capela,D. Howard,C. Capela,CHO,HOU,M. Williams,/players/w/willima02.html,HOU,D. Howard,C. Capela,0
201712140ATL,https://www.basketball-reference.com/boxscores/pbp/201712140ATL.html,Atlanta Hawks,Detroit Pistons,ATL,DET,M. Plumlee,A. Drummond,R. Bullock,ATL,DET,K. Bazemore,/players/b/bazemke01.html,DET,M. Plumlee,A. Drummond,0
201712140BRK,https://www.basketball-reference.com/boxscores/pbp/201712140BRK.html,Brooklyn Nets,New York Knicks,BRK,NYK,T. Zeller,K. Porziņģis,L. Thomas,NYK,BRK,J. Jack,/players/j/jackja01.html,NYK,K. Porziņģis,T. Zeller,1
201712140CLE,https://www.basketball-reference.com/boxscores/pbp/201712140CLE.html,Cleveland Cavaliers,Los Angeles Lakers,CLE,LAL,K. Love,B. Lopez,L. Ball,LAL,CLE,L. Ball,/players/b/balllo01.html,LAL,B. Lopez,K. Love,1
201712140MIN,https://www.basketball-reference.com/boxscores/pbp/201712140MIN.html,Minnesota Timberwolves,Sacramento Kings,MIN,SAC,K. Towns,S. Labissière,Z. Randolph,SAC,MIN,Z. Randolph,/players/r/randoza01.html,SAC,S. Labissière,K. Towns,1
201712140GSW,https://www.basketball-reference.com/boxscores/pbp/201712140GSW.html,Golden State Warriors,Dallas Mavericks,GSW,DAL,J. Bell,M. Kleber,K. Thompson,GSW,DAL,K. Thompson,/players/t/thompkl01.html,GSW,J. Bell,M. Kleber,1
201712150CHO,https://www.basketball-reference.com/boxscores/pbp/201712150CHO.html,Charlotte Hornets,Miami Heat,CHO,MIA,D. Howard,K. Olynyk,M. Kidd-Gilchrist,CHO,MIA,M. Williams,/players/w/willima02.html,CHO,D. Howard,K. Olynyk,1
201712150IND,https://www.basketball-reference.com/boxscores/pbp/201712150IND.html,Indiana Pacers,Detroit Pistons,IND,DET,M. Turner,A. Drummond,D. Collison,DET,IND,T. Harris,/players/h/harrito02.html,IND,A. Drummond,M. Turner,0
201712150ORL,https://www.basketball-reference.com/boxscores/pbp/201712150ORL.html,Orlando Magic,Portland Trail Blazers,ORL,POR,N. Vučević,J. Nurkić,E. Payton,POR,ORL,A. Aminu,/players/a/aminual01.html,ORL,J. Nurkić,N. Vučević,0
201712150PHI,https://www.basketball-reference.com/boxscores/pbp/201712150PHI.html,Philadelphia 76ers,Oklahoma City Thunder,PHI,OKC,J. Embiid,S. Adams,P. George,OKC,PHI,C. Anthony,/players/a/anthoca01.html,OKC,S. Adams,J. Embiid,1
201712150WAS,https://www.basketball-reference.com/boxscores/pbp/201712150WAS.html,Washington Wizards,Los Angeles Clippers,WAS,LAC,M. Gortat,D. Jordan,O. Porter,WAS,LAC,J. Wall,/players/w/walljo01.html,WAS,M. Gortat,D. Jordan,1
201712150BOS,https://www.basketball-reference.com/boxscores/pbp/201712150BOS.html,Boston Celtics,Utah Jazz,BOS,UTA,A. Horford,R. Gobert,R. Rubio,UTA,BOS,D. Favors,/players/f/favorde01.html,UTA,R. Gobert,A. Horford,1
201712150TOR,https://www.basketball-reference.com/boxscores/pbp/201712150TOR.html,Toronto Raptors,Brooklyn Nets,TOR,BRK,J. Valančiūnas,T. Zeller,D. DeRozan,TOR,BRK,O. Anunoby,/players/a/anunoog01.html,TOR,J. Valančiūnas,T. Zeller,1
201712150MEM,https://www.basketball-reference.com/boxscores/pbp/201712150MEM.html,Memphis Grizzlies,Atlanta Hawks,MEM,ATL,,,,,,,,,
201712150MIL,https://www.basketball-reference.com/boxscores/pbp/201712150MIL.html,Milwaukee Bucks,Chicago Bulls,MIL,CHI,J. Henson,R. Lopez,J. Henson,CHI,MIL,N. Mirotić,/players/m/mirotni01.html,MIL,R. Lopez,J. Henson,0
201712150DEN,https://www.basketball-reference.com/boxscores/pbp/201712150DEN.html,Denver Nuggets,New Orleans Pelicans,DEN,NOP,M. Plumlee,A. Davis,J. Murray,DEN,NOP,J. Murray,/players/m/murraja01.html,DEN,M. Plumlee,A. Davis,1
201712150HOU,https://www.basketball-reference.com/boxscores/pbp/201712150HOU.html,Houston Rockets,San Antonio Spurs,HOU,SAS,C. Capela,P. Gasol,T. Ariza,SAS,HOU,T. Parker,/players/p/parketo01.html,HOU,P. Gasol,C. Capela,0
201712160CHO,https://www.basketball-reference.com/boxscores/pbp/201712160CHO.html,Charlotte Hornets,Portland Trail Blazers,CHO,POR,D. Howard,J. Nurkić,C. McCollum,CHO,POR,K. Walker,/players/w/walkeke02.html,POR,D. Howard,J. Nurkić,0
201712160CLE,https://www.basketball-reference.com/boxscores/pbp/201712160CLE.html,Cleveland Cavaliers,Utah Jazz,CLE,UTA,K. Love,E. Udoh,D. Mitchell,UTA,CLE,J. Johnson,/players/j/johnsjo02.html,UTA,E. Udoh,K. Love,1
201712160NYK,https://www.basketball-reference.com/boxscores/pbp/201712160NYK.html,New York Knicks,Oklahoma City Thunder,NYK,OKC,E. Kanter,D. Johnson,J. Jack,NYK,OKC,J. Jack,/players/j/jackja01.html,NYK,E. Kanter,D. Johnson,1
201712160HOU,https://www.basketball-reference.com/boxscores/pbp/201712160HOU.html,Houston Rockets,Milwaukee Bucks,HOU,MIL,R. Anderson,J. Henson,T. Ariza,MIL,HOU,G. Antetokounmpo,/players/a/antetgi01.html,HOU,J. Henson,R. Anderson,0
201712160MIA,https://www.basketball-reference.com/boxscores/pbp/201712160MIA.html,Miami Heat,Los Angeles Clippers,MIA,LAC,K. Olynyk,D. Jordan,J. Johnson,LAC,MIA,L. Williams,/players/w/willilo02.html,MIA,D. Jordan,K. Olynyk,0
201712160MIN,https://www.basketball-reference.com/boxscores/pbp/201712160MIN.html,Minnesota Timberwolves,Phoenix Suns,MIN,PHO,K. Towns,T. Chandler,T. Gibson,MIN,PHO,A. Wiggins,/players/w/wiggian01.html,MIN,K. Towns,T. Chandler,1
201712160SAS,https://www.basketball-reference.com/boxscores/pbp/201712160SAS.html,San Antonio Spurs,Dallas Mavericks,SAS,DAL,P. Gasol,M. Kleber,Y. Ferrell,SAS,DAL,L. Aldridge,/players/a/aldrila01.html,DAL,P. Gasol,M. Kleber,0
201712160MEM,https://www.basketball-reference.com/boxscores/pbp/201712160MEM.html,Memphis Grizzlies,Boston Celtics,MEM,BOS,M. Gasol,A. Horford,A. Horford,BOS,MEM,A. Baynes,/players/b/baynear01.html,BOS,A. Horford,M. Gasol,1
201712170TOR,https://www.basketball-reference.com/boxscores/pbp/201712170TOR.html,Toronto Raptors,Sacramento Kings,TOR,SAC,J. Valančiūnas,K. Koufos,G. Temple,SAC,TOR,W. Cauley-Stein,/players/c/caulewi01.html,SAC,K. Koufos,J. Valančiūnas,1
201712170DET,https://www.basketball-reference.com/boxscores/pbp/201712170DET.html,Detroit Pistons,Orlando Magic,DET,ORL,A. Drummond,N. Vučević,T. Harris,DET,ORL,T. Harris,/players/h/harrito02.html,DET,A. Drummond,N. Vučević,1
201712170BRK,https://www.basketball-reference.com/boxscores/pbp/201712170BRK.html,Brooklyn Nets,Indiana Pacers,BRK,IND,T. Zeller,M. Turner,D. Collison,BRK,IND,S. Dinwiddie,/players/d/dinwisp01.html,IND,T. Zeller,M. Turner,0
201712170WAS,https://www.basketball-reference.com/boxscores/pbp/201712170WAS.html,Washington Wizards,Cleveland Cavaliers,WAS,CLE,M. Gortat,K. Love,M. Morris,WAS,CLE,J. Wall,/players/w/walljo01.html,WAS,M. Gortat,K. Love,1
