Game Code,Full Hyperlink,Home,Away,Home Short,Away Short,Home Tipper,Away Tipper,First Scorer,Tipoff Winning Team,Tipoff Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Scored Upon TeamTipoff Winner,Tipoff Loser,Tipoff Winner Scores
201402070PHI,https://www.basketball-reference.com/boxscores/pbp/201402070PHI.html,Philadelphia 76ers,Los Angeles Lakers,PHI,LAL,R. Sacre,S. Hawes,M. Carter-Williams,LAL,PHI,M. Carter-Williams,/players/c/cartemi01.html,LAL,PHI,S. Hawes,R. Sacre,1
201402070WAS,https://www.basketball-reference.com/boxscores/pbp/201402070WAS.html,Washington Wizards,Cleveland Cavaliers,WAS,CLE,T. Thompson,M. Gortat,M. Gortat,CLE,WAS,J. Wall,/players/w/walljo01.html,CLE,WAS,M. Gortat,T. Thompson,1
201402070BOS,https://www.basketball-reference.com/boxscores/pbp/201402070BOS.html,Boston Celtics,Sacramento Kings,BOS,SAC,J. Thompson,B. Bass,D. Cousins,SAC,BOS,J. Sullinger,/players/s/sullija01.html,SAC,BOS,B. Bass,J. Thompson,1
201402070DET,https://www.basketball-reference.com/boxscores/pbp/201402070DET.html,Detroit Pistons,Brooklyn Nets,DET,BRK,A. Drummond,A. Blatche,A. Blatche,BRK,DET,J. Smith,/players/s/smithjo03.html,BRK,DET,A. Blatche,A. Drummond,1
201402070NYK,https://www.basketball-reference.com/boxscores/pbp/201402070NYK.html,New York Knicks,Denver Nuggets,NYK,DEN,J. Hickson,T. Chandler,C. Anthony,DEN,NYK,C. Anthony,/players/a/anthoca01.html,DEN,NYK,T. Chandler,J. Hickson,1
201402070DAL,https://www.basketball-reference.com/boxscores/pbp/201402070DAL.html,Dallas Mavericks,Utah Jazz,DAL,UTA,D. Favors,S. Dalembert,S. Marion,UTA,DAL,D. Nowitzki,/players/n/nowitdi01.html,UTA,DAL,S. Dalembert,D. Favors,1
201402070NOP,https://www.basketball-reference.com/boxscores/pbp/201402070NOP.html,New Orleans Pelicans,Minnesota Timberwolves,NOP,MIN,R. Turiaf,A. Davis,E. Gordon,MIN,NOP,A. Ajinça,/players/a/ajincal01.html,MIN,NOP,A. Davis,R. Turiaf,1
201402070LAC,https://www.basketball-reference.com/boxscores/pbp/201402070LAC.html,Los Angeles Clippers,Toronto Raptors,LAC,TOR,J. Valančiūnas,D. Jordan,B. Griffin,TOR,LAC,D. Collison,/players/c/collida01.html,TOR,LAC,D. Jordan,J. Valančiūnas,1
201402080CHA,https://www.basketball-reference.com/boxscores/pbp/201402080CHA.html,Charlotte Bobcats,San Antonio Spurs,CHA,SAS,A. Jefferson,T. Duncan,M. Kidd-Gilchrist,SAS,CHA,T. Parker,/players/p/parketo01.html,SAS,CHA,T. Duncan,A. Jefferson,1
201402080ATL,https://www.basketball-reference.com/boxscores/pbp/201402080ATL.html,Atlanta Hawks,Memphis Grizzlies,ATL,MEM,P. Millsap,M. Gasol,G. Ayón,MEM,ATL,J. Teague,/players/t/teaguje01.html,MEM,ATL,M. Gasol,P. Millsap,1
201402080DET,https://www.basketball-reference.com/boxscores/pbp/201402080DET.html,Detroit Pistons,Denver Nuggets,DET,DEN,J. Hickson,A. Drummond,W. Chandler,DEN,DET,K. Faried,/players/f/farieke01.html,DEN,DET,A. Drummond,J. Hickson,1
201402080MIN,https://www.basketball-reference.com/boxscores/pbp/201402080MIN.html,Minnesota Timberwolves,Portland Trail Blazers,MIN,POR,R. Turiaf,R. Lopez,L. Aldridge,POR,MIN,N. Batum,/players/b/batumni01.html,POR,MIN,R. Lopez,R. Turiaf,1
201402080MIL,https://www.basketball-reference.com/boxscores/pbp/201402080MIL.html,Milwaukee Bucks,Houston Rockets,MIL,HOU,L. Sanders,D. Howard,D. Howard,HOU,MIL,P. Beverley,/players/b/beverpa01.html,HOU,MIL,D. Howard,L. Sanders,1
201402080PHO,https://www.basketball-reference.com/boxscores/pbp/201402080PHO.html,Phoenix Suns,Golden State Warriors,PHO,GSW,M. Plumlee,J. O'Neal,A. Iguodala,GSW,PHO,S. Curry,/players/c/curryst01.html,GSW,PHO,J. O'Neal,M. Plumlee,1
201402080UTA,https://www.basketball-reference.com/boxscores/pbp/201402080UTA.html,Utah Jazz,Miami Heat,UTA,MIA,D. Favors,C. Bosh,C. Bosh,MIA,UTA,L. James,/players/j/jamesle01.html,MIA,UTA,C. Bosh,D. Favors,1
201402090OKC,https://www.basketball-reference.com/boxscores/pbp/201402090OKC.html,Oklahoma City Thunder,New York Knicks,OKC,NYK,S. Ibaka,T. Chandler,R. Felton,NYK,OKC,T. Sefolosha,/players/s/sefolth01.html,NYK,OKC,T. Chandler,S. Ibaka,1
201402090LAL,https://www.basketball-reference.com/boxscores/pbp/201402090LAL.html,Los Angeles Lakers,Chicago Bulls,LAL,CHI,R. Sacre,J. Noah,T. Gibson,CHI,LAL,K. Hinrich,/players/h/hinriki01.html,CHI,LAL,J. Noah,R. Sacre,1
201402090BOS,https://www.basketball-reference.com/boxscores/pbp/201402090BOS.html,Boston Celtics,Dallas Mavericks,BOS,DAL,S. Dalembert,B. Bass,B. Bass,DAL,BOS,J. Sullinger,/players/s/sullija01.html,DAL,BOS,B. Bass,S. Dalembert,1
201402090BRK,https://www.basketball-reference.com/boxscores/pbp/201402090BRK.html,Brooklyn Nets,New Orleans Pelicans,BRK,NOP,K. Garnett,A. Davis,S. Livingston,NOP,BRK,S. Livingston,/players/l/livinsh01.html,NOP,BRK,A. Davis,K. Garnett,1
201402090CLE,https://www.basketball-reference.com/boxscores/pbp/201402090CLE.html,Cleveland Cavaliers,Memphis Grizzlies,CLE,MEM,T. Thompson,M. Gasol,Z. Randolph,MEM,CLE,Z. Randolph,/players/r/randoza01.html,MEM,CLE,M. Gasol,T. Thompson,1
201402090ORL,https://www.basketball-reference.com/boxscores/pbp/201402090ORL.html,Orlando Magic,Indiana Pacers,ORL,IND,N. Vučević,R. Hibbert,R. Hibbert,IND,ORL,P. George,/players/g/georgpa01.html,IND,ORL,R. Hibbert,N. Vučević,1
201402090WAS,https://www.basketball-reference.com/boxscores/pbp/201402090WAS.html,Washington Wizards,Sacramento Kings,WAS,SAC,J. Thompson,M. Gortat,M. Gortat,SAC,WAS,J. Wall,/players/w/walljo01.html,SAC,WAS,M. Gortat,J. Thompson,1
201402090LAC,https://www.basketball-reference.com/boxscores/pbp/201402090LAC.html,Los Angeles Clippers,Philadelphia 76ers,LAC,PHI,D. Jordan,S. Hawes,B. Griffin,PHI,LAC,C. Paul,/players/p/paulch01.html,PHI,LAC,S. Hawes,D. Jordan,1
201402100IND,https://www.basketball-reference.com/boxscores/pbp/201402100IND.html,Indiana Pacers,Denver Nuggets,IND,DEN,J. Hickson,R. Hibbert,D. West,DEN,IND,R. Foye,/players/f/foyera01.html,DEN,IND,R. Hibbert,J. Hickson,1
201402100TOR,https://www.basketball-reference.com/boxscores/pbp/201402100TOR.html,Toronto Raptors,New Orleans Pelicans,TOR,NOP,J. Valančiūnas,A. Davis,E. Gordon,NOP,TOR,P. Patterson,/players/p/pattepa01.html,NOP,TOR,A. Davis,J. Valančiūnas,1
201402100DET,https://www.basketball-reference.com/boxscores/pbp/201402100DET.html,Detroit Pistons,San Antonio Spurs,DET,SAS,T. Duncan,A. Drummond,N. De Colo,SAS,DET,T. Parker,/players/p/parketo01.html,SAS,DET,A. Drummond,T. Duncan,1
201402100MIL,https://www.basketball-reference.com/boxscores/pbp/201402100MIL.html,Milwaukee Bucks,Boston Celtics,MIL,BOS,J. Henson,B. Bass,B. Bass,BOS,MIL,B. Knight,/players/k/knighbr03.html,BOS,MIL,B. Bass,J. Henson,1
201402100MIN,https://www.basketball-reference.com/boxscores/pbp/201402100MIN.html,Minnesota Timberwolves,Houston Rockets,MIN,HOU,R. Turiaf,D. Howard,C. Parsons,HOU,MIN,P. Beverley,/players/b/beverpa01.html,HOU,MIN,D. Howard,R. Turiaf,1
201402100GSW,https://www.basketball-reference.com/boxscores/pbp/201402100GSW.html,Golden State Warriors,Philadelphia 76ers,GSW,PHI,D. Lee,S. Hawes,S. Curry,PHI,GSW,T. Young,/players/y/youngth01.html,PHI,GSW,S. Hawes,D. Lee,1
201402110CHA,https://www.basketball-reference.com/boxscores/pbp/201402110CHA.html,Charlotte Bobcats,Dallas Mavericks,CHA,DAL,A. Jefferson,S. Dalembert,S. Dalembert,DAL,CHA,J. Calderón,/players/c/caldejo01.html,DAL,CHA,S. Dalembert,A. Jefferson,1
201402110CLE,https://www.basketball-reference.com/boxscores/pbp/201402110CLE.html,Cleveland Cavaliers,Sacramento Kings,CLE,SAC,T. Zeller,J. Thompson,M. Thornton,SAC,CLE,M. Thornton,/players/t/thornma01.html,SAC,CLE,J. Thompson,T. Zeller,1
201402110CHI,https://www.basketball-reference.com/boxscores/pbp/201402110CHI.html,Chicago Bulls,Atlanta Hawks,CHI,ATL,J. Noah,P. Millsap,M. Dunleavy,ATL,CHI,T. Gibson,/players/g/gibsota01.html,ATL,CHI,P. Millsap,J. Noah,1
201402110MEM,https://www.basketball-reference.com/boxscores/pbp/201402110MEM.html,Memphis Grizzlies,Washington Wizards,MEM,WAS,M. Gortat,M. Gasol,N. Calathes,WAS,MEM,J. Wall,/players/w/walljo01.html,WAS,MEM,M. Gasol,M. Gortat,1
201402110PHO,https://www.basketball-reference.com/boxscores/pbp/201402110PHO.html,Phoenix Suns,Miami Heat,PHO,MIA,M. Plumlee,C. Bosh,C. Frye,MIA,PHO,L. James,/players/j/jamesle01.html,MIA,PHO,C. Bosh,M. Plumlee,1
201402110POR,https://www.basketball-reference.com/boxscores/pbp/201402110POR.html,Portland Trail Blazers,Oklahoma City Thunder,POR,OKC,R. Lopez,S. Ibaka,W. Matthews,OKC,POR,K. Perkins,/players/p/perkike01.html,OKC,POR,S. Ibaka,R. Lopez,1
201402110LAL,https://www.basketball-reference.com/boxscores/pbp/201402110LAL.html,Los Angeles Lakers,Utah Jazz,LAL,UTA,C. Kaman,D. Favors,M. Williams,UTA,LAL,T. Burke,/players/b/burketr01.html,UTA,LAL,D. Favors,C. Kaman,1
201402120IND,https://www.basketball-reference.com/boxscores/pbp/201402120IND.html,Indiana Pacers,Dallas Mavericks,IND,DAL,R. Hibbert,S. Dalembert,D. Nowitzki,DAL,IND,J. Calderón,/players/c/caldejo01.html,DAL,IND,S. Dalembert,R. Hibbert,1
201402120ORL,https://www.basketball-reference.com/boxscores/pbp/201402120ORL.html,Orlando Magic,Memphis Grizzlies,ORL,MEM,N. Vučević,M. Gasol,G. Davis,MEM,ORL,C. Lee,/players/l/leeco01.html,MEM,ORL,M. Gasol,N. Vučević,1
201402120TOR,https://www.basketball-reference.com/boxscores/pbp/201402120TOR.html,Toronto Raptors,Atlanta Hawks,TOR,ATL,J. Valančiūnas,P. Millsap,J. Teague,ATL,TOR,P. Patterson,/players/p/pattepa01.html,ATL,TOR,P. Millsap,J. Valančiūnas,1
201402120BOS,https://www.basketball-reference.com/boxscores/pbp/201402120BOS.html,Boston Celtics,San Antonio Spurs,BOS,SAS,T. Duncan,B. Bass,B. Diaw,SAS,BOS,J. Sullinger,/players/s/sullija01.html,SAS,BOS,B. Bass,T. Duncan,1
201402120BRK,https://www.basketball-reference.com/boxscores/pbp/201402120BRK.html,Brooklyn Nets,Charlotte Bobcats,BRK,CHA,A. Jefferson,K. Garnett,K. Walker,CHA,BRK,J. McRoberts,/players/m/mcrobjo01.html,CHA,BRK,K. Garnett,A. Jefferson,1
201402120DET,https://www.basketball-reference.com/boxscores/pbp/201402120DET.html,Detroit Pistons,Cleveland Cavaliers,DET,CLE,T. Zeller,A. Drummond,J. Smith,CLE,DET,B. Jennings,/players/j/jennibr01.html,CLE,DET,A. Drummond,T. Zeller,1
201402120NYK,https://www.basketball-reference.com/boxscores/pbp/201402120NYK.html,New York Knicks,Sacramento Kings,NYK,SAC,J. Thompson,T. Chandler,P. Prigioni,SAC,NYK,R. Felton,/players/f/feltora01.html,SAC,NYK,T. Chandler,J. Thompson,1
201402120HOU,https://www.basketball-reference.com/boxscores/pbp/201402120HOU.html,Houston Rockets,Washington Wizards,HOU,WAS,D. Howard,M. Gortat,D. Howard,WAS,HOU,T. Jones,/players/j/joneste01.html,WAS,HOU,M. Gortat,D. Howard,1
201402120MIL,https://www.basketball-reference.com/boxscores/pbp/201402120MIL.html,Milwaukee Bucks,New Orleans Pelicans,MIL,NOP,Z. Pachulia,A. Davis,A. Davis,NOP,MIL,B. Roberts,/players/r/roberbr01.html,NOP,MIL,A. Davis,Z. Pachulia,1
201402120MIN,https://www.basketball-reference.com/boxscores/pbp/201402120MIN.html,Minnesota Timberwolves,Denver Nuggets,MIN,DEN,R. Turiaf,J. Hickson,C. Budinger,DEN,MIN,R. Foye,/players/f/foyera01.html,DEN,MIN,J. Hickson,R. Turiaf,1
201402120UTA,https://www.basketball-reference.com/boxscores/pbp/201402120UTA.html,Utah Jazz,Philadelphia 76ers,UTA,PHI,S. Hawes,D. Favors,M. Williams,PHI,UTA,E. Turner,/players/t/turneev01.html,PHI,UTA,D. Favors,S. Hawes,1
201402120GSW,https://www.basketball-reference.com/boxscores/pbp/201402120GSW.html,Golden State Warriors,Miami Heat,GSW,MIA,D. Lee,C. Bosh,K. Thompson,MIA,GSW,M. Chalmers,/players/c/chalmma01.html,MIA,GSW,C. Bosh,D. Lee,1
201402120LAC,https://www.basketball-reference.com/boxscores/pbp/201402120LAC.html,Los Angeles Clippers,Portland Trail Blazers,LAC,POR,R. Lopez,D. Jordan,D. Jordan,POR,LAC,C. Paul,/players/p/paulch01.html,POR,LAC,D. Jordan,R. Lopez,1
201402130CHI,https://www.basketball-reference.com/boxscores/pbp/201402130CHI.html,Chicago Bulls,Brooklyn Nets,CHI,BRK,J. Noah,K. Garnett,S. Livingston,BRK,CHI,P. Pierce,/players/p/piercpa01.html,BRK,CHI,K. Garnett,J. Noah,1
201402130LAL,https://www.basketball-reference.com/boxscores/pbp/201402130LAL.html,Los Angeles Lakers,Oklahoma City Thunder,LAL,OKC,C. Kaman,S. Ibaka,K. Marshall,OKC,LAL,S. Williams,/players/w/willish03.html,OKC,LAL,S. Ibaka,C. Kaman,1
201402180IND,https://www.basketball-reference.com/boxscores/pbp/201402180IND.html,Indiana Pacers,Atlanta Hawks,IND,ATL,P. Millsap,R. Hibbert,K. Korver,ATL,IND,J. Teague,/players/t/teaguje01.html,ATL,IND,R. Hibbert,P. Millsap,1
201402180PHI,https://www.basketball-reference.com/boxscores/pbp/201402180PHI.html,Philadelphia 76ers,Cleveland Cavaliers,PHI,CLE,T. Zeller,S. Hawes,T. Thompson,CLE,PHI,T. Thompson,/players/t/thomptr01.html,CLE,PHI,S. Hawes,T. Zeller,1
201402180WAS,https://www.basketball-reference.com/boxscores/pbp/201402180WAS.html,Washington Wizards,Toronto Raptors,WAS,TOR,J. Valančiūnas,M. Gortat,J. Wall,TOR,WAS,J. Wall,/players/w/walljo01.html,TOR,WAS,M. Gortat,J. Valančiūnas,1
201402180DET,https://www.basketball-reference.com/boxscores/pbp/201402180DET.html,Detroit Pistons,Charlotte Bobcats,DET,CHA,A. Jefferson,A. Drummond,A. Jefferson,CHA,DET,J. McRoberts,/players/m/mcrobjo01.html,CHA,DET,A. Drummond,A. Jefferson,1
201402180MEM,https://www.basketball-reference.com/boxscores/pbp/201402180MEM.html,Memphis Grizzlies,New York Knicks,MEM,NYK,M. Gasol,T. Chandler,T. Chandler,NYK,MEM,R. Felton,/players/f/feltora01.html,NYK,MEM,T. Chandler,M. Gasol,1
201402180MIL,https://www.basketball-reference.com/boxscores/pbp/201402180MIL.html,Milwaukee Bucks,Orlando Magic,MIL,ORL,N. Vučević,Z. Pachulia,A. Afflalo,ORL,MIL,A. Afflalo,/players/a/afflaar01.html,ORL,MIL,Z. Pachulia,N. Vučević,1
201402180DAL,https://www.basketball-reference.com/boxscores/pbp/201402180DAL.html,Dallas Mavericks,Miami Heat,DAL,MIA,S. Dalembert,C. Bosh,D. Nowitzki,MIA,DAL,D. Wade,/players/w/wadedw01.html,MIA,DAL,C. Bosh,S. Dalembert,1
201402180DEN,https://www.basketball-reference.com/boxscores/pbp/201402180DEN.html,Denver Nuggets,Phoenix Suns,DEN,PHO,M. Plumlee,J. Hickson,G. Green,PHO,DEN,G. Dragić,/players/d/dragigo01.html,PHO,DEN,J. Hickson,M. Plumlee,1
201402180LAC,https://www.basketball-reference.com/boxscores/pbp/201402180LAC.html,Los Angeles Clippers,San Antonio Spurs,LAC,SAS,D. Jordan,T. Duncan,M. Belinelli,SAS,LAC,C. Joseph,/players/j/josepco01.html,SAS,LAC,T. Duncan,D. Jordan,1
201402190CHA,https://www.basketball-reference.com/boxscores/pbp/201402190CHA.html,Charlotte Bobcats,Detroit Pistons,CHA,DET,A. Jefferson,A. Drummond,M. Kidd-Gilchrist,DET,CHA,B. Jennings,/players/j/jennibr01.html,DET,CHA,A. Drummond,A. Jefferson,1
201402190CLE,https://www.basketball-reference.com/boxscores/pbp/201402190CLE.html,Cleveland Cavaliers,Orlando Magic,CLE,ORL,T. Zeller,N. Vučević,J. Jack,ORL,CLE,T. Harris,/players/h/harrito02.html,ORL,CLE,N. Vučević,T. Zeller,1
201402190TOR,https://www.basketball-reference.com/boxscores/pbp/201402190TOR.html,Toronto Raptors,Chicago Bulls,TOR,CHI,J. Valančiūnas,J. Noah,C. Boozer,CHI,TOR,C. Boozer,/players/b/boozeca01.html,CHI,TOR,J. Noah,J. Valančiūnas,1
201402190ATL,https://www.basketball-reference.com/boxscores/pbp/201402190ATL.html,Atlanta Hawks,Washington Wizards,ATL,WAS,P. Millsap,M. Gortat,M. Gortat,WAS,ATL,E. Brand,/players/b/brandel01.html,WAS,ATL,M. Gortat,P. Millsap,1
201402190MIN,https://www.basketball-reference.com/boxscores/pbp/201402190MIN.html,Minnesota Timberwolves,Indiana Pacers,MIN,IND,R. Turiaf,R. Hibbert,K. Love,IND,MIN,G. Hill,/players/h/hillge01.html,IND,MIN,R. Hibbert,R. Turiaf,1
201402190NOP,https://www.basketball-reference.com/boxscores/pbp/201402190NOP.html,New Orleans Pelicans,New York Knicks,NOP,NYK,A. Davis,T. Chandler,P. Prigioni,NYK,NOP,R. Felton,/players/f/feltora01.html,NYK,NOP,T. Chandler,A. Davis,1
201402190PHO,https://www.basketball-reference.com/boxscores/pbp/201402190PHO.html,Phoenix Suns,Boston Celtics,PHO,BOS,M. Plumlee,B. Bass,C. Frye,BOS,PHO,G. Dragić,/players/d/dragigo01.html,BOS,PHO,B. Bass,M. Plumlee,1
201402190UTA,https://www.basketball-reference.com/boxscores/pbp/201402190UTA.html,Utah Jazz,Brooklyn Nets,UTA,BRK,E. Kanter,K. Garnett,P. Pierce,BRK,UTA,P. Pierce,/players/p/piercpa01.html,BRK,UTA,K. Garnett,E. Kanter,1
201402190POR,https://www.basketball-reference.com/boxscores/pbp/201402190POR.html,Portland Trail Blazers,San Antonio Spurs,POR,SAS,T. Splitter,R. Lopez,T. Splitter,SAS,POR,D. Wright,/players/w/wrighdo01.html,SAS,POR,R. Lopez,T. Splitter,1
201402190SAC,https://www.basketball-reference.com/boxscores/pbp/201402190SAC.html,Sacramento Kings,Golden State Warriors,SAC,GSW,J. Thompson,J. O'Neal,K. Thompson,GSW,SAC,S. Curry,/players/c/curryst01.html,GSW,SAC,J. O'Neal,J. Thompson,1
201402190LAL,https://www.basketball-reference.com/boxscores/pbp/201402190LAL.html,Los Angeles Lakers,Houston Rockets,LAL,HOU,C. Kaman,D. Howard,D. Howard,HOU,LAL,P. Beverley,/players/b/beverpa01.html,HOU,LAL,D. Howard,C. Kaman,1
201402200MIL,https://www.basketball-reference.com/boxscores/pbp/201402200MIL.html,Milwaukee Bucks,Denver Nuggets,MIL,DEN,Z. Pachulia,J. Hickson,R. Foye,DEN,MIL,N. Wolters,/players/w/woltena01.html,DEN,MIL,J. Hickson,Z. Pachulia,1
201402200OKC,https://www.basketball-reference.com/boxscores/pbp/201402200OKC.html,Oklahoma City Thunder,Miami Heat,OKC,MIA,S. Ibaka,C. Bosh,R. Westbrook,MIA,OKC,K. Perkins,/players/p/perkike01.html,MIA,OKC,C. Bosh,S. Ibaka,1
201402200GSW,https://www.basketball-reference.com/boxscores/pbp/201402200GSW.html,Golden State Warriors,Houston Rockets,GSW,HOU,J. O'Neal,D. Howard,D. Lee,HOU,GSW,P. Beverley,/players/b/beverpa01.html,HOU,GSW,D. Howard,J. O'Neal,1
201402210CHA,https://www.basketball-reference.com/boxscores/pbp/201402210CHA.html,Charlotte Bobcats,New Orleans Pelicans,CHA,NOP,A. Jefferson,A. Davis,E. Gordon,NOP,CHA,J. McRoberts,/players/m/mcrobjo01.html,NOP,CHA,A. Davis,A. Jefferson,1
201402210ORL,https://www.basketball-reference.com/boxscores/pbp/201402210ORL.html,Orlando Magic,New York Knicks,ORL,NYK,N. Vučević,T. Chandler,V. Oladipo,NYK,ORL,R. Felton,/players/f/feltora01.html,NYK,ORL,T. Chandler,N. Vučević,1
201402210PHI,https://www.basketball-reference.com/boxscores/pbp/201402210PHI.html,Philadelphia 76ers,Dallas Mavericks,PHI,DAL,A. Moultrie,S. Dalembert,S. Dalembert,DAL,PHI,D. Nowitzki,/players/n/nowitdi01.html,DAL,PHI,S. Dalembert,A. Moultrie,1
201402210TOR,https://www.basketball-reference.com/boxscores/pbp/201402210TOR.html,Toronto Raptors,Cleveland Cavaliers,TOR,CLE,T. Zeller,J. Valančiūnas,T. Ross,CLE,TOR,A. Johnson,/players/j/johnsam01.html,CLE,TOR,J. Valančiūnas,T. Zeller,1
201402210DET,https://www.basketball-reference.com/boxscores/pbp/201402210DET.html,Detroit Pistons,Atlanta Hawks,DET,ATL,P. Millsap,A. Drummond,G. Monroe,ATL,DET,J. Smith,/players/s/smithjo03.html,ATL,DET,A. Drummond,P. Millsap,1
201402210CHI,https://www.basketball-reference.com/boxscores/pbp/201402210CHI.html,Chicago Bulls,Denver Nuggets,CHI,DEN,J. Noah,J. Hickson,J. Noah,DEN,CHI,J. Butler,/players/b/butleji01.html,DEN,CHI,J. Hickson,J. Noah,1
201402210MEM,https://www.basketball-reference.com/boxscores/pbp/201402210MEM.html,Memphis Grizzlies,Los Angeles Clippers,MEM,LAC,D. Jordan,M. Gasol,M. Gasol,LAC,MEM,M. Conley,/players/c/conlemi01.html,LAC,MEM,M. Gasol,D. Jordan,1
201402210PHO,https://www.basketball-reference.com/boxscores/pbp/201402210PHO.html,Phoenix Suns,San Antonio Spurs,PHO,SAS,M. Plumlee,T. Duncan,C. Frye,SAS,PHO,C. Joseph,/players/j/josepco01.html,SAS,PHO,T. Duncan,M. Plumlee,1
201402210POR,https://www.basketball-reference.com/boxscores/pbp/201402210POR.html,Portland Trail Blazers,Utah Jazz,POR,UTA,R. Lopez,E. Kanter,G. Hayward,UTA,POR,T. Burke,/players/b/burketr01.html,UTA,POR,E. Kanter,R. Lopez,1
201402210LAL,https://www.basketball-reference.com/boxscores/pbp/201402210LAL.html,Los Angeles Lakers,Boston Celtics,LAL,BOS,P. Gasol,B. Bass,P. Gasol,BOS,LAL,W. Johnson,/players/j/johnswe01.html,BOS,LAL,B. Bass,P. Gasol,1
201402220CHA,https://www.basketball-reference.com/boxscores/pbp/201402220CHA.html,Charlotte Bobcats,Memphis Grizzlies,CHA,MEM,A. Jefferson,M. Gasol,M. Conley,MEM,CHA,M. Conley,/players/c/conlemi01.html,MEM,CHA,M. Gasol,A. Jefferson,1
201402220WAS,https://www.basketball-reference.com/boxscores/pbp/201402220WAS.html,Washington Wizards,New Orleans Pelicans,WAS,NOP,M. Gortat,A. Davis,N. Hilário,NOP,WAS,J. Wall,/players/w/walljo01.html,NOP,WAS,A. Davis,M. Gortat,1
201402220ATL,https://www.basketball-reference.com/boxscores/pbp/201402220ATL.html,Atlanta Hawks,New York Knicks,ATL,NYK,T. Chandler,E. Brand,C. Anthony,NYK,ATL,C. Anthony,/players/a/anthoca01.html,NYK,ATL,E. Brand,T. Chandler,1
201402220DET,https://www.basketball-reference.com/boxscores/pbp/201402220DET.html,Detroit Pistons,Dallas Mavericks,DET,DAL,A. Drummond,S. Dalembert,G. Monroe,DAL,DET,S. Marion,/players/m/mariosh01.html,DAL,DET,S. Dalembert,A. Drummond,1
201402220MIL,https://www.basketball-reference.com/boxscores/pbp/201402220MIL.html,Milwaukee Bucks,Indiana Pacers,MIL,IND,Z. Pachulia,R. Hibbert,R. Hibbert,IND,MIL,P. George,/players/g/georgpa01.html,IND,MIL,R. Hibbert,Z. Pachulia,1
201402220UTA,https://www.basketball-reference.com/boxscores/pbp/201402220UTA.html,Utah Jazz,Minnesota Timberwolves,UTA,MIN,E. Kanter,D. Cunningham,M. Williams,MIN,UTA,C. Budinger,/players/b/budinch01.html,MIN,UTA,D. Cunningham,E. Kanter,1
201402220SAC,https://www.basketball-reference.com/boxscores/pbp/201402220SAC.html,Sacramento Kings,Boston Celtics,SAC,BOS,J. Thompson,B. Bass,B. McLemore,BOS,SAC,I. Thomas,/players/t/thomais02.html,BOS,SAC,B. Bass,J. Thompson,1
201402220GSW,https://www.basketball-reference.com/boxscores/pbp/201402220GSW.html,Golden State Warriors,Brooklyn Nets,GSW,BRK,J. O'Neal,K. Garnett,D. Green,BRK,GSW,D. Williams,/players/w/willide01.html,BRK,GSW,K. Garnett,J. O'Neal,1
201402230OKC,https://www.basketball-reference.com/boxscores/pbp/201402230OKC.html,Oklahoma City Thunder,Los Angeles Clippers,OKC,LAC,D. Jordan,S. Ibaka,M. Barnes,LAC,OKC,S. Adams,/players/a/adamsst01.html,LAC,OKC,S. Ibaka,D. Jordan,1
201402230MIA,https://www.basketball-reference.com/boxscores/pbp/201402230MIA.html,Miami Heat,Chicago Bulls,MIA,CHI,J. Noah,C. Bosh,M. Dunleavy,CHI,MIA,T. Snell,/players/s/snellto01.html,CHI,MIA,C. Bosh,J. Noah,1
