Game Code,Full Hyperlink,Home Team,Away Team,Home Team Short,Away Team Short,Home Tipper,Away Tipper,First Scorer,Tipoff Winning Team,Tipoff Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Tipoff Winner,Tipoff Loser,Tipoff Winner Scores
201811230LAL,https://www.basketball-reference.com/boxscores/pbp/201811230LAL.html,Los Angeles Lakers,Utah Jazz,LAL,UTA,J. McGee,R. Gobert,L. Ball,LAL,UTA,B. Ingram,/players/i/ingrabr01.html,LAL,J. McGee,R. Gobert,1
201811240CLE,https://www.basketball-reference.com/boxscores/pbp/201811240CLE.html,Cleveland Cavaliers,Houston Rockets,CLE,HOU,T. Thompson,C. Capela,C. Sexton,HOU,CLE,P. Tucker,/players/t/tuckepj01.html,CLE,C. Capela,T. Thompson,0
201811240MIN,https://www.basketball-reference.com/boxscores/pbp/201811240MIN.html,Minnesota Timberwolves,Chicago Bulls,MIN,CHI,K. Towns,W. Carter,J. Holiday,CHI,MIN,R. Arcidiacono,/players/a/arcidry01.html,CHI,W. Carter,K. Towns,1
201811240OKC,https://www.basketball-reference.com/boxscores/pbp/201811240OKC.html,Oklahoma City Thunder,Denver Nuggets,OKC,DEN,S. Adams,N. Jokić,N. Jokić,DEN,OKC,J. Hernangómez,/players/h/hernaju01.html,DEN,N. Jokić,S. Adams,1
201811240WAS,https://www.basketball-reference.com/boxscores/pbp/201811240WAS.html,Washington Wizards,New Orleans Pelicans,WAS,NOP,T. Bryant,J. Randle,O. Porter,WAS,NOP,B. Beal,/players/b/bealbr01.html,WAS,T. Bryant,J. Randle,1
201811240DAL,https://www.basketball-reference.com/boxscores/pbp/201811240DAL.html,Dallas Mavericks,Boston Celtics,DAL,BOS,D. Jordan,A. Horford,W. Matthews,DAL,BOS,W. Matthews,/players/m/matthwe02.html,DAL,D. Jordan,A. Horford,1
201811240GSW,https://www.basketball-reference.com/boxscores/pbp/201811240GSW.html,Golden State Warriors,Sacramento Kings,GSW,SAC,D. Jones,W. Cauley-Stein,B. Hield,GSW,SAC,Q. Cook,/players/c/cookqu01.html,SAC,D. Jones,W. Cauley-Stein,0
201811240MIL,https://www.basketball-reference.com/boxscores/pbp/201811240MIL.html,Milwaukee Bucks,San Antonio Spurs,MIL,SAS,B. Lopez,L. Aldridge,B. Lopez,MIL,SAS,G. Antetokounmpo,/players/a/antetgi01.html,MIL,B. Lopez,L. Aldridge,1
201811250LAL,https://www.basketball-reference.com/boxscores/pbp/201811250LAL.html,Los Angeles Lakers,Orlando Magic,LAL,ORL,J. McGee,N. Vučević,K. Kuzma,LAL,ORL,L. James,/players/j/jamesle01.html,LAL,J. McGee,N. Vučević,1
201811250DET,https://www.basketball-reference.com/boxscores/pbp/201811250DET.html,Detroit Pistons,Phoenix Suns,DET,PHO,A. Drummond,D. Ayton,A. Drummond,DET,PHO,B. Griffin,/players/g/griffbl01.html,DET,A. Drummond,D. Ayton,1
201811250ATL,https://www.basketball-reference.com/boxscores/pbp/201811250ATL.html,Atlanta Hawks,Charlotte Hornets,ATL,CHO,D. Dedmon,C. Zeller,M. Williams,ATL,CHO,T. Young,/players/y/youngtr01.html,CHO,D. Dedmon,C. Zeller,0
201811250BRK,https://www.basketball-reference.com/boxscores/pbp/201811250BRK.html,Brooklyn Nets,Philadelphia 76ers,BRK,PHI,J. Allen,J. Embiid,B. Simmons,PHI,BRK,J. Redick,/players/r/redicjj01.html,PHI,J. Embiid,J. Allen,1
201811250MEM,https://www.basketball-reference.com/boxscores/pbp/201811250MEM.html,Memphis Grizzlies,New York Knicks,MEM,NYK,M. Gasol,N. Vonleh,T. Hardaway,NYK,MEM,E. Kanter,/players/k/kanteen01.html,NYK,N. Vonleh,M. Gasol,1
201811250TOR,https://www.basketball-reference.com/boxscores/pbp/201811250TOR.html,Toronto Raptors,Miami Heat,TOR,MIA,J. Valančiūnas,H. Whiteside,J. Johnson,MIA,TOR,J. Richardson,/players/r/richajo01.html,MIA,H. Whiteside,J. Valančiūnas,1
201811250SAC,https://www.basketball-reference.com/boxscores/pbp/201811250SAC.html,Sacramento Kings,Utah Jazz,SAC,UTA,W. Cauley-Stein,R. Gobert,N. Bjelica,UTA,SAC,J. Crowder,/players/c/crowdja01.html,SAC,R. Gobert,W. Cauley-Stein,0
201811250POR,https://www.basketball-reference.com/boxscores/pbp/201811250POR.html,Portland Trail Blazers,Los Angeles Clippers,POR,LAC,J. Nurkić,M. Gortat,J. Nurkić,LAC,POR,T. Harris,/players/h/harrito02.html,POR,M. Gortat,J. Nurkić,0
201811260CHO,https://www.basketball-reference.com/boxscores/pbp/201811260CHO.html,Charlotte Hornets,Milwaukee Bucks,CHO,MIL,C. Zeller,B. Lopez,E. Bledsoe,MIL,CHO,G. Antetokounmpo,/players/a/antetgi01.html,MIL,B. Lopez,C. Zeller,1
201811260CLE,https://www.basketball-reference.com/boxscores/pbp/201811260CLE.html,Cleveland Cavaliers,Minnesota Timberwolves,CLE,MIN,T. Thompson,K. Towns,R. Hood,MIN,CLE,T. Gibson,/players/g/gibsota01.html,CLE,K. Towns,T. Thompson,0
201811260WAS,https://www.basketball-reference.com/boxscores/pbp/201811260WAS.html,Washington Wizards,Houston Rockets,WAS,HOU,T. Bryant,C. Capela,T. Bryant,WAS,HOU,J. Wall,/players/w/walljo01.html,WAS,T. Bryant,C. Capela,1
201811260CHI,https://www.basketball-reference.com/boxscores/pbp/201811260CHI.html,Chicago Bulls,San Antonio Spurs,CHI,SAS,W. Carter,L. Aldridge,W. Carter,CHI,SAS,J. Parker,/players/p/parkeja01.html,CHI,W. Carter,L. Aldridge,1
201811260NOP,https://www.basketball-reference.com/boxscores/pbp/201811260NOP.html,New Orleans Pelicans,Boston Celtics,NOP,BOS,A. Davis,A. Horford,A. Davis,BOS,NOP,M. Morris,/players/m/morrima03.html,NOP,A. Horford,A. Davis,0
201811260UTA,https://www.basketball-reference.com/boxscores/pbp/201811260UTA.html,Utah Jazz,Indiana Pacers,UTA,IND,R. Gobert,M. Turner,R. Gobert,UTA,IND,D. Favors,/players/f/favorde01.html,UTA,R. Gobert,M. Turner,1
201811260GSW,https://www.basketball-reference.com/boxscores/pbp/201811260GSW.html,Golden State Warriors,Orlando Magic,GSW,ORL,D. Jones,N. Vučević,K. Thompson,ORL,GSW,A. Gordon,/players/g/gordoaa01.html,GSW,N. Vučević,D. Jones,0
201811270DET,https://www.basketball-reference.com/boxscores/pbp/201811270DET.html,Detroit Pistons,New York Knicks,DET,NYK,A. Drummond,N. Vonleh,E. Kanter,DET,NYK,B. Griffin,/players/g/griffbl01.html,NYK,A. Drummond,N. Vonleh,0
201811270MIA,https://www.basketball-reference.com/boxscores/pbp/201811270MIA.html,Miami Heat,Atlanta Hawks,MIA,ATL,H. Whiteside,D. Dedmon,T. Waller-Prince,MIA,ATL,J. Richardson,/players/r/richajo01.html,ATL,H. Whiteside,D. Dedmon,0
201811270MEM,https://www.basketball-reference.com/boxscores/pbp/201811270MEM.html,Memphis Grizzlies,Toronto Raptors,MEM,TOR,M. Gasol,S. Ibaka,S. Ibaka,TOR,MEM,P. Siakam,/players/s/siakapa01.html,TOR,S. Ibaka,M. Gasol,1
201811270DEN,https://www.basketball-reference.com/boxscores/pbp/201811270DEN.html,Denver Nuggets,Los Angeles Lakers,DEN,LAL,N. Jokić,J. McGee,J. Hernangómez,LAL,DEN,L. James,/players/j/jamesle01.html,DEN,J. McGee,N. Jokić,0
201811270PHO,https://www.basketball-reference.com/boxscores/pbp/201811270PHO.html,Phoenix Suns,Indiana Pacers,PHO,IND,D. Ayton,M. Turner,T. Evans,PHO,IND,T. Warren,/players/w/warretj01.html,IND,D. Ayton,M. Turner,0
201811280CHO,https://www.basketball-reference.com/boxscores/pbp/201811280CHO.html,Charlotte Hornets,Atlanta Hawks,CHO,ATL,C. Zeller,D. Dedmon,D. Dedmon,ATL,CHO,K. Huerter,/players/h/huertke01.html,ATL,D. Dedmon,C. Zeller,1
201811280PHI,https://www.basketball-reference.com/boxscores/pbp/201811280PHI.html,Philadelphia 76ers,New York Knicks,PHI,NYK,J. Embiid,N. Vonleh,J. Embiid,PHI,NYK,B. Simmons,/players/s/simmobe01.html,PHI,J. Embiid,N. Vonleh,1
201811280BRK,https://www.basketball-reference.com/boxscores/pbp/201811280BRK.html,Brooklyn Nets,Utah Jazz,BRK,UTA,J. Allen,R. Gobert,R. Gobert,UTA,BRK,D. Mitchell,/players/m/mitchdo01.html,UTA,R. Gobert,J. Allen,1
201811280HOU,https://www.basketball-reference.com/boxscores/pbp/201811280HOU.html,Houston Rockets,Dallas Mavericks,HOU,DAL,C. Capela,D. Jordan,P. Tucker,HOU,DAL,P. Tucker,/players/t/tuckepj01.html,HOU,C. Capela,D. Jordan,1
201811280MIL,https://www.basketball-reference.com/boxscores/pbp/201811280MIL.html,Milwaukee Bucks,Chicago Bulls,MIL,CHI,B. Lopez,W. Carter,Z. LaVine,MIL,CHI,G. Antetokounmpo,/players/a/antetgi01.html,CHI,B. Lopez,W. Carter,0
201811280MIN,https://www.basketball-reference.com/boxscores/pbp/201811280MIN.html,Minnesota Timberwolves,San Antonio Spurs,MIN,SAS,K. Towns,L. Aldridge,L. Aldridge,MIN,SAS,T. Gibson,/players/g/gibsota01.html,SAS,K. Towns,L. Aldridge,0
201811280NOP,https://www.basketball-reference.com/boxscores/pbp/201811280NOP.html,New Orleans Pelicans,Washington Wizards,NOP,WAS,A. Davis,T. Bryant,B. Beal,NOP,WAS,T. Frazier,/players/f/fraziti01.html,WAS,A. Davis,T. Bryant,0
201811280OKC,https://www.basketball-reference.com/boxscores/pbp/201811280OKC.html,Oklahoma City Thunder,Cleveland Cavaliers,OKC,CLE,S. Adams,T. Thompson,J. Grant,CLE,OKC,C. Osman,/players/o/osmande01.html,OKC,T. Thompson,S. Adams,0
201811280POR,https://www.basketball-reference.com/boxscores/pbp/201811280POR.html,Portland Trail Blazers,Orlando Magic,POR,ORL,J. Nurkić,N. Vučević,J. Nurkić,POR,ORL,M. Harkless,/players/h/harklma01.html,POR,J. Nurkić,N. Vučević,1
201811280LAC,https://www.basketball-reference.com/boxscores/pbp/201811280LAC.html,Los Angeles Clippers,Phoenix Suns,LAC,PHO,B. Marjanović,D. Ayton,S. Gilgeous-Alexander,PHO,LAC,T. Warren,/players/w/warretj01.html,LAC,D. Ayton,B. Marjanović,0
201811290TOR,https://www.basketball-reference.com/boxscores/pbp/201811290TOR.html,Toronto Raptors,Golden State Warriors,TOR,GSW,S. Ibaka,D. Jones,D. Jones,TOR,GSW,P. Siakam,/players/s/siakapa01.html,GSW,S. Ibaka,D. Jones,0
201811290LAL,https://www.basketball-reference.com/boxscores/pbp/201811290LAL.html,Los Angeles Lakers,Indiana Pacers,LAL,IND,J. McGee,M. Turner,B. Ingram,IND,LAL,T. Young,/players/y/youngth01.html,LAL,M. Turner,J. McGee,0
201811290SAC,https://www.basketball-reference.com/boxscores/pbp/201811290SAC.html,Sacramento Kings,Los Angeles Clippers,SAC,LAC,W. Cauley-Stein,M. Gortat,A. Bradley,LAC,SAC,T. Harris,/players/h/harrito02.html,LAC,M. Gortat,W. Cauley-Stein,1
201811300BOS,https://www.basketball-reference.com/boxscores/pbp/201811300BOS.html,Boston Celtics,Cleveland Cavaliers,BOS,CLE,A. Baynes,T. Thompson,K. Irving,CLE,BOS,C. Osman,/players/o/osmande01.html,BOS,T. Thompson,A. Baynes,0
201811300CHO,https://www.basketball-reference.com/boxscores/pbp/201811300CHO.html,Charlotte Hornets,Utah Jazz,CHO,UTA,C. Zeller,R. Gobert,R. Gobert,CHO,UTA,K. Walker,/players/w/walkeke02.html,UTA,C. Zeller,R. Gobert,0
201811300DET,https://www.basketball-reference.com/boxscores/pbp/201811300DET.html,Detroit Pistons,Chicago Bulls,DET,CHI,A. Drummond,W. Carter,A. Drummond,DET,CHI,B. Griffin,/players/g/griffbl01.html,DET,A. Drummond,W. Carter,1
201811300PHI,https://www.basketball-reference.com/boxscores/pbp/201811300PHI.html,Philadelphia 76ers,Washington Wizards,PHI,WAS,J. Embiid,T. Bryant,B. Beal,PHI,WAS,B. Simmons,/players/s/simmobe01.html,WAS,J. Embiid,T. Bryant,0
201811300BRK,https://www.basketball-reference.com/boxscores/pbp/201811300BRK.html,Brooklyn Nets,Memphis Grizzlies,BRK,MEM,J. Allen,M. Gasol,J. Jackson,BRK,MEM,S. Dinwiddie,/players/d/dinwisp01.html,MEM,J. Allen,M. Gasol,0
201811300MIA,https://www.basketball-reference.com/boxscores/pbp/201811300MIA.html,Miami Heat,New Orleans Pelicans,MIA,NOP,H. Whiteside,A. Davis,J. Johnson,NOP,MIA,J. Holiday,/players/h/holidjr01.html,MIA,A. Davis,H. Whiteside,0
201811300OKC,https://www.basketball-reference.com/boxscores/pbp/201811300OKC.html,Oklahoma City Thunder,Atlanta Hawks,OKC,ATL,S. Adams,D. Dedmon,S. Adams,OKC,ATL,R. Westbrook,/players/w/westbru01.html,OKC,S. Adams,D. Dedmon,1
201811300SAS,https://www.basketball-reference.com/boxscores/pbp/201811300SAS.html,San Antonio Spurs,Houston Rockets,SAS,HOU,L. Aldridge,C. Capela,J. Harden,HOU,SAS,P. Tucker,/players/t/tuckepj01.html,HOU,C. Capela,L. Aldridge,1
201811300PHO,https://www.basketball-reference.com/boxscores/pbp/201811300PHO.html,Phoenix Suns,Orlando Magic,PHO,ORL,D. Ayton,N. Vučević,A. Gordon,PHO,ORL,E. Okobo,/players/o/okoboel01.html,ORL,D. Ayton,N. Vučević,0
201811300LAL,https://www.basketball-reference.com/boxscores/pbp/201811300LAL.html,Los Angeles Lakers,Dallas Mavericks,LAL,DAL,J. McGee,D. Jordan,L. James,LAL,DAL,B. Ingram,/players/i/ingrabr01.html,LAL,J. McGee,D. Jordan,1
201811300POR,https://www.basketball-reference.com/boxscores/pbp/201811300POR.html,Portland Trail Blazers,Denver Nuggets,POR,DEN,J. Nurkić,N. Jokić,P. Millsap,DEN,POR,P. Millsap,/players/m/millspa01.html,DEN,N. Jokić,J. Nurkić,1
201812010DET,https://www.basketball-reference.com/boxscores/pbp/201812010DET.html,Detroit Pistons,Golden State Warriors,DET,GSW,A. Drummond,D. Jones,A. Drummond,DET,GSW,R. Jackson,/players/j/jacksre01.html,DET,A. Drummond,D. Jones,1
201812010WAS,https://www.basketball-reference.com/boxscores/pbp/201812010WAS.html,Washington Wizards,Brooklyn Nets,WAS,BRK,T. Bryant,J. Allen,O. Porter,BRK,WAS,D. Russell,/players/r/russeda01.html,WAS,J. Allen,T. Bryant,0
201812010CLE,https://www.basketball-reference.com/boxscores/pbp/201812010CLE.html,Cleveland Cavaliers,Toronto Raptors,CLE,TOR,T. Thompson,S. Ibaka,R. Hood,CLE,TOR,R. Hood,/players/h/hoodro01.html,CLE,T. Thompson,S. Ibaka,1
201812010HOU,https://www.basketball-reference.com/boxscores/pbp/201812010HOU.html,Houston Rockets,Chicago Bulls,HOU,CHI,C. Capela,W. Carter,C. Capela,HOU,CHI,P. Tucker,/players/t/tuckepj01.html,HOU,C. Capela,W. Carter,1
201812010MIN,https://www.basketball-reference.com/boxscores/pbp/201812010MIN.html,Minnesota Timberwolves,Boston Celtics,MIN,BOS,K. Towns,A. Horford,J. Teague,MIN,BOS,T. Gibson,/players/g/gibsota01.html,MIN,K. Towns,A. Horford,1
201812010SAC,https://www.basketball-reference.com/boxscores/pbp/201812010SAC.html,Sacramento Kings,Indiana Pacers,SAC,IND,W. Cauley-Stein,M. Turner,B. Bogdanović,SAC,IND,D. Fox,/players/f/foxde01.html,IND,W. Cauley-Stein,M. Turner,0
201812020LAL,https://www.basketball-reference.com/boxscores/pbp/201812020LAL.html,Los Angeles Lakers,Phoenix Suns,LAL,PHO,J. McGee,D. Ayton,K. Kuzma,PHO,LAL,T. Ariza,/players/a/arizatr01.html,LAL,D. Ayton,J. McGee,0
201812020CHO,https://www.basketball-reference.com/boxscores/pbp/201812020CHO.html,Charlotte Hornets,New Orleans Pelicans,CHO,NOP,W. Hernangómez,A. Davis,J. Holiday,NOP,CHO,T. Frazier,/players/f/fraziti01.html,NOP,A. Davis,W. Hernangómez,1
201812020MIA,https://www.basketball-reference.com/boxscores/pbp/201812020MIA.html,Miami Heat,Utah Jazz,MIA,UTA,H. Whiteside,R. Gobert,J. Ingles,MIA,UTA,J. Richardson,/players/r/richajo01.html,UTA,H. Whiteside,R. Gobert,0
201812020PHI,https://www.basketball-reference.com/boxscores/pbp/201812020PHI.html,Philadelphia 76ers,Memphis Grizzlies,PHI,MEM,J. Embiid,M. Gasol,B. Simmons,PHI,MEM,B. Simmons,/players/s/simmobe01.html,PHI,J. Embiid,M. Gasol,1
201812020DAL,https://www.basketball-reference.com/boxscores/pbp/201812020DAL.html,Dallas Mavericks,Los Angeles Clippers,DAL,LAC,D. Jordan,M. Gortat,D. Gallinari,LAC,DAL,T. Harris,/players/h/harrito02.html,LAC,M. Gortat,D. Jordan,1
201812020SAS,https://www.basketball-reference.com/boxscores/pbp/201812020SAS.html,San Antonio Spurs,Portland Trail Blazers,SAS,POR,L. Aldridge,J. Nurkić,C. McCollum,POR,SAS,M. Harkless,/players/h/harklma01.html,POR,J. Nurkić,L. Aldridge,1
201812030DET,https://www.basketball-reference.com/boxscores/pbp/201812030DET.html,Detroit Pistons,Oklahoma City Thunder,DET,OKC,A. Drummond,S. Adams,A. Drummond,DET,OKC,R. Jackson,/players/j/jacksre01.html,DET,A. Drummond,S. Adams,1
201812030ATL,https://www.basketball-reference.com/boxscores/pbp/201812030ATL.html,Atlanta Hawks,Golden State Warriors,ATL,GSW,D. Dedmon,K. Durant,K. Looney,ATL,GSW,J. Collins,/players/c/collijo01.html,GSW,D. Dedmon,K. Durant,0
201812030BRK,https://www.basketball-reference.com/boxscores/pbp/201812030BRK.html,Brooklyn Nets,Cleveland Cavaliers,BRK,CLE,J. Allen,T. Thompson,J. Allen,BRK,CLE,D. Russell,/players/r/russeda01.html,BRK,J. Allen,T. Thompson,1
201812030NYK,https://www.basketball-reference.com/boxscores/pbp/201812030NYK.html,New York Knicks,Washington Wizards,NYK,WAS,N. Vonleh,T. Bryant,O. Porter,WAS,NYK,T. Satoranský,/players/s/satorto01.html,WAS,T. Bryant,N. Vonleh,1
201812030TOR,https://www.basketball-reference.com/boxscores/pbp/201812030TOR.html,Toronto Raptors,Denver Nuggets,TOR,DEN,S. Ibaka,N. Jokić,D. Green,DEN,TOR,G. Harris,/players/h/harriga01.html,TOR,N. Jokić,S. Ibaka,0
201812030MIN,https://www.basketball-reference.com/boxscores/pbp/201812030MIN.html,Minnesota Timberwolves,Houston Rockets,MIN,HOU,K. Towns,C. Capela,K. Towns,MIN,HOU,A. Wiggins,/players/w/wiggian01.html,MIN,K. Towns,C. Capela,1
201812030NOP,https://www.basketball-reference.com/boxscores/pbp/201812030NOP.html,New Orleans Pelicans,Los Angeles Clippers,NOP,LAC,A. Davis,M. Gortat,A. Bradley,LAC,NOP,T. Harris,/players/h/harrito02.html,LAC,M. Gortat,A. Davis,1
201812040IND,https://www.basketball-reference.com/boxscores/pbp/201812040IND.html,Indiana Pacers,Chicago Bulls,IND,CHI,M. Turner,W. Carter,Z. LaVine,CHI,IND,R. Arcidiacono,/players/a/arcidry01.html,CHI,W. Carter,M. Turner,1
201812040MIA,https://www.basketball-reference.com/boxscores/pbp/201812040MIA.html,Miami Heat,Orlando Magic,MIA,ORL,H. Whiteside,N. Vučević,J. Johnson,MIA,ORL,J. Johnson,/players/j/johnsja01.html,MIA,H. Whiteside,N. Vučević,1
201812040DAL,https://www.basketball-reference.com/boxscores/pbp/201812040DAL.html,Dallas Mavericks,Portland Trail Blazers,DAL,POR,D. Jordan,J. Nurkić,W. Matthews,DAL,POR,L. Dončić,/players/d/doncilu01.html,DAL,D. Jordan,J. Nurkić,1
201812040PHO,https://www.basketball-reference.com/boxscores/pbp/201812040PHO.html,Phoenix Suns,Sacramento Kings,PHO,SAC,D. Ayton,W. Cauley-Stein,N. Bjelica,SAC,PHO,D. Fox,/players/f/foxde01.html,SAC,W. Cauley-Stein,D. Ayton,1
201812040UTA,https://www.basketball-reference.com/boxscores/pbp/201812040UTA.html,Utah Jazz,San Antonio Spurs,UTA,SAS,R. Gobert,L. Aldridge,L. Aldridge,UTA,SAS,D. Favors,/players/f/favorde01.html,SAS,R. Gobert,L. Aldridge,0
201812050CLE,https://www.basketball-reference.com/boxscores/pbp/201812050CLE.html,Cleveland Cavaliers,Golden State Warriors,CLE,GSW,T. Thompson,K. Durant,K. Thompson,GSW,CLE,K. Looney,/players/l/looneke01.html,GSW,K. Durant,T. Thompson,1
201812050ORL,https://www.basketball-reference.com/boxscores/pbp/201812050ORL.html,Orlando Magic,Denver Nuggets,ORL,DEN,N. Vučević,N. Jokić,N. Vučević,ORL,DEN,A. Gordon,/players/g/gordoaa01.html,ORL,N. Vučević,N. Jokić,1
201812050ATL,https://www.basketball-reference.com/boxscores/pbp/201812050ATL.html,Atlanta Hawks,Washington Wizards,ATL,WAS,D. Dedmon,T. Bryant,D. Dedmon,ATL,WAS,J. Collins,/players/c/collijo01.html,ATL,D. Dedmon,T. Bryant,1
201812050BRK,https://www.basketball-reference.com/boxscores/pbp/201812050BRK.html,Brooklyn Nets,Oklahoma City Thunder,BRK,OKC,J. Allen,S. Adams,T. Ferguson,OKC,BRK,J. Grant,/players/g/grantje01.html,OKC,S. Adams,J. Allen,1
201812050MEM,https://www.basketball-reference.com/boxscores/pbp/201812050MEM.html,Memphis Grizzlies,Los Angeles Clippers,MEM,LAC,M. Gasol,M. Gortat,J. Jackson,MEM,LAC,J. Jackson,/players/j/jacksja02.html,MEM,M. Gasol,M. Gortat,1
201812050MIL,https://www.basketball-reference.com/boxscores/pbp/201812050MIL.html,Milwaukee Bucks,Detroit Pistons,MIL,DET,B. Lopez,A. Drummond,A. Drummond,MIL,DET,G. Antetokounmpo,/players/a/antetgi01.html,DET,B. Lopez,A. Drummond,0
201812050MIN,https://www.basketball-reference.com/boxscores/pbp/201812050MIN.html,Minnesota Timberwolves,Charlotte Hornets,MIN,CHO,K. Towns,C. Zeller,K. Towns,MIN,CHO,T. Gibson,/players/g/gibsota01.html,MIN,K. Towns,C. Zeller,1
201812050NOP,https://www.basketball-reference.com/boxscores/pbp/201812050NOP.html,New Orleans Pelicans,Dallas Mavericks,NOP,DAL,A. Davis,D. Jordan,L. Dončić,DAL,NOP,D. Finney-Smith,/players/f/finnedo01.html,DAL,D. Jordan,A. Davis,1
201812050TOR,https://www.basketball-reference.com/boxscores/pbp/201812050TOR.html,Toronto Raptors,Philadelphia 76ers,TOR,PHI,S. Ibaka,J. Embiid,J. Embiid,PHI,TOR,B. Simmons,/players/s/simmobe01.html,PHI,J. Embiid,S. Ibaka,1
201812050LAL,https://www.basketball-reference.com/boxscores/pbp/201812050LAL.html,Los Angeles Lakers,San Antonio Spurs,LAL,SAS,J. McGee,L. Aldridge,D. Cunningham,LAL,SAS,L. James,/players/j/jamesle01.html,SAS,J. McGee,L. Aldridge,0
201812060BOS,https://www.basketball-reference.com/boxscores/pbp/201812060BOS.html,Boston Celtics,New York Knicks,BOS,NYK,A. Horford,N. Vonleh,M. Morris,BOS,NYK,K. Irving,/players/i/irvinky01.html,BOS,A. Horford,N. Vonleh,1
201812060POR,https://www.basketball-reference.com/boxscores/pbp/201812060POR.html,Portland Trail Blazers,Phoenix Suns,POR,PHO,J. Nurkić,R. Holmes,J. Jackson,PHO,POR,E. Okobo,/players/o/okoboel01.html,PHO,R. Holmes,J. Nurkić,1
201812060UTA,https://www.basketball-reference.com/boxscores/pbp/201812060UTA.html,Utah Jazz,Houston Rockets,UTA,HOU,R. Gobert,C. Capela,C. Paul,HOU,UTA,P. Tucker,/players/t/tuckepj01.html,HOU,C. Capela,R. Gobert,1
201812070CHO,https://www.basketball-reference.com/boxscores/pbp/201812070CHO.html,Charlotte Hornets,Denver Nuggets,CHO,DEN,C. Zeller,N. Jokić,J. Hernangómez,CHO,DEN,M. Williams,/players/w/willima02.html,DEN,C. Zeller,N. Jokić,0
201812070DET,https://www.basketball-reference.com/boxscores/pbp/201812070DET.html,Detroit Pistons,Philadelphia 76ers,DET,PHI,A. Drummond,A. Johnson,J. Butler,PHI,DET,B. Simmons,/players/s/simmobe01.html,PHI,A. Johnson,A. Drummond,1
201812070ORL,https://www.basketball-reference.com/boxscores/pbp/201812070ORL.html,Orlando Magic,Indiana Pacers,ORL,IND,N. Vučević,M. Turner,N. Vučević,ORL,IND,D. Augustin,/players/a/augusdj01.html,ORL,N. Vučević,M. Turner,1
201812070BRK,https://www.basketball-reference.com/boxscores/pbp/201812070BRK.html,Brooklyn Nets,Toronto Raptors,BRK,TOR,J. Allen,J. Valančiūnas,J. Valančiūnas,BRK,TOR,D. Russell,/players/r/russeda01.html,TOR,J. Allen,J. Valančiūnas,0
201812070CLE,https://www.basketball-reference.com/boxscores/pbp/201812070CLE.html,Cleveland Cavaliers,Sacramento Kings,CLE,SAC,T. Thompson,W. Cauley-Stein,D. Fox,SAC,CLE,D. Fox,/players/f/foxde01.html,SAC,W. Cauley-Stein,T. Thompson,1
201812070CHI,https://www.basketball-reference.com/boxscores/pbp/201812070CHI.html,Chicago Bulls,Oklahoma City Thunder,CHI,OKC,W. Carter,S. Adams,S. Adams,OKC,CHI,R. Westbrook,/players/w/westbru01.html,OKC,S. Adams,W. Carter,1
201812070NOP,https://www.basketball-reference.com/boxscores/pbp/201812070NOP.html,New Orleans Pelicans,Memphis Grizzlies,NOP,MEM,A. Davis,M. Gasol,K. Anderson,MEM,NOP,J. Jackson,/players/j/jacksja02.html,MEM,M. Gasol,A. Davis,1
201812070SAS,https://www.basketball-reference.com/boxscores/pbp/201812070SAS.html,San Antonio Spurs,Los Angeles Lakers,SAS,LAL,L. Aldridge,J. McGee,L. James,LAL,SAS,L. Ball,/players/b/balllo01.html,LAL,J. McGee,L. Aldridge,1
201812070PHO,https://www.basketball-reference.com/boxscores/pbp/201812070PHO.html,Phoenix Suns,Miami Heat,PHO,MIA,D. Ayton,B. Adebayo,T. Ariza,PHO,MIA,M. Bridges,/players/b/bridgmi01.html,PHO,D. Ayton,B. Adebayo,1
201812070MIL,https://www.basketball-reference.com/boxscores/pbp/201812070MIL.html,Milwaukee Bucks,Golden State Warriors,MIL,GSW,B. Lopez,K. Durant,E. Bledsoe,MIL,GSW,G. Antetokounmpo,/players/a/antetgi01.html,MIL,B. Lopez,K. Durant,1
201812080DAL,https://www.basketball-reference.com/boxscores/pbp/201812080DAL.html,Dallas Mavericks,Houston Rockets,DAL,HOU,D. Jordan,C. Capela,D. Jordan,DAL,HOU,L. Dončić,/players/d/doncilu01.html,DAL,D. Jordan,C. Capela,1
201812080IND,https://www.basketball-reference.com/boxscores/pbp/201812080IND.html,Indiana Pacers,Sacramento Kings,IND,SAC,M. Turner,W. Cauley-Stein,T. Young,SAC,IND,B. Bogdanović,/players/b/bogdabo01.html,IND,W. Cauley-Stein,M. Turner,0
201812080ATL,https://www.basketball-reference.com/boxscores/pbp/201812080ATL.html,Atlanta Hawks,Denver Nuggets,ATL,DEN,D. Dedmon,N. Jokić,N. Jokić,DEN,ATL,J. Murray,/players/m/murraja01.html,DEN,N. Jokić,D. Dedmon,1
201812080CLE,https://www.basketball-reference.com/boxscores/pbp/201812080CLE.html,Cleveland Cavaliers,Washington Wizards,CLE,WAS,T. Thompson,T. Bryant,O. Porter,WAS,CLE,J. Wall,/players/w/walljo01.html,WAS,T. Bryant,T. Thompson,1
