Game Code,Full Hyperlink,Home,Away,Home Short,Away Short,Home Tipper,Home Tipper Link,Away Tipper,Away Tipper Link,First Scorer,Tipoff Winning Team,Tipoff Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Scored Upon Team,Tipoff Winner,Tipoff Winner Link,Tipoff Loser,Tipoff Loser Link,Tipoff Winner Scores
202012220LAL,https://www.basketball-reference.com/boxscores/pbp/202012220LAL.html,Los Angeles Lakers,Los Angeles Clippers,LAL,LAC,A. Davis,/players/d/davisan02.html,S. Ibaka,/players/i/ibakase01.html,P. Beverley,LAL,LAC,L. James,/players/j/jamesle01.html,LAC,LAL,A. Davis,/players/d/davisan02.html,S. Ibaka,/players/i/ibakase01.html,0
202012230CLE,https://www.basketball-reference.com/boxscores/pbp/202012230CLE.html,Cleveland Cavaliers,Charlotte Hornets,CLE,CHO,A. Drummond,/players/d/drumman01.html,C. Zeller,/players/z/zelleco01.html,C. Sexton,CHO,CLE,T. Rozier,/players/r/roziete01.html,CLE,CHO,C. Zeller,/players/z/zelleco01.html,A. Drummond,/players/d/drumman01.html,0
202012230IND,https://www.basketball-reference.com/boxscores/pbp/202012230IND.html,Indiana Pacers,New York Knicks,IND,NYK,M. Turner,/players/t/turnemy01.html,M. Robinson,/players/r/robinmi01.html,V. Oladipo,IND,NYK,D. Sabonis,/players/s/sabondo01.html,IND,NYK,M. Turner,/players/t/turnemy01.html,M. Robinson,/players/r/robinmi01.html,1
202012230ORL,https://www.basketball-reference.com/boxscores/pbp/202012230ORL.html,Orlando Magic,Miami Heat,ORL,MIA,,,,,,,,,,,,,,,,
202012230PHI,https://www.basketball-reference.com/boxscores/pbp/202012230PHI.html,Philadelphia 76ers,Washington Wizards,PHI,WAS,J. Embiid,/players/e/embiijo01.html,T. Bryant,/players/b/bryanth01.html,B. Beal,PHI,WAS,S. Curry,/players/c/curryse01.html,WAS,PHI,J. Embiid,/players/e/embiijo01.html,T. Bryant,/players/b/bryanth01.html,0
202012230TOR,https://www.basketball-reference.com/boxscores/pbp/202012230TOR.html,Toronto Raptors,New Orleans Pelicans,TOR,NOP,A. Baynes,/players/b/baynear01.html,S. Adams,/players/a/adamsst01.html,B. Ingram,NOP,TOR,L. Ball,/players/b/balllo01.html,NOP,TOR,S. Adams,/players/a/adamsst01.html,A. Baynes,/players/b/baynear01.html,1
202012230BOS,https://www.basketball-reference.com/boxscores/pbp/202012230BOS.html,Boston Celtics,Milwaukee Bucks,BOS,MIL,T. Thompson,/players/t/thomptr01.html,B. Lopez,/players/l/lopezbr01.html,T. Thompson,MIL,BOS,G. Antetokounmpo,/players/a/antetgi01.html,BOS,MIL,B. Lopez,/players/l/lopezbr01.html,T. Thompson,/players/t/thomptr01.html,0
202012230CHI,https://www.basketball-reference.com/boxscores/pbp/202012230CHI.html,Chicago Bulls,Atlanta Hawks,CHI,ATL,W. Carter,/players/c/cartewe01.html,J. Collins,/players/c/collijo01.html,L. Markkanen,CHI,ATL,L. Markkanen,/players/m/markkla01.html,CHI,ATL,W. Carter,/players/c/cartewe01.html,J. Collins,/players/c/collijo01.html,1
202012230MEM,https://www.basketball-reference.com/boxscores/pbp/202012230MEM.html,Memphis Grizzlies,San Antonio Spurs,MEM,SAS,J. Valančiūnas,/players/v/valanjo01.html,L. Aldridge,/players/a/aldrila01.html,J. Valančiūnas,MEM,SAS,G. Allen,/players/a/allengr01.html,MEM,SAS,J. Valančiūnas,/players/v/valanjo01.html,L. Aldridge,/players/a/aldrila01.html,1
202012230MIN,https://www.basketball-reference.com/boxscores/pbp/202012230MIN.html,Minnesota Timberwolves,Detroit Pistons,MIN,DET,K. Towns,/players/t/townska01.html,M. Plumlee,/players/p/plumlma01.html,D. Wright,MIN,DET,J. Okogie,/players/o/okogijo01.html,DET,MIN,K. Towns,/players/t/townska01.html,M. Plumlee,/players/p/plumlma01.html,0
202012230DEN,https://www.basketball-reference.com/boxscores/pbp/202012230DEN.html,Denver Nuggets,Sacramento Kings,DEN,SAC,N. Jokić,/players/j/jokicni01.html,M. Bagley,/players/b/baglema01.html,G. Harris,DEN,SAC,J. Murray,/players/m/murraja01.html,DEN,SAC,N. Jokić,/players/j/jokicni01.html,M. Bagley,/players/b/baglema01.html,1
202012230POR,https://www.basketball-reference.com/boxscores/pbp/202012230POR.html,Portland Trail Blazers,Utah Jazz,POR,UTA,J. Nurkić,/players/n/nurkiju01.html,R. Gobert,/players/g/goberru01.html,C. McCollum,POR,UTA,D. Lillard,/players/l/lillada01.html,POR,UTA,J. Nurkić,/players/n/nurkiju01.html,R. Gobert,/players/g/goberru01.html,1
202012230PHO,https://www.basketball-reference.com/boxscores/pbp/202012230PHO.html,Phoenix Suns,Dallas Mavericks,PHO,DAL,D. Ayton,/players/a/aytonde01.html,D. Powell,/players/p/poweldw01.html,D. Booker,PHO,DAL,J. Crowder,/players/c/crowdja01.html,PHO,DAL,D. Ayton,/players/a/aytonde01.html,D. Powell,/players/p/poweldw01.html,1
202012250MIA,https://www.basketball-reference.com/boxscores/pbp/202012250MIA.html,Miami Heat,New Orleans Pelicans,MIA,NOP,B. Adebayo,/players/a/adebaba01.html,S. Adams,/players/a/adamsst01.html,D. Robinson,MIA,NOP,M. Leonard,/players/l/leoname01.html,MIA,NOP,B. Adebayo,/players/a/adebaba01.html,S. Adams,/players/a/adamsst01.html,1
202012250MIL,https://www.basketball-reference.com/boxscores/pbp/202012250MIL.html,Milwaukee Bucks,Golden State Warriors,MIL,GSW,B. Lopez,/players/l/lopezbr01.html,J. Wiseman,/players/w/wisemja01.html,J. Wiseman,GSW,MIL,S. Curry,/players/c/curryst01.html,GSW,MIL,J. Wiseman,/players/w/wisemja01.html,B. Lopez,/players/l/lopezbr01.html,1
202012250BOS,https://www.basketball-reference.com/boxscores/pbp/202012250BOS.html,Boston Celtics,Brooklyn Nets,BOS,BRK,T. Thompson,/players/t/thomptr01.html,D. Jordan,/players/j/jordade01.html,J. Harris,BRK,BOS,K. Irving,/players/i/irvinky01.html,BRK,BOS,D. Jordan,/players/j/jordade01.html,T. Thompson,/players/t/thomptr01.html,1
202012250LAL,https://www.basketball-reference.com/boxscores/pbp/202012250LAL.html,Los Angeles Lakers,Dallas Mavericks,LAL,DAL,A. Davis,/players/d/davisan02.html,D. Powell,/players/p/poweldw01.html,D. Finney-Smith,DAL,LAL,D. Finney-Smith,/players/f/finnedo01.html,DAL,LAL,D. Powell,/players/p/poweldw01.html,A. Davis,/players/d/davisan02.html,1
202012250DEN,https://www.basketball-reference.com/boxscores/pbp/202012250DEN.html,Denver Nuggets,Los Angeles Clippers,DEN,LAC,N. Jokić,/players/j/jokicni01.html,S. Ibaka,/players/i/ibakase01.html,N. Batum,DEN,LAC,P. Millsap,/players/m/millspa01.html,LAC,DEN,N. Jokić,/players/j/jokicni01.html,S. Ibaka,/players/i/ibakase01.html,0
202012260MEM,https://www.basketball-reference.com/boxscores/pbp/202012260MEM.html,Memphis Grizzlies,Atlanta Hawks,MEM,ATL,J. Valančiūnas,/players/v/valanjo01.html,J. Collins,/players/c/collijo01.html,D. Brooks,ATL,MEM,T. Young,/players/y/youngtr01.html,MEM,ATL,J. Collins,/players/c/collijo01.html,J. Valančiūnas,/players/v/valanjo01.html,0
202012260CHO,https://www.basketball-reference.com/boxscores/pbp/202012260CHO.html,Charlotte Hornets,Oklahoma City Thunder,CHO,OKC,B. Biyombo,/players/b/biyombi01.html,A. Horford,/players/h/horfoal01.html,D. Bazley,OKC,CHO,G. Hill,/players/h/hillge01.html,OKC,CHO,A. Horford,/players/h/horfoal01.html,B. Biyombo,/players/b/biyombi01.html,1
202012260DET,https://www.basketball-reference.com/boxscores/pbp/202012260DET.html,Detroit Pistons,Cleveland Cavaliers,DET,CLE,M. Plumlee,/players/p/plumlma01.html,A. Drummond,/players/d/drumman01.html,J. Grant,CLE,DET,C. Sexton,/players/s/sextoco01.html,DET,CLE,A. Drummond,/players/d/drumman01.html,M. Plumlee,/players/p/plumlma01.html,0
202012260WAS,https://www.basketball-reference.com/boxscores/pbp/202012260WAS.html,Washington Wizards,Orlando Magic,WAS,ORL,T. Bryant,/players/b/bryanth01.html,N. Vučević,/players/v/vucevni01.html,T. Bryant,WAS,ORL,D. Avdija,/players/a/avdijde01.html,WAS,ORL,T. Bryant,/players/b/bryanth01.html,N. Vučević,/players/v/vucevni01.html,1
202012260NYK,https://www.basketball-reference.com/boxscores/pbp/202012260NYK.html,New York Knicks,Philadelphia 76ers,NYK,PHI,M. Robinson,/players/r/robinmi01.html,J. Embiid,/players/e/embiijo01.html,B. Simmons,PHI,NYK,S. Curry,/players/c/curryse01.html,PHI,NYK,J. Embiid,/players/e/embiijo01.html,M. Robinson,/players/r/robinmi01.html,1
202012260CHI,https://www.basketball-reference.com/boxscores/pbp/202012260CHI.html,Chicago Bulls,Indiana Pacers,CHI,IND,W. Carter,/players/c/cartewe01.html,M. Turner,/players/t/turnemy01.html,L. Markkanen,CHI,IND,C. White,/players/w/whiteco01.html,CHI,IND,W. Carter,/players/c/cartewe01.html,M. Turner,/players/t/turnemy01.html,1
202012260SAS,https://www.basketball-reference.com/boxscores/pbp/202012260SAS.html,San Antonio Spurs,Toronto Raptors,SAS,TOR,L. Aldridge,/players/a/aldrila01.html,A. Baynes,/players/b/baynear01.html,A. Baynes,TOR,SAS,F. VanVleet,/players/v/vanvlfr01.html,TOR,SAS,A. Baynes,/players/b/baynear01.html,L. Aldridge,/players/a/aldrila01.html,1
202012260UTA,https://www.basketball-reference.com/boxscores/pbp/202012260UTA.html,Utah Jazz,Minnesota Timberwolves,UTA,MIN,R. Gobert,/players/g/goberru01.html,K. Towns,/players/t/townska01.html,R. Gobert,UTA,MIN,D. Mitchell,/players/m/mitchdo01.html,UTA,MIN,R. Gobert,/players/g/goberru01.html,K. Towns,/players/t/townska01.html,1
202012260POR,https://www.basketball-reference.com/boxscores/pbp/202012260POR.html,Portland Trail Blazers,Houston Rockets,POR,HOU,J. Nurkić,/players/n/nurkiju01.html,C. Wood,/players/w/woodch01.html,J. Harden,POR,HOU,D. Lillard,/players/l/lillada01.html,HOU,POR,J. Nurkić,/players/n/nurkiju01.html,C. Wood,/players/w/woodch01.html,0
202012260SAC,https://www.basketball-reference.com/boxscores/pbp/202012260SAC.html,Sacramento Kings,Phoenix Suns,SAC,PHO,M. Bagley,/players/b/baglema01.html,D. Ayton,/players/a/aytonde01.html,H. Barnes,PHO,SAC,C. Paul,/players/p/paulch01.html,SAC,PHO,D. Ayton,/players/a/aytonde01.html,M. Bagley,/players/b/baglema01.html,0
202012270LAC,https://www.basketball-reference.com/boxscores/pbp/202012270LAC.html,Los Angeles Clippers,Dallas Mavericks,LAC,DAL,S. Ibaka,/players/i/ibakase01.html,D. Powell,/players/p/poweldw01.html,P. George,LAC,DAL,L. Kennard,/players/k/kennalu01.html,LAC,DAL,S. Ibaka,/players/i/ibakase01.html,D. Powell,/players/p/poweldw01.html,1
202012270NOP,https://www.basketball-reference.com/boxscores/pbp/202012270NOP.html,New Orleans Pelicans,San Antonio Spurs,NOP,SAS,S. Adams,/players/a/adamsst01.html,L. Aldridge,/players/a/aldrila01.html,K. Johnson,NOP,SAS,Z. Williamson,/players/w/willizi01.html,SAS,NOP,S. Adams,/players/a/adamsst01.html,L. Aldridge,/players/a/aldrila01.html,0
202012270WAS,https://www.basketball-reference.com/boxscores/pbp/202012270WAS.html,Washington Wizards,Orlando Magic,WAS,ORL,T. Bryant,/players/b/bryanth01.html,N. Vučević,/players/v/vucevni01.html,R. Neto,WAS,ORL,B. Beal,/players/b/bealbr01.html,WAS,ORL,T. Bryant,/players/b/bryanth01.html,N. Vučević,/players/v/vucevni01.html,1
202012270CHO,https://www.basketball-reference.com/boxscores/pbp/202012270CHO.html,Charlotte Hornets,Brooklyn Nets,CHO,BRK,B. Biyombo,/players/b/biyombi01.html,D. Jordan,/players/j/jordade01.html,P. Washington,CHO,BRK,G. Hayward,/players/h/haywago01.html,CHO,BRK,B. Biyombo,/players/b/biyombi01.html,D. Jordan,/players/j/jordade01.html,1
202012270CLE,https://www.basketball-reference.com/boxscores/pbp/202012270CLE.html,Cleveland Cavaliers,Philadelphia 76ers,CLE,PHI,A. Drummond,/players/d/drumman01.html,D. Howard,/players/h/howardw01.html,A. Drummond,CLE,PHI,K. Love,/players/l/loveke01.html,CLE,PHI,A. Drummond,/players/d/drumman01.html,D. Howard,/players/h/howardw01.html,1
202012270NYK,https://www.basketball-reference.com/boxscores/pbp/202012270NYK.html,New York Knicks,Milwaukee Bucks,NYK,MIL,M. Robinson,/players/r/robinmi01.html,B. Lopez,/players/l/lopezbr01.html,G. Antetokounmpo,MIL,NYK,G. Antetokounmpo,/players/a/antetgi01.html,MIL,NYK,B. Lopez,/players/l/lopezbr01.html,M. Robinson,/players/r/robinmi01.html,1
202012270IND,https://www.basketball-reference.com/boxscores/pbp/202012270IND.html,Indiana Pacers,Boston Celtics,IND,BOS,M. Turner,/players/t/turnemy01.html,T. Thompson,/players/t/thomptr01.html,T. Thompson,BOS,IND,J. Brown,/players/b/brownja02.html,BOS,IND,T. Thompson,/players/t/thomptr01.html,M. Turner,/players/t/turnemy01.html,1
202012270CHI,https://www.basketball-reference.com/boxscores/pbp/202012270CHI.html,Chicago Bulls,Golden State Warriors,CHI,GSW,W. Carter,/players/c/cartewe01.html,J. Wiseman,/players/w/wisemja01.html,A. Wiggins,GSW,CHI,K. Oubre,/players/o/oubreke01.html,GSW,CHI,J. Wiseman,/players/w/wisemja01.html,W. Carter,/players/c/cartewe01.html,1
202012270SAC,https://www.basketball-reference.com/boxscores/pbp/202012270SAC.html,Sacramento Kings,Phoenix Suns,SAC,PHO,R. Holmes,/players/h/holmeri01.html,D. Ayton,/players/a/aytonde01.html,R. Holmes,PHO,SAC,C. Paul,/players/p/paulch01.html,SAC,PHO,D. Ayton,/players/a/aytonde01.html,R. Holmes,/players/h/holmeri01.html,0
202012270LAL,https://www.basketball-reference.com/boxscores/pbp/202012270LAL.html,Los Angeles Lakers,Minnesota Timberwolves,LAL,MIN,M. Gasol,/players/g/gasolma01.html,N. Reid,/players/r/reidna01.html,K. Kuzma,LAL,MIN,L. James,/players/j/jamesle01.html,LAL,MIN,M. Gasol,/players/g/gasolma01.html,N. Reid,/players/r/reidna01.html,1
202012280BRK,https://www.basketball-reference.com/boxscores/pbp/202012280BRK.html,Brooklyn Nets,Memphis Grizzlies,BRK,MEM,D. Jordan,/players/j/jordade01.html,J. Valančiūnas,/players/v/valanjo01.html,D. Brooks,MEM,BRK,G. Allen,/players/a/allengr01.html,MEM,BRK,J. Valančiūnas,/players/v/valanjo01.html,D. Jordan,/players/j/jordade01.html,1
202012280ATL,https://www.basketball-reference.com/boxscores/pbp/202012280ATL.html,Atlanta Hawks,Detroit Pistons,ATL,DET,C. Capela,/players/c/capelca01.html,M. Plumlee,/players/p/plumlma01.html,J. Jackson,ATL,DET,T. Young,/players/y/youngtr01.html,DET,ATL,C. Capela,/players/c/capelca01.html,M. Plumlee,/players/p/plumlma01.html,0
202012280OKC,https://www.basketball-reference.com/boxscores/pbp/202012280OKC.html,Oklahoma City Thunder,Utah Jazz,OKC,UTA,A. Horford,/players/h/horfoal01.html,R. Gobert,/players/g/goberru01.html,L. Dort,OKC,UTA,G. Hill,/players/h/hillge01.html,OKC,UTA,A. Horford,/players/h/horfoal01.html,R. Gobert,/players/g/goberru01.html,1
202012280DEN,https://www.basketball-reference.com/boxscores/pbp/202012280DEN.html,Denver Nuggets,Houston Rockets,DEN,HOU,N. Jokić,/players/j/jokicni01.html,C. Wood,/players/w/woodch01.html,N. Jokić,DEN,HOU,J. Murray,/players/m/murraja01.html,DEN,HOU,N. Jokić,/players/j/jokicni01.html,C. Wood,/players/w/woodch01.html,1
202012280LAL,https://www.basketball-reference.com/boxscores/pbp/202012280LAL.html,Los Angeles Lakers,Portland Trail Blazers,LAL,POR,A. Davis,/players/d/davisan02.html,J. Nurkić,/players/n/nurkiju01.html,L. James,POR,LAL,D. Jones,/players/j/jonesde02.html,LAL,POR,J. Nurkić,/players/n/nurkiju01.html,A. Davis,/players/d/davisan02.html,0
202012290CLE,https://www.basketball-reference.com/boxscores/pbp/202012290CLE.html,Cleveland Cavaliers,New York Knicks,CLE,NYK,A. Drummond,/players/d/drumman01.html,M. Robinson,/players/r/robinmi01.html,A. Drummond,CLE,NYK,C. Sexton,/players/s/sextoco01.html,CLE,NYK,A. Drummond,/players/d/drumman01.html,M. Robinson,/players/r/robinmi01.html,1
202012290DET,https://www.basketball-reference.com/boxscores/pbp/202012290DET.html,Detroit Pistons,Golden State Warriors,DET,GSW,M. Plumlee,/players/p/plumlma01.html,J. Wiseman,/players/w/wisemja01.html,S. Curry,GSW,DET,J. Toscano-Anderson,/players/t/toscaju01.html,GSW,DET,J. Wiseman,/players/w/wisemja01.html,M. Plumlee,/players/p/plumlma01.html,1
202012290IND,https://www.basketball-reference.com/boxscores/pbp/202012290IND.html,Indiana Pacers,Boston Celtics,IND,BOS,M. Turner,/players/t/turnemy01.html,T. Thompson,/players/t/thomptr01.html,T. Thompson,BOS,IND,J. Brown,/players/b/brownja02.html,BOS,IND,T. Thompson,/players/t/thomptr01.html,M. Turner,/players/t/turnemy01.html,1
202012290WAS,https://www.basketball-reference.com/boxscores/pbp/202012290WAS.html,Washington Wizards,Chicago Bulls,WAS,CHI,T. Bryant,/players/b/bryanth01.html,W. Carter,/players/c/cartewe01.html,Z. LaVine,CHI,WAS,C. White,/players/w/whiteco01.html,CHI,WAS,W. Carter,/players/c/cartewe01.html,T. Bryant,/players/b/bryanth01.html,1
202012290PHI,https://www.basketball-reference.com/boxscores/pbp/202012290PHI.html,Philadelphia 76ers,Toronto Raptors,PHI,TOR,J. Embiid,/players/e/embiijo01.html,A. Baynes,/players/b/baynear01.html,B. Simmons,TOR,PHI,P. Siakam,/players/s/siakapa01.html,PHI,TOR,A. Baynes,/players/b/baynear01.html,J. Embiid,/players/e/embiijo01.html,0
202012290MIA,https://www.basketball-reference.com/boxscores/pbp/202012290MIA.html,Miami Heat,Milwaukee Bucks,MIA,MIL,B. Adebayo,/players/a/adebaba01.html,B. Lopez,/players/l/lopezbr01.html,J. Holiday,MIL,MIA,G. Antetokounmpo,/players/a/antetgi01.html,MIL,MIA,B. Lopez,/players/l/lopezbr01.html,B. Adebayo,/players/a/adebaba01.html,1
202012290OKC,https://www.basketball-reference.com/boxscores/pbp/202012290OKC.html,Oklahoma City Thunder,Orlando Magic,OKC,ORL,I. Roby,/players/r/robyis01.html,N. Vučević,/players/v/vucevni01.html,N. Vučević,OKC,ORL,D. Bazley,/players/b/bazleda01.html,ORL,OKC,I. Roby,/players/r/robyis01.html,N. Vučević,/players/v/vucevni01.html,0
202012290PHO,https://www.basketball-reference.com/boxscores/pbp/202012290PHO.html,Phoenix Suns,New Orleans Pelicans,PHO,NOP,D. Ayton,/players/a/aytonde01.html,S. Adams,/players/a/adamsst01.html,S. Adams,NOP,PHO,L. Ball,/players/b/balllo01.html,NOP,PHO,S. Adams,/players/a/adamsst01.html,D. Ayton,/players/a/aytonde01.html,1
202012290SAC,https://www.basketball-reference.com/boxscores/pbp/202012290SAC.html,Sacramento Kings,Denver Nuggets,SAC,DEN,R. Holmes,/players/h/holmeri01.html,N. Jokić,/players/j/jokicni01.html,M. Porter,SAC,DEN,D. Fox,/players/f/foxde01.html,DEN,SAC,R. Holmes,/players/h/holmeri01.html,N. Jokić,/players/j/jokicni01.html,0
202012290LAC,https://www.basketball-reference.com/boxscores/pbp/202012290LAC.html,Los Angeles Clippers,Minnesota Timberwolves,LAC,MIN,S. Ibaka,/players/i/ibakase01.html,N. Reid,/players/r/reidna01.html,M. Beasley,LAC,MIN,L. Kennard,/players/k/kennalu01.html,MIN,LAC,S. Ibaka,/players/i/ibakase01.html,N. Reid,/players/r/reidna01.html,0
202012300MIA,https://www.basketball-reference.com/boxscores/pbp/202012300MIA.html,Miami Heat,Milwaukee Bucks,MIA,MIL,B. Adebayo,/players/a/adebaba01.html,B. Lopez,/players/l/lopezbr01.html,T. Herro,MIA,MIL,A. Bradley,/players/b/bradlav01.html,MIA,MIL,B. Adebayo,/players/a/adebaba01.html,B. Lopez,/players/l/lopezbr01.html,1
202012300BRK,https://www.basketball-reference.com/boxscores/pbp/202012300BRK.html,Brooklyn Nets,Atlanta Hawks,BRK,ATL,D. Jordan,/players/j/jordade01.html,C. Capela,/players/c/capelca01.html,J. Harris,BRK,ATL,K. Irving,/players/i/irvinky01.html,BRK,ATL,D. Jordan,/players/j/jordade01.html,C. Capela,/players/c/capelca01.html,1
202012300BOS,https://www.basketball-reference.com/boxscores/pbp/202012300BOS.html,Boston Celtics,Memphis Grizzlies,BOS,MEM,D. Theis,/players/t/theisda01.html,J. Valančiūnas,/players/v/valanjo01.html,D. Brooks,MEM,BOS,G. Allen,/players/a/allengr01.html,MEM,BOS,J. Valančiūnas,/players/v/valanjo01.html,D. Theis,/players/t/theisda01.html,1
202012300DAL,https://www.basketball-reference.com/boxscores/pbp/202012300DAL.html,Dallas Mavericks,Charlotte Hornets,DAL,CHO,,,,,,,,,,,,,,,,
202012300SAS,https://www.basketball-reference.com/boxscores/pbp/202012300SAS.html,San Antonio Spurs,Los Angeles Lakers,SAS,LAL,J. Poeltl,/players/p/poeltja01.html,A. Davis,/players/d/davisan02.html,K. Johnson,SAS,LAL,L. Walker,/players/w/walkelo01.html,SAS,LAL,J. Poeltl,/players/p/poeltja01.html,A. Davis,/players/d/davisan02.html,1
202012300LAC,https://www.basketball-reference.com/boxscores/pbp/202012300LAC.html,Los Angeles Clippers,Portland Trail Blazers,LAC,POR,S. Ibaka,/players/i/ibakase01.html,J. Nurkić,/players/n/nurkiju01.html,C. McCollum,LAC,POR,P. George,/players/g/georgpa01.html,POR,LAC,S. Ibaka,/players/i/ibakase01.html,J. Nurkić,/players/n/nurkiju01.html,0
202012310IND,https://www.basketball-reference.com/boxscores/pbp/202012310IND.html,Indiana Pacers,Cleveland Cavaliers,IND,CLE,M. Turner,/players/t/turnemy01.html,A. Drummond,/players/d/drumman01.html,D. Garland,CLE,IND,C. Sexton,/players/s/sextoco01.html,CLE,IND,A. Drummond,/players/d/drumman01.html,M. Turner,/players/t/turnemy01.html,1
202012310WAS,https://www.basketball-reference.com/boxscores/pbp/202012310WAS.html,Washington Wizards,Chicago Bulls,WAS,CHI,T. Bryant,/players/b/bryanth01.html,W. Carter,/players/c/cartewe01.html,W. Carter,CHI,WAS,C. White,/players/w/whiteco01.html,CHI,WAS,W. Carter,/players/c/cartewe01.html,T. Bryant,/players/b/bryanth01.html,1
202012310ORL,https://www.basketball-reference.com/boxscores/pbp/202012310ORL.html,Orlando Magic,Philadelphia 76ers,ORL,PHI,N. Vučević,/players/v/vucevni01.html,J. Embiid,/players/e/embiijo01.html,B. Simmons,PHI,ORL,B. Simmons,/players/s/simmobe01.html,PHI,ORL,J. Embiid,/players/e/embiijo01.html,N. Vučević,/players/v/vucevni01.html,1
202012310HOU,https://www.basketball-reference.com/boxscores/pbp/202012310HOU.html,Houston Rockets,Sacramento Kings,HOU,SAC,C. Wood,/players/w/woodch01.html,R. Holmes,/players/h/holmeri01.html,H. Barnes,HOU,SAC,P. Tucker,/players/t/tuckepj01.html,SAC,HOU,C. Wood,/players/w/woodch01.html,R. Holmes,/players/h/holmeri01.html,0
202012310TOR,https://www.basketball-reference.com/boxscores/pbp/202012310TOR.html,Toronto Raptors,New York Knicks,TOR,NYK,A. Baynes,/players/b/baynear01.html,M. Robinson,/players/r/robinmi01.html,A. Baynes,TOR,NYK,F. VanVleet,/players/v/vanvlfr01.html,TOR,NYK,A. Baynes,/players/b/baynear01.html,M. Robinson,/players/r/robinmi01.html,1
202012310OKC,https://www.basketball-reference.com/boxscores/pbp/202012310OKC.html,Oklahoma City Thunder,New Orleans Pelicans,OKC,NOP,A. Horford,/players/h/horfoal01.html,S. Adams,/players/a/adamsst01.html,D. Bazley,NOP,OKC,L. Ball,/players/b/balllo01.html,OKC,NOP,S. Adams,/players/a/adamsst01.html,A. Horford,/players/h/horfoal01.html,0
202012310UTA,https://www.basketball-reference.com/boxscores/pbp/202012310UTA.html,Utah Jazz,Phoenix Suns,UTA,PHO,R. Gobert,/players/g/goberru01.html,D. Ayton,/players/a/aytonde01.html,D. Mitchell,PHO,UTA,C. Paul,/players/p/paulch01.html,UTA,PHO,D. Ayton,/players/a/aytonde01.html,R. Gobert,/players/g/goberru01.html,0
202101010DAL,https://www.basketball-reference.com/boxscores/pbp/202101010DAL.html,Dallas Mavericks,Miami Heat,DAL,MIA,D. Powell,/players/p/poweldw01.html,B. Adebayo,/players/a/adebaba01.html,D. Robinson,DAL,MIA,D. Finney-Smith,/players/f/finnedo01.html,MIA,DAL,D. Powell,/players/p/poweldw01.html,B. Adebayo,/players/a/adebaba01.html,0
202101010DET,https://www.basketball-reference.com/boxscores/pbp/202101010DET.html,Detroit Pistons,Boston Celtics,DET,BOS,M. Plumlee,/players/p/plumlma01.html,T. Thompson,/players/t/thomptr01.html,M. Plumlee,BOS,DET,J. Tatum,/players/t/tatumja01.html,DET,BOS,T. Thompson,/players/t/thomptr01.html,M. Plumlee,/players/p/plumlma01.html,0
202101010BRK,https://www.basketball-reference.com/boxscores/pbp/202101010BRK.html,Brooklyn Nets,Atlanta Hawks,BRK,ATL,D. Jordan,/players/j/jordade01.html,C. Capela,/players/c/capelca01.html,D. Hunter,ATL,BRK,T. Young,/players/y/youngtr01.html,ATL,BRK,C. Capela,/players/c/capelca01.html,D. Jordan,/players/j/jordade01.html,1
202101010MIL,https://www.basketball-reference.com/boxscores/pbp/202101010MIL.html,Milwaukee Bucks,Chicago Bulls,MIL,CHI,B. Lopez,/players/l/lopezbr01.html,W. Carter,/players/c/cartewe01.html,O. Porter,MIL,CHI,J. Holiday,/players/h/holidjr01.html,CHI,MIL,B. Lopez,/players/l/lopezbr01.html,W. Carter,/players/c/cartewe01.html,0
202101010MIN,https://www.basketball-reference.com/boxscores/pbp/202101010MIN.html,Minnesota Timberwolves,Washington Wizards,MIN,WAS,N. Reid,/players/r/reidna01.html,T. Bryant,/players/b/bryanth01.html,T. Bryant,WAS,MIN,R. Neto,/players/n/netora01.html,WAS,MIN,T. Bryant,/players/b/bryanth01.html,N. Reid,/players/r/reidna01.html,1
202101010SAS,https://www.basketball-reference.com/boxscores/pbp/202101010SAS.html,San Antonio Spurs,Los Angeles Lakers,SAS,LAL,J. Poeltl,/players/p/poeltja01.html,A. Davis,/players/d/davisan02.html,K. Johnson,SAS,LAL,K. Johnson,/players/j/johnske04.html,SAS,LAL,J. Poeltl,/players/p/poeltja01.html,A. Davis,/players/d/davisan02.html,1
202101010DEN,https://www.basketball-reference.com/boxscores/pbp/202101010DEN.html,Denver Nuggets,Phoenix Suns,DEN,PHO,N. Jokić,/players/j/jokicni01.html,D. Ayton,/players/a/aytonde01.html,J. Murray,PHO,DEN,C. Paul,/players/p/paulch01.html,DEN,PHO,D. Ayton,/players/a/aytonde01.html,N. Jokić,/players/j/jokicni01.html,0
202101010UTA,https://www.basketball-reference.com/boxscores/pbp/202101010UTA.html,Utah Jazz,Los Angeles Clippers,UTA,LAC,R. Gobert,/players/g/goberru01.html,S. Ibaka,/players/i/ibakase01.html,K. Leonard,LAC,UTA,N. Batum,/players/b/batumni01.html,LAC,UTA,S. Ibaka,/players/i/ibakase01.html,R. Gobert,/players/g/goberru01.html,1
