Game Code,Full Hyperlink,Home,Away,Home Short,Away Short,Home Tipper,Away Tipper,First Scorer,Tip Winning Team,Tip Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Scored Upon Team,Tip Winner,Tip Winner Link,Tip Loser,Tip Loser Link,Tip Winner Scores,Home TS Mu,Away TS Mu,Home TS Sigma,Away TS Sigma,Home Lifetime Appearances,Away Lifetime Appearances,Home Tipper Wins,Away Tipper Wins,Home Tipper Losses,Away Tipper Losses,Home Glicko Mu,Away Glicko Mu,Home Glicko Sigma,Away Glicko Sigma,Home Glicko Phi,Away Glicko Phi,Home Elo,Away Elo
199902050BOS,https://www.basketball-reference.com/boxscores/pbp/199902050BOS.html,Boston Celtics,Toronto Raptors,BOS,TOR,T. Battie,K. Willis,K. Willis,BOS,TOR,R. Mercer,/players/m/mercero01.html,TOR,BOS,T. Battie,/players/b/battito01.html,K. Willis,/players/w/willike02.html,0.0,23.449946763546738,27.378346661502842,1.316037062624072,1.1136177989673965,49,71,19,43,30,29,1561.1063972689901,1652.5737655874868,0.6074873936872832,0.6141505108057714,211.16861448651252,245.2376058747104,1163.9342307885354,1244.217152628061
199902050CHH,https://www.basketball-reference.com/boxscores/pbp/199902050CHH.html,Charlotte Hornets,Philadelphia 76ers,CHH,PHI,D. Coleman,T. Ratliff,M. Geiger,PHI,CHH,M. Geiger,/players/g/geigema01.html,PHI,CHH,T. Ratliff,/players/r/ratlith01.html,D. Coleman,/players/c/colemde01.html,1.0,14.42781036014751,24.32092052793513,4.978854932107675,1.2197689872119883,4,54,0,23,4,30,895.3186237118373,1415.6999793988598,0.599838865654159,0.6078518602183514,317.8422109786481,211.9139750726808,1184.6629435185562,1182.0196504266105
199902050DEN,https://www.basketball-reference.com/boxscores/pbp/199902050DEN.html,Denver Nuggets,Minnesota Timberwolves,DEN,MIN,A. McDyess,D. Garrett,K. Garnett,DEN,MIN,N. Van Exel,/players/v/vanexni01.html,MIN,DEN,A. McDyess,/players/m/mcdyean01.html,D. Garrett,/players/g/garrede01.html,0.0,27.345046002854673,19.78611764822136,1.059645279483517,1.8174598331313565,84,32,50,6,34,27,1573.1251019790266,1072.7694902887165,0.6074758319352694,0.6000197355834617,215.73917416303382,266.8518846391197,1253.1486894696998,1124.635168790157
199902050IND,https://www.basketball-reference.com/boxscores/pbp/199902050IND.html,Indiana Pacers,Washington Wizards,IND,WAS,A. Davis,J. Howard,C. Mullin,IND,WAS,R. Smits,/players/s/smitsri01.html,IND,WAS,A. Davis,/players/d/davisan01.html,J. Howard,/players/h/howarju01.html,1.0,21.031638578221628,20.99935383741687,6.698334500195604,6.961537405519852,1,1,0,0,1,2,1124.3605987704007,1296.3496713319198,0.599996008729291,0.5998034085375654,343.3662444452905,357.9146445051263,1196.199513567862,1195.138774767552
199902050LAC,https://www.basketball-reference.com/boxscores/pbp/199902050LAC.html,Los Angeles Clippers,Phoenix Suns,LAC,PHO,Lorenzen Wright,Lorenzen Wright,Lamond Murray,PHO,LAC,,,LAC,PHO,Lorenzen Wright,/players/w/wrighlo02.html,Lorenzen Wright,/players/w/wrighlo02.html,0.0,21.433012280339163,21.433012280339163,2.008474932382764,2.008474932382764,23,23,7,8,17,17,1396.0785885165244,1396.0785885165244,0.5989419825541823,0.5989419825541823,207.9700790494581,207.9700790494581,1165.6300622262027,1165.6300622262027
199902050LAL,https://www.basketball-reference.com/boxscores/pbp/199902050LAL.html,Los Angeles Lakers,Houston Rockets,LAL,HOU,S. O'Neal,H. Olajuwon,H. Olajuwon,LAL,HOU,D. Fisher,/players/f/fishede01.html,HOU,LAL,S. O'Neal,/players/o/onealsh01.html,H. Olajuwon,/players/o/olajuha01.html,0.0,29.40332500362473,24.522410610573772,1.1095534888173424,2.7426817424881276,70,13,48,5,22,9,1873.558877101604,1675.0897406021231,0.6236953222199695,0.6037529610587827,232.34332163530442,232.4534355012139,1298.6985289254042,1187.7964196359605
199902050MIA,https://www.basketball-reference.com/boxscores/pbp/199902050MIA.html,Miami Heat,Detroit Pistons,MIA,DET,A. Mourning,B. Dele,G. Hill,DET,MIA,L. Vaught,/players/v/vaughlo01.html,DET,MIA,B. Dele,/players/d/delebi01.html,A. Mourning,/players/m/mournal01.html,1.0,26.51266561905219,26.159761311244168,1.1708995487669096,1.1463791408988186,60,69,33,36,27,32,1630.5597163830198,1915.654660259203,0.6104086133498573,0.6043754302765919,218.5707658256853,231.04587125643417,1231.538639301062,1226.2525197881273
199902050ORL,https://www.basketball-reference.com/boxscores/pbp/199902050ORL.html,Orlando Magic,New York Knicks,ORL,NYK,B. Outlaw,P. Ewing,I. Austin,ORL,NYK,A. Hardaway,/players/h/hardaan01.html,ORL,NYK,B. Outlaw,/players/o/outlabo01.html,P. Ewing,/players/e/ewingpa01.html,1.0,29.16076683850229,23.490004195277997,7.220762300789891,1.7946959974529753,1,30,1,12,0,19,1747.9717982351017,1586.886657995542,0.5999186153203545,0.6014111527895849,401.9900759152336,212.9748446154265,1205.0,1178.7145813330155
199902050SAS,https://www.basketball-reference.com/boxscores/pbp/199902050SAS.html,San Antonio Spurs,Sacramento Kings,SAS,SAC,David Robinson,Vlade Divac,David Robinson,SAC,SAS,,,SAS,SAC,Vlade Divac,/players/d/divacvl01.html,David Robinson,/players/r/robinda01.html,0.0,27.952100095793156,27.85456971075422,1.0965512540461113,1.3690193151371828,81,47,52,29,29,17,1926.9985594214843,1714.1112167581634,0.6114619027739374,0.6095564101897779,216.22922024941727,215.9340105044919,1271.91107362675,1246.408218869315
199902050SEA,https://www.basketball-reference.com/boxscores/pbp/199902050SEA.html,Seattle SuperSonics,Dallas Mavericks,SEA,DAL,O. Polynice,S. Bradley,A. Green,DAL,SEA,S. Nash,/players/n/nashst01.html,DAL,SEA,S. Bradley,/players/b/bradlsh01.html,O. Polynice,/players/p/polynol01.html,1.0,23.326848946801874,28.04309911590833,1.928288671031861,1.4188333893678304,25,46,11,27,14,18,1114.2934012840813,1512.7381663314866,0.6101398617928617,0.6029870670941654,223.3883532827617,222.6424324607486,1187.6281189539895,1236.3780113532946
199902050UTA,https://www.basketball-reference.com/boxscores/pbp/199902050UTA.html,Utah Jazz,Chicago Bulls,UTA,CHI,G. Ostertag,A. Lang,J. Hornacek,CHI,UTA,R. Harper,/players/h/harpero01.html,UTA,CHI,A. Lang,/players/l/langan01.html,G. Ostertag,/players/o/ostergr01.html,0.0,24.31141519286567,25.0,1.8826322256728474,8.333333333333334,24,1,10,0,14,0,1385.0076848330189,1500.0,0.6031306124562577,0.6,211.38643362057368,500.0,1188.128370334163,1200.0
199902060ATL,https://www.basketball-reference.com/boxscores/pbp/199902060ATL.html,Atlanta Hawks,New Jersey Nets,ATL,NJN,D. Mutombo,J. Williams,S. Smith,ATL,NJN,M. Blaylock,/players/b/blaylmo01.html,ATL,NJN,D. Mutombo,/players/m/mutomdi01.html,J. Williams,/players/w/willija01.html,1.0,28.955518096340864,24.70521941340066,1.0982984243762566,1.1481629738987913,84,65,59,31,25,35,1996.5362583677984,1448.0418482095633,0.6170211356575918,0.6159926159739111,233.4299369893229,213.6789487757096,1301.5730408654326,1193.0402946002844
199902060BOS,https://www.basketball-reference.com/boxscores/pbp/199902060BOS.html,Boston Celtics,Cleveland Cavaliers,BOS,CLE,E. Riley,Z. Ilgauskas,S. Kemp,CLE,BOS,B. Knight,/players/k/knighbr01.html,CLE,BOS,Z. Ilgauskas,/players/i/ilgauzy01.html,E. Riley,/players/r/rileyer01.html,1.0,25.592323309445092,29.298450827055067,2.4100001932930737,1.0578886376897958,15,86,8,60,7,25,1467.8899194746825,2137.5547402247603,0.6030203779883502,0.6165708791873723,220.6043642840177,233.8808441044117,1207.153009757077,1320.9758343209858
199902060CHH,https://www.basketball-reference.com/boxscores/pbp/199902060CHH.html,Charlotte Hornets,Milwaukee Bucks,CHH,MIL,D. Coleman,E. Johnson,J. Reid,MIL,CHH,T. Hill,/players/h/hillty01.html,CHH,MIL,E. Johnson,/players/j/johnser02.html,D. Coleman,/players/c/colemde01.html,0.0,13.779448274455028,26.914998815264234,4.681852879738564,1.0696733097044304,5,82,0,46,5,35,860.5406743313478,1652.775324469903,0.599652278471173,0.6160740075659343,307.76339861236374,228.37388101971703,1179.6249042070442,1234.983658873273
199902060GSW,https://www.basketball-reference.com/boxscores/pbp/199902060GSW.html,Golden State Warriors,Houston Rockets,GSW,HOU,E. Dampier,H. Olajuwon,J. Caffey,HOU,GSW,M. Maloney,/players/m/malonma01.html,GSW,HOU,H. Olajuwon,/players/o/olajuha01.html,E. Dampier,/players/d/dampier01.html,0.0,21.990052376346576,24.076237574938848,1.1115452819241303,2.6425534826301535,83,15,25,5,58,9,1417.8720563513846,1608.2335693436999,0.6067590933541416,0.6034024562236168,210.5221685312373,224.99443227082162,1119.7378847047141,1184.3403452529767
199902060PHI,https://www.basketball-reference.com/boxscores/pbp/199902060PHI.html,Philadelphia 76ers,Orlando Magic,PHI,ORL,T. Ratliff,B. Outlaw,A. Hardaway,PHI,ORL,A. Iverson,/players/i/iversal01.html,ORL,PHI,T. Ratliff,/players/r/ratlith01.html,B. Outlaw,/players/o/outlabo01.html,0.0,24.360005925787384,31.67074707526898,1.2183302183364826,6.159343881291299,54,2,24,2,30,1,1438.2788959588795,1888.9058973780493,0.6076547336837033,0.5996264909866339,226.88460424732003,305.38845642621504,1187.0576897381225,1209.6224424920306
199902060SAS,https://www.basketball-reference.com/boxscores/pbp/199902060SAS.html,San Antonio Spurs,Minnesota Timberwolves,SAS,MIN,D. Robinson,D. Garrett,D. Garrett,SAS,MIN,A. Johnson,/players/j/johnsav01.html,MIN,SAS,D. Robinson,/players/r/robinda01.html,D. Garrett,/players/g/garrede01.html,0.0,27.800616756887614,19.66782337270603,1.089427269408361,1.7964239365695651,81,33,52,6,29,28,1766.0698464222849,1043.8142487865896,0.6121110432979384,0.5998132316338392,214.9976228711156,267.8418472319028,1266.5447157888811,1121.4046534545391
199902060WAS,https://www.basketball-reference.com/boxscores/pbp/199902060WAS.html,Washington Wizards,Toronto Raptors,WAS,TOR,T. Davis,M. Stewart,C. Cheaney,TOR,WAS,A. Williams,/players/w/willial02.html,WAS,TOR,M. Stewart,/players/s/stewami01.html,T. Davis,/players/d/daviste01.html,0.0,25.0,20.791190754450042,8.333333333333334,1.6311718900100605,1,38,0,9,1,28,1500.0,1191.6059244472135,0.6,0.6020490589170331,500.0,210.02764661874957,1200.0,1130.4413827309606
199902070DET,https://www.basketball-reference.com/boxscores/pbp/199902070DET.html,Detroit Pistons,Indiana Pacers,DET,IND,B. Dele,R. Smits,M. Jackson,IND,DET,R. Miller,/players/m/millere01.html,IND,DET,R. Smits,/players/s/smitsri01.html,B. Dele,/players/d/delebi01.html,1.0,26.331316571678983,32.638753132861,1.137383420161573,3.5189611205054416,70,7,37,5,33,1,1966.4569635658652,2029.838419669772,0.6040251244285861,0.6001806452610566,228.27325906567557,216.0993237872816,1231.3285872936274,1221.3211177810006
199902070GSW,https://www.basketball-reference.com/boxscores/pbp/199902070GSW.html,Golden State Warriors,Dallas Mavericks,GSW,DAL,E. Dampier,S. Bradley,D. Nowitzki,DAL,GSW,S. Nash,/players/n/nashst01.html,DAL,GSW,S. Bradley,/players/b/bradlsh01.html,E. Dampier,/players/d/dampier01.html,1.0,21.878379895669116,28.166950468631814,1.1062590675824673,1.406417257076598,84,47,25,28,59,18,1357.5273439865234,1545.5917996854212,0.6063906557354968,0.6027024179787553,210.48693326422855,228.9948491141766,1115.6570204510292,1240.6810121569495
199902070LAC,https://www.basketball-reference.com/boxscores/pbp/199902070LAC.html,Los Angeles Clippers,Chicago Bulls,LAC,CHI,L. Wright,A. Lang,A. Lang,LAC,CHI,L. Murray,/players/m/murrala01.html,CHI,LAC,L. Wright,/players/w/wrighlo02.html,A. Lang,/players/l/langan01.html,0.0,20.960475360170715,29.978415589733714,1.9538743197893034,6.5215817518446375,24,1,8,1,17,1,1297.079340578262,1691.4738976388296,0.5987894761779461,0.5997529366216922,203.00886904575324,330.84448667546417,1160.6300622262027,1204.8292199746827
199902070LAL,https://www.basketball-reference.com/boxscores/pbp/199902070LAL.html,Los Angeles Lakers,Utah Jazz,LAL,UTA,S. O'Neal,G. Ostertag,S. O'Neal,LAL,UTA,D. Fisher,/players/f/fishede01.html,LAL,UTA,S. O'Neal,/players/o/onealsh01.html,G. Ostertag,/players/o/ostergr01.html,1.0,29.476690374149026,24.056854537055933,1.1060227465117545,1.865707205386333,71,24,49,10,22,15,1940.962913578284,1322.463412824351,0.6233095716500187,0.6030170278192418,225.92089224465576,222.222758193354,1302.154603308388,1183.2991503594803
199902070NJN,https://www.basketball-reference.com/boxscores/pbp/199902070NJN.html,New Jersey Nets,Atlanta Hawks,NJN,ATL,J. Williams,D. Mutombo,A. Henderson,ATL,NJN,A. Henderson,/players/h/hendeal01.html,ATL,NJN,D. Mutombo,/players/m/mutomdi01.html,J. Williams,/players/w/willija01.html,1.0,24.61649716849794,29.036740802908945,1.142438550615138,1.093798192565492,67,86,31,60,36,25,1430.1644907380012,2016.1344922920318,0.6157953336857044,0.6168250191385587,229.62246435414062,245.42238260788469,1189.5533089018688,1305.0600265638486
199902070NYK,https://www.basketball-reference.com/boxscores/pbp/199902070NYK.html,New York Knicks,Miami Heat,NYK,MIA,P. Ewing,A. Mourning,P. Brown,NYK,MIA,L. Sprewell,/players/s/sprewla01.html,MIA,NYK,P. Ewing,/players/e/ewingpa01.html,A. Mourning,/players/m/mournal01.html,0.0,23.33463550703617,26.33373191809309,1.7814137117127538,1.161053960814873,31,60,12,33,19,28,1524.9383966283508,1583.011304006806,0.6012211802440582,0.6100531155611537,219.8953703967488,220.7223812722969,1174.092138840985,1226.4625717955614
199902070PHO,https://www.basketball-reference.com/boxscores/pbp/199902070PHO.html,Phoenix Suns,Denver Nuggets,PHO,DEN,L. Longley,A. McDyess,A. McDyess,DEN,PHO,N. Van Exel,/players/v/vanexni01.html,DEN,PHO,A. McDyess,/players/m/mcdyean01.html,L. Longley,/players/l/longllu01.html,1.0,25.857919222388098,27.38542176290859,1.1117381349801785,1.0583606764619593,73,86,36,51,37,34,1740.9419079867166,1596.1388713298318,0.6143147298109949,0.6072600856029791,218.58471306780868,228.96325378909003,1206.4179479508862,1256.3792048053176
199902070SAC,https://www.basketball-reference.com/boxscores/pbp/199902070SAC.html,Sacramento Kings,Vancouver Grizzlies,SAC,VAN,V. Divac,T. Massenburg,T. Massenburg,SAC,VAN,T. Abdul-Wahad,/players/a/abdulta01.html,VAN,SAC,V. Divac,/players/d/divacvl01.html,T. Massenburg,/players/m/masseto01.html,0.0,28.09020012784392,21.024276157629682,1.3515460586637902,2.702874983615508,47,13,30,3,17,11,1874.535334628743,1310.8471484248207,0.6102000589448298,0.6008952178775376,214.7198541830744,215.81117572919132,1251.774576707184,1171.7215375358105
199902070SEA,https://www.basketball-reference.com/boxscores/pbp/199902070SEA.html,Seattle SuperSonics,Portland Trail Blazers,SEA,POR,V. Baker,A. Sabonis,V. Baker,SEA,POR,G. Payton,/players/p/paytoga01.html,SEA,POR,V. Baker,/players/b/bakervi01.html,A. Sabonis,/players/s/sabonar01.html,1.0,29.768375180586855,29.188128150114203,1.0711972722831677,1.131135986046393,90,75,64,51,26,25,1898.8968284017403,1801.7582627878464,0.6144652383849505,0.6055872152598791,223.3260258162926,223.2587058393998,1324.9046199554978,1296.9950392614032
