,Game Code,Full Hyperlink,Home,Away,Home Short,Away Short,Home Tipper,Away Tipper,First Scorer,Tip Winning Team,Tip Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Scored Upon Team,Tip Winner,Tip Winner Link,Tip Loser,Tip Loser Link,Tip Winner Scores
335,201612090MIL,https://www.basketball-reference.com/boxscores/pbp/201612090MIL.html,Milwaukee Bucks,Atlanta Hawks,MIL,ATL,J. Henson,D. Howard,J. Parker,ATL,MIL,D. Schröder,/players/s/schrode01.html,MIL,ATL,D. Howard,/players/h/howardw01.html,J. Henson,/players/h/hensojo01.html,0.0
336,201612090MIN,https://www.basketball-reference.com/boxscores/pbp/201612090MIN.html,Minnesota Timberwolves,Detroit Pistons,MIN,DET,K. Towns,A. Drummond,A. Drummond,DET,MIN,T. Harris,/players/h/harrito02.html,DET,MIN,A. Drummond,/players/d/drumman01.html,K. Towns,/players/t/townska01.html,1.0
337,201612090OKC,https://www.basketball-reference.com/boxscores/pbp/201612090OKC.html,Oklahoma City Thunder,Houston Rockets,OKC,HOU,S. Adams,C. Capela,C. Capela,OKC,HOU,V. Oladipo,/players/o/oladivi01.html,HOU,OKC,S. Adams,/players/a/adamsst01.html,C. Capela,/players/c/capelca01.html,0.0
338,201612090DAL,https://www.basketball-reference.com/boxscores/pbp/201612090DAL.html,Dallas Mavericks,Indiana Pacers,DAL,IND,S. Mejri,M. Turner,M. Turner,DAL,IND,H. Barnes,/players/b/barneha02.html,IND,DAL,S. Mejri,/players/m/mejrisa01.html,M. Turner,/players/t/turnemy01.html,0.0
339,201612090LAL,https://www.basketball-reference.com/boxscores/pbp/201612090LAL.html,Los Angeles Lakers,Phoenix Suns,LAL,PHO,T. Mozgov,T. Chandler,J. Clarkson,PHO,LAL,E. Bledsoe,/players/b/bledser01.html,LAL,PHO,T. Chandler,/players/c/chandty01.html,T. Mozgov,/players/m/mozgoti01.html,0.0
340,201612090SAC,https://www.basketball-reference.com/boxscores/pbp/201612090SAC.html,Sacramento Kings,New York Knicks,SAC,NYK,K. Koufos,J. Noah,D. Cousins,NYK,SAC,K. Porziņģis,/players/p/porzikr01.html,SAC,NYK,J. Noah,/players/n/noahjo01.html,K. Koufos,/players/k/koufoko01.html,0.0
341,201612100IND,https://www.basketball-reference.com/boxscores/pbp/201612100IND.html,Indiana Pacers,Portland Trail Blazers,IND,POR,M. Turner,M. Plumlee,M. Harkless,POR,IND,D. Lillard,/players/l/lillada01.html,POR,IND,M. Plumlee,/players/p/plumlma01.html,M. Turner,/players/t/turnemy01.html,1.0
342,201612100ORL,https://www.basketball-reference.com/boxscores/pbp/201612100ORL.html,Orlando Magic,Denver Nuggets,ORL,DEN,Serge Ibaka,Jusuf Nurkic,Jusuf Nurkic,ORL,DEN,,,DEN,ORL,Serge Ibaka,ibakase01.html,Jusuf Nurkic,nurkiju01.html,0.0
343,201612100WAS,https://www.basketball-reference.com/boxscores/pbp/201612100WAS.html,Washington Wizards,Milwaukee Bucks,WAS,MIL,M. Gortat,J. Henson,J. Wall,WAS,MIL,O. Porter,/players/p/porteot01.html,WAS,MIL,M. Gortat,/players/g/gortama01.html,J. Henson,/players/h/hensojo01.html,1.0
344,201612100CLE,https://www.basketball-reference.com/boxscores/pbp/201612100CLE.html,Cleveland Cavaliers,Charlotte Hornets,CLE,CHO,T. Thompson,C. Zeller,N. Batum,CHO,CLE,M. Williams,/players/w/willima02.html,CHO,CLE,C. Zeller,/players/z/zelleco01.html,T. Thompson,/players/t/thomptr01.html,1.0
345,201612100CHI,https://www.basketball-reference.com/boxscores/pbp/201612100CHI.html,Chicago Bulls,Miami Heat,CHI,MIA,R. Lopez,H. Whiteside,D. Wade,CHI,MIA,T. Gibson,/players/g/gibsota01.html,CHI,MIA,R. Lopez,/players/l/lopezro01.html,H. Whiteside,/players/w/whiteha01.html,1.0
346,201612100HOU,https://www.basketball-reference.com/boxscores/pbp/201612100HOU.html,Houston Rockets,Dallas Mavericks,HOU,DAL,C. Capela,S. Mejri,H. Barnes,DAL,HOU,W. Matthews,/players/m/matthwe02.html,DAL,HOU,S. Mejri,/players/m/mejrisa01.html,C. Capela,/players/c/capelca01.html,1.0
347,201612100MEM,https://www.basketball-reference.com/boxscores/pbp/201612100MEM.html,Memphis Grizzlies,Golden State Warriors,MEM,GSW,M. Gasol,A. Varejão,M. Gasol,MEM,GSW,J. Green,/players/g/greenja01.html,MEM,GSW,M. Gasol,/players/g/gasolma01.html,A. Varejão,/players/v/varejan01.html,1.0
348,201612100SAS,https://www.basketball-reference.com/boxscores/pbp/201612100SAS.html,San Antonio Spurs,Brooklyn Nets,SAS,BRK,P. Gasol,B. Lopez,B. Lopez,BRK,SAS,I. Whitehead,/players/w/whiteis01.html,BRK,SAS,B. Lopez,/players/l/lopezbr01.html,P. Gasol,/players/g/gasolpa01.html,1.0
349,201612100UTA,https://www.basketball-reference.com/boxscores/pbp/201612100UTA.html,Utah Jazz,Sacramento Kings,UTA,SAC,R. Gobert,K. Koufos,D. Cousins,UTA,SAC,D. Exum,/players/e/exumda01.html,SAC,UTA,R. Gobert,/players/g/goberru01.html,K. Koufos,/players/k/koufoko01.html,0.0
350,201612100LAC,https://www.basketball-reference.com/boxscores/pbp/201612100LAC.html,Los Angeles Clippers,New Orleans Pelicans,LAC,NOP,DeAndre Jordan,Alexis Ajinca,Terrence Jones,NOP,LAC,,,NOP,LAC,Alexis Ajinca,ajincal01.html,DeAndre Jordan,jordade01.html,1.0
351,201612110DET,https://www.basketball-reference.com/boxscores/pbp/201612110DET.html,Detroit Pistons,Philadelphia 76ers,DET,PHI,A. Drummond,J. Okafor,J. Okafor,DET,PHI,T. Harris,/players/h/harrito02.html,PHI,DET,A. Drummond,/players/d/drumman01.html,J. Okafor,/players/o/okafoja01.html,0.0
352,201612110MIN,https://www.basketball-reference.com/boxscores/pbp/201612110MIN.html,Minnesota Timberwolves,Golden State Warriors,MIN,GSW,K. Towns,K. Looney,D. Green,GSW,MIN,K. Thompson,/players/t/thompkl01.html,GSW,MIN,K. Looney,/players/l/looneke01.html,K. Towns,/players/t/townska01.html,1.0
353,201612110OKC,https://www.basketball-reference.com/boxscores/pbp/201612110OKC.html,Oklahoma City Thunder,Boston Celtics,OKC,BOS,S. Adams,A. Johnson,J. Crowder,OKC,BOS,R. Westbrook,/players/w/westbru01.html,BOS,OKC,S. Adams,/players/a/adamsst01.html,A. Johnson,/players/j/johnsam01.html,0.0
354,201612110PHO,https://www.basketball-reference.com/boxscores/pbp/201612110PHO.html,Phoenix Suns,New Orleans Pelicans,PHO,NOP,T. Chandler,A. Davis,S. Hill,PHO,NOP,E. Bledsoe,/players/b/bledser01.html,NOP,PHO,T. Chandler,/players/c/chandty01.html,A. Davis,/players/d/davisan02.html,0.0
355,201612110LAL,https://www.basketball-reference.com/boxscores/pbp/201612110LAL.html,Los Angeles Lakers,New York Knicks,LAL,NYK,T. Mozgov,J. Noah,C. Anthony,NYK,LAL,K. Porziņģis,/players/p/porzikr01.html,NYK,LAL,J. Noah,/players/n/noahjo01.html,T. Mozgov,/players/m/mozgoti01.html,1.0
356,201612120IND,https://www.basketball-reference.com/boxscores/pbp/201612120IND.html,Indiana Pacers,Charlotte Hornets,IND,CHO,M. Turner,C. Zeller,M. Williams,CHO,IND,M. Williams,/players/w/willima02.html,CHO,IND,C. Zeller,/players/z/zelleco01.html,M. Turner,/players/t/turnemy01.html,1.0
357,201612120MIA,https://www.basketball-reference.com/boxscores/pbp/201612120MIA.html,Miami Heat,Washington Wizards,MIA,WAS,Hassan Whiteside,Marcin Gortat,John Wall,MIA,WAS,,,WAS,MIA,Hassan Whiteside,whiteha01.html,Marcin Gortat,gortama01.html,0.0
358,201612120TOR,https://www.basketball-reference.com/boxscores/pbp/201612120TOR.html,Toronto Raptors,Milwaukee Bucks,TOR,MIL,J. Valančiūnas,J. Henson,J. Henson,MIL,TOR,J. Parker,/players/p/parkeja01.html,MIL,TOR,J. Henson,/players/h/hensojo01.html,J. Valančiūnas,/players/v/valanjo01.html,1.0
359,201612120HOU,https://www.basketball-reference.com/boxscores/pbp/201612120HOU.html,Houston Rockets,Brooklyn Nets,HOU,BRK,C. Capela,B. Lopez,B. Bogdanović,BRK,HOU,I. Whitehead,/players/w/whiteis01.html,BRK,HOU,B. Lopez,/players/l/lopezbr01.html,C. Capela,/players/c/capelca01.html,1.0
360,201612120DAL,https://www.basketball-reference.com/boxscores/pbp/201612120DAL.html,Dallas Mavericks,Denver Nuggets,DAL,DEN,S. Mejri,J. Nurkić,S. Mejri,DEN,DAL,E. Mudiay,/players/m/mudiaem01.html,DAL,DEN,J. Nurkić,/players/n/nurkiju01.html,S. Mejri,/players/m/mejrisa01.html,0.0
361,201612120LAC,https://www.basketball-reference.com/boxscores/pbp/201612120LAC.html,Los Angeles Clippers,Portland Trail Blazers,LAC,POR,D. Jordan,M. Plumlee,B. Griffin,LAC,POR,C. Paul,/players/p/paulch01.html,LAC,POR,D. Jordan,/players/j/jordade01.html,M. Plumlee,/players/p/plumlma01.html,1.0
362,201612120SAC,https://www.basketball-reference.com/boxscores/pbp/201612120SAC.html,Sacramento Kings,Los Angeles Lakers,SAC,LAL,K. Koufos,T. Mozgov,T. Mozgov,SAC,LAL,R. Gay,/players/g/gayru01.html,LAL,SAC,K. Koufos,/players/k/koufoko01.html,T. Mozgov,/players/m/mozgoti01.html,0.0
363,201612130CLE,https://www.basketball-reference.com/boxscores/pbp/201612130CLE.html,Cleveland Cavaliers,Memphis Grizzlies,CLE,MEM,T. Thompson,J. Green,A. Harrison,CLE,MEM,K. Love,/players/l/loveke01.html,MEM,CLE,T. Thompson,/players/t/thomptr01.html,J. Green,/players/g/greenja01.html,0.0
364,201612130ATL,https://www.basketball-reference.com/boxscores/pbp/201612130ATL.html,Atlanta Hawks,Orlando Magic,ATL,ORL,D. Howard,B. Biyombo,D. Schröder,ATL,ORL,D. Schröder,/players/s/schrode01.html,ATL,ORL,D. Howard,/players/h/howardw01.html,B. Biyombo,/players/b/biyombi01.html,1.0
365,201612130CHI,https://www.basketball-reference.com/boxscores/pbp/201612130CHI.html,Chicago Bulls,Minnesota Timberwolves,CHI,MIN,R. Lopez,K. Towns,T. Gibson,CHI,MIN,D. Wade,/players/w/wadedw01.html,CHI,MIN,R. Lopez,/players/l/lopezro01.html,K. Towns,/players/t/townska01.html,1.0
366,201612130NOP,https://www.basketball-reference.com/boxscores/pbp/201612130NOP.html,New Orleans Pelicans,Golden State Warriors,NOP,GSW,A. Davis,J. McGee,B. Hield,NOP,GSW,J. Holiday,/players/h/holidjr01.html,NOP,GSW,A. Davis,/players/d/davisan02.html,J. McGee,/players/m/mcgeeja01.html,1.0
367,201612130PHO,https://www.basketball-reference.com/boxscores/pbp/201612130PHO.html,Phoenix Suns,New York Knicks,PHO,NYK,T. Chandler,J. Noah,K. Porziņģis,NYK,PHO,K. Porziņģis,/players/p/porzikr01.html,NYK,PHO,J. Noah,/players/n/noahjo01.html,T. Chandler,/players/c/chandty01.html,1.0
368,201612130POR,https://www.basketball-reference.com/boxscores/pbp/201612130POR.html,Portland Trail Blazers,Oklahoma City Thunder,POR,OKC,M. Plumlee,S. Adams,A. Roberson,OKC,POR,J. Grant,/players/g/grantje01.html,OKC,POR,S. Adams,/players/a/adamsst01.html,M. Plumlee,/players/p/plumlma01.html,1.0
369,201612140MIA,https://www.basketball-reference.com/boxscores/pbp/201612140MIA.html,Miami Heat,Indiana Pacers,MIA,IND,H. Whiteside,M. Turner,H. Whiteside,MIA,IND,J. McRoberts,/players/m/mcrobjo01.html,MIA,IND,H. Whiteside,/players/w/whiteha01.html,M. Turner,/players/t/turnemy01.html,1.0
370,201612140ORL,https://www.basketball-reference.com/boxscores/pbp/201612140ORL.html,Orlando Magic,Los Angeles Clippers,ORL,LAC,B. Biyombo,D. Jordan,D. Jordan,LAC,ORL,C. Paul,/players/p/paulch01.html,LAC,ORL,D. Jordan,/players/j/jordade01.html,B. Biyombo,/players/b/biyombi01.html,1.0
371,201612140PHI,https://www.basketball-reference.com/boxscores/pbp/201612140PHI.html,Philadelphia 76ers,Toronto Raptors,PHI,TOR,J. Embiid,J. Valančiūnas,J. Okafor,PHI,TOR,R. Covington,/players/c/covinro01.html,PHI,TOR,J. Embiid,/players/e/embiijo01.html,J. Valančiūnas,/players/v/valanjo01.html,1.0
372,201612140WAS,https://www.basketball-reference.com/boxscores/pbp/201612140WAS.html,Washington Wizards,Charlotte Hornets,WAS,CHO,M. Gortat,C. Zeller,O. Porter,WAS,CHO,O. Porter,/players/p/porteot01.html,WAS,CHO,M. Gortat,/players/g/gortama01.html,C. Zeller,/players/z/zelleco01.html,1.0
373,201612140BRK,https://www.basketball-reference.com/boxscores/pbp/201612140BRK.html,Brooklyn Nets,Los Angeles Lakers,BRK,LAL,B. Lopez,T. Mozgov,S. Kilpatrick,BRK,LAL,S. Kilpatrick,/players/k/kilpase01.html,BRK,LAL,B. Lopez,/players/l/lopezbr01.html,T. Mozgov,/players/m/mozgoti01.html,1.0
374,201612140HOU,https://www.basketball-reference.com/boxscores/pbp/201612140HOU.html,Houston Rockets,Sacramento Kings,HOU,SAC,C. Capela,K. Koufos,C. Capela,SAC,HOU,A. Tolliver,/players/t/tollian01.html,HOU,SAC,K. Koufos,/players/k/koufoko01.html,C. Capela,/players/c/capelca01.html,0.0
375,201612140MEM,https://www.basketball-reference.com/boxscores/pbp/201612140MEM.html,Memphis Grizzlies,Cleveland Cavaliers,MEM,CLE,M. Gasol,T. Thompson,M. Gasol,MEM,CLE,J. Green,/players/g/greenja01.html,MEM,CLE,M. Gasol,/players/g/gasolma01.html,T. Thompson,/players/t/thomptr01.html,1.0
376,201612140DAL,https://www.basketball-reference.com/boxscores/pbp/201612140DAL.html,Dallas Mavericks,Detroit Pistons,DAL,DET,S. Mejri,A. Drummond,T. Harris,DAL,DET,D. Williams,/players/w/willide01.html,DET,DAL,S. Mejri,/players/m/mejrisa01.html,A. Drummond,/players/d/drumman01.html,0.0
377,201612140UTA,https://www.basketball-reference.com/boxscores/pbp/201612140UTA.html,Utah Jazz,Oklahoma City Thunder,UTA,OKC,R. Gobert,S. Adams,R. Hood,UTA,OKC,D. Exum,/players/e/exumda01.html,UTA,OKC,R. Gobert,/players/g/goberru01.html,S. Adams,/players/a/adamsst01.html,1.0
378,201612140SAS,https://www.basketball-reference.com/boxscores/pbp/201612140SAS.html,San Antonio Spurs,Boston Celtics,SAS,BOS,P. Gasol,A. Johnson,M. Smart,SAS,BOS,T. Parker,/players/p/parketo01.html,BOS,SAS,P. Gasol,/players/g/gasolpa01.html,A. Johnson,/players/j/johnsam01.html,0.0
379,201612150MIL,https://www.basketball-reference.com/boxscores/pbp/201612150MIL.html,Milwaukee Bucks,Chicago Bulls,MIL,CHI,John Henson,Robin Lopez,Giannis Antetokounmpo,MIL,CHI,,,MIL,CHI,John Henson,hensojo01.html,Robin Lopez,lopezro01.html,1.0
380,201612150NOP,https://www.basketball-reference.com/boxscores/pbp/201612150NOP.html,New Orleans Pelicans,Indiana Pacers,NOP,IND,A. Davis,M. Turner,A. Davis,NOP,IND,J. Holiday,/players/h/holidjr01.html,NOP,IND,A. Davis,/players/d/davisan02.html,M. Turner,/players/t/turnemy01.html,1.0
381,201612150DEN,https://www.basketball-reference.com/boxscores/pbp/201612150DEN.html,Denver Nuggets,Portland Trail Blazers,DEN,POR,N. Jokić,M. Plumlee,D. Gallinari,DEN,POR,E. Mudiay,/players/m/mudiaem01.html,DEN,POR,N. Jokić,/players/j/jokicni01.html,M. Plumlee,/players/p/plumlma01.html,1.0
382,201612150PHO,https://www.basketball-reference.com/boxscores/pbp/201612150PHO.html,Phoenix Suns,San Antonio Spurs,PHO,SAS,T. Chandler,P. Gasol,M. Chriss,PHO,SAS,M. Chriss,/players/c/chrisma01.html,PHO,SAS,T. Chandler,/players/c/chandty01.html,P. Gasol,/players/g/gasolpa01.html,1.0
383,201612150GSW,https://www.basketball-reference.com/boxscores/pbp/201612150GSW.html,Golden State Warriors,New York Knicks,GSW,NYK,J. McGee,J. Noah,L. Thomas,NYK,GSW,B. Jennings,/players/j/jennibr01.html,NYK,GSW,J. Noah,/players/n/noahjo01.html,J. McGee,/players/m/mcgeeja01.html,1.0
384,201612160ORL,https://www.basketball-reference.com/boxscores/pbp/201612160ORL.html,Orlando Magic,Brooklyn Nets,ORL,BRK,B. Biyombo,B. Lopez,S. Kilpatrick,BRK,ORL,I. Whitehead,/players/w/whiteis01.html,BRK,ORL,B. Lopez,/players/l/lopezbr01.html,B. Biyombo,/players/b/biyombi01.html,1.0
385,201612160WAS,https://www.basketball-reference.com/boxscores/pbp/201612160WAS.html,Washington Wizards,Detroit Pistons,WAS,DET,M. Gortat,A. Drummond,K. Caldwell-Pope,DET,WAS,R. Jackson,/players/j/jacksre01.html,DET,WAS,A. Drummond,/players/d/drumman01.html,M. Gortat,/players/g/gortama01.html,1.0
386,201612160BOS,https://www.basketball-reference.com/boxscores/pbp/201612160BOS.html,Boston Celtics,Charlotte Hornets,BOS,CHO,A. Johnson,C. Zeller,J. Crowder,BOS,CHO,I. Thomas,/players/t/thomais02.html,BOS,CHO,A. Johnson,/players/j/johnsam01.html,C. Zeller,/players/z/zelleco01.html,1.0
387,201612160TOR,https://www.basketball-reference.com/boxscores/pbp/201612160TOR.html,Toronto Raptors,Atlanta Hawks,TOR,ATL,J. Valančiūnas,D. Howard,P. Millsap,ATL,TOR,D. Schröder,/players/s/schrode01.html,ATL,TOR,D. Howard,/players/h/howardw01.html,J. Valančiūnas,/players/v/valanjo01.html,1.0
388,201612160CHI,https://www.basketball-reference.com/boxscores/pbp/201612160CHI.html,Chicago Bulls,Milwaukee Bucks,CHI,MIL,Robin Lopez,John Henson,Robin Lopez,MIL,CHI,,,CHI,MIL,John Henson,hensojo01.html,Robin Lopez,lopezro01.html,0.0
389,201612160HOU,https://www.basketball-reference.com/boxscores/pbp/201612160HOU.html,Houston Rockets,New Orleans Pelicans,HOU,NOP,Clint Capela,Anthony Davis,Alexis Ajinca,HOU,NOP,,,NOP,HOU,Clint Capela,capelca01.html,Anthony Davis,davisan02.html,0.0
390,201612160MEM,https://www.basketball-reference.com/boxscores/pbp/201612160MEM.html,Memphis Grizzlies,Sacramento Kings,MEM,SAC,M. Gasol,K. Koufos,M. Gasol,MEM,SAC,T. Allen,/players/a/allento01.html,MEM,SAC,M. Gasol,/players/g/gasolma01.html,K. Koufos,/players/k/koufoko01.html,1.0
391,201612160MIA,https://www.basketball-reference.com/boxscores/pbp/201612160MIA.html,Miami Heat,Los Angeles Clippers,MIA,LAC,H. Whiteside,D. Jordan,W. Ellington,LAC,MIA,B. Griffin,/players/g/griffbl01.html,MIA,LAC,D. Jordan,/players/j/jordade01.html,H. Whiteside,/players/w/whiteha01.html,0.0
392,201612160PHI,https://www.basketball-reference.com/boxscores/pbp/201612160PHI.html,Philadelphia 76ers,Los Angeles Lakers,PHI,LAL,J. Embiid,T. Mozgov,D. Russell,LAL,PHI,D. Russell,/players/r/russeda01.html,LAL,PHI,T. Mozgov,/players/m/mozgoti01.html,J. Embiid,/players/e/embiijo01.html,1.0
393,201612160UTA,https://www.basketball-reference.com/boxscores/pbp/201612160UTA.html,Utah Jazz,Dallas Mavericks,UTA,DAL,R. Gobert,S. Mejri,D. Exum,UTA,DAL,D. Exum,/players/e/exumda01.html,UTA,DAL,R. Gobert,/players/g/goberru01.html,S. Mejri,/players/m/mejrisa01.html,1.0
394,201612170OKC,https://www.basketball-reference.com/boxscores/pbp/201612170OKC.html,Oklahoma City Thunder,Phoenix Suns,OKC,PHO,S. Adams,T. Chandler,D. Booker,PHO,OKC,M. Chriss,/players/c/chrisma01.html,PHO,OKC,T. Chandler,/players/c/chandty01.html,S. Adams,/players/a/adamsst01.html,1.0
395,201612170DET,https://www.basketball-reference.com/boxscores/pbp/201612170DET.html,Detroit Pistons,Indiana Pacers,DET,IND,A. Drummond,M. Turner,T. Young,DET,IND,T. Harris,/players/h/harrito02.html,IND,DET,A. Drummond,/players/d/drumman01.html,M. Turner,/players/t/turnemy01.html,0.0
396,201612170ATL,https://www.basketball-reference.com/boxscores/pbp/201612170ATL.html,Atlanta Hawks,Charlotte Hornets,ATL,CHO,D. Howard,C. Zeller,T. Sefolosha,ATL,CHO,D. Schröder,/players/s/schrode01.html,ATL,CHO,D. Howard,/players/h/howardw01.html,C. Zeller,/players/z/zelleco01.html,1.0
397,201612170CLE,https://www.basketball-reference.com/boxscores/pbp/201612170CLE.html,Cleveland Cavaliers,Los Angeles Lakers,CLE,LAL,T. Thompson,T. Mozgov,K. Love,CLE,LAL,K. Irving,/players/i/irvinky01.html,CLE,LAL,T. Thompson,/players/t/thomptr01.html,T. Mozgov,/players/m/mozgoti01.html,1.0
398,201612170MIN,https://www.basketball-reference.com/boxscores/pbp/201612170MIN.html,Minnesota Timberwolves,Houston Rockets,MIN,HOU,K. Towns,C. Capela,K. Towns,HOU,MIN,R. Anderson,/players/a/anderry01.html,MIN,HOU,C. Capela,/players/c/capelca01.html,K. Towns,/players/t/townska01.html,0.0
399,201612170DEN,https://www.basketball-reference.com/boxscores/pbp/201612170DEN.html,Denver Nuggets,New York Knicks,DEN,NYK,N. Jokić,J. Noah,E. Mudiay,NYK,DEN,K. Porziņģis,/players/p/porzikr01.html,DEN,NYK,J. Noah,/players/n/noahjo01.html,N. Jokić,/players/j/jokicni01.html,0.0
400,201612170GSW,https://www.basketball-reference.com/boxscores/pbp/201612170GSW.html,Golden State Warriors,Portland Trail Blazers,GSW,POR,Z. Pachulia,M. Plumlee,K. Durant,GSW,POR,D. Green,/players/g/greendr01.html,GSW,POR,Z. Pachulia,/players/p/pachuza01.html,M. Plumlee,/players/p/plumlma01.html,1.0
401,201612180WAS,https://www.basketball-reference.com/boxscores/pbp/201612180WAS.html,Washington Wizards,Los Angeles Clippers,WAS,LAC,M. Gortat,D. Jordan,M. Morris,WAS,LAC,O. Porter,/players/p/porteot01.html,WAS,LAC,M. Gortat,/players/g/gortama01.html,D. Jordan,/players/j/jordade01.html,1.0
402,201612180DAL,https://www.basketball-reference.com/boxscores/pbp/201612180DAL.html,Dallas Mavericks,Sacramento Kings,DAL,SAC,S. Mejri,K. Koufos,D. Finney-Smith,DAL,SAC,H. Barnes,/players/b/barneha02.html,DAL,SAC,S. Mejri,/players/m/mejrisa01.html,K. Koufos,/players/k/koufoko01.html,1.0
403,201612180MEM,https://www.basketball-reference.com/boxscores/pbp/201612180MEM.html,Memphis Grizzlies,Utah Jazz,MEM,UTA,M. Gasol,R. Gobert,G. Hayward,UTA,MEM,D. Exum,/players/e/exumda01.html,UTA,MEM,R. Gobert,/players/g/goberru01.html,M. Gasol,/players/g/gasolma01.html,1.0
404,201612180MIA,https://www.basketball-reference.com/boxscores/pbp/201612180MIA.html,Miami Heat,Boston Celtics,MIA,BOS,H. Whiteside,A. Johnson,A. Bradley,BOS,MIA,A. Horford,/players/h/horfoal01.html,BOS,MIA,A. Johnson,/players/j/johnsam01.html,H. Whiteside,/players/w/whiteha01.html,1.0
405,201612180ORL,https://www.basketball-reference.com/boxscores/pbp/201612180ORL.html,Orlando Magic,Toronto Raptors,ORL,TOR,B. Biyombo,J. Valančiūnas,K. Lowry,ORL,TOR,D. Augustin,/players/a/augusdj01.html,TOR,ORL,B. Biyombo,/players/b/biyombi01.html,J. Valančiūnas,/players/v/valanjo01.html,0.0
406,201612180PHI,https://www.basketball-reference.com/boxscores/pbp/201612180PHI.html,Philadelphia 76ers,Brooklyn Nets,PHI,BRK,J. Embiid,B. Lopez,B. Lopez,PHI,BRK,J. Okafor,/players/o/okafoja01.html,BRK,PHI,J. Embiid,/players/e/embiijo01.html,B. Lopez,/players/l/lopezbr01.html,0.0
407,201612180SAS,https://www.basketball-reference.com/boxscores/pbp/201612180SAS.html,San Antonio Spurs,New Orleans Pelicans,SAS,NOP,P. Gasol,A. Davis,L. Aldridge,SAS,NOP,T. Parker,/players/p/parketo01.html,SAS,NOP,P. Gasol,/players/g/gasolpa01.html,A. Davis,/players/d/davisan02.html,1.0
408,201612190IND,https://www.basketball-reference.com/boxscores/pbp/201612190IND.html,Indiana Pacers,Washington Wizards,IND,WAS,M. Turner,M. Gortat,B. Beal,WAS,IND,O. Porter,/players/p/porteot01.html,WAS,IND,M. Gortat,/players/g/gortama01.html,M. Turner,/players/t/turnemy01.html,1.0
409,201612190CHI,https://www.basketball-reference.com/boxscores/pbp/201612190CHI.html,Chicago Bulls,Detroit Pistons,CHI,DET,Robin Lopez,Andre Drummond,Dwyane Wade,CHI,DET,,,CHI,DET,Robin Lopez,lopezro01.html,Andre Drummond,drumman01.html,1.0
410,201612190MIN,https://www.basketball-reference.com/boxscores/pbp/201612190MIN.html,Minnesota Timberwolves,Phoenix Suns,MIN,PHO,K. Towns,T. Chandler,M. Chriss,PHO,MIN,E. Bledsoe,/players/b/bledser01.html,PHO,MIN,T. Chandler,/players/c/chandty01.html,K. Towns,/players/t/townska01.html,1.0
411,201612190OKC,https://www.basketball-reference.com/boxscores/pbp/201612190OKC.html,Oklahoma City Thunder,Atlanta Hawks,OKC,ATL,S. Adams,P. Millsap,D. Schröder,ATL,OKC,K. Bazemore,/players/b/bazemke01.html,ATL,OKC,P. Millsap,/players/m/millspa01.html,S. Adams,/players/a/adamsst01.html,1.0
412,201612190DEN,https://www.basketball-reference.com/boxscores/pbp/201612190DEN.html,Denver Nuggets,Dallas Mavericks,DEN,DAL,N. Jokić,S. Mejri,H. Barnes,DEN,DAL,E. Mudiay,/players/m/mudiaem01.html,DAL,DEN,N. Jokić,/players/j/jokicni01.html,S. Mejri,/players/m/mejrisa01.html,0.0
413,201612200CHO,https://www.basketball-reference.com/boxscores/pbp/201612200CHO.html,Charlotte Hornets,Los Angeles Lakers,CHO,LAL,C. Zeller,T. Mozgov,K. Walker,CHO,LAL,M. Williams,/players/w/willima02.html,CHO,LAL,C. Zeller,/players/z/zelleco01.html,T. Mozgov,/players/m/mozgoti01.html,1.0
414,201612200PHI,https://www.basketball-reference.com/boxscores/pbp/201612200PHI.html,Philadelphia 76ers,New Orleans Pelicans,PHI,NOP,J. Embiid,A. Davis,A. Davis,PHI,NOP,J. Okafor,/players/o/okafoja01.html,NOP,PHI,J. Embiid,/players/e/embiijo01.html,A. Davis,/players/d/davisan02.html,0.0
415,201612200MIA,https://www.basketball-reference.com/boxscores/pbp/201612200MIA.html,Miami Heat,Orlando Magic,MIA,ORL,H. Whiteside,B. Biyombo,J. McRoberts,ORL,MIA,S. Ibaka,/players/i/ibakase01.html,MIA,ORL,B. Biyombo,/players/b/biyombi01.html,H. Whiteside,/players/w/whiteha01.html,0.0
416,201612200NYK,https://www.basketball-reference.com/boxscores/pbp/201612200NYK.html,New York Knicks,Indiana Pacers,NYK,IND,J. Noah,M. Turner,D. Rose,IND,NYK,T. Young,/players/y/youngth01.html,NYK,IND,M. Turner,/players/t/turnemy01.html,J. Noah,/players/n/noahjo01.html,0.0
417,201612200TOR,https://www.basketball-reference.com/boxscores/pbp/201612200TOR.html,Toronto Raptors,Brooklyn Nets,TOR,BRK,J. Valančiūnas,T. Booker,P. Siakam,TOR,BRK,D. Carroll,/players/c/carrode01.html,TOR,BRK,J. Valančiūnas,/players/v/valanjo01.html,T. Booker,/players/b/booketr01.html,1.0
418,201612200HOU,https://www.basketball-reference.com/boxscores/pbp/201612200HOU.html,Houston Rockets,San Antonio Spurs,HOU,SAS,N. Hilário,P. Gasol,T. Parker,SAS,HOU,K. Leonard,/players/l/leonaka01.html,SAS,HOU,P. Gasol,/players/g/gasolpa01.html,N. Hilário,/players/h/hilarne01.html,1.0
