Game Code,Full Hyperlink,Home,Away,Home Short,Away Short,Home Tipper,Away Tipper,First Scorer,Tip Winning Team,Tip Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Scored Upon Team,Tip Winner,Tip Winner Link,Tip Loser,Tip Loser Link,Tip Winner Scores,Home TS Mu,Away TS Mu,Home TS Sigma,Away TS Sigma,Home Lifetime Appearances,Away Lifetime Appearances,Home Tipper Wins,Away Tipper Wins,Home Tipper Losses,Away Tipper Losses
200710300GSW,https://www.basketball-reference.com/boxscores/pbp/200710300GSW.html,Golden State Warriors,Utah Jazz,GSW,UTA,A. Biedriņš,M. Okur,M. Ellis,UTA,GSW,R. Brewer,/players/b/brewero02.html,GSW,UTA,M. Okur,/players/o/okurme01.html,A. Biedriņš,/players/b/biedran01.html,0.0,22.56125399291335,22.96024886298115,1.0578669028246162,0.8751887952358993,75,134,31,56,45,77
200710300LAL,https://www.basketball-reference.com/boxscores/pbp/200710300LAL.html,Los Angeles Lakers,Houston Rockets,LAL,HOU,K. Brown,Y. Ming,K. Bryant,LAL,HOU,D. Fisher,/players/f/fishede01.html,LAL,HOU,K. Brown,/players/b/brownkw01.html,Y. Ming,/players/m/mingya01.html,1.0,23.27727846761535,22.69321945109845,0.9632537941436233,0.8314250308650459,91,257,40,102,52,156
200710310IND,https://www.basketball-reference.com/boxscores/pbp/200710310IND.html,Indiana Pacers,Washington Wizards,IND,WAS,J. Foster,B. Haywood,B. Haywood,IND,WAS,I. Diogu,/players/d/dioguik01.html,WAS,IND,J. Foster,/players/f/fosteje01.html,B. Haywood,/players/h/haywobr01.html,0.0,22.382005325209047,22.068555244052124,1.3307488800911345,0.8362852726821485,41,241,14,87,27,155
200710310ORL,https://www.basketball-reference.com/boxscores/pbp/200710310ORL.html,Orlando Magic,Milwaukee Bucks,ORL,MIL,D. Howard,A. Bogut,R. Lewis,ORL,MIL,R. Lewis,/players/l/lewisra02.html,ORL,MIL,D. Howard,/players/h/howardw01.html,A. Bogut,/players/b/bogutan01.html,1.0,26.209021127357307,21.11026660558495,0.8442607857242983,1.0995869070008275,195,72,112,22,85,51
200710310TOR,https://www.basketball-reference.com/boxscores/pbp/200710310TOR.html,Toronto Raptors,Philadelphia 76ers,TOR,PHI,C. Bosh,S. Dalembert,A. Bargnani,PHI,TOR,R. Evans,/players/e/evansre01.html,TOR,PHI,S. Dalembert,/players/d/dalemsa01.html,C. Bosh,/players/b/boshch01.html,0.0,24.62530549620079,26.008330428890847,0.82367840866047,0.8227689720634175,283,250,157,145,126,105
200710310NJN,https://www.basketball-reference.com/boxscores/pbp/200710310NJN.html,New Jersey Nets,Chicago Bulls,NJN,CHI,J. Collins,B. Wallace,J. Kidd,CHI,NJN,K. Hinrich,/players/h/hinriki01.html,NJN,CHI,B. Wallace,/players/w/wallabe01.html,J. Collins,/players/c/collija04.html,0.0,24.276412108616068,24.941602082790396,0.8244307363320553,0.8282651556289374,382,736,188,439,195,296
200710310CLE,https://www.basketball-reference.com/boxscores/pbp/200710310CLE.html,Cleveland Cavaliers,Dallas Mavericks,CLE,DAL,Z. Ilgauskas,D. Diop,D. Harris,CLE,DAL,D. Gibson,/players/g/gibsoda01.html,DAL,CLE,Z. Ilgauskas,/players/i/ilgauzy01.html,D. Diop,/players/d/diopde01.html,0.0,27.12351368658398,23.11613951605237,0.8378155943268812,1.0343427481553693,555,75,415,31,140,45
200710310MEM,https://www.basketball-reference.com/boxscores/pbp/200710310MEM.html,Memphis Grizzlies,San Antonio Spurs,MEM,SAS,P. Gasol,T. Duncan,T. Duncan,MEM,SAS,D. Stoudamire,/players/s/stoudda01.html,SAS,MEM,P. Gasol,/players/g/gasolpa01.html,T. Duncan,/players/d/duncati01.html,0.0,24.034601273458726,26.099758734600506,0.8227138318666276,0.8345035888847593,407,191,202,108,207,85
200710310DEN,https://www.basketball-reference.com/boxscores/pbp/200710310DEN.html,Denver Nuggets,Seattle SuperSonics,DEN,SEA,M. Camby,C. Wilcox,K. Martin,DEN,SEA,K. Martin,/players/m/martike01.html,DEN,SEA,M. Camby,/players/c/cambyma01.html,C. Wilcox,/players/w/wilcoch01.html,1.0,27.824659242385636,23.154515733868163,0.8391877381048178,0.9388955415068867,450,104,290,45,160,60
200711010UTA,https://www.basketball-reference.com/boxscores/pbp/200711010UTA.html,Utah Jazz,Houston Rockets,UTA,HOU,M. Okur,Y. Ming,C. Boozer,UTA,HOU,D. Williams,/players/w/willide01.html,UTA,HOU,M. Okur,/players/o/okurme01.html,Y. Ming,/players/m/mingya01.html,1.0,23.052494725489538,22.611621489037965,0.8738912714416447,0.8310981413591066,134,258,57,102,77,157
200711010SEA,https://www.basketball-reference.com/boxscores/pbp/200711010SEA.html,Seattle SuperSonics,Phoenix Suns,SEA,PHO,C. Wilcox,A. Stoudemire,A. Stoudemire,PHO,SEA,S. Nash,/players/n/nashst01.html,PHO,SEA,A. Stoudemire,/players/s/stoudam01.html,C. Wilcox,/players/w/wilcoch01.html,1.0,23.099099111001152,25.643715170549477,0.9379020631266877,0.8415548849581138,106,193,45,109,61,83
200711020CHA,https://www.basketball-reference.com/boxscores/pbp/200711020CHA.html,Charlotte Bobcats,Milwaukee Bucks,CHA,MIL,E. Okafor,A. Bogut,E. Okafor,CHA,MIL,E. Okafor,/players/o/okafoem01.html,CHA,MIL,E. Okafor,/players/o/okafoem01.html,A. Bogut,/players/b/bogutan01.html,1.0,22.08604299249355,21.04012510414148,0.8743994021253664,1.0956065251539553,151,73,52,22,99,52
200711020IND,https://www.basketball-reference.com/boxscores/pbp/200711020IND.html,Indiana Pacers,Miami Heat,IND,MIA,J. O'Neal,S. O'Neal,U. Haslem,MIA,IND,J. Williams,/players/w/willija02.html,MIA,IND,S. O'Neal,/players/o/onealsh01.html,J. O'Neal,/players/o/onealje01.html,1.0,26.151891477787476,29.206781380238052,0.8231331464765848,0.8574986432675289,492,773,286,578,207,196
200711020ORL,https://www.basketball-reference.com/boxscores/pbp/200711020ORL.html,Orlando Magic,Detroit Pistons,ORL,DET,D. Howard,R. Wallace,C. Billups,ORL,DET,R. Lewis,/players/l/lewisra02.html,DET,ORL,D. Howard,/players/h/howardw01.html,R. Wallace,/players/w/wallara01.html,0.0,26.250534947425738,21.586481960807863,0.8451197087699936,0.8382850819922313,196,300,113,108,85,195
200711020ATL,https://www.basketball-reference.com/boxscores/pbp/200711020ATL.html,Atlanta Hawks,Dallas Mavericks,ATL,DAL,J. Smith,D. Diop,D. Harris,DAL,ATL,D. Nowitzki,/players/n/nowitdi01.html,DAL,ATL,D. Diop,/players/d/diopde01.html,J. Smith,/players/s/smithjo03.html,1.0,25.012373149838027,23.040800322176956,0.8362891307328534,1.0310470990770195,189,77,96,31,93,45
200711020CLE,https://www.basketball-reference.com/boxscores/pbp/200711020CLE.html,Cleveland Cavaliers,New York Knicks,CLE,NYK,Z. Ilgauskas,E. Curry,D. Gibson,CLE,NYK,D. Gooden,/players/g/goodedr01.html,CLE,NYK,Z. Ilgauskas,/players/i/ilgauzy01.html,E. Curry,/players/c/curryed01.html,1.0,27.17311058402663,25.185940990119192,0.8384031993226884,0.8210326769354129,556,274,416,143,140,132
200711020NJN,https://www.basketball-reference.com/boxscores/pbp/200711020NJN.html,New Jersey Nets,Toronto Raptors,NJN,TOR,J. Collins,C. Bosh,R. Jefferson,TOR,NJN,T. Ford,/players/f/fordtj01.html,NJN,TOR,C. Bosh,/players/b/boshch01.html,J. Collins,/players/c/collija04.html,0.0,24.196791475519245,24.55322447832061,0.8242442214447258,0.823698964817046,383,284,188,157,196,126
200711020BOS,https://www.basketball-reference.com/boxscores/pbp/200711020BOS.html,Boston Celtics,Washington Wizards,BOS,WAS,K. Perkins,B. Haywood,K. Garnett,WAS,BOS,G. Arenas,/players/a/arenagi01.html,BOS,WAS,B. Haywood,/players/h/haywobr01.html,K. Perkins,/players/p/perkike01.html,0.0,21.529515855509555,21.983908497107073,0.9818699550093436,0.8358797002827866,96,243,31,87,65,155
200711020MIN,https://www.basketball-reference.com/boxscores/pbp/200711020MIN.html,Minnesota Timberwolves,Denver Nuggets,MIN,DEN,T. Ratliff,M. Camby,M. Camby,DEN,MIN,A. Iverson,/players/i/iversal01.html,DEN,MIN,M. Camby,/players/c/cambyma01.html,T. Ratliff,/players/r/ratlith01.html,1.0,24.694215250121268,27.86901780669187,0.8219628039532395,0.8399620913440269,437,452,203,291,235,160
200711020NOH,https://www.basketball-reference.com/boxscores/pbp/200711020NOH.html,New Orleans Hornets,Portland Trail Blazers,NOH,POR,T. Chandler,J. Przybilla,D. West,POR,NOH,J. Jack,/players/j/jackja01.html,NOH,POR,J. Przybilla,/players/p/przybjo01.html,T. Chandler,/players/c/chandty01.html,0.0,25.481904653088932,25.10359949228682,0.8306428595680896,0.8227878457128194,239,252,135,122,104,129
200711020CHI,https://www.basketball-reference.com/boxscores/pbp/200711020CHI.html,Chicago Bulls,Philadelphia 76ers,CHI,PHI,B. Wallace,S. Dalembert,A. Iguodala,CHI,PHI,T. Thomas,/players/t/thomaty01.html,PHI,CHI,B. Wallace,/players/w/wallabe01.html,S. Dalembert,/players/d/dalemsa01.html,0.0,25.021957559790533,26.08025397486966,0.8279983012532894,0.8228078795052204,736,250,440,146,296,106
200711020SAS,https://www.basketball-reference.com/boxscores/pbp/200711020SAS.html,San Antonio Spurs,Sacramento Kings,SAS,SAC,T. Duncan,B. Miller,M. Finley,SAC,SAS,K. Thomas,/players/t/thomake01.html,SAS,SAC,B. Miller,/players/m/millebr01.html,T. Duncan,/players/d/duncati01.html,0.0,25.98644927042059,23.863396136020263,0.8334450333171886,0.827037555519397,193,288,108,122,86,166
200711020LAC,https://www.basketball-reference.com/boxscores/pbp/200711020LAC.html,Los Angeles Clippers,Golden State Warriors,LAC,GSW,C. Kaman,A. Biedriņš,M. Ellis,GSW,LAC,B. Davis,/players/d/davisba01.html,GSW,LAC,A. Biedriņš,/players/b/biedran01.html,C. Kaman,/players/k/kamanch01.html,1.0,21.95882830286545,22.42686230803624,0.8387816692340194,1.0518888438637135,233,76,81,31,153,45
200711020PHO,https://www.basketball-reference.com/boxscores/pbp/200711020PHO.html,Phoenix Suns,Los Angeles Lakers,PHO,LAL,A. Stoudemire,K. Brown,S. Nash,PHO,LAL,S. Nash,/players/n/nashst01.html,PHO,LAL,A. Stoudemire,/players/s/stoudam01.html,K. Brown,/players/b/brownkw01.html,1.0,25.70707162981694,23.386526032914045,0.8415866098917467,0.9598854450547644,193,92,110,41,83,53
