Game Code,Full Hyperlink,Home,Away,Home Short,Away Short,Home Tipper,Away Tipper,First Scorer,Tip Winning Team,Tip Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Scored Upon Team,Tip Winner,Tip Winner Link,Tip Loser,Tip Loser Link,Tip Winner Scores,Home TS Mu,Away TS Mu,Home TS Sigma,Away TS Sigma,Home Lifetime Appearances,Away Lifetime Appearances,Home Tipper Wins,Away Tipper Wins,Home Tipper Losses,Away Tipper Losses
201010260POR,https://www.basketball-reference.com/boxscores/pbp/201010260POR.html,Portland Trail Blazers,Phoenix Suns,POR,PHO,M. Camby,R. Lopez,N. Batum,POR,PHO,L. Aldridge,/players/a/aldrila01.html,POR,PHO,M. Camby,/players/c/cambyma01.html,R. Lopez,/players/l/lopezro01.html,1.0,26.890627813713408,23.673256212649964,0.8391113467698512,1.29572664065476,653,44,423,21,231,24
201010260LAL,https://www.basketball-reference.com/boxscores/pbp/201010260LAL.html,Los Angeles Lakers,Houston Rockets,LAL,HOU,P. Gasol,Y. Ming,L. Odom,LAL,HOU,M. World Peace,/players/a/artesro01.html,LAL,HOU,P. Gasol,/players/g/gasolpa01.html,Y. Ming,/players/m/mingya01.html,1.0,25.849024856358938,22.838652495882076,0.827222926848724,0.8235813121586374,548,396,291,159,259,238
201010270CLE,https://www.basketball-reference.com/boxscores/pbp/201010270CLE.html,Cleveland Cavaliers,Boston Celtics,CLE,BOS,A. Varejão,S. O'Neal,J. Hickson,CLE,BOS,J. Hickson,/players/h/hicksjj01.html,CLE,BOS,A. Varejão,/players/v/varejan01.html,S. O'Neal,/players/o/onealsh01.html,1.0,34.57315977344288,28.925325419438156,4.483049152865965,0.8591313117740249,5,964,5,731,0,237
201010270TOR,https://www.basketball-reference.com/boxscores/pbp/201010270TOR.html,Toronto Raptors,New York Knicks,TOR,NYK,A. Bargnani,T. Mozgov,A. Bargnani,NYK,TOR,R. Felton,/players/f/feltora01.html,TOR,NYK,T. Mozgov,/players/m/mozgoti01.html,A. Bargnani,/players/b/bargnan01.html,0.0,22.83549730089194,25.0,1.806574039813539,8.333333333333334,24,1,10,0,14,0
201010270PHI,https://www.basketball-reference.com/boxscores/pbp/201010270PHI.html,Philadelphia 76ers,Miami Heat,PHI,MIA,S. Hawes,J. Anthony,D. Wade,PHI,MIA,E. Brand,/players/b/brandel01.html,MIA,PHI,S. Hawes,/players/h/hawessp01.html,J. Anthony,/players/a/anthojo01.html,0.0,22.239697007442285,21.779181342291967,0.9570441133707603,1.3374755927053419,95,41,38,14,57,28
201010270NJN,https://www.basketball-reference.com/boxscores/pbp/201010270NJN.html,New Jersey Nets,Detroit Pistons,NJN,DET,B. Lopez,B. Wallace,R. Stuckey,DET,NJN,A. Daye,/players/d/dayeau01.html,DET,NJN,B. Wallace,/players/w/wallabe01.html,B. Lopez,/players/l/lopezbr01.html,1.0,23.335308256853136,25.721683651446394,0.8589588997446741,0.8255314768091757,158,879,72,526,86,352
201010270OKC,https://www.basketball-reference.com/boxscores/pbp/201010270OKC.html,Oklahoma City Thunder,Chicago Bulls,OKC,CHI,N. Krstić,J. Noah,T. Gibson,CHI,OKC,T. Gibson,/players/g/gibsota01.html,CHI,OKC,J. Noah,/players/n/noahjo01.html,N. Krstić,/players/k/krstine01.html,1.0,21.793478164277413,25.79684457883968,1.5558319763716453,0.8755878055900529,31,137,10,76,21,60
201010270MIN,https://www.basketball-reference.com/boxscores/pbp/201010270MIN.html,Minnesota Timberwolves,Sacramento Kings,MIN,SAC,D. Miličić,D. Cousins,D. Miličić,MIN,SAC,L. Ridnour,/players/r/ridnolu01.html,MIN,SAC,D. Miličić,/players/m/milicda01.html,D. Cousins,/players/c/couside01.html,1.0,24.24542868281426,25.0,1.0676381010989946,8.333333333333334,68,0,34,0,34,1
201010270MEM,https://www.basketball-reference.com/boxscores/pbp/201010270MEM.html,Memphis Grizzlies,Atlanta Hawks,MEM,ATL,D. Arthur,J. Smith,J. Johnson,ATL,MEM,J. Smith,/players/s/smithjo03.html,ATL,MEM,J. Smith,/players/s/smithjo03.html,D. Arthur,/players/a/arthuda01.html,1.0,25.0,24.5911716827803,8.333333333333334,0.8179146954890244,1,441,0,239,1,203
201010270SAS,https://www.basketball-reference.com/boxscores/pbp/201010270SAS.html,San Antonio Spurs,Indiana Pacers,SAS,IND,T. Duncan,J. McRoberts,D. Blair,SAS,IND,D. Blair,/players/b/blairde01.html,SAS,IND,T. Duncan,/players/d/duncati01.html,J. McRoberts,/players/m/mcrobjo01.html,1.0,24.42101685592487,30.56707429749958,0.8207957705887255,6.400181007301604,449,1,243,1,207,1
