Game Code,Full Hyperlink,Home,Away,Home Short,Away Short,Home Tipper,Away Tipper,First Scorer,Tip Winning Team,Tip Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Scored Upon Team,Tip Winner,Tip Winner Link,Tip Loser,Tip Loser Link,Tip Winner Scores,Home TS Mu,Away TS Mu,Home TS Sigma,Away TS Sigma,Home Lifetime Appearances,Away Lifetime Appearances,Home Tipper Wins,Away Tipper Wins,Home Tipper Losses,Away Tipper Losses
200910270DAL,https://www.basketball-reference.com/boxscores/pbp/200910270DAL.html,Dallas Mavericks,Washington Wizards,DAL,WAS,E. Dampier,B. Haywood,G. Arenas,DAL,WAS,Q. Ross,/players/r/rossqu01.html,WAS,DAL,E. Dampier,/players/d/dampier01.html,B. Haywood,/players/h/haywobr01.html,0.0,25.664980082681883,22.397170494499587,0.8325352543094741,0.8320091348557054,703,331,418,123,286,211
200910270POR,https://www.basketball-reference.com/boxscores/pbp/200910270POR.html,Portland Trail Blazers,Houston Rockets,POR,HOU,G. Oden,L. Scola,L. Aldridge,POR,HOU,L. Aldridge,/players/a/aldrila01.html,POR,HOU,G. Oden,/players/o/odengr01.html,L. Scola,/players/s/scolalu01.html,1.0,26.17586032907659,19.639460882821243,1.3466237554909648,3.8090945482259704,39,5,24,1,15,5
200910270LAL,https://www.basketball-reference.com/boxscores/pbp/200910270LAL.html,Los Angeles Lakers,Los Angeles Clippers,LAL,LAC,A. Bynum,M. Camby,A. Bynum,LAL,LAC,M. World Peace,/players/a/artesro01.html,LAL,LAC,A. Bynum,/players/b/bynuman01.html,M. Camby,/players/c/cambyma01.html,1.0,24.41214759596221,27.062569441189236,0.8721570075792285,0.8379921897323959,143,576,75,373,69,205
200910280ATL,https://www.basketball-reference.com/boxscores/pbp/200910280ATL.html,Atlanta Hawks,Indiana Pacers,ATL,IND,J. Smith,R. Hibbert,J. Smith,ATL,IND,J. Johnson,/players/j/johnsjo02.html,ATL,IND,J. Smith,/players/s/smithjo03.html,R. Hibbert,/players/h/hibbero01.html,1.0,25.561193441904383,24.404238722669977,0.8247143306383685,1.3374416387236652,350,41,194,22,158,20
200910280TOR,https://www.basketball-reference.com/boxscores/pbp/200910280TOR.html,Toronto Raptors,Cleveland Cavaliers,TOR,CLE,C. Bosh,S. O'Neal,A. Bargnani,TOR,CLE,H. Türkoğlu,/players/t/turkohe01.html,TOR,CLE,C. Bosh,/players/b/boshch01.html,S. O'Neal,/players/o/onealsh01.html,1.0,24.799920454656252,29.591962204283835,0.8226345477741531,0.8734750982929198,423,902,236,685,187,220
200910280ORL,https://www.basketball-reference.com/boxscores/pbp/200910280ORL.html,Orlando Magic,Philadelphia 76ers,ORL,PHI,D. Howard,S. Dalembert,E. Brand,PHI,ORL,E. Brand,/players/b/brandel01.html,PHI,ORL,S. Dalembert,/players/d/dalemsa01.html,D. Howard,/players/h/howardw01.html,1.0,27.117596776330966,26.794455567859167,0.8377048608358258,0.8326954199000296,383,424,241,259,145,165
200910280BOS,https://www.basketball-reference.com/boxscores/pbp/200910280BOS.html,Boston Celtics,Charlotte Bobcats,BOS,CHA,K. Perkins,T. Chandler,K. Perkins,CHA,BOS,R. Felton,/players/f/feltora01.html,BOS,CHA,T. Chandler,/players/c/chandty01.html,K. Perkins,/players/p/perkike01.html,0.0,22.762391980162928,25.73724616499388,0.8338080602150431,0.8261488993925797,283,370,107,213,177,156
200910280MIA,https://www.basketball-reference.com/boxscores/pbp/200910280MIA.html,Miami Heat,New York Knicks,MIA,NYK,J. O'Neal,J. Jeffries,J. O'Neal,MIA,NYK,M. Chalmers,/players/c/chalmma01.html,MIA,NYK,J. O'Neal,/players/o/onealje01.html,J. Jeffries,/players/j/jeffrja01.html,1.0,26.56889147889171,22.133436591070865,0.824966308254385,0.9133741736165307,556,122,329,46,228,77
200910280OKC,https://www.basketball-reference.com/boxscores/pbp/200910280OKC.html,Oklahoma City Thunder,Sacramento Kings,OKC,SAC,J. Green,J. Thompson,J. Green,SAC,OKC,K. Martin,/players/m/martike02.html,OKC,SAC,J. Thompson,/players/t/thompja02.html,J. Green,/players/g/greenje02.html,0.0,24.70585325610134,16.2757725665381,1.1500536130658072,5.380319620312778,60,3,33,0,28,2
200910280SAS,https://www.basketball-reference.com/boxscores/pbp/200910280SAS.html,San Antonio Spurs,New Orleans Hornets,SAS,NOH,T. Duncan,E. Okafor,D. West,NOH,SAS,J. Wright,/players/w/wrighju01.html,NOH,SAS,E. Okafor,/players/o/okafoem01.html,T. Duncan,/players/d/duncati01.html,1.0,24.492624061175714,23.313735751203126,0.819526956243574,0.8280476837254501,365,312,197,126,169,186
200910280MIN,https://www.basketball-reference.com/boxscores/pbp/200910280MIN.html,Minnesota Timberwolves,New Jersey Nets,MIN,NJN,A. Jefferson,B. Lopez,A. Jefferson,MIN,NJN,J. Flynn,/players/f/flynnjo01.html,MIN,NJN,A. Jefferson,/players/j/jeffeal01.html,B. Lopez,/players/l/lopezbr01.html,1.0,22.770759563340548,24.096043020451457,0.8846767171385213,1.0324170768912457,135,75,59,37,77,39
200910280MEM,https://www.basketball-reference.com/boxscores/pbp/200910280MEM.html,Memphis Grizzlies,Detroit Pistons,MEM,DET,M. Gasol,B. Wallace,T. Prince,MEM,DET,M. Conley,/players/c/conlemi01.html,DET,MEM,M. Gasol,/players/g/gasolma01.html,B. Wallace,/players/w/wallabe01.html,0.0,24.45182045124924,25.602922659227062,1.0772018933598355,0.8283612877496392,67,811,34,487,33,325
200910280LAC,https://www.basketball-reference.com/boxscores/pbp/200910280LAC.html,Los Angeles Clippers,Phoenix Suns,LAC,PHO,M. Camby,A. Stoudemire,C. Kaman,LAC,PHO,A. Thornton,/players/t/thornal01.html,LAC,PHO,M. Camby,/players/c/cambyma01.html,A. Stoudemire,/players/s/stoudam01.html,1.0,26.941100823169485,26.06596693737247,0.8367411209345726,0.8343261021987449,577,239,373,140,205,100
200910280GSW,https://www.basketball-reference.com/boxscores/pbp/200910280GSW.html,Golden State Warriors,Houston Rockets,GSW,HOU,A. Biedriņš,L. Scola,S. Jackson,GSW,HOU,R. Turiaf,/players/t/turiaro01.html,GSW,HOU,A. Biedriņš,/players/b/biedran01.html,L. Scola,/players/s/scolalu01.html,1.0,22.050325832619666,18.986548837566716,0.8560075029224584,3.5999405578727015,189,6,77,1,114,6
200910280DEN,https://www.basketball-reference.com/boxscores/pbp/200910280DEN.html,Denver Nuggets,Utah Jazz,DEN,UTA,N. Hilário,M. Okur,N. Hilário,UTA,DEN,A. Kirilenko,/players/k/kirilan01.html,DEN,UTA,M. Okur,/players/o/okurme01.html,N. Hilário,/players/h/hilarne01.html,0.0,23.832061929295524,23.026098959626047,0.8556767743562649,0.8275898878498281,152,291,73,125,80,165
