Game Code,Full Hyperlink,Home,Away,Home Short,Away Short,Home Tipper,Away Tipper,First Scorer,Tip Winning Team,Tip Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Scored Upon Team,Tip Winner,Tip Winner Link,Tip Loser,Tip Loser Link,Tip Winner Scores,Home TS Mu,Away TS Mu,Home TS Sigma,Away TS Sigma,Home Lifetime Appearances,Away Lifetime Appearances,Home Tipper Wins,Away Tipper Wins,Home Tipper Losses,Away Tipper Losses,Home Glicko Mu,Away Glicko Mu,Home Glicko Sigma,Away Glicko Sigma,Home Glicko Phi,Away Glicko Phi,Home Elo,Away Elo
200910270DAL,https://www.basketball-reference.com/boxscores/pbp/200910270DAL.html,Dallas Mavericks,Washington Wizards,DAL,WAS,E. Dampier,B. Haywood,G. Arenas,DAL,WAS,Q. Ross,/players/r/rossqu01.html,WAS,DAL,E. Dampier,/players/d/dampier01.html,B. Haywood,/players/h/haywobr01.html,0.0,25.664980082681883,22.397170494499587,0.8325352543094741,0.8320091348557054,703,331,418,123,286,211,1795.2893346837866,1233.8895855383555,0.7335598448555988,0.6577715490779834,226.16695090934368,226.42354718000527,1303.6213218949506,1157.4004558624754
200910270POR,https://www.basketball-reference.com/boxscores/pbp/200910270POR.html,Portland Trail Blazers,Houston Rockets,POR,HOU,G. Oden,L. Scola,L. Aldridge,POR,HOU,L. Aldridge,/players/a/aldrila01.html,POR,HOU,G. Oden,/players/o/odengr01.html,L. Scola,/players/s/scolalu01.html,1.0,26.17586032907659,19.639460882821243,1.3466237554909648,3.8090945482259704,39,5,24,1,15,5,2039.7793306375552,1281.8116095125472,0.6076011306262667,0.6006761066526171,216.82145357826835,242.38684333739758,1254.9073239550498,1188.6025258887378
200910270LAL,https://www.basketball-reference.com/boxscores/pbp/200910270LAL.html,Los Angeles Lakers,Los Angeles Clippers,LAL,LAC,A. Bynum,M. Camby,A. Bynum,LAL,LAC,M. World Peace,/players/a/artesro01.html,LAL,LAC,A. Bynum,/players/b/bynuman01.html,M. Camby,/players/c/cambyma01.html,1.0,24.41214759596221,27.062569441189236,0.8721570075792285,0.8379921897323959,143,576,75,373,69,205,1679.7320804459494,1599.6480697388995,0.6171371429487476,0.696526352877828,223.87682488465404,228.15449956339933,1243.4502995044115,1364.1893152323353
200910280ATL,https://www.basketball-reference.com/boxscores/pbp/200910280ATL.html,Atlanta Hawks,Indiana Pacers,ATL,IND,J. Smith,R. Hibbert,J. Smith,ATL,IND,J. Johnson,/players/j/johnsjo02.html,ATL,IND,J. Smith,/players/s/smithjo03.html,R. Hibbert,/players/h/hibbero01.html,1.0,25.561193441904383,24.404238722669977,0.8247143306383685,1.3374416387236652,350,41,194,22,158,20,1676.483970930474,1467.503284371468,0.6671708511485162,0.6019032422598624,228.2021232560334,214.45441598233188,1306.5382301022826,1226.3027102583828
200910280TOR,https://www.basketball-reference.com/boxscores/pbp/200910280TOR.html,Toronto Raptors,Cleveland Cavaliers,TOR,CLE,C. Bosh,S. O'Neal,A. Bargnani,TOR,CLE,H. Türkoğlu,/players/t/turkohe01.html,TOR,CLE,C. Bosh,/players/b/boshch01.html,S. O'Neal,/players/o/onealsh01.html,1.0,24.799920454656252,29.591962204283835,0.8226345477741531,0.8734750982929198,423,902,236,685,187,220,1732.851928821815,1864.0076689012478,0.6908778818168958,0.8160381195340657,233.7105812829111,232.56653478426938,1269.9287358989225,1491.0550240538266
200910280ORL,https://www.basketball-reference.com/boxscores/pbp/200910280ORL.html,Orlando Magic,Philadelphia 76ers,ORL,PHI,D. Howard,S. Dalembert,E. Brand,PHI,ORL,E. Brand,/players/b/brandel01.html,PHI,ORL,S. Dalembert,/players/d/dalemsa01.html,D. Howard,/players/h/howardw01.html,1.0,27.117596776330966,26.794455567859167,0.8377048608358258,0.8326954199000296,383,424,241,259,145,165,1650.3372222616022,2030.463493367663,0.6576378911100627,0.7070627959198742,230.9723539656863,246.8081144491377,1373.159882887212,1363.1631746821738
200910280BOS,https://www.basketball-reference.com/boxscores/pbp/200910280BOS.html,Boston Celtics,Charlotte Bobcats,BOS,CHA,K. Perkins,T. Chandler,K. Perkins,CHA,BOS,R. Felton,/players/f/feltora01.html,BOS,CHA,T. Chandler,/players/c/chandty01.html,K. Perkins,/players/p/perkike01.html,0.0,22.762391980162928,25.73724616499388,0.8338080602150431,0.8261488993925797,283,370,107,213,177,156,1425.2747023816685,1409.7676868452672,0.6526108550618928,0.6688688903463683,233.435175550781,215.23912718466286,1183.5288437794445,1307.7372769555113
200910280MIA,https://www.basketball-reference.com/boxscores/pbp/200910280MIA.html,Miami Heat,New York Knicks,MIA,NYK,J. O'Neal,J. Jeffries,J. O'Neal,MIA,NYK,M. Chalmers,/players/c/chalmma01.html,MIA,NYK,J. O'Neal,/players/o/onealje01.html,J. Jeffries,/players/j/jeffrja01.html,1.0,26.56889147889171,22.133436591070865,0.824966308254385,0.9133741736165307,556,122,329,46,228,77,2096.7916297087845,1331.2074175311807,0.6823320002945996,0.6281030385077024,224.20075671981846,220.52807242612408,1353.0182699335305,1156.8583931717264
200910280OKC,https://www.basketball-reference.com/boxscores/pbp/200910280OKC.html,Oklahoma City Thunder,Sacramento Kings,OKC,SAC,J. Green,J. Thompson,J. Green,SAC,OKC,K. Martin,/players/m/martike02.html,OKC,SAC,J. Thompson,/players/t/thompja02.html,J. Green,/players/g/greenje02.html,0.0,24.70585325610134,16.2757725665381,1.1500536130658072,5.380319620312778,60,3,33,0,28,2,1399.29107575545,914.4468305629581,0.6050035553747443,0.6000036722016465,212.25682319854874,316.22100239276693,1233.895968049687,1188.9631607500835
200910280SAS,https://www.basketball-reference.com/boxscores/pbp/200910280SAS.html,San Antonio Spurs,New Orleans Hornets,SAS,NOH,T. Duncan,E. Okafor,D. West,NOH,SAS,J. Wright,/players/w/wrighju01.html,NOH,SAS,E. Okafor,/players/o/okafoem01.html,T. Duncan,/players/d/duncati01.html,1.0,24.492624061175714,23.313735751203126,0.819526956243574,0.8280476837254501,365,312,197,126,169,186,1408.2818174902618,1461.6303192923235,0.6629886273800444,0.6295464681005598,222.22037841201072,222.2440783462317,1245.7406424110854,1218.2549994072451
200910280MIN,https://www.basketball-reference.com/boxscores/pbp/200910280MIN.html,Minnesota Timberwolves,New Jersey Nets,MIN,NJN,A. Jefferson,B. Lopez,A. Jefferson,MIN,NJN,J. Flynn,/players/f/flynnjo01.html,MIN,NJN,A. Jefferson,/players/j/jeffeal01.html,B. Lopez,/players/l/lopezbr01.html,1.0,22.770759563340548,24.096043020451457,0.8846767171385213,1.0324170768912457,135,75,59,37,77,39,1472.0277267114593,1432.4593055127905,0.6245851903478336,0.6096872738813665,220.6646271270224,209.07554893973347,1172.7483466942265,1219.0926638926844
200910280MEM,https://www.basketball-reference.com/boxscores/pbp/200910280MEM.html,Memphis Grizzlies,Detroit Pistons,MEM,DET,M. Gasol,B. Wallace,T. Prince,MEM,DET,M. Conley,/players/c/conlemi01.html,DET,MEM,M. Gasol,/players/g/gasolma01.html,B. Wallace,/players/w/wallabe01.html,0.0,24.45182045124924,25.602922659227062,1.0772018933598355,0.8283612877496392,67,811,34,487,33,325,1501.973814192811,1836.5369527732416,0.6197832683834863,0.7768801144644459,226.57873621798745,271.02138140145377,1234.9603162834394,1305.1906876600565
200910280LAC,https://www.basketball-reference.com/boxscores/pbp/200910280LAC.html,Los Angeles Clippers,Phoenix Suns,LAC,PHO,M. Camby,A. Stoudemire,C. Kaman,LAC,PHO,A. Thornton,/players/t/thornal01.html,LAC,PHO,M. Camby,/players/c/cambyma01.html,A. Stoudemire,/players/s/stoudam01.html,1.0,26.941100823169485,26.06596693737247,0.8367411209345726,0.8343261021987449,577,239,373,140,205,100,1505.5934987666199,1784.2002774972157,0.696083104424167,0.6355647268555953,221.87707804660442,227.1418638988453,1357.5184666259954,1329.0995338194589
200910280GSW,https://www.basketball-reference.com/boxscores/pbp/200910280GSW.html,Golden State Warriors,Houston Rockets,GSW,HOU,A. Biedriņš,L. Scola,S. Jackson,GSW,HOU,R. Turiaf,/players/t/turiaro01.html,GSW,HOU,A. Biedriņš,/players/b/biedran01.html,L. Scola,/players/s/scolalu01.html,1.0,22.050325832619666,18.986548837566716,0.8560075029224584,3.5999405578727015,189,6,77,1,114,6,1427.7125736479031,1273.3264527989807,0.6368174915595787,0.6005955560885531,242.5469773984921,258.6692883114498,1155.1773142494085,1184.545310883873
200910280DEN,https://www.basketball-reference.com/boxscores/pbp/200910280DEN.html,Denver Nuggets,Utah Jazz,DEN,UTA,N. Hilário,M. Okur,N. Hilário,UTA,DEN,A. Kirilenko,/players/k/kirilan01.html,DEN,UTA,M. Okur,/players/o/okurme01.html,N. Hilário,/players/h/hilarne01.html,0.0,23.832061929295524,23.026098959626047,0.8556767743562649,0.8275898878498281,152,291,73,125,80,165,1325.280163423154,1814.474286250268,0.6205952978089098,0.6859932362386316,211.19191884280013,260.1738614960134,1230.302496862555,1200.887678313521
200910290CHI,https://www.basketball-reference.com/boxscores/pbp/200910290CHI.html,Chicago Bulls,San Antonio Spurs,CHI,SAS,J. Noah,T. Duncan,J. Noah,CHI,SAS,D. Rose,/players/r/rosede01.html,CHI,SAS,J. Noah,/players/n/noahjo01.html,T. Duncan,/players/d/duncati01.html,1.0,24.38851467343421,24.39367455139431,1.0203488329675892,0.8190021214198371,77,365,39,197,38,170,1421.1166483876113,1312.1465511847698,0.6202378613421549,0.6626516644882947,218.37487275064086,216.108686605996,1230.455743060668,1240.3459153217768
200910290POR,https://www.basketball-reference.com/boxscores/pbp/200910290POR.html,Portland Trail Blazers,Denver Nuggets,POR,DEN,G. Oden,N. Hilário,B. Roy,DEN,POR,C. Billups,/players/b/billuch01.html,POR,DEN,N. Hilário,/players/h/hilarne01.html,G. Oden,/players/o/odengr01.html,0.0,26.25773618816022,23.728997750570723,1.3400978326428963,0.8544258584241105,41,153,25,73,16,80,2047.597057450937,1302.1007874855195,0.6075133351334691,0.6203564599334356,236.93558517201225,225.88404700158702,1258.9645389599145,1224.8801921075647
200910300CHA,https://www.basketball-reference.com/boxscores/pbp/200910300CHA.html,Charlotte Bobcats,New York Knicks,CHA,NYK,T. Chandler,J. Jeffries,S. Graham,CHA,NYK,R. Felton,/players/f/feltora01.html,CHA,NYK,T. Chandler,/players/c/chandty01.html,J. Jeffries,/players/j/jeffrja01.html,1.0,25.794476149979214,22.078728485720447,0.8265873728023163,0.9127437167855895,370,123,214,46,156,78,1518.3732764427325,1323.8441217945992,0.6687161265413564,0.6280121420620693,212.92109170275918,241.86812916123245,1311.0222239295235,1154.4152815251919
200910300PHI,https://www.basketball-reference.com/boxscores/pbp/200910300PHI.html,Philadelphia 76ers,Milwaukee Bucks,PHI,MIL,S. Dalembert,A. Bogut,L. Williams,PHI,MIL,L. Williams,/players/w/willilo02.html,PHI,MIL,S. Dalembert,/players/d/dalemsa01.html,A. Bogut,/players/b/bogutan01.html,1.0,26.886580242859573,24.053971331468677,0.832082864268714,0.8481436734609753,424,183,260,85,165,99,2073.2802521149515,1763.567408490362,0.70660353923748,0.6292123416609027,251.1681655247796,219.68653220290685,1368.3069991903062,1247.0590581562835
200910300ATL,https://www.basketball-reference.com/boxscores/pbp/200910300ATL.html,Atlanta Hawks,Washington Wizards,ATL,WAS,J. Smith,B. Haywood,M. Bibby,ATL,WAS,M. Bibby,/players/b/bibbymi01.html,ATL,WAS,J. Smith,/players/s/smithjo03.html,B. Haywood,/players/h/haywobr01.html,1.0,25.63489567471259,22.34178429424834,0.8247639808609057,0.8324315277856534,351,332,195,123,158,212,1741.600756706141,1215.2329033795152,0.6666745493825661,0.6575435466928683,225.11056578962103,243.0696767401636,1310.4036465280494,1154.3887187093494
200910300BOS,https://www.basketball-reference.com/boxscores/pbp/200910300BOS.html,Boston Celtics,Chicago Bulls,BOS,CHI,K. Perkins,J. Noah,K. Garnett,CHI,BOS,T. Thomas,/players/t/thomaty01.html,BOS,CHI,J. Noah,/players/n/noahjo01.html,K. Perkins,/players/p/perkike01.html,0.0,22.70410666462547,24.52049165439574,0.8341037466939571,1.015212301075378,284,79,107,40,178,38,1305.019107711891,1501.1926341637268,0.6524413377361743,0.6198830469093174,220.90965242261888,212.51876784033055,1180.2438968054325,1235.5980356484386
200910300NOH,https://www.basketball-reference.com/boxscores/pbp/200910300NOH.html,New Orleans Hornets,Sacramento Kings,NOH,SAC,E. Okafor,J. Thompson,D. Mason,NOH,SAC,C. Paul,/players/p/paulch01.html,SAC,NOH,E. Okafor,/players/o/okafoem01.html,J. Thompson,/players/t/thompja02.html,0.0,23.414732372422048,21.64798255568028,0.82733109887841,4.37785163776116,312,3,127,1,186,3,1556.2810218049478,1313.7845884756864,0.6292585010145858,0.6016897742578246,214.43030871854225,303.1622335152668,1223.6497264965535,1194.606214690035
200910300NJN,https://www.basketball-reference.com/boxscores/pbp/200910300NJN.html,New Jersey Nets,Orlando Magic,NJN,ORL,B. Lopez,D. Howard,V. Carter,ORL,NJN,J. Nelson,/players/n/nelsoja01.html,ORL,NJN,D. Howard,/players/h/howardw01.html,B. Lopez,/players/l/lopezbr01.html,1.0,23.938050264817356,27.024371359509495,1.0263707254382328,0.8369816057952937,77,384,37,241,40,145,1342.3046560751689,1611.549187425725,0.6094512029983169,0.6572704141997732,205.33409484596146,237.6641246809661,1213.4296432311423,1368.0160583790794
200910300MIN,https://www.basketball-reference.com/boxscores/pbp/200910300MIN.html,Minnesota Timberwolves,Cleveland Cavaliers,MIN,CLE,Al Jefferson,Shaquille O'Neal,Jonny Flynn,CLE,MIN,,,MIN,CLE,Shaquille O'Neal,/players/o/onealsh01.html,Al Jefferson,/players/j/jeffeal01.html,0.0,22.88704147335153,29.429273041311596,0.8826622128124801,0.8709009990249907,137,904,60,685,78,220,1569.6547665476705,1701.0272176605401,0.6243155226941752,0.8164964815643152,212.03985303649878,233.3954932598281,1178.4113673557683,1483.2426273446786
200910300MEM,https://www.basketball-reference.com/boxscores/pbp/200910300MEM.html,Memphis Grizzlies,Toronto Raptors,MEM,TOR,M. Gasol,C. Bosh,C. Bosh,TOR,MEM,J. Calderón,/players/c/caldejo01.html,TOR,MEM,C. Bosh,/players/b/boshch01.html,M. Gasol,/players/g/gasolma01.html,1.0,24.620319275031417,24.944388010725458,1.06982705337037,0.8213740792450763,69,425,35,237,34,187,1690.4272229240055,1887.544938615125,0.6208377279524229,0.6911829927444414,230.67214977619915,227.14456928008568,1240.957468123597,1277.7411326080712
200910300IND,https://www.basketball-reference.com/boxscores/pbp/200910300IND.html,Indiana Pacers,Miami Heat,IND,MIA,R. Hibbert,J. O'Neal,J. O'Neal,IND,MIA,D. Granger,/players/g/grangda01.html,MIA,IND,R. Hibbert,/players/h/hibbero01.html,J. O'Neal,/players/o/onealje01.html,0.0,24.211621851365614,26.613604653295585,1.322430589452216,0.8258970966329714,42,557,22,330,20,229,1409.1558488231349,2104.4934068958764,0.601545560296775,0.6822165166785278,213.7090885050077,249.0719648415089,1222.4372938326158,1355.4613815800647
200910300DET,https://www.basketball-reference.com/boxscores/pbp/200910300DET.html,Detroit Pistons,Oklahoma City Thunder,DET,OKC,B. Wallace,J. Green,R. Westbrook,DET,OKC,B. Gordon,/players/g/gordobe01.html,OKC,DET,B. Wallace,/players/w/wallabe01.html,J. Green,/players/g/greenje02.html,0.0,25.50287106570219,24.45916803576019,0.8277050852897362,1.144083438262508,812,60,487,33,325,29,1560.9834539401434,1217.2053536688368,0.7789914974373859,0.6063498395440373,267.02980394201563,225.97319531330345,1299.193535819899,1228.2529141097366
200910300UTA,https://www.basketball-reference.com/boxscores/pbp/200910300UTA.html,Utah Jazz,Los Angeles Clippers,UTA,LAC,K. Fesenko,M. Camby,B. Davis,UTA,LAC,A. Kirilenko,/players/k/kirilan01.html,LAC,UTA,K. Fesenko,/players/f/fesenky01.html,M. Camby,/players/c/cambyma01.html,0.0,19.148107084779323,27.020796784055673,6.326911063236048,0.8363565174797265,1,578,0,374,1,206,1089.3087731513601,1695.6159617437,0.6000709531570017,0.6974338179713758,353.70055717120016,227.5361374951389,1195.352341631813,1362.1103949866072
200910300PHO,https://www.basketball-reference.com/boxscores/pbp/200910300PHO.html,Phoenix Suns,Golden State Warriors,PHO,GSW,A. Stoudemire,A. Biedriņš,A. Biedriņš,GSW,PHO,A. Randolph,/players/r/randoan01.html,GSW,PHO,A. Biedriņš,/players/b/biedran01.html,A. Stoudemire,/players/s/stoudam01.html,1.0,25.986725841037476,22.10653476641581,0.8339921669999995,0.8567920331168821,241,191,140,78,101,114,1592.8160051534146,1508.2906747742193,0.6366142634812193,0.6364548495992769,227.2003742822596,232.60713249876702,1324.5076054588476,1160.5989499820805
