Game Code,Full Hyperlink,Home,Away,Home Short,Away Short,Home Tipper,Away Tipper,First Scorer,Tip Winning Team,Tip Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Scored Upon Team,Tip Winner,Tip Winner Link,Tip Loser,Tip Loser Link,Tip Winner Scores,Home TS Mu,Away TS Mu,Home TS Sigma,Away TS Sigma,Home Lifetime Appearances,Away Lifetime Appearances,Home Tipper Wins,Away Tipper Wins,Home Tipper Losses,Away Tipper Losses
199902050BOS,https://www.basketball-reference.com/boxscores/pbp/199902050BOS.html,Boston Celtics,Toronto Raptors,BOS,TOR,T. Battie,K. Willis,K. Willis,BOS,TOR,R. Mercer,/players/m/mercero01.html,TOR,BOS,T. Battie,/players/b/battito01.html,K. Willis,/players/w/willike02.html,0.0,23.449946763546738,27.378346661502842,1.316037062624072,1.1136177989673965,49,71,19,43,30,29
199902050CHH,https://www.basketball-reference.com/boxscores/pbp/199902050CHH.html,Charlotte Hornets,Philadelphia 76ers,CHH,PHI,D. Coleman,T. Ratliff,M. Geiger,PHI,CHH,M. Geiger,/players/g/geigema01.html,PHI,CHH,T. Ratliff,/players/r/ratlith01.html,D. Coleman,/players/c/colemde01.html,1.0,14.42781036014751,24.32092052793513,4.978854932107675,1.2197689872119883,4,54,0,23,4,30
199902050DEN,https://www.basketball-reference.com/boxscores/pbp/199902050DEN.html,Denver Nuggets,Minnesota Timberwolves,DEN,MIN,A. McDyess,D. Garrett,K. Garnett,DEN,MIN,N. Van Exel,/players/v/vanexni01.html,MIN,DEN,A. McDyess,/players/m/mcdyean01.html,D. Garrett,/players/g/garrede01.html,0.0,27.345046002854673,19.78611764822136,1.059645279483517,1.8174598331313565,84,32,50,6,34,27
199902050IND,https://www.basketball-reference.com/boxscores/pbp/199902050IND.html,Indiana Pacers,Washington Wizards,IND,WAS,A. Davis,J. Howard,C. Mullin,IND,WAS,R. Smits,/players/s/smitsri01.html,IND,WAS,A. Davis,/players/d/davisan01.html,J. Howard,/players/h/howarju01.html,1.0,21.031638578221628,20.99935383741687,6.698334500195604,6.961537405519852,1,1,0,0,1,2
199902050LAC,https://www.basketball-reference.com/boxscores/pbp/199902050LAC.html,Los Angeles Clippers,Phoenix Suns,LAC,PHO,Lorenzen Wright,Lorenzen Wright,Lamond Murray,PHO,LAC,,,LAC,PHO,Lorenzen Wright,/players/w/wrighlo02.html,Lorenzen Wright,/players/w/wrighlo02.html,0.0,21.433012280339163,21.433012280339163,2.008474932382764,2.008474932382764,23,23,7,8,17,17
199902050LAL,https://www.basketball-reference.com/boxscores/pbp/199902050LAL.html,Los Angeles Lakers,Houston Rockets,LAL,HOU,S. O'Neal,H. Olajuwon,H. Olajuwon,LAL,HOU,D. Fisher,/players/f/fishede01.html,HOU,LAL,S. O'Neal,/players/o/onealsh01.html,H. Olajuwon,/players/o/olajuha01.html,0.0,29.40332500362473,24.522410610573772,1.1095534888173424,2.7426817424881276,70,13,48,5,22,9
199902050MIA,https://www.basketball-reference.com/boxscores/pbp/199902050MIA.html,Miami Heat,Detroit Pistons,MIA,DET,A. Mourning,B. Dele,G. Hill,DET,MIA,L. Vaught,/players/v/vaughlo01.html,DET,MIA,B. Dele,/players/d/delebi01.html,A. Mourning,/players/m/mournal01.html,1.0,26.51266561905219,26.159761311244168,1.1708995487669096,1.1463791408988186,60,69,33,36,27,32
199902050ORL,https://www.basketball-reference.com/boxscores/pbp/199902050ORL.html,Orlando Magic,New York Knicks,ORL,NYK,B. Outlaw,P. Ewing,I. Austin,ORL,NYK,A. Hardaway,/players/h/hardaan01.html,ORL,NYK,B. Outlaw,/players/o/outlabo01.html,P. Ewing,/players/e/ewingpa01.html,1.0,29.16076683850229,23.490004195277997,7.220762300789891,1.7946959974529753,1,30,1,12,0,19
199902050SAS,https://www.basketball-reference.com/boxscores/pbp/199902050SAS.html,San Antonio Spurs,Sacramento Kings,SAS,SAC,David Robinson,Vlade Divac,David Robinson,SAC,SAS,,,SAS,SAC,Vlade Divac,/players/d/divacvl01.html,David Robinson,/players/r/robinda01.html,0.0,27.952100095793156,27.85456971075422,1.0965512540461113,1.3690193151371828,81,47,52,29,29,17
199902050SEA,https://www.basketball-reference.com/boxscores/pbp/199902050SEA.html,Seattle SuperSonics,Dallas Mavericks,SEA,DAL,O. Polynice,S. Bradley,A. Green,DAL,SEA,S. Nash,/players/n/nashst01.html,DAL,SEA,S. Bradley,/players/b/bradlsh01.html,O. Polynice,/players/p/polynol01.html,1.0,23.326848946801874,28.04309911590833,1.928288671031861,1.4188333893678304,25,46,11,27,14,18
