Game Code,Full Hyperlink,Home,Away,Home Short,Away Short,Home Tipper,Home Tipper Link,Away Tipper,Away Tipper Link,First Scorer,Tip Winning Team,Tip Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Scored Upon Team,Tip Winner,Tip Winner Link,Tip Loser,Tip Loser Link,Tip Winner Scores,Home TS Mu,Away TS Mu,Home TS Sigma,Away TS Sigma,Home Lifetime Appearances,Away Lifetime Appearances,Home Tipper Wins,Away Tipper Wins,Home Tipper Losses,Away Tipper Losses
202103040NYK,https://www.basketball-reference.com/boxscores/pbp/202103040NYK.html,New York Knicks,Detroit Pistons,NYK,DET,N. Noel,/players/n/noelne01.html,M. Plumlee,/players/p/plumlma01.html,N. Noel,DET,NYK,S. Bey,/players/b/beysa01.html,NYK,DET,M. Plumlee,/players/p/plumlma01.html,N. Noel,/players/n/noelne01.html,0.0,22.471451611104992,22.626234679994745,0.8490986796672181,0.8294007063183526,177,295,81,123,96,171
202103040IND,https://www.basketball-reference.com/boxscores/pbp/202103040IND.html,Indiana Pacers,Denver Nuggets,IND,DEN,M. Turner,/players/t/turnemy01.html,N. Jokić,/players/j/jokicni01.html,W. Barton,IND,DEN,M. Brogdon,/players/b/brogdma01.html,DEN,IND,M. Turner,/players/t/turnemy01.html,N. Jokić,/players/j/jokicni01.html,0.0,20.159400454064226,23.532892902363614,0.8447324359098212,0.8245944260349451,332,314,113,150,220,165
202103040MEM,https://www.basketball-reference.com/boxscores/pbp/202103040MEM.html,Memphis Grizzlies,Milwaukee Bucks,MEM,MIL,J. Valančiūnas,/players/v/valanjo01.html,B. Lopez,/players/l/lopezbr01.html,G. Antetokounmpo,MIL,MEM,G. Antetokounmpo,/players/a/antetgi01.html,MIL,MEM,B. Lopez,/players/l/lopezbr01.html,J. Valančiūnas,/players/v/valanjo01.html,1.0,23.011397689217464,26.538732044541614,0.8268660616090879,0.8526823233205235,523,795,242,485,282,310
202103040NOP,https://www.basketball-reference.com/boxscores/pbp/202103040NOP.html,New Orleans Pelicans,Miami Heat,NOP,MIA,S. Adams,/players/a/adamsst01.html,K. Olynyk,/players/o/olynyke01.html,L. Ball,NOP,MIA,B. Ingram,/players/i/ingrabr01.html,NOP,MIA,S. Adams,/players/a/adamsst01.html,K. Olynyk,/players/o/olynyke01.html,1.0,26.32796924752401,18.575379539329536,0.8451472837151516,1.8925530697720183,520,28,363,6,160,23
202103040SAS,https://www.basketball-reference.com/boxscores/pbp/202103040SAS.html,San Antonio Spurs,Oklahoma City Thunder,SAS,OKC,J. Poeltl,/players/p/poeltja01.html,I. Roby,/players/r/robyis01.html,D. Bazley,OKC,SAS,T. Maledon,/players/m/maledth01.html,OKC,SAS,I. Roby,/players/r/robyis01.html,J. Poeltl,/players/p/poeltja01.html,1.0,22.520128736405415,23.77405652829043,1.0972859699102493,2.693795045393056,65,10,29,5,36,4
202103040PHO,https://www.basketball-reference.com/boxscores/pbp/202103040PHO.html,Phoenix Suns,Golden State Warriors,PHO,GSW,D. Ayton,/players/a/aytonde01.html,J. Wiseman,/players/w/wisemja01.html,A. Wiggins,PHO,GSW,C. Paul,/players/p/paulch01.html,GSW,PHO,D. Ayton,/players/a/aytonde01.html,J. Wiseman,/players/w/wisemja01.html,0.0,22.137344235952284,26.03748784248961,0.8973707659422548,2.3091002138547787,135,15,57,10,78,6
202103040POR,https://www.basketball-reference.com/boxscores/pbp/202103040POR.html,Portland Trail Blazers,Sacramento Kings,POR,SAC,E. Kanter,/players/k/kanteen01.html,R. Holmes,/players/h/holmeri01.html,D. Fox,SAC,POR,D. Fox,/players/f/foxde01.html,SAC,POR,R. Holmes,/players/h/holmeri01.html,E. Kanter,/players/k/kanteen01.html,1.0,20.04110015187876,22.551583007205704,1.0081359702849715,1.0020033973196991,94,81,29,38,65,42
202103100MEM,https://www.basketball-reference.com/boxscores/pbp/202103100MEM.html,Memphis Grizzlies,Washington Wizards,MEM,WAS,J. Valančiūnas,/players/v/valanjo01.html,M. Wagner,/players/w/wagnemo01.html,R. Hachimura,WAS,MEM,R. Hachimura,/players/h/hachiru01.html,WAS,MEM,M. Wagner,/players/w/wagnemo01.html,J. Valančiūnas,/players/v/valanjo01.html,1.0,22.958957501784656,19.523368137878823,0.8274659966683131,2.120416217886164,524,17,242,5,283,11
202103100DAL,https://www.basketball-reference.com/boxscores/pbp/202103100DAL.html,Dallas Mavericks,San Antonio Spurs,DAL,SAS,K. Porziņģis,/players/p/porzikr01.html,J. Poeltl,/players/p/poeltja01.html,K. Porziņģis,SAS,DAL,K. Johnson,/players/j/johnske04.html,DAL,SAS,J. Poeltl,/players/p/poeltja01.html,K. Porziņģis,/players/p/porzikr01.html,0.0,24.760067284657143,22.399037339950844,0.8815217568688721,1.091971260060885,151,66,89,29,63,36
202103110CHO,https://www.basketball-reference.com/boxscores/pbp/202103110CHO.html,Charlotte Hornets,Detroit Pistons,CHO,DET,C. Zeller,/players/z/zelleco01.html,M. Plumlee,/players/p/plumlma01.html,S. Mykhailiuk,DET,CHO,S. Mykhailiuk,/players/m/mykhasv01.html,DET,CHO,M. Plumlee,/players/p/plumlma01.html,C. Zeller,/players/z/zelleco01.html,1.0,19.49205949024762,22.712299684260845,0.8586017141873987,0.8289817725663159,239,296,67,124,172,171
202103110BRK,https://www.basketball-reference.com/boxscores/pbp/202103110BRK.html,Brooklyn Nets,Boston Celtics,BRK,BOS,D. Jordan,/players/j/jordade01.html,D. Theis,/players/t/theisda01.html,D. Theis,BRK,BOS,B. Brown,/players/b/brownbr01.html,BOS,BRK,D. Jordan,/players/j/jordade01.html,D. Theis,/players/t/theisda01.html,0.0,24.795800268318427,20.48545120935207,0.8310554340535314,0.9783075315039361,789,99,517,35,275,65
202103110TOR,https://www.basketball-reference.com/boxscores/pbp/202103110TOR.html,Toronto Raptors,Atlanta Hawks,TOR,ATL,A. Baynes,/players/b/baynear01.html,C. Capela,/players/c/capelca01.html,C. Capela,TOR,ATL,N. Powell,/players/p/powelno01.html,ATL,TOR,A. Baynes,/players/b/baynear01.html,C. Capela,/players/c/capelca01.html,0.0,23.105956510277217,22.894291502634502,0.8926087296296347,0.8272820508916823,125,316,63,150,62,167
202103110CHI,https://www.basketball-reference.com/boxscores/pbp/202103110CHI.html,Chicago Bulls,Philadelphia 76ers,CHI,PHI,W. Carter,/players/c/cartewe01.html,T. Bradley,/players/b/bradlto01.html,W. Carter,CHI,PHI,C. White,/players/w/whiteco01.html,CHI,PHI,W. Carter,/players/c/cartewe01.html,T. Bradley,/players/b/bradlto01.html,1.0,22.474172729014477,22.869613626163204,0.9311229462798832,3.9523470455891814,110,4,51,2,59,3
202103110MIA,https://www.basketball-reference.com/boxscores/pbp/202103110MIA.html,Miami Heat,Orlando Magic,MIA,ORL,J. Butler,/players/b/butleji01.html,N. Vučević,/players/v/vucevni01.html,A. Gordon,ORL,MIA,M. Carter-Williams,/players/c/cartemi01.html,ORL,MIA,N. Vučević,/players/v/vucevni01.html,J. Butler,/players/b/butleji01.html,1.0,18.813396670813944,18.81611787327968,4.326872010984917,0.8587427855157692,5,561,1,208,4,352
202103110MIL,https://www.basketball-reference.com/boxscores/pbp/202103110MIL.html,Milwaukee Bucks,New York Knicks,MIL,NYK,Brook Lopez,,Nerlens Noel,,RJ Barrett,NYK,MIL,,,NYK,MIL,Nerlens Noel,/players/n/noelne01.html,Brook Lopez,/players/l/lopezbr01.html,1.0,26.59446446738134,22.38129137700934,0.8528123127480269,0.8482508636143006,796,178,486,81,311,96
202103110NOP,https://www.basketball-reference.com/boxscores/pbp/202103110NOP.html,New Orleans Pelicans,Minnesota Timberwolves,NOP,MIN,S. Adams,/players/a/adamsst01.html,K. Towns,/players/t/townska01.html,S. Adams,NOP,MIN,L. Ball,/players/b/balllo01.html,NOP,MIN,S. Adams,/players/a/adamsst01.html,K. Towns,/players/t/townska01.html,1.0,26.352675070488548,24.500148064178266,0.8469824179733839,0.8303229583144226,521,377,364,194,160,185
202103110OKC,https://www.basketball-reference.com/boxscores/pbp/202103110OKC.html,Oklahoma City Thunder,Dallas Mavericks,OKC,DAL,A. Horford,/players/h/horfoal01.html,W. Cauley-Stein,/players/c/caulewi01.html,T. Maledon,DAL,OKC,M. Kleber,/players/k/klebima01.html,OKC,DAL,W. Cauley-Stein,/players/c/caulewi01.html,A. Horford,/players/h/horfoal01.html,0.0,24.410156846787437,21.496576044221772,0.8265726874404324,0.8421510661101304,401,212,198,84,205,127
202103110LAC,https://www.basketball-reference.com/boxscores/pbp/202103110LAC.html,Los Angeles Clippers,Golden State Warriors,LAC,GSW,S. Ibaka,/players/i/ibakase01.html,K. Looney,/players/l/looneke01.html,S. Ibaka,GSW,LAC,D. Green,/players/g/greendr01.html,LAC,GSW,K. Looney,/players/l/looneke01.html,S. Ibaka,/players/i/ibakase01.html,0.0,22.570356253546052,23.756953918601795,0.8206323003581028,2.118174263109485,464,17,220,10,245,6
202103110POR,https://www.basketball-reference.com/boxscores/pbp/202103110POR.html,Portland Trail Blazers,Phoenix Suns,POR,PHO,E. Kanter,/players/k/kanteen01.html,D. Ayton,/players/a/aytonde01.html,D. Ayton,PHO,POR,C. Paul,/players/p/paulch01.html,PHO,POR,D. Ayton,/players/a/aytonde01.html,E. Kanter,/players/k/kanteen01.html,1.0,19.950278489337894,22.283609497451746,1.0046264122860589,0.8951023288572285,95,137,29,58,66,78
202103110SAC,https://www.basketball-reference.com/boxscores/pbp/202103110SAC.html,Sacramento Kings,Houston Rockets,SAC,HOU,M. Bagley,/players/b/baglema01.html,J. Patton,/players/p/pattoju01.html,E. Gordon,SAC,HOU,H. Barnes,/players/b/barneha02.html,HOU,SAC,M. Bagley,/players/b/baglema01.html,J. Patton,/players/p/pattoju01.html,0.0,20.573426985729665,17.21175904378735,1.8892109723219879,5.569180427716242,20,2,7,0,13,3
202103120MEM,https://www.basketball-reference.com/boxscores/pbp/202103120MEM.html,Memphis Grizzlies,Denver Nuggets,MEM,DEN,Jonas Valanciunas,,Nikola Jokic,,Desmond Bane,MEM,DEN,,,MEM,DEN,Jonas Valanciunas,/players/v/valanjo01.html,Nikola Jokic,/players/j/jokicni01.html,1.0,22.837999937751164,23.406046192378643,0.8267984078533787,0.8235172663129632,524,315,242,150,283,166
202103120NOP,https://www.basketball-reference.com/boxscores/pbp/202103120NOP.html,New Orleans Pelicans,Cleveland Cavaliers,NOP,CLE,S. Adams,/players/a/adamsst01.html,J. Allen,/players/a/allenja01.html,S. Adams,NOP,CLE,Z. Williamson,/players/w/willizi01.html,NOP,CLE,S. Adams,/players/a/adamsst01.html,J. Allen,/players/a/allenja01.html,1.0,26.4238921534033,26.15897010742194,0.8466737364937392,0.8688255043614801,522,198,365,133,160,66
202103120WAS,https://www.basketball-reference.com/boxscores/pbp/202103120WAS.html,Washington Wizards,Philadelphia 76ers,WAS,PHI,M. Wagner,/players/w/wagnemo01.html,J. Embiid,/players/e/embiijo01.html,M. Thybulle,WAS,PHI,R. Hachimura,/players/h/hachiru01.html,PHI,WAS,M. Wagner,/players/w/wagnemo01.html,J. Embiid,/players/e/embiijo01.html,0.0,20.31089005744644,25.224795888648593,2.040079284685012,0.8417026303723203,17,260,6,159,11,102
202103120CHI,https://www.basketball-reference.com/boxscores/pbp/202103120CHI.html,Chicago Bulls,Miami Heat,CHI,MIA,W. Carter,/players/c/cartewe01.html,K. Olynyk,/players/o/olynyke01.html,K. Nunn,MIA,CHI,J. Butler,/players/b/butleji01.html,MIA,CHI,K. Olynyk,/players/o/olynyke01.html,W. Carter,/players/c/cartewe01.html,1.0,22.572255757099082,18.45244614139015,0.9300164951122123,1.8691297618105633,112,30,52,6,60,23
202103120SAS,https://www.basketball-reference.com/boxscores/pbp/202103120SAS.html,San Antonio Spurs,Orlando Magic,SAS,ORL,J. Poeltl,/players/p/poeltja01.html,N. Vučević,/players/v/vucevni01.html,N. Vučević,SAS,ORL,D. Murray,/players/m/murrade01.html,ORL,SAS,J. Poeltl,/players/p/poeltja01.html,N. Vučević,/players/v/vucevni01.html,0.0,22.596693689380366,18.894118714033105,1.083564587455854,0.8592419672657166,66,561,30,209,36,353
202103120UTA,https://www.basketball-reference.com/boxscores/pbp/202103120UTA.html,Utah Jazz,Houston Rockets,UTA,HOU,R. Gobert,/players/g/goberru01.html,J. Patton,/players/p/pattoju01.html,J. Patton,HOU,UTA,B. McLemore,/players/m/mclembe01.html,HOU,UTA,J. Patton,/players/p/pattoju01.html,R. Gobert,/players/g/goberru01.html,1.0,24.74286178409363,15.159364263748726,0.8261414051125531,4.886842261032475,447,4,252,0,195,3
202103120LAL,https://www.basketball-reference.com/boxscores/pbp/202103120LAL.html,Los Angeles Lakers,Indiana Pacers,LAL,IND,D. Jones,/players/j/jonesda03.html,M. Turner,/players/t/turnemy01.html,K. Caldwell-Pope,LAL,IND,L. James,/players/j/jamesle01.html,LAL,IND,D. Jones,/players/j/jonesda03.html,M. Turner,/players/t/turnemy01.html,1.0,22.013795457513286,20.29245504474531,1.2226341360523845,0.8431626396820183,51,333,21,114,30,221
202103130OKC,https://www.basketball-reference.com/boxscores/pbp/202103130OKC.html,Oklahoma City Thunder,New York Knicks,OKC,NYK,I. Roby,/players/r/robyis01.html,N. Noel,/players/n/noelne01.html,L. Dort,NYK,OKC,R. Bullock,/players/b/bullore01.html,OKC,NYK,N. Noel,/players/n/noelne01.html,I. Roby,/players/r/robyis01.html,0.0,24.500363972923793,22.526740558826322,2.5680829660949485,0.8464434455654959,11,179,6,82,5,96
202103130BRK,https://www.basketball-reference.com/boxscores/pbp/202103130BRK.html,Brooklyn Nets,Detroit Pistons,BRK,DET,D. Jordan,/players/j/jordade01.html,M. Plumlee,/players/p/plumlma01.html,D. Jordan,BRK,DET,B. Brown,/players/b/brownbr01.html,BRK,DET,D. Jordan,/players/j/jordade01.html,M. Plumlee,/players/p/plumlma01.html,1.0,24.84215468990188,22.76769688875982,0.8318509497669369,0.8294478425307653,790,296,518,125,275,172
202103130CHO,https://www.basketball-reference.com/boxscores/pbp/202103130CHO.html,Charlotte Hornets,Toronto Raptors,CHO,TOR,C. Zeller,/players/z/zelleco01.html,A. Baynes,/players/b/baynear01.html,T. Rozier,TOR,CHO,N. Powell,/players/p/powelno01.html,CHO,TOR,A. Baynes,/players/b/baynear01.html,C. Zeller,/players/z/zelleco01.html,0.0,19.432673132517955,23.204694027750648,0.8585155946773815,0.8908004509500814,240,127,67,64,173,62
202103130WAS,https://www.basketball-reference.com/boxscores/pbp/202103130WAS.html,Washington Wizards,Milwaukee Bucks,WAS,MIL,A. Len,/players/l/lenal01.html,B. Lopez,/players/l/lopezbr01.html,J. Holiday,MIL,WAS,J. Holiday,/players/h/holidjr01.html,MIL,WAS,B. Lopez,/players/l/lopezbr01.html,A. Len,/players/l/lenal01.html,1.0,22.044512949837564,26.447461773955066,0.8644303498905452,0.850888302217567,158,797,69,486,89,311
202103130ATL,https://www.basketball-reference.com/boxscores/pbp/202103130ATL.html,Atlanta Hawks,Sacramento Kings,ATL,SAC,C. Capela,/players/c/capelca01.html,R. Holmes,/players/h/holmeri01.html,M. Bagley,SAC,ATL,D. Fox,/players/f/foxde01.html,SAC,ATL,R. Holmes,/players/h/holmeri01.html,C. Capela,/players/c/capelca01.html,1.0,22.809357271549327,22.64131055528002,0.8269312250986814,0.9986402664579396,318,82,150,39,168,42
202103130MIN,https://www.basketball-reference.com/boxscores/pbp/202103130MIN.html,Minnesota Timberwolves,Portland Trail Blazers,MIN,POR,K. Towns,/players/t/townska01.html,E. Kanter,/players/k/kanteen01.html,E. Kanter,MIN,POR,J. Vanderbilt,/players/v/vandeja01.html,POR,MIN,K. Towns,/players/t/townska01.html,E. Kanter,/players/k/kanteen01.html,0.0,24.431678398122507,19.85750222328092,0.8303483878392799,1.001075499098982,378,95,194,29,185,67
202103130DEN,https://www.basketball-reference.com/boxscores/pbp/202103130DEN.html,Denver Nuggets,Dallas Mavericks,DEN,DAL,N. Jokić,/players/j/jokicni01.html,K. Porziņģis,/players/p/porzikr01.html,W. Barton,DEN,DAL,W. Barton,/players/b/bartowi01.html,DEN,DAL,N. Jokić,/players/j/jokicni01.html,K. Porziņģis,/players/p/porzikr01.html,1.0,23.313137769538177,24.63085722234161,0.8230434622040578,0.8793417109042694,316,151,150,89,166,64
202103130PHO,https://www.basketball-reference.com/boxscores/pbp/202103130PHO.html,Phoenix Suns,Indiana Pacers,PHO,IND,D. Ayton,/players/a/aytonde01.html,M. Turner,/players/t/turnemy01.html,D. Booker,PHO,IND,C. Paul,/players/p/paulch01.html,PHO,IND,D. Ayton,/players/a/aytonde01.html,M. Turner,/players/t/turnemy01.html,1.0,22.357390254322944,20.221062353077283,0.894011485567065,0.842972619005702,137,334,59,114,78,222
202103140OKC,https://www.basketball-reference.com/boxscores/pbp/202103140OKC.html,Oklahoma City Thunder,Memphis Grizzlies,OKC,MEM,M. Brown,/players/b/brownmo01.html,J. Valančiūnas,/players/v/valanjo01.html,A. Pokusevski,OKC,MEM,A. Pokusevski,/players/p/pokusal01.html,OKC,MEM,M. Brown,/players/b/brownmo01.html,J. Valančiūnas,/players/v/valanjo01.html,1.0,25.0,22.931642666763516,8.333333333333334,0.826252306565155,0,525,0,243,0,284
202103140GSW,https://www.basketball-reference.com/boxscores/pbp/202103140GSW.html,Golden State Warriors,Utah Jazz,GSW,UTA,K. Looney,/players/l/looneke01.html,R. Gobert,/players/g/goberru01.html,A. Wiggins,UTA,GSW,D. Mitchell,/players/m/mitchdo01.html,GSW,UTA,R. Gobert,/players/g/goberru01.html,K. Looney,/players/l/looneke01.html,0.0,24.224344586900713,24.595840687895187,2.053790315951785,0.8265868531274725,18,448,11,252,7,195
202103140PHI,https://www.basketball-reference.com/boxscores/pbp/202103140PHI.html,Philadelphia 76ers,San Antonio Spurs,PHI,SAS,T. Bradley,/players/b/bradlto01.html,J. Poeltl,/players/p/poeltja01.html,D. White,SAS,PHI,D. Murray,/players/m/murrade01.html,SAS,PHI,J. Poeltl,/players/p/poeltja01.html,T. Bradley,/players/b/bradlto01.html,1.0,21.115659592909214,22.683597272919613,3.570546787775051,1.0789336351839371,6,68,2,31,4,36
202103140ORL,https://www.basketball-reference.com/boxscores/pbp/202103140ORL.html,Orlando Magic,Miami Heat,ORL,MIA,N. Vučević,/players/v/vucevni01.html,J. Butler,/players/b/butleji01.html,J. Butler,MIA,ORL,K. Olynyk,/players/o/olynyke01.html,MIA,ORL,J. Butler,/players/b/butleji01.html,N. Vučević,/players/v/vucevni01.html,1.0,18.839282961156815,16.85088775677809,0.8593537935447375,3.8568897511762854,563,6,209,1,354,4
202103140ATL,https://www.basketball-reference.com/boxscores/pbp/202103140ATL.html,Atlanta Hawks,Cleveland Cavaliers,ATL,CLE,J. Collins,/players/c/collijo01.html,J. Allen,/players/a/allenja01.html,T. Young,ATL,CLE,T. Young,/players/y/youngtr01.html,ATL,CLE,J. Collins,/players/c/collijo01.html,J. Allen,/players/a/allenja01.html,1.0,18.09611396985365,26.066006485628566,1.8117398047418776,0.8675773401990668,25,199,5,133,20,67
202103140HOU,https://www.basketball-reference.com/boxscores/pbp/202103140HOU.html,Houston Rockets,Boston Celtics,HOU,BOS,J. Patton,/players/p/pattoju01.html,D. Theis,/players/t/theisda01.html,S. Brown,HOU,BOS,K. Porter,/players/p/porteke02.html,HOU,BOS,J. Patton,/players/p/pattoju01.html,D. Theis,/players/t/theisda01.html,1.0,20.25334422342954,20.421392706764948,4.054047367512041,0.9763679613773703,4,100,1,35,3,66
202103140MIN,https://www.basketball-reference.com/boxscores/pbp/202103140MIN.html,Minnesota Timberwolves,Portland Trail Blazers,MIN,POR,K. Towns,/players/t/townska01.html,E. Kanter,/players/k/kanteen01.html,D. Lillard,MIN,POR,J. Vanderbilt,/players/v/vandeja01.html,POR,MIN,K. Towns,/players/t/townska01.html,E. Kanter,/players/k/kanteen01.html,0.0,24.475854971652314,19.793491647547224,0.8312453340557729,0.9988221344822746,379,96,195,29,185,68
202103140CHI,https://www.basketball-reference.com/boxscores/pbp/202103140CHI.html,Chicago Bulls,Toronto Raptors,CHI,TOR,L. Markkanen,/players/m/markkla01.html,A. Baynes,/players/b/baynear01.html,L. Markkanen,TOR,CHI,S. Johnson,/players/j/johnsst04.html,CHI,TOR,A. Baynes,/players/b/baynear01.html,L. Markkanen,/players/m/markkla01.html,0.0,18.909702446205106,23.26302262376799,6.289100559494381,0.8903183179669947,2,128,0,65,2,62
202103140NOP,https://www.basketball-reference.com/boxscores/pbp/202103140NOP.html,New Orleans Pelicans,Los Angeles Clippers,NOP,LAC,S. Adams,/players/a/adamsst01.html,S. Ibaka,/players/i/ibakase01.html,L. Ball,NOP,LAC,L. Ball,/players/b/balllo01.html,NOP,LAC,S. Adams,/players/a/adamsst01.html,S. Ibaka,/players/i/ibakase01.html,1.0,26.512218426706635,22.499588129720053,0.8459169459486092,0.821014434073478,523,464,366,220,160,246
202103150CHO,https://www.basketball-reference.com/boxscores/pbp/202103150CHO.html,Charlotte Hornets,Sacramento Kings,CHO,SAC,C. Zeller,/players/z/zelleco01.html,R. Holmes,/players/h/holmeri01.html,M. Bagley,SAC,CHO,M. Bagley,/players/b/baglema01.html,SAC,CHO,R. Holmes,/players/h/holmeri01.html,C. Zeller,/players/z/zelleco01.html,1.0,19.37845985697426,22.770421318903725,0.8586341126329845,0.994032022893437,241,83,67,40,174,42
202103150WAS,https://www.basketball-reference.com/boxscores/pbp/202103150WAS.html,Washington Wizards,Milwaukee Bucks,WAS,MIL,A. Len,/players/l/lenal01.html,B. Lopez,/players/l/lopezbr01.html,B. Lopez,MIL,WAS,G. Antetokounmpo,/players/a/antetgi01.html,MIL,WAS,B. Lopez,/players/l/lopezbr01.html,A. Len,/players/l/lenal01.html,1.0,21.995176759714962,26.4952784060651,0.8646677256947725,0.8513622293993377,159,798,69,487,90,311
202103150BRK,https://www.basketball-reference.com/boxscores/pbp/202103150BRK.html,Brooklyn Nets,New York Knicks,BRK,NYK,D. Jordan,/players/j/jordade01.html,N. Noel,/players/n/noelne01.html,R. Bullock,NYK,BRK,J. Randle,/players/r/randlju01.html,NYK,BRK,N. Noel,/players/n/noelne01.html,D. Jordan,/players/j/jordade01.html,1.0,24.908699146330278,22.632817121467266,0.831908775489254,0.8458519768587474,792,180,519,83,276,96
202103150DET,https://www.basketball-reference.com/boxscores/pbp/202103150DET.html,Detroit Pistons,San Antonio Spurs,DET,SAS,M. Plumlee,/players/p/plumlma01.html,J. Poeltl,/players/p/poeltja01.html,M. Plumlee,DET,SAS,D. Wright,/players/w/wrighde01.html,DET,SAS,M. Plumlee,/players/p/plumlma01.html,J. Poeltl,/players/p/poeltja01.html,1.0,22.701532538603892,22.79122473154735,0.8295528574414872,1.0750289567167532,297,68,125,32,172,37
202103150DAL,https://www.basketball-reference.com/boxscores/pbp/202103150DAL.html,Dallas Mavericks,Los Angeles Clippers,DAL,LAC,K. Porziņģis,/players/p/porzikr01.html,I. Zubac,/players/z/zubaciv01.html,M. Morris,LAC,DAL,M. Morris,/players/m/morrima03.html,LAC,DAL,I. Zubac,/players/z/zubaciv01.html,K. Porziņģis,/players/p/porzikr01.html,1.0,24.515403749015526,21.98884992432431,0.8773988514419861,0.894463417666309,153,133,89,57,65,75
202103150DEN,https://www.basketball-reference.com/boxscores/pbp/202103150DEN.html,Denver Nuggets,Indiana Pacers,DEN,IND,N. Jokić,/players/j/jokicni01.html,M. Turner,/players/t/turnemy01.html,W. Barton,IND,DEN,D. Sabonis,/players/s/sabondo01.html,DEN,IND,M. Turner,/players/t/turnemy01.html,N. Jokić,/players/j/jokicni01.html,0.0,23.414408461681184,20.153440720364006,0.8224207349594186,0.8428421867683155,318,336,151,114,167,222
202103150PHO,https://www.basketball-reference.com/boxscores/pbp/202103150PHO.html,Phoenix Suns,Memphis Grizzlies,PHO,MEM,D. Ayton,/players/a/aytonde01.html,J. Valančiūnas,/players/v/valanjo01.html,D. Brooks,MEM,PHO,K. Anderson,/players/a/anderky01.html,MEM,PHO,J. Valančiūnas,/players/v/valanjo01.html,D. Ayton,/players/a/aytonde01.html,1.0,22.433366608872117,22.886911378131792,0.8928364737920743,0.8288841783784447,139,527,60,243,79,284
202103150GSW,https://www.basketball-reference.com/boxscores/pbp/202103150GSW.html,Golden State Warriors,Los Angeles Lakers,GSW,LAL,K. Looney,/players/l/looneke01.html,D. Jones,/players/j/jonesda03.html,D. Jones,LAL,GSW,L. James,/players/j/jamesle01.html,LAL,GSW,D. Jones,/players/j/jonesda03.html,K. Looney,/players/l/looneke01.html,1.0,23.735374592929787,22.163148917324808,1.9920389258463673,1.212429117197689,19,53,11,22,8,30
202103160BOS,https://www.basketball-reference.com/boxscores/pbp/202103160BOS.html,Boston Celtics,Utah Jazz,BOS,UTA,D. Theis,/players/t/theisda01.html,R. Gobert,/players/g/goberru01.html,D. Theis,UTA,BOS,R. O'Neale,/players/o/onealro01.html,BOS,UTA,R. Gobert,/players/g/goberru01.html,D. Theis,/players/t/theisda01.html,0.0,20.317051059747303,24.67571817988226,0.9745014082032124,0.8266425005025906,102,449,35,253,67,195
202103160CHI,https://www.basketball-reference.com/boxscores/pbp/202103160CHI.html,Chicago Bulls,Oklahoma City Thunder,CHI,OKC,L. Markkanen,/players/m/markkla01.html,M. Brown,/players/b/brownmo01.html,L. Markkanen,OKC,CHI,S. Gilgeous-Alexander,/players/g/gilgesh01.html,CHI,OKC,M. Brown,/players/b/brownmo01.html,L. Markkanen,/players/m/markkla01.html,0.0,16.618869825825502,29.50475929696055,5.413623100846891,6.572721452789339,3,2,0,1,3,0
202103160HOU,https://www.basketball-reference.com/boxscores/pbp/202103160HOU.html,Houston Rockets,Atlanta Hawks,HOU,ATL,J. Patton,/players/p/pattoju01.html,J. Collins,/players/c/collijo01.html,T. Young,HOU,ATL,K. Porter,/players/p/porteke02.html,ATL,HOU,J. Patton,/players/p/pattoju01.html,J. Collins,/players/c/collijo01.html,0.0,22.03999437731582,18.956593757949967,3.6521879243731017,1.754827628126043,5,26,2,6,3,21
202103160MIA,https://www.basketball-reference.com/boxscores/pbp/202103160MIA.html,Miami Heat,Cleveland Cavaliers,MIA,CLE,B. Adebayo,/players/a/adebaba01.html,J. Allen,/players/a/allenja01.html,D. Robinson,MIA,CLE,J. Butler,/players/b/butleji01.html,MIA,CLE,B. Adebayo,/players/a/adebaba01.html,J. Allen,/players/a/allenja01.html,1.0,23.9977938253905,25.86728900440633,0.8549731676024742,0.8651237253531876,167,200,87,133,80,68
202103160PHI,https://www.basketball-reference.com/boxscores/pbp/202103160PHI.html,Philadelphia 76ers,New York Knicks,PHI,NYK,T. Bradley,/players/b/bradlto01.html,N. Noel,/players/n/noelne01.html,J. Randle,PHI,NYK,S. Curry,/players/c/curryse01.html,NYK,PHI,T. Bradley,/players/b/bradlto01.html,N. Noel,/players/n/noelne01.html,0.0,19.943311758005393,22.751826764606943,3.3066425392652876,0.844482840484469,6,180,2,84,4,97
202103160POR,https://www.basketball-reference.com/boxscores/pbp/202103160POR.html,Portland Trail Blazers,New Orleans Pelicans,POR,NOP,E. Kanter,/players/k/kanteen01.html,S. Adams,/players/a/adamsst01.html,L. Ball,POR,NOP,D. Jones,/players/j/jonesde02.html,NOP,POR,E. Kanter,/players/k/kanteen01.html,S. Adams,/players/a/adamsst01.html,0.0,19.730982107411428,26.56280117471575,0.9966764479414086,0.8463354819315702,97,524,29,367,68,161
