Game Code,Full Hyperlink,Home,Away,Home Short,Away Short,Home Tipper,Home Tipper Link,Away Tipper,Away Tipper Link,First Scorer,Tip Winning Team,Tip Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Scored Upon Team,Tip Winner,Tip Winner Link,Tip Loser,Tip Loser Link,Tip Winner Scores,Home TS Mu,Away TS Mu,Home TS Sigma,Away TS Sigma,Home Lifetime Appearances,Away Lifetime Appearances,Home Tipper Wins,Away Tipper Wins,Home Tipper Losses,Away Tipper Losses
202012220LAL,https://www.basketball-reference.com/boxscores/pbp/202012220LAL.html,Los Angeles Lakers,Los Angeles Clippers,LAL,LAC,A. Davis,/players/d/davisan02.html,S. Ibaka,/players/i/ibakase01.html,P. Beverley,LAL,LAC,L. James,/players/j/jamesle01.html,LAC,LAL,A. Davis,/players/d/davisan02.html,S. Ibaka,/players/i/ibakase01.html,0.0,25.28243197595979,22.98662622085961,0.8439388393890828,0.8193603322637827,420,426,227,204,193,224
202012230CLE,https://www.basketball-reference.com/boxscores/pbp/202012230CLE.html,Cleveland Cavaliers,Charlotte Hornets,CLE,CHO,A. Drummond,/players/d/drumman01.html,C. Zeller,/players/z/zelleco01.html,C. Sexton,CHO,CLE,T. Rozier,/players/r/roziete01.html,CLE,CHO,C. Zeller,/players/z/zelleco01.html,A. Drummond,/players/d/drumman01.html,0.0,26.709524649547983,19.74569582286792,0.8527977201390452,0.8611705781775867,552,225,403,64,149,160
202012230IND,https://www.basketball-reference.com/boxscores/pbp/202012230IND.html,Indiana Pacers,New York Knicks,IND,NYK,M. Turner,/players/t/turnemy01.html,M. Robinson,/players/r/robinmi01.html,V. Oladipo,IND,NYK,D. Sabonis,/players/s/sabondo01.html,IND,NYK,M. Turner,/players/t/turnemy01.html,M. Robinson,/players/r/robinmi01.html,1.0,19.973176284718868,23.590535486968054,0.842717652212681,1.5984173249697617,300,27,102,13,199,15
202012230ORL,https://www.basketball-reference.com/boxscores/pbp/202012230ORL.html,Orlando Magic,Miami Heat,ORL,MIA,Nikola Vucevic,,Bam Adebayo,,Bam Adebayo,MIA,ORL,,,MIA,ORL,Bam Adebayo,/players/a/adebaba01.html,Nikola Vucevic,/players/v/vucevni01.html,1.0,19.513061507032432,23.099407797960342,0.8478570724368676,0.8835208014202591,526,135,200,64,326,70
202012230PHI,https://www.basketball-reference.com/boxscores/pbp/202012230PHI.html,Philadelphia 76ers,Washington Wizards,PHI,WAS,J. Embiid,/players/e/embiijo01.html,T. Bryant,/players/b/bryanth01.html,B. Beal,PHI,WAS,S. Curry,/players/c/curryse01.html,WAS,PHI,J. Embiid,/players/e/embiijo01.html,T. Bryant,/players/b/bryanth01.html,0.0,24.422813598374088,21.466122503628547,0.8330059852820862,1.0032539354381145,230,83,135,34,95,50
202012230TOR,https://www.basketball-reference.com/boxscores/pbp/202012230TOR.html,Toronto Raptors,New Orleans Pelicans,TOR,NOP,A. Baynes,/players/b/baynear01.html,S. Adams,/players/a/adamsst01.html,B. Ingram,NOP,TOR,L. Ball,/players/b/balllo01.html,NOP,TOR,S. Adams,/players/a/adamsst01.html,A. Baynes,/players/b/baynear01.html,1.0,23.37403393969624,26.474234987565733,0.9556131479754781,0.8608378698591964,100,489,50,341,50,150
202012230BOS,https://www.basketball-reference.com/boxscores/pbp/202012230BOS.html,Boston Celtics,Milwaukee Bucks,BOS,MIL,T. Thompson,/players/t/thomptr01.html,B. Lopez,/players/l/lopezbr01.html,T. Thompson,MIL,BOS,G. Antetokounmpo,/players/a/antetgi01.html,BOS,MIL,B. Lopez,/players/l/lopezbr01.html,T. Thompson,/players/t/thomptr01.html,0.0,20.162063321423005,26.46370314611983,0.8396690019546751,0.8534120836968834,312,761,101,461,212,300
202012230CHI,https://www.basketball-reference.com/boxscores/pbp/202012230CHI.html,Chicago Bulls,Atlanta Hawks,CHI,ATL,W. Carter,/players/c/cartewe01.html,J. Collins,/players/c/collijo01.html,L. Markkanen,CHI,ATL,L. Markkanen,/players/m/markkla01.html,CHI,ATL,W. Carter,/players/c/cartewe01.html,J. Collins,/players/c/collijo01.html,1.0,22.691299415824624,18.077879288284844,0.9935628466283929,1.9843627573159013,87,21,41,4,46,18
202012230MEM,https://www.basketball-reference.com/boxscores/pbp/202012230MEM.html,Memphis Grizzlies,San Antonio Spurs,MEM,SAS,J. Valančiūnas,/players/v/valanjo01.html,L. Aldridge,/players/a/aldrila01.html,J. Valančiūnas,MEM,SAS,G. Allen,/players/a/allengr01.html,MEM,SAS,J. Valančiūnas,/players/v/valanjo01.html,L. Aldridge,/players/a/aldrila01.html,1.0,22.868934132211024,21.973010363365116,0.8253340918771215,0.834383893564162,499,242,230,99,270,145
202012230MIN,https://www.basketball-reference.com/boxscores/pbp/202012230MIN.html,Minnesota Timberwolves,Detroit Pistons,MIN,DET,K. Towns,/players/t/townska01.html,M. Plumlee,/players/p/plumlma01.html,D. Wright,MIN,DET,J. Okogie,/players/o/okogijo01.html,DET,MIN,K. Towns,/players/t/townska01.html,M. Plumlee,/players/p/plumlma01.html,0.0,24.5909190581884,22.849023104742567,0.8278550728540391,0.830342527503256,361,262,185,111,177,152
202012230DEN,https://www.basketball-reference.com/boxscores/pbp/202012230DEN.html,Denver Nuggets,Sacramento Kings,DEN,SAC,N. Jokić,/players/j/jokicni01.html,M. Bagley,/players/b/baglema01.html,G. Harris,DEN,SAC,J. Murray,/players/m/murraja01.html,DEN,SAC,N. Jokić,/players/j/jokicni01.html,M. Bagley,/players/b/baglema01.html,1.0,23.23083100420517,18.389887729306306,0.8226319609594109,3.281328488600251,281,7,131,2,150,6
202012230POR,https://www.basketball-reference.com/boxscores/pbp/202012230POR.html,Portland Trail Blazers,Utah Jazz,POR,UTA,J. Nurkić,/players/n/nurkiju01.html,R. Gobert,/players/g/goberru01.html,C. McCollum,POR,UTA,D. Lillard,/players/l/lillada01.html,POR,UTA,J. Nurkić,/players/n/nurkiju01.html,R. Gobert,/players/g/goberru01.html,1.0,26.034856338826966,25.335319102657476,0.8443672023278758,0.8365249646880392,241,410,146,234,98,177
202012230PHO,https://www.basketball-reference.com/boxscores/pbp/202012230PHO.html,Phoenix Suns,Dallas Mavericks,PHO,DAL,D. Ayton,/players/a/aytonde01.html,D. Powell,/players/p/poweldw01.html,D. Booker,PHO,DAL,J. Crowder,/players/c/crowdja01.html,PHO,DAL,D. Ayton,/players/a/aytonde01.html,D. Powell,/players/p/poweldw01.html,1.0,21.04801694929545,16.999197150695654,0.9714937291486131,1.3130248672788813,101,58,37,12,64,47
202012250MIA,https://www.basketball-reference.com/boxscores/pbp/202012250MIA.html,Miami Heat,New Orleans Pelicans,MIA,NOP,B. Adebayo,/players/a/adebaba01.html,S. Adams,/players/a/adamsst01.html,D. Robinson,MIA,NOP,M. Leonard,/players/l/leoname01.html,MIA,NOP,B. Adebayo,/players/a/adebaba01.html,S. Adams,/players/a/adamsst01.html,1.0,23.158600322988196,26.534995322982347,0.8831017308542783,0.860688352898679,135,489,65,342,70,151
202012250MIL,https://www.basketball-reference.com/boxscores/pbp/202012250MIL.html,Milwaukee Bucks,Golden State Warriors,MIL,GSW,B. Lopez,/players/l/lopezbr01.html,J. Wiseman,/players/w/wisemja01.html,J. Wiseman,GSW,MIL,S. Curry,/players/c/curryst01.html,GSW,MIL,J. Wiseman,/players/w/wisemja01.html,B. Lopez,/players/l/lopezbr01.html,1.0,26.497284688717855,25.0,0.8545357345032021,8.333333333333334,762,1,462,0,301,0
202012250BOS,https://www.basketball-reference.com/boxscores/pbp/202012250BOS.html,Boston Celtics,Brooklyn Nets,BOS,BRK,T. Thompson,/players/t/thomptr01.html,D. Jordan,/players/j/jordade01.html,J. Harris,BRK,BOS,K. Irving,/players/i/irvinky01.html,BRK,BOS,D. Jordan,/players/j/jordade01.html,T. Thompson,/players/t/thomptr01.html,1.0,20.129544510391778,25.006837278233714,0.8409971473055888,0.8302269783305266,313,765,101,503,213,264
202012250LAL,https://www.basketball-reference.com/boxscores/pbp/202012250LAL.html,Los Angeles Lakers,Dallas Mavericks,LAL,DAL,A. Davis,/players/d/davisan02.html,D. Powell,/players/p/poweldw01.html,D. Finney-Smith,DAL,LAL,D. Finney-Smith,/players/f/finnedo01.html,DAL,LAL,D. Powell,/players/p/poweldw01.html,A. Davis,/players/d/davisan02.html,1.0,25.348689308109382,16.879356173353074,0.8438266371573436,1.3023858183568564,422,60,228,12,194,47
202012250DEN,https://www.basketball-reference.com/boxscores/pbp/202012250DEN.html,Denver Nuggets,Los Angeles Clippers,DEN,LAC,N. Jokić,/players/j/jokicni01.html,S. Ibaka,/players/i/ibakase01.html,N. Batum,DEN,LAC,P. Millsap,/players/m/millspa01.html,LAC,DEN,N. Jokić,/players/j/jokicni01.html,S. Ibaka,/players/i/ibakase01.html,0.0,23.271349549030933,22.92413526668035,0.8242210464910558,0.8197255458734338,282,427,132,204,150,225
202012260MEM,https://www.basketball-reference.com/boxscores/pbp/202012260MEM.html,Memphis Grizzlies,Atlanta Hawks,MEM,ATL,J. Valančiūnas,/players/v/valanjo01.html,J. Collins,/players/c/collijo01.html,D. Brooks,ATL,MEM,T. Young,/players/y/youngtr01.html,MEM,ATL,J. Collins,/players/c/collijo01.html,J. Valančiūnas,/players/v/valanjo01.html,0.0,22.94629226186952,17.831316944506447,0.8251910018135175,1.9443478448401283,501,23,231,4,271,18
202012260CHO,https://www.basketball-reference.com/boxscores/pbp/202012260CHO.html,Charlotte Hornets,Oklahoma City Thunder,CHO,OKC,B. Biyombo,/players/b/biyombi01.html,A. Horford,/players/h/horfoal01.html,D. Bazley,OKC,CHO,G. Hill,/players/h/hillge01.html,OKC,CHO,A. Horford,/players/h/horfoal01.html,B. Biyombo,/players/b/biyombi01.html,1.0,23.82570427722885,23.93482386352507,0.8445218874621225,0.8283591728494302,267,378,145,184,122,195
202012260DET,https://www.basketball-reference.com/boxscores/pbp/202012260DET.html,Detroit Pistons,Cleveland Cavaliers,DET,CLE,M. Plumlee,/players/p/plumlma01.html,A. Drummond,/players/d/drumman01.html,J. Grant,CLE,DET,C. Sexton,/players/s/sextoco01.html,DET,CLE,A. Drummond,/players/d/drumman01.html,M. Plumlee,/players/p/plumlma01.html,0.0,22.77942849878699,26.52284901401171,0.8303323739960924,0.8504399726945011,264,553,111,403,153,149
202012260WAS,https://www.basketball-reference.com/boxscores/pbp/202012260WAS.html,Washington Wizards,Orlando Magic,WAS,ORL,T. Bryant,/players/b/bryanth01.html,N. Vučević,/players/v/vucevni01.html,T. Bryant,WAS,ORL,D. Avdija,/players/a/avdijde01.html,WAS,ORL,T. Bryant,/players/b/bryanth01.html,N. Vučević,/players/v/vucevni01.html,1.0,21.381939752659495,19.458509916531685,1.0000496417389273,0.8481032204163833,84,526,34,200,50,327
202012260NYK,https://www.basketball-reference.com/boxscores/pbp/202012260NYK.html,New York Knicks,Philadelphia 76ers,NYK,PHI,M. Robinson,/players/r/robinmi01.html,J. Embiid,/players/e/embiijo01.html,B. Simmons,PHI,NYK,S. Curry,/players/c/curryse01.html,PHI,NYK,J. Embiid,/players/e/embiijo01.html,M. Robinson,/players/r/robinmi01.html,1.0,23.120659225127056,24.481028779763747,1.5637746642621566,0.8333382795644672,29,232,13,136,16,95
202012260CHI,https://www.basketball-reference.com/boxscores/pbp/202012260CHI.html,Chicago Bulls,Indiana Pacers,CHI,IND,W. Carter,/players/c/cartewe01.html,M. Turner,/players/t/turnemy01.html,L. Markkanen,CHI,IND,C. White,/players/w/whiteco01.html,CHI,IND,W. Carter,/players/c/cartewe01.html,M. Turner,/players/t/turnemy01.html,1.0,22.75343702027114,20.104703198267188,0.9918094545028378,0.8414213644757137,88,301,42,103,46,200
202012260SAS,https://www.basketball-reference.com/boxscores/pbp/202012260SAS.html,San Antonio Spurs,Toronto Raptors,SAS,TOR,L. Aldridge,/players/a/aldrila01.html,A. Baynes,/players/b/baynear01.html,A. Baynes,TOR,SAS,F. VanVleet,/players/v/vanvlfr01.html,TOR,SAS,A. Baynes,/players/b/baynear01.html,L. Aldridge,/players/a/aldrila01.html,1.0,21.893963680953792,23.299289157579512,0.8340524046074839,0.953542068330085,244,101,99,50,146,50
202012260UTA,https://www.basketball-reference.com/boxscores/pbp/202012260UTA.html,Utah Jazz,Minnesota Timberwolves,UTA,MIN,R. Gobert,/players/g/goberru01.html,K. Towns,/players/t/townska01.html,R. Gobert,UTA,MIN,D. Mitchell,/players/m/mitchdo01.html,UTA,MIN,R. Gobert,/players/g/goberru01.html,K. Towns,/players/t/townska01.html,1.0,25.25378570473249,24.660101471662028,0.8360984013200965,0.8278945440915761,411,362,234,186,177,178
202012260POR,https://www.basketball-reference.com/boxscores/pbp/202012260POR.html,Portland Trail Blazers,Houston Rockets,POR,HOU,J. Nurkić,/players/n/nurkiju01.html,C. Wood,/players/w/woodch01.html,J. Harden,POR,HOU,D. Lillard,/players/l/lillada01.html,HOU,POR,J. Nurkić,/players/n/nurkiju01.html,C. Wood,/players/w/woodch01.html,0.0,26.117910525734665,25.0,0.8437737562679484,8.333333333333334,242,0,147,0,98,1
202012260SAC,https://www.basketball-reference.com/boxscores/pbp/202012260SAC.html,Sacramento Kings,Phoenix Suns,SAC,PHO,M. Bagley,/players/b/baglema01.html,D. Ayton,/players/a/aytonde01.html,H. Barnes,PHO,SAC,C. Paul,/players/p/paulch01.html,SAC,PHO,D. Ayton,/players/a/aytonde01.html,M. Bagley,/players/b/baglema01.html,0.0,17.75134765866166,21.11383991305843,3.1143742225047406,0.9696675591144172,9,103,2,38,7,64
202012270LAC,https://www.basketball-reference.com/boxscores/pbp/202012270LAC.html,Los Angeles Clippers,Dallas Mavericks,LAC,DAL,S. Ibaka,/players/i/ibakase01.html,D. Powell,/players/p/poweldw01.html,P. George,LAC,DAL,L. Kennard,/players/k/kennalu01.html,LAC,DAL,S. Ibaka,/players/i/ibakase01.html,D. Powell,/players/p/poweldw01.html,1.0,22.842045882110728,17.35625601341145,0.8195547760966214,1.2821586546352142,428,60,204,13,225,48
202012270NOP,https://www.basketball-reference.com/boxscores/pbp/202012270NOP.html,New Orleans Pelicans,San Antonio Spurs,NOP,SAS,S. Adams,/players/a/adamsst01.html,L. Aldridge,/players/a/aldrila01.html,K. Johnson,NOP,SAS,Z. Williamson,/players/w/willizi01.html,SAS,NOP,S. Adams,/players/a/adamsst01.html,L. Aldridge,/players/a/aldrila01.html,0.0,26.39716926785549,21.820488866488184,0.8587375211669559,0.8338943683626026,490,244,342,99,151,147
202012270WAS,https://www.basketball-reference.com/boxscores/pbp/202012270WAS.html,Washington Wizards,Orlando Magic,WAS,ORL,T. Bryant,/players/b/bryanth01.html,N. Vučević,/players/v/vucevni01.html,R. Neto,WAS,ORL,B. Beal,/players/b/bealbr01.html,WAS,ORL,T. Bryant,/players/b/bryanth01.html,N. Vučević,/players/v/vucevni01.html,1.0,21.47966552586949,19.38803556415422,0.9963861745608392,0.8478257464512657,85,527,35,200,50,328
202012270CHO,https://www.basketball-reference.com/boxscores/pbp/202012270CHO.html,Charlotte Hornets,Brooklyn Nets,CHO,BRK,B. Biyombo,/players/b/biyombi01.html,D. Jordan,/players/j/jordade01.html,P. Washington,CHO,BRK,G. Hayward,/players/h/haywago01.html,CHO,BRK,B. Biyombo,/players/b/biyombi01.html,D. Jordan,/players/j/jordade01.html,1.0,23.735972653956047,25.04868143909719,0.8437612882457506,0.8312086195741433,267,765,145,504,122,265
202012270CLE,https://www.basketball-reference.com/boxscores/pbp/202012270CLE.html,Cleveland Cavaliers,Philadelphia 76ers,CLE,PHI,A. Drummond,/players/d/drumman01.html,D. Howard,/players/h/howardw01.html,A. Drummond,CLE,PHI,K. Love,/players/l/loveke01.html,CLE,PHI,A. Drummond,/players/d/drumman01.html,D. Howard,/players/h/howardw01.html,1.0,26.576340893312608,25.774345574456145,0.8506859904425733,0.831453485513041,553,1074,404,695,149,383
202012270NYK,https://www.basketball-reference.com/boxscores/pbp/202012270NYK.html,New York Knicks,Milwaukee Bucks,NYK,MIL,M. Robinson,/players/r/robinmi01.html,B. Lopez,/players/l/lopezbr01.html,G. Antetokounmpo,MIL,NYK,G. Antetokounmpo,/players/a/antetgi01.html,MIL,NYK,B. Lopez,/players/l/lopezbr01.html,M. Robinson,/players/r/robinmi01.html,1.0,22.86649780900547,26.434237916745005,1.538625554604445,0.8566453668522991,30,763,13,462,17,301
202012270IND,https://www.basketball-reference.com/boxscores/pbp/202012270IND.html,Indiana Pacers,Boston Celtics,IND,BOS,M. Turner,/players/t/turnemy01.html,T. Thompson,/players/t/thomptr01.html,T. Thompson,BOS,IND,J. Brown,/players/b/brownja02.html,BOS,IND,T. Thompson,/players/t/thomptr01.html,M. Turner,/players/t/turnemy01.html,1.0,20.042413467582104,20.08661855499323,0.8414978155877602,0.8418009529162386,303,314,103,101,201,213
202012270CHI,https://www.basketball-reference.com/boxscores/pbp/202012270CHI.html,Chicago Bulls,Golden State Warriors,CHI,GSW,W. Carter,/players/c/cartewe01.html,J. Wiseman,/players/w/wisemja01.html,A. Wiggins,GSW,CHI,K. Oubre,/players/o/oubreke01.html,GSW,CHI,J. Wiseman,/players/w/wisemja01.html,W. Carter,/players/c/cartewe01.html,1.0,22.839747186531923,30.939812566424067,0.9887084719793259,6.313031190840062,90,2,43,1,47,0
202012270SAC,https://www.basketball-reference.com/boxscores/pbp/202012270SAC.html,Sacramento Kings,Phoenix Suns,SAC,PHO,R. Holmes,/players/h/holmeri01.html,D. Ayton,/players/a/aytonde01.html,R. Holmes,PHO,SAC,C. Paul,/players/p/paulch01.html,SAC,PHO,D. Ayton,/players/a/aytonde01.html,R. Holmes,/players/h/holmeri01.html,0.0,21.982864147549634,21.184062190534522,1.121787096760854,0.9683572989417886,60,104,26,39,34,64
202012270LAL,https://www.basketball-reference.com/boxscores/pbp/202012270LAL.html,Los Angeles Lakers,Minnesota Timberwolves,LAL,MIN,M. Gasol,/players/g/gasolma01.html,N. Reid,/players/r/reidna01.html,K. Kuzma,LAL,MIN,L. James,/players/j/jamesle01.html,LAL,MIN,M. Gasol,/players/g/gasolma01.html,N. Reid,/players/r/reidna01.html,1.0,23.440405387390477,16.24222615126897,0.8196597934895056,2.6331070586359875,894,11,529,2,366,10
202012280BRK,https://www.basketball-reference.com/boxscores/pbp/202012280BRK.html,Brooklyn Nets,Memphis Grizzlies,BRK,MEM,D. Jordan,/players/j/jordade01.html,J. Valančiūnas,/players/v/valanjo01.html,D. Brooks,MEM,BRK,G. Allen,/players/a/allengr01.html,MEM,BRK,J. Valančiūnas,/players/v/valanjo01.html,D. Jordan,/players/j/jordade01.html,1.0,24.945400252787223,22.804350163553547,0.83039572725515,0.8242363050732266,767,502,504,231,266,271
202012280ATL,https://www.basketball-reference.com/boxscores/pbp/202012280ATL.html,Atlanta Hawks,Detroit Pistons,ATL,DET,C. Capela,/players/c/capelca01.html,M. Plumlee,/players/p/plumlma01.html,J. Jackson,ATL,DET,T. Young,/players/y/youngtr01.html,DET,ATL,C. Capela,/players/c/capelca01.html,M. Plumlee,/players/p/plumlma01.html,0.0,22.952149788403087,22.728412442165286,0.8306518872407705,0.8309395119875276,285,264,135,111,150,154
202012280OKC,https://www.basketball-reference.com/boxscores/pbp/202012280OKC.html,Oklahoma City Thunder,Utah Jazz,OKC,UTA,A. Horford,/players/h/horfoal01.html,R. Gobert,/players/g/goberru01.html,L. Dort,OKC,UTA,G. Hill,/players/h/hillge01.html,OKC,UTA,A. Horford,/players/h/horfoal01.html,R. Gobert,/players/g/goberru01.html,1.0,24.021186534242883,25.33641322798307,0.827949932884319,0.8356488900419888,378,412,185,235,195,178
202012280DEN,https://www.basketball-reference.com/boxscores/pbp/202012280DEN.html,Denver Nuggets,Houston Rockets,DEN,HOU,N. Jokić,/players/j/jokicni01.html,C. Wood,/players/w/woodch01.html,N. Jokić,DEN,HOU,J. Murray,/players/m/murraja01.html,DEN,HOU,N. Jokić,/players/j/jokicni01.html,C. Wood,/players/w/woodch01.html,1.0,23.35433254876449,20.130024136073832,0.8239552477457845,6.500344177367062,283,1,133,0,150,2
202012280LAL,https://www.basketball-reference.com/boxscores/pbp/202012280LAL.html,Los Angeles Lakers,Portland Trail Blazers,LAL,POR,A. Davis,/players/d/davisan02.html,J. Nurkić,/players/n/nurkiju01.html,L. James,POR,LAL,D. Jones,/players/j/jonesde02.html,LAL,POR,J. Nurkić,/players/n/nurkiju01.html,A. Davis,/players/d/davisan02.html,0.0,25.147365568113134,26.16832015566674,0.8416850474136542,0.8461587160825086,423,244,228,148,195,98
202012290CLE,https://www.basketball-reference.com/boxscores/pbp/202012290CLE.html,Cleveland Cavaliers,New York Knicks,CLE,NYK,A. Drummond,/players/d/drumman01.html,M. Robinson,/players/r/robinmi01.html,A. Drummond,CLE,NYK,C. Sexton,/players/s/sextoco01.html,CLE,NYK,A. Drummond,/players/d/drumman01.html,M. Robinson,/players/r/robinmi01.html,1.0,26.65948442688255,22.6889668097308,0.8499866622092431,1.5187611582256906,554,30,405,13,149,18
202012290DET,https://www.basketball-reference.com/boxscores/pbp/202012290DET.html,Detroit Pistons,Golden State Warriors,DET,GSW,M. Plumlee,/players/p/plumlma01.html,J. Wiseman,/players/w/wisemja01.html,S. Curry,GSW,DET,J. Toscano-Anderson,/players/t/toscaju01.html,GSW,DET,J. Wiseman,/players/w/wisemja01.html,M. Plumlee,/players/p/plumlma01.html,1.0,22.642760748898425,32.382453649850646,0.8305019434665794,5.648684130754197,266,3,111,2,155,0
202012290IND,https://www.basketball-reference.com/boxscores/pbp/202012290IND.html,Indiana Pacers,Boston Celtics,IND,BOS,M. Turner,/players/t/turnemy01.html,T. Thompson,/players/t/thomptr01.html,T. Thompson,BOS,IND,J. Brown,/players/b/brownja02.html,BOS,IND,T. Thompson,/players/t/thomptr01.html,M. Turner,/players/t/turnemy01.html,1.0,19.952598781745607,20.176497332805834,0.840788436412267,0.8410849225920715,304,315,103,102,202,213
202012290WAS,https://www.basketball-reference.com/boxscores/pbp/202012290WAS.html,Washington Wizards,Chicago Bulls,WAS,CHI,T. Bryant,/players/b/bryanth01.html,W. Carter,/players/c/cartewe01.html,Z. LaVine,CHI,WAS,C. White,/players/w/whiteco01.html,CHI,WAS,W. Carter,/players/c/cartewe01.html,T. Bryant,/players/b/bryanth01.html,1.0,21.574337735650875,22.804117042611235,0.9928959489504315,0.9897662710403535,87,91,36,43,51,47
202012290PHI,https://www.basketball-reference.com/boxscores/pbp/202012290PHI.html,Philadelphia 76ers,Toronto Raptors,PHI,TOR,J. Embiid,/players/e/embiijo01.html,A. Baynes,/players/b/baynear01.html,B. Simmons,TOR,PHI,P. Siakam,/players/s/siakapa01.html,PHI,TOR,A. Baynes,/players/b/baynear01.html,J. Embiid,/players/e/embiijo01.html,0.0,24.553721964668693,23.395101607548895,0.8333346209735372,0.9507522929797361,233,102,137,51,96,50
202012290MIA,https://www.basketball-reference.com/boxscores/pbp/202012290MIA.html,Miami Heat,Milwaukee Bucks,MIA,MIL,B. Adebayo,/players/a/adebaba01.html,B. Lopez,/players/l/lopezbr01.html,J. Holiday,MIL,MIA,G. Antetokounmpo,/players/a/antetgi01.html,MIL,MIA,B. Lopez,/players/l/lopezbr01.html,B. Adebayo,/players/a/adebaba01.html,1.0,23.303630626638963,26.48962759300315,0.8805734348609755,0.8568533836056604,137,764,66,463,71,301
202012290OKC,https://www.basketball-reference.com/boxscores/pbp/202012290OKC.html,Oklahoma City Thunder,Orlando Magic,OKC,ORL,I. Roby,/players/r/robyis01.html,N. Vučević,/players/v/vucevni01.html,N. Vučević,OKC,ORL,D. Bazley,/players/b/bazleda01.html,ORL,OKC,I. Roby,/players/r/robyis01.html,N. Vučević,/players/v/vucevni01.html,0.0,25.0,19.319308363067737,8.333333333333334,0.8476049825953648,0,528,0,200,0,329
202012290PHO,https://www.basketball-reference.com/boxscores/pbp/202012290PHO.html,Phoenix Suns,New Orleans Pelicans,PHO,NOP,D. Ayton,/players/a/aytonde01.html,S. Adams,/players/a/adamsst01.html,S. Adams,NOP,PHO,L. Ball,/players/b/balllo01.html,NOP,PHO,S. Adams,/players/a/adamsst01.html,D. Ayton,/players/a/aytonde01.html,1.0,21.31428785809676,26.44439511173267,0.9644257396703985,0.8591356460087115,105,492,40,343,65,151
202012290SAC,https://www.basketball-reference.com/boxscores/pbp/202012290SAC.html,Sacramento Kings,Denver Nuggets,SAC,DEN,R. Holmes,/players/h/holmeri01.html,N. Jokić,/players/j/jokicni01.html,M. Porter,SAC,DEN,D. Fox,/players/f/foxde01.html,DEN,SAC,R. Holmes,/players/h/holmeri01.html,N. Jokić,/players/j/jokicni01.html,0.0,21.808429862913556,23.398811062775323,1.1132192841106991,0.826232607637452,60,284,26,134,34,151
202012290LAC,https://www.basketball-reference.com/boxscores/pbp/202012290LAC.html,Los Angeles Clippers,Minnesota Timberwolves,LAC,MIN,S. Ibaka,/players/i/ibakase01.html,N. Reid,/players/r/reidna01.html,M. Beasley,LAC,MIN,L. Kennard,/players/k/kennalu01.html,MIN,LAC,S. Ibaka,/players/i/ibakase01.html,N. Reid,/players/r/reidna01.html,0.0,22.878467357329775,15.970486117164059,0.8209536897606898,2.5635583916215157,429,12,205,2,225,11
202012300MIA,https://www.basketball-reference.com/boxscores/pbp/202012300MIA.html,Miami Heat,Milwaukee Bucks,MIA,MIL,B. Adebayo,/players/a/adebaba01.html,B. Lopez,/players/l/lopezbr01.html,T. Herro,MIA,MIL,A. Bradley,/players/b/bradlav01.html,MIA,MIL,B. Adebayo,/players/a/adebaba01.html,B. Lopez,/players/l/lopezbr01.html,1.0,23.24088389081015,26.549069035827348,0.8800605277174491,0.8567961622307441,137,764,66,464,71,302
202012300BRK,https://www.basketball-reference.com/boxscores/pbp/202012300BRK.html,Brooklyn Nets,Atlanta Hawks,BRK,ATL,D. Jordan,/players/j/jordade01.html,C. Capela,/players/c/capelca01.html,J. Harris,BRK,ATL,K. Irving,/players/i/irvinky01.html,BRK,ATL,D. Jordan,/players/j/jordade01.html,C. Capela,/players/c/capelca01.html,1.0,24.832252870246624,23.03774278662591,0.8294170599819203,0.8302204970962566,767,286,504,136,266,151
202012300BOS,https://www.basketball-reference.com/boxscores/pbp/202012300BOS.html,Boston Celtics,Memphis Grizzlies,BOS,MEM,D. Theis,/players/t/theisda01.html,J. Valančiūnas,/players/v/valanjo01.html,D. Brooks,MEM,BOS,G. Allen,/players/a/allengr01.html,MEM,BOS,J. Valančiūnas,/players/v/valanjo01.html,D. Theis,/players/t/theisda01.html,1.0,20.130230862842094,22.91584191394509,1.0454048876499178,0.8234014909455216,84,503,27,232,57,271
202012300SAS,https://www.basketball-reference.com/boxscores/pbp/202012300SAS.html,San Antonio Spurs,Los Angeles Lakers,SAS,LAL,J. Poeltl,/players/p/poeltja01.html,A. Davis,/players/d/davisan02.html,K. Johnson,SAS,LAL,L. Walker,/players/w/walkelo01.html,SAS,LAL,J. Poeltl,/players/p/poeltja01.html,A. Davis,/players/d/davisan02.html,1.0,22.766338528894114,25.068334496172167,1.2045831486709127,0.84124075900907,51,423,23,228,28,196
202012300LAC,https://www.basketball-reference.com/boxscores/pbp/202012300LAC.html,Los Angeles Clippers,Portland Trail Blazers,LAC,POR,S. Ibaka,/players/i/ibakase01.html,J. Nurkić,/players/n/nurkiju01.html,C. McCollum,LAC,POR,P. George,/players/g/georgpa01.html,POR,LAC,S. Ibaka,/players/i/ibakase01.html,J. Nurkić,/players/n/nurkiju01.html,0.0,22.90663042790994,26.2481854046869,0.8229335546823953,0.8456202630860363,430,244,206,149,225,99
