Game Code,Full Hyperlink,Home,Away,Home Short,Away Short,Home Tipper,Away Tipper,First Scorer,Tip Winning Team,Tip Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Scored Upon Team,Tip Winner,Tip Winner Link,Tip Loser,Tip Loser Link,Tip Winner Scores,Home TS Mu,Away TS Mu,Home TS Sigma,Away TS Sigma,Home Lifetime Appearances,Away Lifetime Appearances,Home Tipper Wins,Away Tipper Wins,Home Tipper Losses,Away Tipper Losses
200110300NJN,https://www.basketball-reference.com/boxscores/pbp/200110300NJN.html,New Jersey Nets,Indiana Pacers,NJN,IND,K. Van Horn,J. O'Neal,J. O'Neal,NJN,IND,J. Kidd,/players/k/kiddja01.html,IND,NJN,K. Van Horn,/players/v/vanhoke01.html,J. O'Neal,/players/o/onealje01.html,0.0,24.15971784451334,26.75995085590927,0.874519769416055,1.0539734874413782,143,84,67,54,76,31
200110300NYK,https://www.basketball-reference.com/boxscores/pbp/200110300NYK.html,New York Knicks,Washington Wizards,NYK,WAS,F. Spencer,J. White,L. Sprewell,WAS,NYK,C. Alexander,/players/a/alexaco02.html,NYK,WAS,J. White,/players/w/whiteja01.html,F. Spencer,/players/s/spencfe01.html,0.0,25.0,22.19161380185008,8.333333333333334,1.0220013626350424,1,96,0,30,1,65
200110300ORL,https://www.basketball-reference.com/boxscores/pbp/200110300ORL.html,Orlando Magic,Toronto Raptors,ORL,TOR,A. DeClercq,A. Davis,G. Hill,TOR,ORL,A. Williams,/players/w/willial02.html,ORL,TOR,A. Davis,/players/d/davisan01.html,A. DeClercq,/players/d/declean01.html,0.0,22.328269958890136,22.58010574593976,0.8857457087159716,0.875123582623956,149,165,57,62,92,103
200110300MIN,https://www.basketball-reference.com/boxscores/pbp/200110300MIN.html,Minnesota Timberwolves,Philadelphia 76ers,MIN,PHI,K. Garnett,D. Mutombo,J. Smith,MIN,PHI,T. Brandon,/players/b/brandte01.html,MIN,PHI,K. Garnett,/players/g/garneke01.html,D. Mutombo,/players/m/mutomdi01.html,1.0,25.239995777229275,25.775481793845227,0.8398698213975667,0.8308629635012755,232,318,105,198,127,121
200110300DAL,https://www.basketball-reference.com/boxscores/pbp/200110300DAL.html,Dallas Mavericks,Detroit Pistons,DAL,DET,D. Nowitzki,B. Wallace,S. Nash,DAL,DET,S. Nash,/players/n/nashst01.html,DAL,DET,D. Nowitzki,/players/n/nowitdi01.html,B. Wallace,/players/w/wallabe01.html,1.0,24.68443627822324,27.917903042105664,1.2123052390867768,0.8823976605780869,51,173,23,114,28,60
200110300HOU,https://www.basketball-reference.com/boxscores/pbp/200110300HOU.html,Houston Rockets,Atlanta Hawks,HOU,ATL,K. Cato,T. Ratliff,S. Abdur-Rahim,HOU,ATL,S. Francis,/players/f/francst01.html,ATL,HOU,K. Cato,/players/c/catoke01.html,T. Ratliff,/players/r/ratlith01.html,0.0,24.501879137082096,23.951698209259455,1.1965946597468482,0.8427680066896981,52,222,23,97,29,126
200110300SAS,https://www.basketball-reference.com/boxscores/pbp/200110300SAS.html,San Antonio Spurs,Los Angeles Clippers,SAS,LAC,D. Robinson,M. Olowokandi,J. McInnis,SAS,LAC,S. Smith,/players/s/smithst01.html,LAC,SAS,D. Robinson,/players/r/robinda01.html,M. Olowokandi,/players/o/olowomi01.html,0.0,27.69337883312679,23.333721803980062,0.8386763577291875,0.8593055044046998,323,185,200,74,123,113
200110300PHO,https://www.basketball-reference.com/boxscores/pbp/200110300PHO.html,Phoenix Suns,Denver Nuggets,PHO,DEN,S. Marion,R. LaFrentz,T. Gugliotta,PHO,DEN,T. Gugliotta,/players/g/guglito01.html,PHO,DEN,S. Marion,/players/m/mariosh01.html,R. LaFrentz,/players/l/lafrera01.html,1.0,25.0,20.64722518107249,8.333333333333334,3.236463217548798,0,8,0,2,0,7
200110300UTA,https://www.basketball-reference.com/boxscores/pbp/200110300UTA.html,Utah Jazz,Milwaukee Bucks,UTA,MIL,G. Ostertag,J. Przybilla,R. Allen,UTA,MIL,J. Stockton,/players/s/stockjo01.html,MIL,UTA,G. Ostertag,/players/o/ostergr01.html,J. Przybilla,/players/p/przybjo01.html,0.0,25.754499945273025,21.84863752927425,1.0002100882328553,2.4989489585816136,88,13,43,3,45,11
200110300SAC,https://www.basketball-reference.com/boxscores/pbp/200110300SAC.html,Sacramento Kings,Seattle SuperSonics,SAC,SEA,V. Divac,C. Booth,S. Pollard,SAC,SEA,M. Bibby,/players/b/bibbymi01.html,SAC,SEA,V. Divac,/players/d/divacvl01.html,C. Booth,/players/b/boothca01.html,1.0,25.06490603204821,24.70828710139439,0.8346870265484999,1.6155827941179293,223,28,109,15,114,14
200110300LAL,https://www.basketball-reference.com/boxscores/pbp/200110300LAL.html,Los Angeles Lakers,Portland Trail Blazers,LAL,POR,S. O'Neal,D. Davis,S. O'Neal,LAL,POR,L. Hunter,/players/h/hunteli01.html,LAL,POR,S. O'Neal,/players/o/onealsh01.html,D. Davis,/players/d/davisda01.html,1.0,30.323686232789473,26.36127335010493,0.8676197378734753,0.8274394537083646,317,246,233,131,85,116
200110310BOS,https://www.basketball-reference.com/boxscores/pbp/200110310BOS.html,Boston Celtics,New Jersey Nets,BOS,NJN,T. Battie,K. Van Horn,P. Pierce,BOS,NJN,E. Williams,/players/w/willier01.html,BOS,NJN,T. Battie,/players/b/battito01.html,K. Van Horn,/players/v/vanhoke01.html,1.0,24.81824967566789,24.290347699096845,1.031952417964835,0.8724445457391857,90,144,42,68,48,77
200110310CHH,https://www.basketball-reference.com/boxscores/pbp/200110310CHH.html,Charlotte Hornets,Cleveland Cavaliers,CHH,CLE,E. Campbell,C. Mihm,E. Campbell,CHH,CLE,B. Davis,/players/d/davisba01.html,CHH,CLE,E. Campbell,/players/c/campbel01.html,C. Mihm,/players/m/mihmch01.html,1.0,26.53381525195657,23.667392672705677,0.8449383227184822,1.3380620278072346,217,41,134,20,84,22
200110310MIA,https://www.basketball-reference.com/boxscores/pbp/200110310MIA.html,Miami Heat,Toronto Raptors,MIA,TOR,A. Mourning,A. Davis,B. Grant,MIA,TOR,B. Grant,/players/g/grantbr01.html,MIA,TOR,A. Mourning,/players/m/mournal01.html,A. Davis,/players/d/davisan01.html,1.0,27.734528306181712,22.67447868686736,0.8506335202823891,0.8737395201902249,202,165,126,63,76,104
200110310CHI,https://www.basketball-reference.com/boxscores/pbp/200110310CHI.html,Chicago Bulls,Indiana Pacers,CHI,IND,B. Miller,J. O'Neal,J. O'Neal,CHI,IND,J. Rose,/players/r/roseja01.html,IND,CHI,B. Miller,/players/m/millebr01.html,J. O'Neal,/players/o/onealje01.html,0.0,21.179103240741885,26.5707411782733,1.354711227890998,1.0467231406528914,45,85,13,54,32,32
200110310POR,https://www.basketball-reference.com/boxscores/pbp/200110310POR.html,Portland Trail Blazers,Golden State Warriors,POR,GSW,D. Davis,E. Dampier,E. Dampier,POR,GSW,S. Pippen,/players/p/pippesc01.html,GSW,POR,D. Davis,/players/d/davisda01.html,E. Dampier,/players/d/dampier01.html,0.0,26.31244892594114,25.38217152853101,0.8281699041303406,0.8872913027627488,247,162,131,73,116,91
200111010ATL,https://www.basketball-reference.com/boxscores/pbp/200111010ATL.html,Atlanta Hawks,Washington Wizards,ATL,WAS,T. Ratliff,J. White,M. Jordan,WAS,ATL,R. Hamilton,/players/h/hamilri01.html,WAS,ATL,J. White,/players/w/whiteja01.html,T. Ratliff,/players/r/ratlith01.html,1.0,23.868011965188682,22.28998365658705,0.8422506823883497,1.0219687061207672,224,97,97,31,127,65
200111010MEM,https://www.basketball-reference.com/boxscores/pbp/200111010MEM.html,Memphis Grizzlies,Detroit Pistons,MEM,DET,S. Swift,B. Wallace,C. Robinson,DET,MEM,D. Barros,/players/b/barroda01.html,DET,MEM,B. Wallace,/players/w/wallabe01.html,S. Swift,/players/s/swiftst01.html,1.0,18.476639304481743,27.77685939132171,3.5269144854645864,0.8800407418405372,7,175,1,114,6,60
200111010HOU,https://www.basketball-reference.com/boxscores/pbp/200111010HOU.html,Houston Rockets,Los Angeles Clippers,HOU,LAC,K. Cato,M. Olowokandi,E. Piatkowski,LAC,HOU,E. Piatkowski,/players/p/piatker01.html,LAC,HOU,M. Olowokandi,/players/o/olowomi01.html,K. Cato,/players/c/catoke01.html,1.0,24.66976252842492,23.284587743001,1.1863083413855098,0.8596148276074499,54,187,24,74,30,113
200111010DEN,https://www.basketball-reference.com/boxscores/pbp/200111010DEN.html,Denver Nuggets,Milwaukee Bucks,DEN,MIL,R. LaFrentz,M. Pope,R. Allen,DEN,MIL,N. Van Exel,/players/v/vanexni01.html,MIL,DEN,R. LaFrentz,/players/l/lafrera01.html,M. Pope,/players/p/popema01.html,0.0,20.105997391345205,18.27733635232329,3.159140048217636,3.704373821939375,9,6,2,1,7,6
200111010UTA,https://www.basketball-reference.com/boxscores/pbp/200111010UTA.html,Utah Jazz,Los Angeles Lakers,UTA,LAL,G. Ostertag,S. O'Neal,J. Stockton,UTA,LAL,K. Malone,/players/m/malonka01.html,UTA,LAL,G. Ostertag,/players/o/ostergr01.html,S. O'Neal,/players/o/onealsh01.html,1.0,25.824530544774348,30.377318825768292,0.9982160283685592,0.8676336547348386,89,318,44,234,45,86
200111010SEA,https://www.basketball-reference.com/boxscores/pbp/200111010SEA.html,Seattle SuperSonics,San Antonio Spurs,SEA,SAS,C. Booth,D. Robinson,R. Lewis,SAS,SEA,S. Smith,/players/s/smithst01.html,SEA,SAS,D. Robinson,/players/r/robinda01.html,C. Booth,/players/b/boothca01.html,0.0,24.399373211305004,27.740203827367143,1.5857888127509796,0.8393439752337245,30,325,15,201,15,123
