Game Code,Full Hyperlink,Home,Away,Home Short,Away Short,Home Tipper,Away Tipper,First Scorer,Tip Winning Team,Tip Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Scored Upon Team,Tip Winner,Tip Winner Link,Tip Loser,Tip Loser Link,Tip Winner Scores,Home TS Mu,Away TS Mu,Home TS Sigma,Away TS Sigma,Home Lifetime Appearances,Away Lifetime Appearances,Home Tipper Wins,Away Tipper Wins,Home Tipper Losses,Away Tipper Losses
200411020DAL,https://www.basketball-reference.com/boxscores/pbp/200411020DAL.html,Dallas Mavericks,Sacramento Kings,DAL,SAC,E. Dampier,B. Miller,J. Howard,DAL,SAC,J. Howard,/players/h/howarjo01.html,DAL,SAC,E. Dampier,/players/d/dampier01.html,B. Miller,/players/m/millebr01.html,1.0,26.783739996040346,21.97426624131031,0.8331157824556924,1.0223553964915302,364,88,210,31,155,58
200411020LAL,https://www.basketball-reference.com/boxscores/pbp/200411020LAL.html,Los Angeles Lakers,Denver Nuggets,LAL,DEN,C. Mihm,M. Camby,C. Mihm,DEN,LAL,A. Miller,/players/m/millean02.html,LAL,DEN,M. Camby,/players/c/cambyma01.html,C. Mihm,/players/m/mihmch01.html,0.0,23.9142664031609,26.89231006441944,0.9433520119971361,0.8328475135710811,104,248,49,145,55,102
200411030CLE,https://www.basketball-reference.com/boxscores/pbp/200411030CLE.html,Cleveland Cavaliers,Indiana Pacers,CLE,IND,Z. Ilgauskas,A. Croshere,J. Tinsley,CLE,IND,J. McInnis,/players/m/mcinnje01.html,IND,CLE,Z. Ilgauskas,/players/i/ilgauzy01.html,A. Croshere,/players/c/croshau01.html,0.0,30.497814595136564,18.690566243729446,0.8981966007800248,3.5306814870593275,296,8,237,1,59,8
200411030ORL,https://www.basketball-reference.com/boxscores/pbp/200411030ORL.html,Orlando Magic,Milwaukee Bucks,ORL,MIL,K. Cato,D. Gadzuric,D. Gadzuric,ORL,MIL,G. Hill,/players/h/hillgr01.html,MIL,ORL,K. Cato,/players/c/catoke01.html,D. Gadzuric,/players/g/gadzuda01.html,0.0,25.336688370777203,27.120198843733746,0.8449180218780641,1.5366262089315648,196,30,101,20,95,11
200411030TOR,https://www.basketball-reference.com/boxscores/pbp/200411030TOR.html,Toronto Raptors,Houston Rockets,TOR,HOU,L. Woods,Y. Ming,V. Carter,HOU,TOR,M. Taylor,/players/t/tayloma01.html,TOR,HOU,Y. Ming,/players/m/mingya01.html,L. Woods,/players/w/woodslo01.html,0.0,25.0,22.756502567315675,8.333333333333334,1.1471881354526694,1,60,0,22,1,37
200411030BOS,https://www.basketball-reference.com/boxscores/pbp/200411030BOS.html,Boston Celtics,Philadelphia 76ers,BOS,PHI,M. Blount,M. Jackson,K. Thomas,PHI,BOS,A. McKie,/players/m/mckieaa01.html,PHI,BOS,M. Jackson,/players/j/jacksma02.html,M. Blount,/players/b/blounma01.html,1.0,24.628243318145824,16.02673683584823,0.8713643951532831,2.1519388201235894,149,29,75,3,74,25
200411030MEM,https://www.basketball-reference.com/boxscores/pbp/200411030MEM.html,Memphis Grizzlies,Washington Wizards,MEM,WAS,P. Gasol,M. Ruffin,J. Hayes,WAS,MEM,L. Profit,/players/p/profila01.html,WAS,MEM,M. Ruffin,/players/r/ruffimi01.html,P. Gasol,/players/g/gasolpa01.html,1.0,24.370206913331266,17.74890103999881,0.8350358353092632,2.477147305605964,218,23,106,4,112,18
200411030MIN,https://www.basketball-reference.com/boxscores/pbp/200411030MIN.html,Minnesota Timberwolves,New York Knicks,MIN,NYK,K. Garnett,N. Mohammed,T. Thomas,NYK,MIN,S. Marbury,/players/m/marbust01.html,NYK,MIN,N. Mohammed,/players/m/mohamna01.html,K. Garnett,/players/g/garneke01.html,1.0,25.459080881437355,21.042151249432987,0.8232049574374125,0.9439688148628819,497,121,247,35,250,85
200411030NJN,https://www.basketball-reference.com/boxscores/pbp/200411030NJN.html,New Jersey Nets,Miami Heat,NJN,MIA,J. Collins,S. O'Neal,R. Butler,NJN,MIA,E. Williams,/players/w/willier01.html,MIA,NJN,J. Collins,/players/c/collija04.html,S. O'Neal,/players/o/onealsh01.html,0.0,23.7151212447085,29.074411579263856,0.8509559704549565,0.8493572723600757,169,567,77,421,92,148
200411030NOH,https://www.basketball-reference.com/boxscores/pbp/200411030NOH.html,New Orleans Hornets,Dallas Mavericks,NOH,DAL,J. Magloire,E. Dampier,M. Finley,DAL,NOH,M. Finley,/players/f/finlemi01.html,DAL,NOH,E. Dampier,/players/d/dampier01.html,J. Magloire,/players/m/magloja01.html,1.0,23.01846313487639,26.826372258651826,0.8506761186704916,0.8340477449633624,180,366,75,211,105,155
200411030SAS,https://www.basketball-reference.com/boxscores/pbp/200411030SAS.html,San Antonio Spurs,Sacramento Kings,SAS,SAC,R. Nesterović,B. Miller,P. Stojaković,SAS,SAC,M. Ginóbili,/players/g/ginobma01.html,SAC,SAS,R. Nesterović,/players/n/nestera01.html,B. Miller,/players/m/millebr01.html,0.0,25.062344454127395,21.910280417913878,1.3848459700201459,1.0198096389997204,36,89,19,31,17,59
200411030PHO,https://www.basketball-reference.com/boxscores/pbp/200411030PHO.html,Phoenix Suns,Atlanta Hawks,PHO,ATL,A. Stoudemire,J. Collier,J. Johnson,PHO,ATL,S. Marion,/players/m/mariosh01.html,PHO,ATL,A. Stoudemire,/players/s/stoudam01.html,J. Collier,/players/c/collija02.html,1.0,27.04399544362752,16.608683157736706,2.0688535083051938,2.634690933372955,18,15,12,2,6,14
200411030GSW,https://www.basketball-reference.com/boxscores/pbp/200411030GSW.html,Golden State Warriors,Portland Trail Blazers,GSW,POR,A. Foyle,T. Ratliff,D. Anderson,POR,GSW,D. Stoudamire,/players/s/stoudda01.html,POR,GSW,T. Ratliff,/players/r/ratlith01.html,A. Foyle,/players/f/foylead01.html,1.0,26.485519556543725,24.085984592911842,0.8866598520916628,0.8230923847354688,138,386,79,174,59,212
200411030LAC,https://www.basketball-reference.com/boxscores/pbp/200411030LAC.html,Los Angeles Clippers,Seattle SuperSonics,LAC,SEA,C. Wilcox,J. James,E. Brand,LAC,SEA,M. Jarić,/players/j/jaricma01.html,LAC,SEA,C. Wilcox,/players/w/wilcoch01.html,J. James,/players/j/jamesje01.html,1.0,19.52508030325607,28.861443847559492,2.122480622428212,1.0422697251895419,17,80,4,59,13,22
200411030UTA,https://www.basketball-reference.com/boxscores/pbp/200411030UTA.html,Utah Jazz,Los Angeles Lakers,UTA,LAL,J. Collins,C. Mihm,A. Kirilenko,LAL,UTA,C. Atkins,/players/a/atkinch01.html,UTA,LAL,C. Mihm,/players/m/mihmch01.html,J. Collins,/players/c/collija03.html,0.0,24.193157857012906,23.839960787991675,0.9983120566862933,0.941479352285926,84,105,38,49,46,55
200411040CHA,https://www.basketball-reference.com/boxscores/pbp/200411040CHA.html,Charlotte Bobcats,Washington Wizards,CHA,WAS,P. Brezec,M. Ruffin,P. Brezec,WAS,CHA,G. Arenas,/players/a/arenagi01.html,CHA,WAS,M. Ruffin,/players/r/ruffimi01.html,P. Brezec,/players/b/brezepr01.html,0.0,15.706349478284427,19.128618631871255,4.999456708669441,2.3404908536811484,4,24,0,5,4,18
200411040MIA,https://www.basketball-reference.com/boxscores/pbp/200411040MIA.html,Miami Heat,Cleveland Cavaliers,MIA,CLE,S. O'Neal,Z. Ilgauskas,S. O'Neal,CLE,MIA,J. McInnis,/players/m/mcinnje01.html,MIA,CLE,Z. Ilgauskas,/players/i/ilgauzy01.html,S. O'Neal,/players/o/onealsh01.html,0.0,28.912487318872014,30.510172918551866,0.84732575293842,0.9006969043612427,569,298,421,238,149,59
200411040DEN,https://www.basketball-reference.com/boxscores/pbp/200411040DEN.html,Denver Nuggets,Minnesota Timberwolves,DEN,MIN,M. Camby,K. Garnett,M. Camby,DEN,MIN,D. Johnson,/players/j/johnsde03.html,DEN,MIN,M. Camby,/players/c/cambyma01.html,K. Garnett,/players/g/garneke01.html,1.0,26.95035383092732,25.319660506279806,0.833179570982561,0.8220084080677134,248,497,146,247,102,251
200411050PHI,https://www.basketball-reference.com/boxscores/pbp/200411050PHI.html,Philadelphia 76ers,Phoenix Suns,PHI,PHO,M. Jackson,A. Stoudemire,A. Iguodala,PHO,PHI,J. Vroman,/players/v/vromaja01.html,PHI,PHO,A. Stoudemire,/players/s/stoudam01.html,M. Jackson,/players/j/jacksma02.html,0.0,17.26537642971357,27.131173647696286,2.056620854607316,2.0496439763931664,30,20,4,13,26,6
200411050TOR,https://www.basketball-reference.com/boxscores/pbp/200411050TOR.html,Toronto Raptors,Detroit Pistons,TOR,DET,C. Bosh,B. Wallace,R. Hamilton,DET,TOR,C. Billups,/players/b/billuch01.html,DET,TOR,B. Wallace,/players/w/wallabe01.html,C. Bosh,/players/b/boshch01.html,1.0,26.478272455790393,26.53991671655504,1.1294694643188006,0.8296054870816014,63,453,38,287,25,165
200411050BOS,https://www.basketball-reference.com/boxscores/pbp/200411050BOS.html,Boston Celtics,Indiana Pacers,BOS,IND,M. Blount,A. Croshere,P. Pierce,BOS,IND,R. LaFrentz,/players/l/lafrera01.html,BOS,IND,M. Blount,/players/b/blounma01.html,A. Croshere,/players/c/croshau01.html,1.0,24.42360450005199,18.501134241372135,0.8689541423282717,3.4493182370728364,149,9,75,1,74,9
200411050MEM,https://www.basketball-reference.com/boxscores/pbp/200411050MEM.html,Memphis Grizzlies,Houston Rockets,MEM,HOU,P. Gasol,Y. Ming,J. Williams,MEM,HOU,L. Wright,/players/w/wrighlo02.html,MEM,HOU,P. Gasol,/players/g/gasolpa01.html,Y. Ming,/players/m/mingya01.html,1.0,24.212042270784742,22.87540283810317,0.8339582161666179,1.1454597974996157,218,60,106,23,112,38
200411050NOH,https://www.basketball-reference.com/boxscores/pbp/200411050NOH.html,New Orleans Hornets,Orlando Magic,NOH,ORL,J. Magloire,K. Cato,K. Cato,ORL,NOH,S. Francis,/players/f/francst01.html,ORL,NOH,K. Cato,/players/c/catoke01.html,J. Magloire,/players/m/magloja01.html,1.0,22.965518391826155,25.446479938480476,0.8509407611913724,0.8439033110191114,181,198,75,102,106,95
200411050CHI,https://www.basketball-reference.com/boxscores/pbp/200411050CHI.html,Chicago Bulls,New Jersey Nets,CHI,NJN,T. Chandler,J. Collins,O. Harrington,CHI,NJN,A. Nocioni,/players/n/nocioan01.html,CHI,NJN,T. Chandler,/players/c/chandty01.html,J. Collins,/players/c/collija04.html,1.0,24.913122594135896,23.877649823570646,0.92929481101118,0.8488825075467877,107,170,58,78,49,93
200411050POR,https://www.basketball-reference.com/boxscores/pbp/200411050POR.html,Portland Trail Blazers,Los Angeles Clippers,POR,LAC,T. Ratliff,C. Wilcox,C. Wilcox,LAC,POR,B. Simmons,/players/s/simmobo01.html,LAC,POR,C. Wilcox,/players/w/wilcoch01.html,T. Ratliff,/players/r/ratlith01.html,1.0,24.20014099914733,20.78864740611367,0.8222448401754147,2.0304722983364094,387,19,175,5,213,13
200411050GSW,https://www.basketball-reference.com/boxscores/pbp/200411050GSW.html,Golden State Warriors,Utah Jazz,GSW,UTA,A. Foyle,J. Collins,A. Kirilenko,UTA,GSW,A. Kirilenko,/players/k/kirilan01.html,UTA,GSW,J. Collins,/players/c/collija03.html,A. Foyle,/players/f/foylead01.html,1.0,26.353235472066444,24.061490307502883,0.88425817669941,0.9936755651564332,139,85,79,38,60,46
200411050LAL,https://www.basketball-reference.com/boxscores/pbp/200411050LAL.html,Los Angeles Lakers,San Antonio Spurs,LAL,SAS,C. Mihm,R. Nesterović,B. Bowen,SAS,LAL,B. Bowen,/players/b/bowenbr01.html,SAS,LAL,R. Nesterović,/players/n/nestera01.html,C. Mihm,/players/m/mihmch01.html,1.0,23.957164490212534,25.216170222161235,0.9383534157822258,1.3706067069534889,106,38,50,20,56,17
200411050SEA,https://www.basketball-reference.com/boxscores/pbp/200411050SEA.html,Seattle SuperSonics,Atlanta Hawks,SEA,ATL,J. James,K. Willis,R. Allen,SEA,ATL,L. Ridnour,/players/r/ridnolu01.html,SEA,ATL,J. James,/players/j/jamesje01.html,K. Willis,/players/w/willike02.html,1.0,28.55526896349358,26.141823898499126,1.0346148359668923,0.8908760919674441,81,138,59,80,22,59
200411060CHA,https://www.basketball-reference.com/boxscores/pbp/200411060CHA.html,Charlotte Bobcats,Orlando Magic,CHA,ORL,P. Brezec,K. Cato,P. Brezec,CHA,ORL,J. Hart,/players/h/hartja01.html,CHA,ORL,P. Brezec,/players/b/brezepr01.html,K. Cato,/players/c/catoke01.html,1.0,14.034337572303395,25.510881425090293,4.486795782059604,0.8438552713925369,4,198,0,103,4,96
200411060WAS,https://www.basketball-reference.com/boxscores/pbp/200411060WAS.html,Washington Wizards,Miami Heat,WAS,MIA,Michael Ruffin,Shaquille O'Neal,Shaquille O'Neal,WAS,MIA,,,MIA,WAS,Michael Ruffin,/players/r/ruffimi01.html,Shaquille O'Neal,/players/o/onealsh01.html,0.0,19.495425287025363,28.838647921154223,2.2913863114046866,0.8469451185975461,24,569,6,421,18,150
200411060DET,https://www.basketball-reference.com/boxscores/pbp/200411060DET.html,Detroit Pistons,Philadelphia 76ers,DET,PHI,B. Wallace,M. Jackson,B. Wallace,PHI,DET,A. Iguodala,/players/i/iguodan01.html,DET,PHI,M. Jackson,/players/j/jacksma02.html,B. Wallace,/players/w/wallabe01.html,0.0,26.62645567319373,17.17084362713993,0.8292219469528674,2.035554230516434,454,31,288,4,166,26
200411060NYK,https://www.basketball-reference.com/boxscores/pbp/200411060NYK.html,New York Knicks,Boston Celtics,NYK,BOS,N. Mohammed,M. Blount,P. Pierce,BOS,NYK,P. Pierce,/players/p/piercpa01.html,BOS,NYK,M. Blount,/players/b/blounma01.html,N. Mohammed,/players/m/mohamna01.html,1.0,21.225032523594223,24.461495263109803,0.9395134940707026,0.8701989472856951,122,151,36,76,86,74
200411060IND,https://www.basketball-reference.com/boxscores/pbp/200411060IND.html,Indiana Pacers,Chicago Bulls,IND,CHI,D. Harrison,T. Chandler,D. Harrison,CHI,IND,K. Hinrich,/players/h/hinriki01.html,IND,CHI,T. Chandler,/players/c/chandty01.html,D. Harrison,/players/h/harrida01.html,0.0,25.0,25.008939899302728,8.333333333333334,0.9269287509444669,1,109,0,59,1,49
200411060MIN,https://www.basketball-reference.com/boxscores/pbp/200411060MIN.html,Minnesota Timberwolves,New Orleans Hornets,MIN,NOH,K. Garnett,J. Magloire,M. Olowokandi,NOH,MIN,P. Brown,/players/b/brownpj01.html,MIN,NOH,J. Magloire,/players/m/magloja01.html,K. Garnett,/players/g/garneke01.html,0.0,25.250345018378272,22.90004873301403,0.822132410986872,0.8507550260644109,499,182,247,75,252,106
200411060NJN,https://www.basketball-reference.com/boxscores/pbp/200411060NJN.html,New Jersey Nets,Phoenix Suns,NJN,PHO,J. Collins,A. Stoudemire,R. Mercer,PHO,NJN,S. Nash,/players/n/nashst01.html,NJN,PHO,A. Stoudemire,/players/s/stoudam01.html,J. Collins,/players/c/collija04.html,0.0,23.797570757464328,27.22506720178703,0.8483087831023558,2.028814355444169,172,21,78,14,94,6
200411060DAL,https://www.basketball-reference.com/boxscores/pbp/200411060DAL.html,Dallas Mavericks,Memphis Grizzlies,DAL,MEM,E. Dampier,P. Gasol,L. Wright,DAL,MEM,J. Howard,/players/h/howarjo01.html,MEM,DAL,E. Dampier,/players/d/dampier01.html,P. Gasol,/players/g/gasolpa01.html,0.0,26.877286866007186,24.285905400579686,0.8346103520174245,0.8338239792369435,366,219,212,107,155,113
200411060HOU,https://www.basketball-reference.com/boxscores/pbp/200411060HOU.html,Houston Rockets,Sacramento Kings,HOU,SAC,Y. Ming,B. Miller,M. Taylor,HOU,SAC,M. Taylor,/players/t/tayloma01.html,HOU,SAC,Y. Ming,/players/m/mingya01.html,B. Miller,/players/m/millebr01.html,1.0,22.7367028497837,21.82660750714534,1.1374296491748834,1.016509968074285,61,90,23,31,38,60
200411060MIL,https://www.basketball-reference.com/boxscores/pbp/200411060MIL.html,Milwaukee Bucks,Cleveland Cavaliers,MIL,CLE,D. Gadzuric,Z. Ilgauskas,M. Williams,CLE,MIL,L. James,/players/j/jamesle01.html,MIL,CLE,Z. Ilgauskas,/players/i/ilgauzy01.html,D. Gadzuric,/players/g/gadzuda01.html,0.0,26.759497747770414,30.593515310266344,1.5082156319620337,0.8991834314229697,32,299,20,239,12,59
200411060DEN,https://www.basketball-reference.com/boxscores/pbp/200411060DEN.html,Denver Nuggets,Utah Jazz,DEN,UTA,M. Camby,J. Collins,K. Martin,DEN,UTA,G. Buckner,/players/b/buckngr01.html,DEN,UTA,M. Camby,/players/c/cambyma01.html,J. Collins,/players/c/collija03.html,1.0,27.021546831247807,24.224656558265064,0.8330798124861619,0.9884070711270526,249,85,147,39,102,47
200411060GSW,https://www.basketball-reference.com/boxscores/pbp/200411060GSW.html,Golden State Warriors,Los Angeles Clippers,GSW,LAC,A. Foyle,C. Wilcox,C. Wilcox,LAC,GSW,M. Jarić,/players/j/jaricma01.html,LAC,GSW,C. Wilcox,/players/w/wilcoch01.html,A. Foyle,/players/f/foylead01.html,1.0,26.223787389105148,21.51342296189793,0.8819940311318071,1.959683761179904,140,20,79,6,61,13
200411070TOR,https://www.basketball-reference.com/boxscores/pbp/200411070TOR.html,Toronto Raptors,Portland Trail Blazers,TOR,POR,C. Bosh,T. Ratliff,S. Abdur-Rahim,POR,TOR,D. Stoudamire,/players/s/stoudda01.html,POR,TOR,T. Ratliff,/players/r/ratlith01.html,C. Bosh,/players/b/boshch01.html,1.0,26.31860550365167,24.08026867611725,1.1210887955490576,0.821653543235533,64,388,38,175,26,213
200411070SEA,https://www.basketball-reference.com/boxscores/pbp/200411070SEA.html,Seattle SuperSonics,San Antonio Spurs,SEA,SAS,J. James,R. Nesterović,R. Nesterović,SAS,SEA,T. Duncan,/players/d/duncati01.html,SAS,SEA,R. Nesterović,/players/n/nestera01.html,J. James,/players/j/jamesje01.html,1.0,28.652414912521277,25.415050438136692,1.0303761609099658,1.354439968608406,83,39,60,21,23,17
200411070LAL,https://www.basketball-reference.com/boxscores/pbp/200411070LAL.html,Los Angeles Lakers,Atlanta Hawks,LAL,ATL,C. Mihm,K. Willis,K. Bryant,ATL,LAL,A. Walker,/players/w/walkean02.html,LAL,ATL,K. Willis,/players/w/willike02.html,C. Mihm,/players/m/mihmch01.html,0.0,23.863557548618004,26.069633905459618,0.9360307870140586,0.8899081184221224,107,140,50,80,57,59
200411080DAL,https://www.basketball-reference.com/boxscores/pbp/200411080DAL.html,Dallas Mavericks,Golden State Warriors,DAL,GSW,E. Dampier,A. Foyle,M. Finley,DAL,GSW,J. Howard,/players/h/howarjo01.html,DAL,GSW,E. Dampier,/players/d/dampier01.html,A. Foyle,/players/f/foylead01.html,1.0,26.939261324133977,26.067925431562376,0.8347723454219375,0.8797343573693692,367,140,213,79,155,62
200411080UTA,https://www.basketball-reference.com/boxscores/pbp/200411080UTA.html,Utah Jazz,Denver Nuggets,UTA,DEN,J. Collins,M. Camby,A. Miller,DEN,UTA,C. Anthony,/players/a/anthoca01.html,DEN,UTA,M. Camby,/players/c/cambyma01.html,J. Collins,/players/c/collija03.html,1.0,24.14085375812969,27.08125144312851,0.9854580110337126,0.8333588644589857,87,251,39,148,48,102
200411080LAC,https://www.basketball-reference.com/boxscores/pbp/200411080LAC.html,Los Angeles Clippers,Detroit Pistons,LAC,DET,C. Wilcox,B. Wallace,R. Wallace,DET,LAC,C. Billups,/players/b/billuch01.html,DET,LAC,B. Wallace,/players/w/wallabe01.html,C. Wilcox,/players/w/wilcoch01.html,1.0,22.27744465217759,26.427536823618773,1.8933520001778188,0.8277333806528875,21,455,7,288,14,166
200411090ORL,https://www.basketball-reference.com/boxscores/pbp/200411090ORL.html,Orlando Magic,Dallas Mavericks,ORL,DAL,K. Cato,E. Dampier,D. Harris,DAL,ORL,D. Nowitzki,/players/n/nowitdi01.html,DAL,ORL,E. Dampier,/players/d/dampier01.html,K. Cato,/players/c/catoke01.html,1.0,25.3307048337098,27.018561559775137,0.843583157625084,0.8344361949445892,200,369,103,214,97,155
200411090ATL,https://www.basketball-reference.com/boxscores/pbp/200411090ATL.html,Atlanta Hawks,Cleveland Cavaliers,ATL,CLE,K. Willis,Z. Ilgauskas,K. Willis,CLE,ATL,L. James,/players/j/jamesle01.html,ATL,CLE,Z. Ilgauskas,/players/i/ilgauzy01.html,K. Willis,/players/w/willike02.html,0.0,26.14404812148779,30.651917310449388,0.8888630023134216,0.8987057581456015,141,300,81,240,60,59
