Game Code,Full Hyperlink,Home,Away,Home Short,Away Short,Home Tipper,Away Tipper,First Scorer,Tip Winning Team,Tip Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Scored Upon Team,Tip Winner,Tip Winner Link,Tip Loser,Tip Loser Link,Tip Winner Scores,Home TS Mu,Away TS Mu,Home TS Sigma,Away TS Sigma,Home Lifetime Appearances,Away Lifetime Appearances,Home Tipper Wins,Away Tipper Wins,Home Tipper Losses,Away Tipper Losses,Home Glicko Mu,Away Glicko Mu,Home Glicko Sigma,Away Glicko Sigma,Home Glicko Phi,Away Glicko Phi,Home Elo,Away Elo
200610310LAL,https://www.basketball-reference.com/boxscores/pbp/200610310LAL.html,Los Angeles Lakers,Phoenix Suns,LAL,PHO,Andrew Bynum,Andrew Bynum,Andrew Bynum,PHO,LAL,,,LAL,PHO,Andrew Bynum,/players/b/bynuman01.html,Andrew Bynum,/players/b/bynuman01.html,0.0,25.0,25.0,8.333333333333334,8.333333333333334,0,0,0,1,1,1,1500.0,1500.0,0.6,0.6,500.0,500.0,1200.0,1200.0
200611010ORL,https://www.basketball-reference.com/boxscores/pbp/200611010ORL.html,Orlando Magic,Chicago Bulls,ORL,CHI,D. Howard,B. Wallace,K. Hinrich,ORL,CHI,G. Hill,/players/h/hillgr01.html,CHI,ORL,D. Howard,/players/h/howardw01.html,B. Wallace,/players/w/wallabe01.html,0.0,24.12588060501968,25.60964469078347,0.9312940016418276,0.8269292228632822,110,649,52,396,59,254,1741.7136605598926,1347.4362034811193,0.6127189285378645,0.7302919368579248,242.229283563279,298.69664987287183,1239.8273214161086,1287.6726958565455
200611010PHI,https://www.basketball-reference.com/boxscores/pbp/200611010PHI.html,Philadelphia 76ers,Atlanta Hawks,PHI,ATL,S. Dalembert,J. Smith,S. Dalembert,ATL,PHI,S. Williams,/players/w/willish02.html,PHI,ATL,J. Smith,/players/s/smithjo03.html,S. Dalembert,/players/d/dalemsa01.html,0.0,25.439929180136946,24.41459974266254,0.847102741200745,0.9087239646987341,168,117,94,57,74,59,1693.4423722365784,1822.37199211756,0.6474466398206525,0.6180308591022584,223.48413808314618,220.9927587113181,1271.6753793860962,1233.0476240168125
200611010BOS,https://www.basketball-reference.com/boxscores/pbp/200611010BOS.html,Boston Celtics,New Orleans/Oklahoma City Hornets,BOS,NOK,K. Perkins,T. Chandler,D. West,NOK,BOS,D. Mason,/players/m/masonde01.html,NOK,BOS,T. Chandler,/players/c/chandty01.html,K. Perkins,/players/p/perkike01.html,1.0,23.055807177178544,25.476911432182078,1.2996889621927512,0.8648261146490432,44,168,18,94,26,73,1565.9178382362215,1662.6020988629114,0.6082449829814689,0.6189700181773312,224.4192475456616,236.8544262930491,1195.6210665948856,1281.391688302038
200611010NJN,https://www.basketball-reference.com/boxscores/pbp/200611010NJN.html,New Jersey Nets,Toronto Raptors,NJN,TOR,J. Collins,C. Bosh,C. Bosh,NJN,TOR,R. Jefferson,/players/j/jefferi01.html,TOR,NJN,J. Collins,/players/c/collija04.html,C. Bosh,/players/b/boshch01.html,0.0,25.122887985214508,26.210477381369106,0.8242697872368671,0.8377615975577154,306,210,153,125,153,86,1243.0071855217275,1777.9793067765409,0.6892934439847224,0.6350011397129123,258.64698673688474,233.0432775510613,1271.06632770662,1301.985445692059
200611010CLE,https://www.basketball-reference.com/boxscores/pbp/200611010CLE.html,Cleveland Cavaliers,Washington Wizards,CLE,WAS,Z. Ilgauskas,E. Thomas,E. Snow,CLE,WAS,L. James,/players/j/jamesle01.html,CLE,WAS,Z. Ilgauskas,/players/i/ilgauzy01.html,E. Thomas,/players/t/thomaet01.html,1.0,28.633494206114644,23.015056861980547,0.85386634647284,1.4642187622411755,461,33,356,15,105,19,1961.7138648325297,1377.1095144570374,0.6550600737617099,0.6010954047013946,228.6124122151799,216.23541655222942,1419.5301416982065,1189.629248846205
200611010DET,https://www.basketball-reference.com/boxscores/pbp/200611010DET.html,Detroit Pistons,Milwaukee Bucks,DET,MIL,N. Mohammed,A. Bogut,A. Bogut,MIL,DET,C. Villanueva,/players/v/villach01.html,MIL,DET,A. Bogut,/players/b/bogutan01.html,N. Mohammed,/players/m/mohamna01.html,1.0,23.257896378742984,21.961145022430237,0.8329733029402023,3.554865934054718,235,7,88,2,147,4,1294.4082707250834,1354.7239123074726,0.649126602879124,0.5999937714531991,224.2697616019736,235.44090044046644,1201.795110396741,1197.7321208007688
200611010MEM,https://www.basketball-reference.com/boxscores/pbp/200611010MEM.html,Memphis Grizzlies,New York Knicks,MEM,NYK,J. Tsakalidis,E. Curry,D. Stoudamire,MEM,NYK,D. Stoudamire,/players/s/stoudda01.html,MEM,NYK,J. Tsakalidis,/players/t/tsakaja01.html,E. Curry,/players/c/curryed01.html,1.0,22.76036275509366,25.010373767206993,0.9361404338682852,0.836461292594127,114,193,39,100,75,94,1277.1018092344545,1351.755258811294,0.6190667993595274,0.633908429529917,214.5287449737772,227.47257169976226,1162.0013276592915,1261.5816100950979
200611010MIN,https://www.basketball-reference.com/boxscores/pbp/200611010MIN.html,Minnesota Timberwolves,Sacramento Kings,MIN,SAC,K. Garnett,B. Miller,K. Garnett,MIN,SAC,M. James,/players/j/jamesmi01.html,MIN,SAC,K. Garnett,/players/g/garneke01.html,B. Miller,/players/m/millebr01.html,1.0,25.564483967817733,22.858708490133218,0.8235947689261427,0.832131593512552,651,231,332,91,319,142,1494.0506226566424,1681.9562466610041,0.7219948104478533,0.6405027051717483,228.0754373467716,214.05398092964612,1289.3311049159531,1182.990869651812
200611010UTA,https://www.basketball-reference.com/boxscores/pbp/200611010UTA.html,Utah Jazz,Houston Rockets,UTA,HOU,M. Okur,Y. Ming,Y. Ming,UTA,HOU,D. Williams,/players/w/willide01.html,HOU,UTA,M. Okur,/players/o/okurme01.html,Y. Ming,/players/m/mingya01.html,0.0,21.588177101666158,23.112476866959152,1.421228768112996,0.8397404587676656,36,202,12,80,24,123,1454.2033508422915,1708.1300465516724,0.6087462318365435,0.6280967436136007,202.61328309789096,219.56505708118576,1165.6387909992866,1189.9041934553245
