Game Code,Full Hyperlink,Home,Away,Home Short,Away Short,Home Tipper,Away Tipper,First Scorer,Tip Winning Team,Tip Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Scored Upon Team,Tip Winner,Tip Winner Link,Tip Loser,Tip Loser Link,Tip Winner Scores,Home TS Mu,Away TS Mu,Home TS Sigma,Away TS Sigma,Home Lifetime Appearances,Away Lifetime Appearances,Home Tipper Wins,Away Tipper Wins,Home Tipper Losses,Away Tipper Losses
201310300SAS,https://www.basketball-reference.com/boxscores/pbp/201310300SAS.html,San Antonio Spurs,Memphis Grizzlies,SAS,MEM,T. Duncan,M. Gasol,M. Conley,MEM,SAS,M. Conley,/players/c/conlemi01.html,MEM,SAS,M. Gasol,/players/g/gasolma01.html,T. Duncan,/players/d/duncati01.html,1.0,26.03580158798028,26.67545270764412,0.8258864347105338,0.8358721838701236,693,392,399,244,295,148
201310300DAL,https://www.basketball-reference.com/boxscores/pbp/201310300DAL.html,Dallas Mavericks,Atlanta Hawks,DAL,ATL,S. Dalembert,A. Horford,A. Horford,ATL,DAL,P. Millsap,/players/m/millspa01.html,ATL,DAL,A. Horford,/players/h/horfoal01.html,S. Dalembert,/players/d/dalemsa01.html,1.0,27.980850899587292,22.579506084752765,0.8531181162857138,1.7862310683322795,617,24,402,10,216,13
201310300UTA,https://www.basketball-reference.com/boxscores/pbp/201310300UTA.html,Utah Jazz,Oklahoma City Thunder,UTA,OKC,D. Favors,S. Ibaka,D. Favors,UTA,OKC,E. Kanter,/players/k/kanteen01.html,UTA,OKC,D. Favors,/players/f/favorde01.html,S. Ibaka,/players/i/ibakase01.html,1.0,24.611708838405256,22.72459062432508,1.976020410359977,0.8315768197587624,18,227,10,106,8,123
201310300PHO,https://www.basketball-reference.com/boxscores/pbp/201310300PHO.html,Phoenix Suns,Portland Trail Blazers,PHO,POR,M. Plumlee,R. Lopez,L. Aldridge,POR,PHO,W. Matthews,/players/m/matthwe02.html,POR,PHO,R. Lopez,/players/l/lopezro01.html,M. Plumlee,/players/p/plumlmi01.html,1.0,25.0,21.810833623192806,8.333333333333334,0.8537262857952366,1,173,0,71,1,101
201310300SAC,https://www.basketball-reference.com/boxscores/pbp/201310300SAC.html,Sacramento Kings,Denver Nuggets,SAC,DEN,D. Cousins,J. McGee,T. Lawson,DEN,SAC,T. Lawson,/players/l/lawsoty01.html,DEN,SAC,J. McGee,/players/m/mcgeeja01.html,D. Cousins,/players/c/couside01.html,1.0,24.062483079835307,27.474008459358444,1.2645208008826612,0.8916727745849086,50,155,25,106,25,48
201310300GSW,https://www.basketball-reference.com/boxscores/pbp/201310300GSW.html,Golden State Warriors,Los Angeles Lakers,GSW,LAL,A. Bogut,P. Gasol,D. Lee,LAL,GSW,N. Young,/players/y/youngni01.html,GSW,LAL,P. Gasol,/players/g/gasolpa01.html,A. Bogut,/players/b/bogutan01.html,0.0,23.815308693030794,24.948322326938033,0.8293187952342231,0.8194667398840365,372,594,178,312,194,283
201310310CHI,https://www.basketball-reference.com/boxscores/pbp/201310310CHI.html,Chicago Bulls,New York Knicks,CHI,NYK,J. Noah,T. Chandler,T. Chandler,CHI,NYK,D. Rose,/players/r/rosede01.html,NYK,CHI,J. Noah,/players/n/noahjo01.html,T. Chandler,/players/c/chandty01.html,0.0,26.360921312622427,24.874051756124498,0.8301920936868102,0.8248092434329505,342,632,211,364,132,269
201310310LAC,https://www.basketball-reference.com/boxscores/pbp/201310310LAC.html,Los Angeles Clippers,Golden State Warriors,LAC,GSW,D. Jordan,A. Bogut,C. Paul,LAC,GSW,C. Paul,/players/p/paulch01.html,LAC,GSW,D. Jordan,/players/j/jordade01.html,A. Bogut,/players/b/bogutan01.html,1.0,27.54201284709427,23.739674354792914,0.8461361540559054,0.8291558904610723,254,372,171,178,84,195
201311010ORL,https://www.basketball-reference.com/boxscores/pbp/201311010ORL.html,Orlando Magic,New Orleans Pelicans,ORL,NOP,N. Vučević,A. Davis,A. Davis,NOP,ORL,J. Smith,/players/s/smithja02.html,NOP,ORL,A. Davis,/players/d/davisan02.html,N. Vučević,/players/v/vucevni01.html,1.0,20.244394590788392,21.40610109732372,1.017020077262484,3.4240333198787076,93,7,29,3,64,3
201311010WAS,https://www.basketball-reference.com/boxscores/pbp/201311010WAS.html,Washington Wizards,Philadelphia 76ers,WAS,PHI,M. Gortat,S. Hawes,T. Booker,WAS,PHI,T. Ariza,/players/a/arizatr01.html,WAS,PHI,M. Gortat,/players/g/gortama01.html,S. Hawes,/players/h/hawessp01.html,1.0,23.30772610045539,22.495992616938913,0.8788194464438617,0.8284913534931865,141,263,65,111,76,153
201311010ATL,https://www.basketball-reference.com/boxscores/pbp/201311010ATL.html,Atlanta Hawks,Toronto Raptors,ATL,TOR,A. Horford,J. Valančiūnas,J. Valančiūnas,TOR,ATL,K. Lowry,/players/l/lowryky01.html,TOR,ATL,J. Valančiūnas,/players/v/valanjo01.html,A. Horford,/players/h/horfoal01.html,1.0,23.262188308117523,22.29391949294855,1.7348072813617708,1.2796454190659579,25,47,11,21,14,25
201311010BOS,https://www.basketball-reference.com/boxscores/pbp/201311010BOS.html,Boston Celtics,Milwaukee Bucks,BOS,MIL,B. Bass,L. Sanders,O. Mayo,MIL,BOS,E. İlyasova,/players/i/ilyaser01.html,MIL,BOS,L. Sanders,/players/s/sandela01.html,B. Bass,/players/b/bassbr01.html,1.0,18.50054559827077,22.93928996329309,6.244492260814991,1.099653015584193,2,65,0,30,2,35
201311010BRK,https://www.basketball-reference.com/boxscores/pbp/201311010BRK.html,Brooklyn Nets,Miami Heat,BRK,MIA,B. Lopez,C. Bosh,M. Chalmers,MIA,BRK,U. Haslem,/players/h/hasleud01.html,MIA,BRK,C. Bosh,/players/b/boshch01.html,B. Lopez,/players/l/lopezbr01.html,1.0,24.503606849867253,25.095899396746045,0.8277763912955416,0.8261652274767582,319,603,159,339,161,263
201311010HOU,https://www.basketball-reference.com/boxscores/pbp/201311010HOU.html,Houston Rockets,Dallas Mavericks,HOU,DAL,D. Howard,S. Dalembert,S. Marion,HOU,DAL,J. Lin,/players/l/linje01.html,DAL,HOU,D. Howard,/players/h/howardw01.html,S. Dalembert,/players/d/dalemsa01.html,0.0,27.356237776667072,27.823980275880974,0.8419423679853077,0.8513681824372246,692,617,451,402,244,217
201311010MEM,https://www.basketball-reference.com/boxscores/pbp/201311010MEM.html,Memphis Grizzlies,Detroit Pistons,MEM,DET,M. Gasol,A. Drummond,G. Monroe,DET,MEM,W. Bynum,/players/b/bynumwi01.html,DET,MEM,A. Drummond,/players/d/drumman01.html,M. Gasol,/players/g/gasolma01.html,1.0,26.757539327956206,31.110859696038595,0.835439535820363,2.876342545849597,393,11,245,9,149,1
201311010MIN,https://www.basketball-reference.com/boxscores/pbp/201311010MIN.html,Minnesota Timberwolves,Oklahoma City Thunder,MIN,OKC,N. Peković,S. Ibaka,S. Ibaka,MIN,OKC,R. Rubio,/players/r/rubiori01.html,OKC,MIN,N. Peković,/players/p/pekovni01.html,S. Ibaka,/players/i/ibakase01.html,0.0,24.95817017815297,22.658156268643566,0.9600894787627814,0.8318764634717344,104,228,57,106,47,124
201311010DEN,https://www.basketball-reference.com/boxscores/pbp/201311010DEN.html,Denver Nuggets,Portland Trail Blazers,DEN,POR,J. McGee,R. Lopez,A. Randolph,DEN,POR,T. Lawson,/players/l/lawsoty01.html,DEN,POR,J. McGee,/players/m/mcgeeja01.html,R. Lopez,/players/l/lopezro01.html,1.0,27.535731914110844,21.881582940542067,0.8911138751206336,0.8557542919455388,155,173,107,72,48,102
201311010PHO,https://www.basketball-reference.com/boxscores/pbp/201311010PHO.html,Phoenix Suns,Utah Jazz,PHO,UTA,M. Plumlee,E. Kanter,M. Plumlee,PHO,UTA,G. Dragić,/players/d/dragigo01.html,PHO,UTA,M. Plumlee,/players/p/plumlmi01.html,E. Kanter,/players/k/kanteen01.html,1.0,18.321982881974556,18.263521713241225,6.202245164619052,6.249018608020152,1,1,0,0,1,2
201311010SAC,https://www.basketball-reference.com/boxscores/pbp/201311010SAC.html,Sacramento Kings,Los Angeles Clippers,SAC,LAC,D. Cousins,D. Jordan,D. Cousins,SAC,LAC,G. Vásquez,/players/v/vasqugr01.html,SAC,LAC,D. Cousins,/players/c/couside01.html,D. Jordan,/players/j/jordade01.html,1.0,23.938889351734634,27.594452107669195,1.2546387247302695,0.8464795474205364,50,255,25,172,25,85
201311010LAL,https://www.basketball-reference.com/boxscores/pbp/201311010LAL.html,Los Angeles Lakers,San Antonio Spurs,LAL,SAS,P. Gasol,T. Splitter,P. Gasol,LAL,SAS,S. Blake,/players/b/blakest01.html,LAL,SAS,P. Gasol,/players/g/gasolpa01.html,T. Splitter,/players/s/splitti01.html,1.0,25.022188169898644,21.812206704190682,0.8195053427644132,1.8904115911529926,594,19,313,7,283,13
201311020IND,https://www.basketball-reference.com/boxscores/pbp/201311020IND.html,Indiana Pacers,Cleveland Cavaliers,IND,CLE,R. Hibbert,T. Thompson,P. George,IND,CLE,C. Watson,/players/w/watsocj01.html,IND,CLE,R. Hibbert,/players/h/hibbero01.html,T. Thompson,/players/t/thomptr01.html,1.0,21.782212748128906,17.514262466466985,0.8262816460741643,1.6820489102429277,319,29,140,6,179,24
201311020PHI,https://www.basketball-reference.com/boxscores/pbp/201311020PHI.html,Philadelphia 76ers,Chicago Bulls,PHI,CHI,S. Hawes,J. Noah,S. Hawes,CHI,PHI,J. Butler,/players/b/butleji01.html,PHI,CHI,J. Noah,/players/n/noahjo01.html,S. Hawes,/players/h/hawessp01.html,0.0,22.41723157983284,26.433065309688363,0.8282689067664348,0.8301114256821385,265,344,111,212,154,132
201311020NOP,https://www.basketball-reference.com/boxscores/pbp/201311020NOP.html,New Orleans Pelicans,Charlotte Bobcats,NOP,CHA,A. Davis,B. Biyombo,J. Holiday,CHA,NOP,K. Walker,/players/w/walkeke02.html,NOP,CHA,B. Biyombo,/players/b/biyombi01.html,A. Davis,/players/d/davisan02.html,0.0,22.54915006545839,23.602387000921684,3.181259611209954,0.966778326911677,8,99,4,51,4,47
201311020DAL,https://www.basketball-reference.com/boxscores/pbp/201311020DAL.html,Dallas Mavericks,Memphis Grizzlies,DAL,MEM,S. Dalembert,M. Gasol,M. Gasol,DAL,MEM,D. Nowitzki,/players/n/nowitdi01.html,MEM,DAL,S. Dalembert,/players/d/dalemsa01.html,M. Gasol,/players/g/gasolma01.html,0.0,27.72604436812725,26.712131934480542,0.8503061117419954,0.836603722649664,618,393,402,245,217,150
201311020MIL,https://www.basketball-reference.com/boxscores/pbp/201311020MIL.html,Milwaukee Bucks,Toronto Raptors,MIL,TOR,Ersan Ilyasova,Jonas Valanciunas,Nate Wolters,MIL,TOR,,,MIL,TOR,Ersan Ilyasova,/players/i/ilyaser01.html,Jonas Valanciunas,/players/v/valanjo01.html,1.0,19.60394387361672,22.517774667164076,6.409400026971446,1.2659340731217845,1,47,0,22,1,26
201311020UTA,https://www.basketball-reference.com/boxscores/pbp/201311020UTA.html,Utah Jazz,Houston Rockets,UTA,HOU,D. Favors,D. Howard,C. Parsons,UTA,HOU,E. Kanter,/players/k/kanteen01.html,HOU,UTA,D. Favors,/players/f/favorde01.html,D. Howard,/players/h/howardw01.html,0.0,24.983760270089924,27.452037584659816,1.9259890497722232,0.8410928968893984,19,693,11,452,8,245
201311020POR,https://www.basketball-reference.com/boxscores/pbp/201311020POR.html,Portland Trail Blazers,San Antonio Spurs,POR,SAS,R. Lopez,T. Duncan,L. Aldridge,SAS,POR,T. Splitter,/players/s/splitti01.html,POR,SAS,T. Duncan,/players/d/duncati01.html,R. Lopez,/players/l/lopezro01.html,0.0,21.8431832954451,25.955645361538195,0.8566061156489423,0.8256643996077445,175,694,72,399,103,295
201311020GSW,https://www.basketball-reference.com/boxscores/pbp/201311020GSW.html,Golden State Warriors,Sacramento Kings,GSW,SAC,A. Bogut,D. Cousins,A. Bogut,GSW,SAC,S. Curry,/players/c/curryst01.html,GSW,SAC,A. Bogut,/players/b/bogutan01.html,D. Cousins,/players/c/couside01.html,1.0,23.68929866226319,24.234638192805328,0.8298021902064556,1.2391583764310854,373,51,178,26,195,26
201311030DET,https://www.basketball-reference.com/boxscores/pbp/201311030DET.html,Detroit Pistons,Boston Celtics,DET,BOS,A. Drummond,B. Bass,A. Drummond,DET,BOS,W. Bynum,/players/b/bynumwi01.html,DET,BOS,A. Drummond,/players/d/drumman01.html,B. Bass,/players/b/bassbr01.html,1.0,31.644246662735792,16.262858015101436,2.7551151770399738,5.391715884200126,11,2,10,0,1,3
201311030MIA,https://www.basketball-reference.com/boxscores/pbp/201311030MIA.html,Miami Heat,Washington Wizards,MIA,WAS,C. Bosh,M. Gortat,M. Gortat,WAS,MIA,J. Wall,/players/w/walljo01.html,WAS,MIA,M. Gortat,/players/g/gortama01.html,C. Bosh,/players/b/boshch01.html,1.0,25.176624894161204,23.396247967564967,0.825923515261541,0.8775136293784657,604,143,340,66,264,76
201311030ORL,https://www.basketball-reference.com/boxscores/pbp/201311030ORL.html,Orlando Magic,Brooklyn Nets,ORL,BRK,N. Vučević,B. Lopez,J. Maxiell,BRK,ORL,P. Pierce,/players/p/piercpa01.html,ORL,BRK,B. Lopez,/players/l/lopezbr01.html,N. Vučević,/players/v/vucevni01.html,0.0,20.142934126495938,24.42256936259495,1.0141918341751708,0.8275007851771026,94,320,29,159,65,161
201311030OKC,https://www.basketball-reference.com/boxscores/pbp/201311030OKC.html,Oklahoma City Thunder,Phoenix Suns,OKC,PHO,S. Ibaka,M. Plumlee,R. Westbrook,PHO,OKC,E. Bledsoe,/players/b/bledser01.html,OKC,PHO,M. Plumlee,/players/p/plumlmi01.html,S. Ibaka,/players/i/ibakase01.html,0.0,22.59392326569425,21.159863647691306,0.8320228111741095,5.510553266770697,230,3,106,1,125,1
201311030NYK,https://www.basketball-reference.com/boxscores/pbp/201311030NYK.html,New York Knicks,Minnesota Timberwolves,NYK,MIN,T. Chandler,N. Peković,R. Felton,NYK,MIN,A. Bargnani,/players/b/bargnan01.html,NYK,MIN,T. Chandler,/players/c/chandty01.html,N. Peković,/players/p/pekovni01.html,1.0,24.802830967331317,25.043516960029773,0.8248371693423854,0.9575416529145543,633,105,364,58,269,48
201311030LAL,https://www.basketball-reference.com/boxscores/pbp/201311030LAL.html,Los Angeles Lakers,Atlanta Hawks,LAL,ATL,P. Gasol,A. Horford,D. Carroll,LAL,ATL,S. Nash,/players/n/nashst01.html,ATL,LAL,P. Gasol,/players/g/gasolpa01.html,A. Horford,/players/h/horfoal01.html,0.0,25.075516991588177,22.851555754287944,0.8203482878124653,1.6957850982531786,595,25,314,11,283,15
201311040CLE,https://www.basketball-reference.com/boxscores/pbp/201311040CLE.html,Cleveland Cavaliers,Minnesota Timberwolves,CLE,MIN,T. Thompson,N. Peković,C. Brewer,MIN,CLE,K. Love,/players/l/loveke01.html,MIN,CLE,N. Peković,/players/p/pekovni01.html,T. Thompson,/players/t/thomptr01.html,1.0,17.325573070286016,24.923538313893733,1.6571800878966534,0.9539922014176049,31,107,6,58,25,48
201311040PHI,https://www.basketball-reference.com/boxscores/pbp/201311040PHI.html,Philadelphia 76ers,Golden State Warriors,PHI,GSW,S. Hawes,A. Bogut,M. Carter-Williams,GSW,PHI,D. Lee,/players/l/leeda02.html,PHI,GSW,A. Bogut,/players/b/bogutan01.html,S. Hawes,/players/h/hawessp01.html,0.0,22.36874105501203,23.782289321308994,0.8289977567302289,0.8292980259566218,266,375,111,179,155,195
201311040MEM,https://www.basketball-reference.com/boxscores/pbp/201311040MEM.html,Memphis Grizzlies,Boston Celtics,MEM,BOS,M. Gasol,B. Bass,A. Bradley,MEM,BOS,T. Allen,/players/a/allento01.html,BOS,MEM,M. Gasol,/players/g/gasolma01.html,B. Bass,/players/b/bassbr01.html,0.0,26.633966887131596,15.974655174418245,0.8362636041678814,5.222951210748342,394,3,245,0,150,4
201311040LAC,https://www.basketball-reference.com/boxscores/pbp/201311040LAC.html,Los Angeles Clippers,Houston Rockets,LAC,HOU,D. Jordan,D. Howard,J. Redick,LAC,HOU,C. Paul,/players/p/paulch01.html,LAC,HOU,D. Jordan,/players/j/jordade01.html,D. Howard,/players/h/howardw01.html,1.0,27.459121601276568,27.337276073442162,0.8449465874933139,0.8401952260127683,256,694,172,452,85,246
201311050TOR,https://www.basketball-reference.com/boxscores/pbp/201311050TOR.html,Toronto Raptors,Miami Heat,TOR,MIA,J. Valančiūnas,S. Battier,R. Gay,TOR,MIA,K. Lowry,/players/l/lowryky01.html,TOR,MIA,J. Valančiūnas,/players/v/valanjo01.html,S. Battier,/players/b/battish01.html,1.0,22.336528296892304,21.28126085242366,1.2598235773523492,4.5212622574084635,48,3,22,1,26,3
201311050BRK,https://www.basketball-reference.com/boxscores/pbp/201311050BRK.html,Brooklyn Nets,Utah Jazz,BRK,UTA,B. Lopez,D. Favors,P. Pierce,BRK,UTA,D. Williams,/players/w/willide01.html,BRK,UTA,B. Lopez,/players/l/lopezbr01.html,D. Favors,/players/f/favorde01.html,1.0,24.468768070036663,25.58077609859939,0.8283512310849563,1.8675102156618355,320,20,160,12,161,9
201311050DET,https://www.basketball-reference.com/boxscores/pbp/201311050DET.html,Detroit Pistons,Indiana Pacers,DET,IND,A. Drummond,R. Hibbert,C. Watson,DET,IND,B. Jennings,/players/j/jennibr01.html,IND,DET,A. Drummond,/players/d/drumman01.html,R. Hibbert,/players/h/hibbero01.html,0.0,31.719550513447786,21.828096284007326,2.73401356414259,0.8272633983585713,12,320,11,141,1,180
201311050NYK,https://www.basketball-reference.com/boxscores/pbp/201311050NYK.html,New York Knicks,Charlotte Bobcats,NYK,CHA,T. Chandler,B. Biyombo,C. Anthony,CHA,NYK,K. Walker,/players/w/walkeke02.html,NYK,CHA,B. Biyombo,/players/b/biyombi01.html,T. Chandler,/players/c/chandty01.html,0.0,24.892091305621243,23.696716631206975,0.8244402698001636,0.9647893131672567,635,100,365,52,270,47
201311050NOP,https://www.basketball-reference.com/boxscores/pbp/201311050NOP.html,New Orleans Pelicans,Phoenix Suns,NOP,PHO,A. Davis,M. Plumlee,E. Bledsoe,NOP,PHO,J. Holiday,/players/h/holidjr01.html,PHO,NOP,A. Davis,/players/d/davisan02.html,M. Plumlee,/players/p/plumlmi01.html,0.0,21.534595043003804,24.475961244684708,2.9798658904986417,4.631795536600923,8,3,4,2,4,2
201311050DAL,https://www.basketball-reference.com/boxscores/pbp/201311050DAL.html,Dallas Mavericks,Los Angeles Lakers,DAL,LAL,S. Dalembert,P. Gasol,S. Marion,LAL,DAL,S. Nash,/players/n/nashst01.html,DAL,LAL,P. Gasol,/players/g/gasolpa01.html,S. Dalembert,/players/d/dalemsa01.html,0.0,27.806765489079346,25.137714592643373,0.8496776352490863,0.8208592198506279,620,597,403,315,218,283
201311050DEN,https://www.basketball-reference.com/boxscores/pbp/201311050DEN.html,Denver Nuggets,San Antonio Spurs,DEN,SAS,J. McGee,T. Duncan,T. Duncan,SAS,DEN,K. Leonard,/players/l/leonaka01.html,SAS,DEN,T. Duncan,/players/d/duncati01.html,J. McGee,/players/m/mcgeeja01.html,1.0,27.577340024582067,26.003036102924902,0.8913963985811445,0.826472435868158,157,695,108,400,49,295
201311050POR,https://www.basketball-reference.com/boxscores/pbp/201311050POR.html,Portland Trail Blazers,Houston Rockets,POR,HOU,R. Lopez,D. Howard,W. Matthews,HOU,POR,J. Lin,/players/l/linje01.html,POR,HOU,D. Howard,/players/h/howardw01.html,R. Lopez,/players/l/lopezro01.html,0.0,21.792210558865367,27.248618953189133,0.8568716376334398,0.8395352342852587,176,696,72,452,104,246
201311050SAC,https://www.basketball-reference.com/boxscores/pbp/201311050SAC.html,Sacramento Kings,Atlanta Hawks,SAC,ATL,D. Cousins,A. Horford,D. Cousins,ATL,SAC,P. Millsap,/players/m/millspa01.html,SAC,ATL,A. Horford,/players/h/horfoal01.html,D. Cousins,/players/c/couside01.html,0.0,24.02841122676411,22.58785725236311,1.2264539747594843,1.6651961515948064,53,27,26,11,27,15
201311060CHA,https://www.basketball-reference.com/boxscores/pbp/201311060CHA.html,Charlotte Bobcats,Toronto Raptors,CHA,TOR,B. Biyombo,J. Valančiūnas,J. McRoberts,CHA,TOR,K. Walker,/players/w/walkeke02.html,CHA,TOR,B. Biyombo,/players/b/biyombi01.html,J. Valančiūnas,/players/v/valanjo01.html,1.0,23.83323092337004,22.482753354586833,0.9606992866790165,1.2524589525356464,100,49,53,23,47,27
201311060IND,https://www.basketball-reference.com/boxscores/pbp/201311060IND.html,Indiana Pacers,Chicago Bulls,IND,CHI,R. Hibbert,J. Noah,L. Deng,IND,CHI,P. George,/players/g/georgpa01.html,CHI,IND,R. Hibbert,/players/h/hibbero01.html,J. Noah,/players/n/noahjo01.html,0.0,21.81282103369709,26.481769648513296,0.8299618026620247,0.8308081468302662,321,344,141,213,180,133
201311060ORL,https://www.basketball-reference.com/boxscores/pbp/201311060ORL.html,Orlando Magic,Los Angeles Clippers,ORL,LAC,N. Vučević,D. Jordan,A. Afflalo,LAC,ORL,C. Paul,/players/p/paulch01.html,ORL,LAC,D. Jordan,/players/j/jordade01.html,N. Vučević,/players/v/vucevni01.html,0.0,20.0737712126881,27.54877448527338,1.011494704927109,0.844182571394362,95,258,29,173,66,85
201311060PHI,https://www.basketball-reference.com/boxscores/pbp/201311060PHI.html,Philadelphia 76ers,Washington Wizards,PHI,WAS,S. Hawes,M. Gortat,B. Beal,WAS,PHI,T. Ariza,/players/a/arizatr01.html,WAS,PHI,M. Gortat,/players/g/gortama01.html,S. Hawes,/players/h/hawessp01.html,1.0,22.296061198688104,23.517403288275144,0.8289211404313428,0.875495420966418,267,144,111,67,156,76
201311060BOS,https://www.basketball-reference.com/boxscores/pbp/201311060BOS.html,Boston Celtics,Utah Jazz,BOS,UTA,B. Bass,D. Favors,E. Kanter,UTA,BOS,E. Kanter,/players/k/kanteen01.html,UTA,BOS,D. Favors,/players/f/favorde01.html,B. Bass,/players/b/bassbr01.html,1.0,15.346665367325759,25.09425863325376,4.9136274584540685,1.8171835497843025,5,22,0,12,5,9
201311060MEM,https://www.basketball-reference.com/boxscores/pbp/201311060MEM.html,Memphis Grizzlies,New Orleans Pelicans,MEM,NOP,M. Gasol,A. Davis,T. Allen,MEM,NOP,Z. Randolph,/players/r/randoza01.html,MEM,NOP,M. Gasol,/players/g/gasolma01.html,A. Davis,/players/d/davisan02.html,1.0,26.65022191790936,22.644860030638526,0.8391518658770266,2.8417503592765376,395,9,246,5,150,5
201311060MIL,https://www.basketball-reference.com/boxscores/pbp/201311060MIL.html,Milwaukee Bucks,Cleveland Cavaliers,MIL,CLE,J. Henson,T. Thompson,J. Henson,MIL,CLE,N. Wolters,/players/w/woltena01.html,MIL,CLE,J. Henson,/players/h/hensojo01.html,T. Thompson,/players/t/thomptr01.html,1.0,26.130834511903174,17.228544280589016,3.51209592810755,1.6418324938441162,6,31,4,6,2,26
