Game Code,Full Hyperlink,Home,Away,Home Short,Away Short,Home Tipper,Away Tipper,First Scorer,Tipoff Winning Team,Tipoff Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Scored Upon Team,Tipoff Winner,Tipoff Winner Link,Tipoff Loser,Tipoff Loser Link,Tipoff Winner Scores
200310280SAS,https://www.basketball-reference.com/boxscores/pbp/200310280SAS.html,San Antonio Spurs,Phoenix Suns,SAS,PHO,T. Duncan,J. Voskuhl,S. Marbury,PHO,SAS,S. Marbury,/players/m/marbust01.html,PHO,SAS,J. Voskuhl,/players/v/voskuja01.html,T. Duncan,/players/d/duncati01.html,1
200310280LAL,https://www.basketball-reference.com/boxscores/pbp/200310280LAL.html,Los Angeles Lakers,Dallas Mavericks,LAL,DAL,S. O'Neal,D. Fortson,D. George,LAL,DAL,D. Fisher,/players/f/fishede01.html,LAL,DAL,S. O'Neal,/players/o/onealsh01.html,D. Fortson,/players/f/fortsda01.html,1
200310290BOS,https://www.basketball-reference.com/boxscores/pbp/200310290BOS.html,Boston Celtics,Miami Heat,BOS,MIA,M. Blount,B. Grant,R. Alston,MIA,BOS,E. Jones,/players/j/jonesed02.html,MIA,BOS,B. Grant,/players/g/grantbr01.html,M. Blount,/players/b/blounma01.html,1
200310290DET,https://www.basketball-reference.com/boxscores/pbp/200310290DET.html,Detroit Pistons,Indiana Pacers,DET,IND,B. Wallace,J. O'Neal,J. O'Neal,IND,DET,K. Anderson,/players/a/anderke01.html,IND,DET,J. O'Neal,/players/o/onealje01.html,B. Wallace,/players/w/wallabe01.html,1
200310290TOR,https://www.basketball-reference.com/boxscores/pbp/200310290TOR.html,Toronto Raptors,New Jersey Nets,TOR,NJN,A. Davis,J. Collins,K. Martin,TOR,NJN,A. Williams,/players/w/willial02.html,NJN,TOR,A. Davis,/players/d/davisan01.html,J. Collins,/players/c/collija04.html,0
200310290MIN,https://www.basketball-reference.com/boxscores/pbp/200310290MIN.html,Minnesota Timberwolves,Milwaukee Bucks,MIN,MIL,M. Olowokandi,B. Skinner,K. Garnett,MIL,MIN,M. Redd,/players/r/reddmi01.html,MIN,MIL,B. Skinner,/players/s/skinnbr01.html,M. Olowokandi,/players/o/olowomi01.html,0
200310290NOH,https://www.basketball-reference.com/boxscores/pbp/200310290NOH.html,New Orleans Hornets,Atlanta Hawks,NOH,ATL,J. Magloire,T. Ratliff,S. Abdur-Rahim,ATL,NOH,S. Abdur-Rahim,/players/a/abdursh01.html,ATL,NOH,T. Ratliff,/players/r/ratlith01.html,J. Magloire,/players/m/magloja01.html,1
200310290NYK,https://www.basketball-reference.com/boxscores/pbp/200310290NYK.html,New York Knicks,Orlando Magic,NYK,ORL,K. Thomas,D. Gooden,T. McGrady,ORL,NYK,T. Lue,/players/l/luety01.html,ORL,NYK,D. Gooden,/players/g/goodedr01.html,K. Thomas,/players/t/thomaku01.html,1
200310290CHI,https://www.basketball-reference.com/boxscores/pbp/200310290CHI.html,Chicago Bulls,Washington Wizards,CHI,WAS,E. Curry,K. Brown,J. Rose,WAS,CHI,B. Haywood,/players/h/haywobr01.html,CHI,WAS,K. Brown,/players/b/brownkw01.html,E. Curry,/players/c/curryed01.html,0
200310290UTA,https://www.basketball-reference.com/boxscores/pbp/200310290UTA.html,Utah Jazz,Portland Trail Blazers,UTA,POR,G. Ostertag,R. Wallace,A. Kirilenko,UTA,POR,M. Harpring,/players/h/harprma01.html,UTA,POR,G. Ostertag,/players/o/ostergr01.html,R. Wallace,/players/w/wallara01.html,1
200310290DEN,https://www.basketball-reference.com/boxscores/pbp/200310290DEN.html,Denver Nuggets,San Antonio Spurs,DEN,SAS,M. Camby,T. Duncan,A. Miller,DEN,SAS,A. Miller,/players/m/millean02.html,DEN,SAS,M. Camby,/players/c/cambyma01.html,T. Duncan,/players/d/duncati01.html,1
200310290SAC,https://www.basketball-reference.com/boxscores/pbp/200310290SAC.html,Sacramento Kings,Cleveland Cavaliers,SAC,CLE,V. Divac,Z. Ilgauskas,P. Stojaković,CLE,SAC,D. Miles,/players/m/milesda01.html,SAC,CLE,Z. Ilgauskas,/players/i/ilgauzy01.html,V. Divac,/players/d/divacvl01.html,0
200310290GSW,https://www.basketball-reference.com/boxscores/pbp/200310290GSW.html,Golden State Warriors,Dallas Mavericks,GSW,DAL,E. Dampier,D. Nowitzki,M. Dunleavy,GSW,DAL,S. Claxton,/players/c/claxtsp01.html,GSW,DAL,E. Dampier,/players/d/dampier01.html,D. Nowitzki,/players/n/nowitdi01.html,1
200310300SEA,https://www.basketball-reference.com/boxscores/pbp/200310300SEA.html,Seattle SuperSonics,Los Angeles Clippers,SEA,LAC,C. Booth,P. Drobnjak,R. Murray,SEA,LAC,R. Lewis,/players/l/lewisra02.html,SEA,LAC,C. Booth,/players/b/boothca01.html,P. Drobnjak,/players/d/drobnpr01.html,1
200310300ORL,https://www.basketball-reference.com/boxscores/pbp/200310300ORL.html,Orlando Magic,New Orleans Hornets,ORL,NOH,D. Gooden,J. Magloire,J. Magloire,ORL,NOH,J. Howard,/players/h/howarju01.html,NOH,ORL,D. Gooden,/players/g/goodedr01.html,J. Magloire,/players/m/magloja01.html,0
200310300HOU,https://www.basketball-reference.com/boxscores/pbp/200310300HOU.html,Houston Rockets,Denver Nuggets,HOU,DEN,Y. Ming,M. Camby,Y. Ming,DEN,HOU,A. Miller,/players/m/millean02.html,HOU,DEN,M. Camby,/players/c/cambyma01.html,Y. Ming,/players/m/mingya01.html,0
200310300PHO,https://www.basketball-reference.com/boxscores/pbp/200310300PHO.html,Phoenix Suns,Cleveland Cavaliers,PHO,CLE,J. Voskuhl,Z. Ilgauskas,Z. Ilgauskas,CLE,PHO,C. Boozer,/players/b/boozeca01.html,CLE,PHO,Z. Ilgauskas,/players/i/ilgauzy01.html,J. Voskuhl,/players/v/voskuja01.html,1
200310310TOR,https://www.basketball-reference.com/boxscores/pbp/200310310TOR.html,Toronto Raptors,Washington Wizards,TOR,WAS,A. Davis,K. Brown,B. Haywood,WAS,TOR,J. Hayes,/players/h/hayesja01.html,WAS,TOR,K. Brown,/players/b/brownkw01.html,A. Davis,/players/d/davisan01.html,1
200310310IND,https://www.basketball-reference.com/boxscores/pbp/200310310IND.html,Indiana Pacers,Milwaukee Bucks,IND,MIL,J. O'Neal,J. Smith,J. Smith,IND,MIL,M. World Peace,/players/a/artesro01.html,MIL,IND,J. O'Neal,/players/o/onealje01.html,J. Smith,/players/s/smithjo02.html,0
200310310MIA,https://www.basketball-reference.com/boxscores/pbp/200310310MIA.html,Miami Heat,Detroit Pistons,MIA,DET,B. Grant,B. Wallace,C. Billups,DET,MIA,C. Billups,/players/b/billuch01.html,DET,MIA,B. Wallace,/players/w/wallabe01.html,B. Grant,/players/g/grantbr01.html,1
200310310MEM,https://www.basketball-reference.com/boxscores/pbp/200310310MEM.html,Memphis Grizzlies,Boston Celtics,MEM,BOS,P. Gasol,M. Blount,K. Brown,MEM,BOS,J. Williams,/players/w/willija02.html,BOS,MEM,P. Gasol,/players/g/gasolpa01.html,M. Blount,/players/b/blounma01.html,0
200310310NJN,https://www.basketball-reference.com/boxscores/pbp/200310310NJN.html,New Jersey Nets,Minnesota Timberwolves,NJN,MIN,J. Collins,M. Olowokandi,K. Kittles,MIN,NJN,L. Sprewell,/players/s/sprewla01.html,NJN,MIN,M. Olowokandi,/players/o/olowomi01.html,J. Collins,/players/c/collija04.html,0
200310310CHI,https://www.basketball-reference.com/boxscores/pbp/200310310CHI.html,Chicago Bulls,Atlanta Hawks,CHI,ATL,T. Chandler,T. Ratliff,E. Curry,ATL,CHI,J. Terry,/players/t/terryja01.html,CHI,ATL,T. Ratliff,/players/r/ratlith01.html,T. Chandler,/players/c/chandty01.html,0
200310310LAC,https://www.basketball-reference.com/boxscores/pbp/200310310LAC.html,Los Angeles Clippers,Seattle SuperSonics,LAC,SEA,P. Drobnjak,C. Booth,R. Lewis,SEA,LAC,R. Murray,/players/m/murraro01.html,SEA,LAC,C. Booth,/players/b/boothca01.html,P. Drobnjak,/players/d/drobnpr01.html,1
200310310SAC,https://www.basketball-reference.com/boxscores/pbp/200310310SAC.html,Sacramento Kings,Philadelphia 76ers,SAC,PHI,V. Divac,D. Coleman,B. Miller,SAC,PHI,P. Stojaković,/players/s/stojape01.html,SAC,PHI,V. Divac,/players/d/divacvl01.html,D. Coleman,/players/c/colemde01.html,1
200311010ORL,https://www.basketball-reference.com/boxscores/pbp/200311010ORL.html,Orlando Magic,Detroit Pistons,ORL,DET,D. Gooden,B. Wallace,J. Howard,ORL,DET,B. Johnsen,/players/j/johnsbr01.html,ORL,DET,D. Gooden,/players/g/goodedr01.html,B. Wallace,/players/w/wallabe01.html,1
200311010WAS,https://www.basketball-reference.com/boxscores/pbp/200311010WAS.html,Washington Wizards,New Jersey Nets,WAS,NJN,K. Brown,J. Collins,B. Scalabrine,WAS,NJN,G. Arenas,/players/a/arenagi01.html,NJN,WAS,K. Brown,/players/b/brownkw01.html,J. Collins,/players/c/collija04.html,0
200311010MIN,https://www.basketball-reference.com/boxscores/pbp/200311010MIN.html,Minnesota Timberwolves,Toronto Raptors,MIN,TOR,M. Olowokandi,A. Davis,M. Olowokandi,MIN,TOR,L. Sprewell,/players/s/sprewla01.html,MIN,TOR,M. Olowokandi,/players/o/olowomi01.html,A. Davis,/players/d/davisan01.html,1
200311010NOH,https://www.basketball-reference.com/boxscores/pbp/200311010NOH.html,New Orleans Hornets,Boston Celtics,NOH,BOS,J. Magloire,M. Blount,V. Baker,NOH,BOS,P. Brown,/players/b/brownpj01.html,BOS,NOH,J. Magloire,/players/m/magloja01.html,M. Blount,/players/b/blounma01.html,0
200311010DAL,https://www.basketball-reference.com/boxscores/pbp/200311010DAL.html,Dallas Mavericks,Utah Jazz,DAL,UTA,D. Nowitzki,G. Ostertag,M. Finley,DAL,UTA,A. Walker,/players/w/walkean02.html,DAL,UTA,D. Nowitzki,/players/n/nowitdi01.html,G. Ostertag,/players/o/ostergr01.html,1
200311010HOU,https://www.basketball-reference.com/boxscores/pbp/200311010HOU.html,Houston Rockets,Memphis Grizzlies,HOU,MEM,Y. Ming,P. Gasol,K. Cato,MEM,HOU,M. Miller,/players/m/millemi01.html,HOU,MEM,P. Gasol,/players/g/gasolpa01.html,Y. Ming,/players/m/mingya01.html,0
200311010MIL,https://www.basketball-reference.com/boxscores/pbp/200311010MIL.html,Milwaukee Bucks,Chicago Bulls,MIL,CHI,B. Skinner,T. Chandler,J. Rose,MIL,CHI,T. Ford,/players/f/fordtj01.html,CHI,MIL,B. Skinner,/players/s/skinnbr01.html,T. Chandler,/players/c/chandty01.html,0
200311010SAS,https://www.basketball-reference.com/boxscores/pbp/200311010SAS.html,San Antonio Spurs,New York Knicks,SAS,NYK,T. Duncan,D. Mutombo,C. Ward,NYK,SAS,K. Thomas,/players/t/thomaku01.html,SAS,NYK,D. Mutombo,/players/m/mutomdi01.html,T. Duncan,/players/d/duncati01.html,0
200311010DEN,https://www.basketball-reference.com/boxscores/pbp/200311010DEN.html,Denver Nuggets,Sacramento Kings,DEN,SAC,M. Camby,V. Divac,V. Lenard,DEN,SAC,A. Miller,/players/m/millean02.html,DEN,SAC,M. Camby,/players/c/cambyma01.html,V. Divac,/players/d/divacvl01.html,1
200311010PHO,https://www.basketball-reference.com/boxscores/pbp/200311010PHO.html,Phoenix Suns,Los Angeles Lakers,PHO,LAL,J. Voskuhl,S. O'Neal,D. George,LAL,PHO,K. Bryant,/players/b/bryanko01.html,LAL,PHO,S. O'Neal,/players/o/onealsh01.html,J. Voskuhl,/players/v/voskuja01.html,1
200311010POR,https://www.basketball-reference.com/boxscores/pbp/200311010POR.html,Portland Trail Blazers,Cleveland Cavaliers,POR,CLE,R. Wallace,Z. Ilgauskas,C. Boozer,CLE,POR,L. James,/players/j/jamesle01.html,CLE,POR,Z. Ilgauskas,/players/i/ilgauzy01.html,R. Wallace,/players/w/wallara01.html,1
200311010GSW,https://www.basketball-reference.com/boxscores/pbp/200311010GSW.html,Golden State Warriors,Philadelphia 76ers,GSW,PHI,E. Dampier,D. Coleman,E. Dampier,GSW,PHI,C. Robinson,/players/r/robincl02.html,GSW,PHI,E. Dampier,/players/d/dampier01.html,D. Coleman,/players/c/colemde01.html,1
200311020LAL,https://www.basketball-reference.com/boxscores/pbp/200311020LAL.html,Los Angeles Lakers,Golden State Warriors,LAL,GSW,S. O'Neal,E. Dampier,C. Cheaney,LAL,GSW,D. George,/players/g/georgde01.html,GSW,LAL,S. O'Neal,/players/o/onealsh01.html,E. Dampier,/players/d/dampier01.html,0
200311030ORL,https://www.basketball-reference.com/boxscores/pbp/200311030ORL.html,Orlando Magic,New York Knicks,ORL,NYK,S. Hunter,D. Mutombo,A. Houston,NYK,ORL,K. Thomas,/players/t/thomaku01.html,NYK,ORL,D. Mutombo,/players/m/mutomdi01.html,S. Hunter,/players/h/huntest01.html,1
200311030ATL,https://www.basketball-reference.com/boxscores/pbp/200311030ATL.html,Atlanta Hawks,New Orleans Hornets,ATL,NOH,T. Ratliff,J. Magloire,S. Abdur-Rahim,ATL,NOH,J. Vaughn,/players/v/vaughja01.html,ATL,NOH,T. Ratliff,/players/r/ratlith01.html,J. Magloire,/players/m/magloja01.html,1
200311030MEM,https://www.basketball-reference.com/boxscores/pbp/200311030MEM.html,Memphis Grizzlies,San Antonio Spurs,MEM,SAS,P. Gasol,T. Duncan,J. Williams,SAS,MEM,J. Hart,/players/h/hartja01.html,MEM,SAS,T. Duncan,/players/d/duncati01.html,P. Gasol,/players/g/gasolpa01.html,0
200311030CHI,https://www.basketball-reference.com/boxscores/pbp/200311030CHI.html,Chicago Bulls,Houston Rockets,CHI,HOU,T. Chandler,Y. Ming,Y. Ming,HOU,CHI,S. Francis,/players/f/francst01.html,HOU,CHI,Y. Ming,/players/m/mingya01.html,T. Chandler,/players/c/chandty01.html,1
200311030DAL,https://www.basketball-reference.com/boxscores/pbp/200311030DAL.html,Dallas Mavericks,Miami Heat,DAL,MIA,D. Nowitzki,B. Grant,U. Haslem,MIA,DAL,R. Alston,/players/a/alstora01.html,MIA,DAL,B. Grant,/players/g/grantbr01.html,D. Nowitzki,/players/n/nowitdi01.html,1
200311030UTA,https://www.basketball-reference.com/boxscores/pbp/200311030UTA.html,Utah Jazz,Minnesota Timberwolves,UTA,MIN,G. Ostertag,M. Olowokandi,D. Stevenson,UTA,MIN,R. López,/players/l/lopezra01.html,UTA,MIN,G. Ostertag,/players/o/ostergr01.html,M. Olowokandi,/players/o/olowomi01.html,1
200311030POR,https://www.basketball-reference.com/boxscores/pbp/200311030POR.html,Portland Trail Blazers,Philadelphia 76ers,POR,PHI,R. Wallace,D. Coleman,R. Wallace,POR,PHI,D. Stoudamire,/players/s/stoudda01.html,POR,PHI,R. Wallace,/players/w/wallara01.html,D. Coleman,/players/c/colemde01.html,1
200311040IND,https://www.basketball-reference.com/boxscores/pbp/200311040IND.html,Indiana Pacers,Denver Nuggets,IND,DEN,J. O'Neal,M. Camby,K. Anderson,DEN,IND,A. Miller,/players/m/millean02.html,IND,DEN,M. Camby,/players/c/cambyma01.html,J. O'Neal,/players/o/onealje01.html,0
200311040NJN,https://www.basketball-reference.com/boxscores/pbp/200311040NJN.html,New Jersey Nets,Houston Rockets,NJN,HOU,J. Collins,Y. Ming,K. Cato,HOU,NJN,K. Cato,/players/c/catoke01.html,HOU,NJN,Y. Ming,/players/m/mingya01.html,J. Collins,/players/c/collija04.html,1
200311040MIL,https://www.basketball-reference.com/boxscores/pbp/200311040MIL.html,Milwaukee Bucks,Los Angeles Lakers,MIL,LAL,D. Santiago,S. O'Neal,S. O'Neal,LAL,MIL,G. Payton,/players/p/paytoga01.html,LAL,MIL,S. O'Neal,/players/o/onealsh01.html,D. Santiago,/players/s/santida01.html,1
200311040SAS,https://www.basketball-reference.com/boxscores/pbp/200311040SAS.html,San Antonio Spurs,Miami Heat,SAS,MIA,R. Nesterović,B. Grant,B. Grant,SAS,MIA,M. Rose,/players/r/rosema01.html,MIA,SAS,R. Nesterović,/players/n/nestera01.html,B. Grant,/players/g/grantbr01.html,0
200311050ORL,https://www.basketball-reference.com/boxscores/pbp/200311050ORL.html,Orlando Magic,Chicago Bulls,ORL,CHI,S. Hunter,T. Chandler,T. Chandler,CHI,ORL,J. Crawford,/players/c/crawfja01.html,CHI,ORL,T. Chandler,/players/c/chandty01.html,S. Hunter,/players/h/huntest01.html,1
200311050PHI,https://www.basketball-reference.com/boxscores/pbp/200311050PHI.html,Philadelphia 76ers,New Orleans Hornets,PHI,NOH,K. Thomas,J. Magloire,P. Brown,NOH,PHI,P. Brown,/players/b/brownpj01.html,NOH,PHI,J. Magloire,/players/m/magloja01.html,K. Thomas,/players/t/thomake01.html,1
200311050WAS,https://www.basketball-reference.com/boxscores/pbp/200311050WAS.html,Washington Wizards,Dallas Mavericks,WAS,DAL,K. Brown,D. Nowitzki,A. Walker,DAL,WAS,S. Nash,/players/n/nashst01.html,DAL,WAS,D. Nowitzki,/players/n/nowitdi01.html,K. Brown,/players/b/brownkw01.html,1
200311050DET,https://www.basketball-reference.com/boxscores/pbp/200311050DET.html,Detroit Pistons,Boston Celtics,DET,BOS,B. Wallace,M. Blount,K. Brown,DET,BOS,T. Prince,/players/p/princta01.html,BOS,DET,B. Wallace,/players/w/wallabe01.html,M. Blount,/players/b/blounma01.html,0
200311050NYK,https://www.basketball-reference.com/boxscores/pbp/200311050NYK.html,New York Knicks,Milwaukee Bucks,NYK,MIL,D. Mutombo,D. Santiago,K. Van Horn,NYK,MIL,K. Thomas,/players/t/thomaku01.html,NYK,MIL,D. Mutombo,/players/m/mutomdi01.html,D. Santiago,/players/s/santida01.html,1
200311050CLE,https://www.basketball-reference.com/boxscores/pbp/200311050CLE.html,Cleveland Cavaliers,Denver Nuggets,CLE,DEN,Z. Ilgauskas,M. Camby,Z. Ilgauskas,CLE,DEN,L. James,/players/j/jamesle01.html,CLE,DEN,Z. Ilgauskas,/players/i/ilgauzy01.html,M. Camby,/players/c/cambyma01.html,1
200311050MIN,https://www.basketball-reference.com/boxscores/pbp/200311050MIN.html,Minnesota Timberwolves,Sacramento Kings,MIN,SAC,K. Garnett,V. Divac,K. Garnett,MIN,SAC,S. Cassell,/players/c/cassesa01.html,MIN,SAC,K. Garnett,/players/g/garneke01.html,V. Divac,/players/d/divacvl01.html,1
200311050UTA,https://www.basketball-reference.com/boxscores/pbp/200311050UTA.html,Utah Jazz,Phoenix Suns,UTA,PHO,G. Ostertag,J. Voskuhl,M. Harpring,UTA,PHO,M. Harpring,/players/h/harprma01.html,UTA,PHO,G. Ostertag,/players/o/ostergr01.html,J. Voskuhl,/players/v/voskuja01.html,1
200311050GSW,https://www.basketball-reference.com/boxscores/pbp/200311050GSW.html,Golden State Warriors,Atlanta Hawks,GSW,ATL,E. Dampier,T. Ratliff,C. Robinson,GSW,ATL,J. Richardson,/players/r/richaja01.html,GSW,ATL,E. Dampier,/players/d/dampier01.html,T. Ratliff,/players/r/ratlith01.html,1
200311050POR,https://www.basketball-reference.com/boxscores/pbp/200311050POR.html,Portland Trail Blazers,Memphis Grizzlies,POR,MEM,R. Wallace,P. Gasol,Z. Randolph,POR,MEM,D. Stoudamire,/players/s/stoudda01.html,POR,MEM,R. Wallace,/players/w/wallara01.html,P. Gasol,/players/g/gasolpa01.html,1
200311060NJN,https://www.basketball-reference.com/boxscores/pbp/200311060NJN.html,New Jersey Nets,Indiana Pacers,NJN,IND,J. Collins,J. O'Neal,R. Miller,IND,NJN,K. Anderson,/players/a/anderke01.html,IND,NJN,J. O'Neal,/players/o/onealje01.html,J. Collins,/players/c/collija04.html,1
200311060TOR,https://www.basketball-reference.com/boxscores/pbp/200311060TOR.html,Toronto Raptors,Dallas Mavericks,TOR,DAL,A. Davis,D. Nowitzki,A. Walker,DAL,TOR,A. Walker,/players/w/walkean02.html,DAL,TOR,D. Nowitzki,/players/n/nowitdi01.html,A. Davis,/players/d/davisan01.html,1
200311060SAS,https://www.basketball-reference.com/boxscores/pbp/200311060SAS.html,San Antonio Spurs,Los Angeles Lakers,SAS,LAL,R. Nesterović,S. O'Neal,S. O'Neal,LAL,SAS,G. Payton,/players/p/paytoga01.html,LAL,SAS,S. O'Neal,/players/o/onealsh01.html,R. Nesterović,/players/n/nestera01.html,1
200311070WAS,https://www.basketball-reference.com/boxscores/pbp/200311070WAS.html,Washington Wizards,Toronto Raptors,WAS,TOR,K. Brown,A. Davis,L. Hughes,WAS,TOR,C. Laettner,/players/l/laettch01.html,WAS,TOR,K. Brown,/players/b/brownkw01.html,A. Davis,/players/d/davisan01.html,1
200311070BOS,https://www.basketball-reference.com/boxscores/pbp/200311070BOS.html,Boston Celtics,New Jersey Nets,BOS,NJN,T. Battie,J. Collins,P. Pierce,BOS,NJN,M. James,/players/j/jamesmi01.html,BOS,NJN,T. Battie,/players/b/battito01.html,J. Collins,/players/c/collija04.html,1
200311070IND,https://www.basketball-reference.com/boxscores/pbp/200311070IND.html,Indiana Pacers,Cleveland Cavaliers,IND,CLE,J. O'Neal,Z. Ilgauskas,Z. Ilgauskas,CLE,IND,D. Miles,/players/m/milesda01.html,CLE,IND,Z. Ilgauskas,/players/i/ilgauzy01.html,J. O'Neal,/players/o/onealje01.html,1
200311070NYK,https://www.basketball-reference.com/boxscores/pbp/200311070NYK.html,New York Knicks,Sacramento Kings,NYK,SAC,D. Mutombo,V. Divac,K. Thomas,NYK,SAC,C. Ward,/players/w/wardch01.html,NYK,SAC,D. Mutombo,/players/m/mutomdi01.html,V. Divac,/players/d/divacvl01.html,1
200311070DET,https://www.basketball-reference.com/boxscores/pbp/200311070DET.html,Detroit Pistons,Milwaukee Bucks,DET,MIL,B. Wallace,D. Santiago,T. Prince,DET,MIL,E. Campbell,/players/c/campbel01.html,DET,MIL,B. Wallace,/players/w/wallabe01.html,D. Santiago,/players/s/santida01.html,1
200311070NOH,https://www.basketball-reference.com/boxscores/pbp/200311070NOH.html,New Orleans Hornets,Los Angeles Lakers,NOH,LAL,,,,,,,,,,,,
200311070ORL,https://www.basketball-reference.com/boxscores/pbp/200311070ORL.html,Orlando Magic,Minnesota Timberwolves,ORL,MIN,S. Hunter,K. Garnett,M. Madsen,MIN,ORL,L. Sprewell,/players/s/sprewla01.html,MIN,ORL,K. Garnett,/players/g/garneke01.html,S. Hunter,/players/h/huntest01.html,1
200311070CHI,https://www.basketball-reference.com/boxscores/pbp/200311070CHI.html,Chicago Bulls,Philadelphia 76ers,CHI,PHI,,,,,,,,,,,,
200311070DEN,https://www.basketball-reference.com/boxscores/pbp/200311070DEN.html,Denver Nuggets,Los Angeles Clippers,DEN,LAC,M. Camby,C. Wilcox,N. Hilário,DEN,LAC,A. Miller,/players/m/millean02.html,DEN,LAC,M. Camby,/players/c/cambyma01.html,C. Wilcox,/players/w/wilcoch01.html,1
200311070PHO,https://www.basketball-reference.com/boxscores/pbp/200311070PHO.html,Phoenix Suns,Memphis Grizzlies,PHO,MEM,J. White,P. Gasol,M. Miller,MEM,PHO,S. Swift,/players/s/swiftst01.html,MEM,PHO,P. Gasol,/players/g/gasolpa01.html,J. White,/players/w/whiteja01.html,1
200311070GSW,https://www.basketball-reference.com/boxscores/pbp/200311070GSW.html,Golden State Warriors,Utah Jazz,GSW,UTA,E. Dampier,G. Ostertag,E. Dampier,GSW,UTA,N. Van Exel,/players/v/vanexni01.html,GSW,UTA,E. Dampier,/players/d/dampier01.html,G. Ostertag,/players/o/ostergr01.html,1
200311070SEA,https://www.basketball-reference.com/boxscores/pbp/200311070SEA.html,Seattle SuperSonics,Portland Trail Blazers,SEA,POR,C. Booth,R. Wallace,R. Murray,SEA,POR,V. Radmanović,/players/r/radmavl01.html,SEA,POR,C. Booth,/players/b/boothca01.html,R. Wallace,/players/w/wallara01.html,1
200311080CLE,https://www.basketball-reference.com/boxscores/pbp/200311080CLE.html,Cleveland Cavaliers,Washington Wizards,CLE,WAS,Z. Ilgauskas,K. Brown,J. Hayes,WAS,CLE,J. Hayes,/players/h/hayesja01.html,WAS,CLE,K. Brown,/players/b/brownkw01.html,Z. Ilgauskas,/players/i/ilgauzy01.html,1
200311080MIA,https://www.basketball-reference.com/boxscores/pbp/200311080MIA.html,Miami Heat,Minnesota Timberwolves,MIA,MIN,B. Grant,K. Garnett,L. Odom,MIA,MIN,D. Wade,/players/w/wadedw01.html,MIA,MIN,B. Grant,/players/g/grantbr01.html,K. Garnett,/players/g/garneke01.html,1
200311080NOH,https://www.basketball-reference.com/boxscores/pbp/200311080NOH.html,New Orleans Hornets,Chicago Bulls,NOH,CHI,J. Magloire,E. Curry,E. Curry,CHI,NOH,D. Marshall,/players/m/marshdo01.html,CHI,NOH,E. Curry,/players/c/curryed01.html,J. Magloire,/players/m/magloja01.html,1
200311080HOU,https://www.basketball-reference.com/boxscores/pbp/200311080HOU.html,Houston Rockets,Orlando Magic,HOU,ORL,Y. Ming,S. Hunter,S. Hunter,ORL,HOU,J. Howard,/players/h/howarju01.html,ORL,HOU,S. Hunter,/players/h/huntest01.html,Y. Ming,/players/m/mingya01.html,1
200311080MIL,https://www.basketball-reference.com/boxscores/pbp/200311080MIL.html,Milwaukee Bucks,New York Knicks,MIL,NYK,D. Santiago,D. Mutombo,T. Thomas,MIL,NYK,J. Smith,/players/s/smithjo02.html,MIL,NYK,D. Santiago,/players/s/santida01.html,D. Mutombo,/players/m/mutomdi01.html,1
200311080SAS,https://www.basketball-reference.com/boxscores/pbp/200311080SAS.html,San Antonio Spurs,Dallas Mavericks,SAS,DAL,R. Nesterović,D. Nowitzki,M. Rose,SAS,DAL,M. Rose,/players/r/rosema01.html,SAS,DAL,R. Nesterović,/players/n/nestera01.html,D. Nowitzki,/players/n/nowitdi01.html,1
200311080UTA,https://www.basketball-reference.com/boxscores/pbp/200311080UTA.html,Utah Jazz,Memphis Grizzlies,UTA,MEM,G. Ostertag,P. Gasol,S. Swift,MEM,UTA,J. Williams,/players/w/willija02.html,MEM,UTA,P. Gasol,/players/g/gasolpa01.html,G. Ostertag,/players/o/ostergr01.html,1
200311080POR,https://www.basketball-reference.com/boxscores/pbp/200311080POR.html,Portland Trail Blazers,Atlanta Hawks,POR,ATL,R. Wallace,T. Ratliff,D. Davis,POR,ATL,D. Stoudamire,/players/s/stoudda01.html,POR,ATL,R. Wallace,/players/w/wallara01.html,T. Ratliff,/players/r/ratlith01.html,1
200311090TOR,https://www.basketball-reference.com/boxscores/pbp/200311090TOR.html,Toronto Raptors,Denver Nuggets,TOR,DEN,A. Davis,M. Camby,M. Camby,DEN,TOR,A. Miller,/players/m/millean02.html,DEN,TOR,M. Camby,/players/c/cambyma01.html,A. Davis,/players/d/davisan01.html,1
200311090BOS,https://www.basketball-reference.com/boxscores/pbp/200311090BOS.html,Boston Celtics,Sacramento Kings,BOS,SAC,T. Battie,V. Divac,B. Miller,SAC,BOS,P. Stojaković,/players/s/stojape01.html,SAC,BOS,V. Divac,/players/d/divacvl01.html,T. Battie,/players/b/battito01.html,1
200311090DET,https://www.basketball-reference.com/boxscores/pbp/200311090DET.html,Detroit Pistons,New Jersey Nets,DET,NJN,B. Wallace,J. Collins,E. Campbell,NJN,DET,R. Jefferson,/players/j/jefferi01.html,DET,NJN,J. Collins,/players/c/collija04.html,B. Wallace,/players/w/wallabe01.html,0
200311090PHI,https://www.basketball-reference.com/boxscores/pbp/200311090PHI.html,Philadelphia 76ers,Indiana Pacers,PHI,IND,D. Coleman,J. O'Neal,M. World Peace,IND,PHI,K. Anderson,/players/a/anderke01.html,IND,PHI,J. O'Neal,/players/o/onealje01.html,D. Coleman,/players/c/colemde01.html,1
