Game Code,Home Short,Away Short,Home Tipper,Away Tipper,Tip Winning Team,Tip Losing Team,First Scoring Team,Scored Upon Team,Tip Winner Scores,Home TS Mu,Away TS Mu,Home TS Sigma,Away TS Sigma,fanduelHomeOdds,draftkingsHomeOdds,mgmHomeOdds,bestHomeOdds,fanduelAwayOdds,draftkingsAwayOdds,mgmAwayOdds,bestAwayOdds
202105010ORL,ORL,MEM,Wendell Carter Jr.,Jonas Valanciunas,ORL,MEM,ORL,MEM,True,0.0,0.0,0.0,0.0,+112.00000000000001,+112,+100,+112,-142.0,-143,-140,-140
202105010DAL,DAL,WAS,Dwight Powell,Alex Len,WAS,DAL,WAS,DAL,True,18.094585635412965,21.05837400309636,1.186516647509474,0.8527028556435287,-132.0,-129,-125,-125,+104.0,+102,-110,+104
202105010LAC,LAC,DEN,Ivica Zubac,Nikola Jokic,LAC,DEN,LAC,DEN,True,22.23643322785872,23.522002262311418,0.8669987318337333,0.8231376655704328,-120.0,-117,-125,-117,-106.0,-109,-110,-106
202105010UTA,UTA,TOR,Rudy Gobert,Khem Birch,UTA,TOR,UTA,TOR,True,24.85543503993032,18.659289980581203,0.8299238396945255,1.8967463589947304,-170.0,-143,-135,-135,+132.0,+112,-105,+132
202105020MIL,MIL,BRK,Brook Lopez,Brook Lopez,MIL,BRK,MIL,BRK,True,26.482427269714687,24.4517392708228,0.8551497201273698,0.8291821854720728,,,,,,,,
202105020BOS,BOS,POR,Tristan Thompson,Jusuf Nurkic,POR,BOS,POR,BOS,True,20.3201433197732,26.268758288518487,0.8416172490779031,0.848666932058564,,,,,,,,
202105020CHO,CHO,MIA,Bam Adebayo,Bam Adebayo,MIA,CHO,MIA,CHO,True,12.07039277456229,24.075802291405893,3.77434701239524,0.8481793383878905,,,,,,,,
202105020DAL,DAL,SAC,Dwight Powell,Richaun Holmes,SAC,DAL,SAC,DAL,True,17.977537925656915,22.86852142869053,1.1785517544724835,0.9366822403150344,,,,,,,,
202105020HOU,HOU,NYK,Christian Wood,Nerlens Noel,HOU,NYK,HOU,NYK,True,23.141860280388133,22.71430019678348,1.3957955139583225,0.841918119308221,,,,,,,,
202105020OKC,OKC,PHO,Moses Brown,Moses Brown,PHO,OKC,OKC,PHO,False,23.79487579750983,22.2870266357246,1.7942980192917892,0.8679377505689073,,,,,,,,
202105020SAS,SAS,PHI,Drew Eubanks,Joel Embiid,PHI,SAS,PHI,SAS,True,13.46792707716,25.171031749973928,4.572126229785263,0.8375617539519812,,,,,,,,
202105020LAL,LAL,TOR,Andre Drummond,Khem Birch,LAL,TOR,LAL,TOR,True,27.42057527473667,18.4898190242608,0.855799233035558,1.867452912679532,,,,,,,,
202105030DET,DET,ORL,Isaiah Stewart,Wendell Carter Jr.,ORL,DET,DET,ORL,False,17.93139061094272,22.557096912608063,3.0968432013285017,0.9074903105368076,-122.0,,-115,-115,-104.0,,-115,-104
202105030WAS,WAS,IND,Alex Len,Domantas Sabonis,WAS,IND,IND,WAS,False,21.11910380703988,19.82974777404161,0.8527051393958107,1.4932517128281182,-130.0,,-120,-120,+102.0,,-115,+102
202105030NOP,NOP,GSW,Willy Hernangomez,Kevon Looney,NOP,GSW,GSW,NOP,False,18.04283885982563,22.85252130546846,2.386643216482006,1.490589382759581,-132.0,,-120,-120,+104.0,,-115,+104
202105030ATL,ATL,POR,Clint Capela,Jusuf Nurkic,ATL,POR,ATL,POR,True,22.908468345847712,26.30441001255981,0.8269247194916907,0.8497325171705681,+112.00000000000001,,-120,+112,-142.0,,-115,-115
202105030CHI,CHI,PHI,Daniel Theis,Joel Embiid,PHI,CHI,PHI,CHI,True,20.20550099030568,25.183515414499297,0.9571404390126196,0.8405806976887665,+110.00000000000001,,-110,+110,-140.0,,-125,-125
202105030MEM,MEM,NYK,Jonas Valanciunas,Taj Gibson,MEM,NYK,MEM,NYK,True,23.37416415600031,20.098831226639422,0.8272838952624302,1.100553225458996,-113.0,,-120,-113,-113.0,,-115,-113
202105030LAL,LAL,DEN,Andre Drummond,Nikola Jokic,LAL,DEN,DEN,LAL,False,27.439982351162893,23.421051764794093,0.8578809088896671,0.8225171996594675,-138.0,,-110,-110,+108.0,,-125,+108
202105030UTA,UTA,SAS,Rudy Gobert,Jakob Poeltl,UTA,SAS,UTA,SAS,True,24.88814443539516,23.01559276901832,0.8314755786170557,0.9681035061307802,-156.0,,-135,-135,+122.0,,-105,+122
202105040CLE,CLE,PHO,Jarrett Allen,Jarrett Allen,CLE,PHO,PHO,CLE,False,26.202495243191706,22.397959721165726,0.871679499214249,0.8665732854326498,-104.0,-103,+105,+105,-122.0,-124,-145,-122
202105040DET,DET,CHO,Isaiah Stewart,Isaiah Stewart,CHO,DET,DET,CHO,False,17.341545881433966,23.739660124822954,2.951944915566351,0.8384536146336022,-132.0,-109,-110,-109,+104.0,-117,-125,+104
202105040MIL,MIL,BRK,Brook Lopez,Brook Lopez,MIL,BRK,MIL,BRK,True,26.553143483594862,24.38521280935976,0.854732818856576,0.8292832540212068,-128.0,-125,-120,-120,+100.0,+100,-115,-100
202105040MIA,MIA,DAL,Bam Adebayo,Willie Cauley-Stein,MIA,DAL,MIA,DAL,True,24.086640619599205,21.62279037731775,0.8511562795283997,0.840735767196923,-142.0,,,-142,+112.00000000000001,,,+112
202105040NOP,NOP,GSW,Steven Adams,Kevon Looney,NOP,GSW,NOP,GSW,True,26.68902478262449,22.9863908843214,0.8528021064928429,1.4764672565396162,-102.0,-112,-120,-102,-125.0,-114,-115,-114
202105040OKC,OKC,SAC,Moses Brown,Richaun Holmes,OKC,SAC,OKC,SAC,True,23.32408967984395,22.921473005002667,1.748928836983625,0.9358923226501948,-111.0,-108,-110,-108,-115.0,-118,-125,-115
202105040LAC,LAC,TOR,Ivica Zubac,Khem Birch,LAC,TOR,TOR,LAC,False,22.348316638879048,18.39809542610918,0.8653594484355698,1.849023303048611,-132.0,-129,-135,-129,+104.0,+102,-105,+104
202105050ORL,ORL,BOS,Mo Bamba,Robert Williams III,BOS,ORL,BOS,ORL,True,17.1177854567654,25.399157029817,5.600316301498588,2.1472034931173307,+102.0,+101,+100,+102,-130.0,-129,-140,-129
202105050CLE,CLE,POR,Jarrett Allen,Jusuf Nurkic,CLE,POR,CLE,POR,True,26.258069982872875,26.169516203301104,0.8715662767135278,0.8480356269067827,+106.0,-108,+100,+106,-136.0,-118,-140,-118
202105050ATL,ATL,PHO,Clint Capela,Clint Capela,ATL,PHO,ATL,PHO,True,23.036285985895184,22.34302829767528,0.8257889280813848,0.8665542512887626,-115.0,-108,-115,-108,-113.0,-118,-115,-113
202105050HOU,HOU,PHI,Kelly Olynyk,Joel Embiid,HOU,PHI,HOU,PHI,True,18.878839403851032,25.2256053277404,1.7797329497225516,0.8414401610593285,+122.0,+131.6504030547306,+105,+132,-156.0,-148,-145,-145
202105050IND,IND,SAC,Domantas Sabonis,Richaun Holmes,SAC,IND,IND,SAC,False,19.59525547718743,22.81860008975342,1.471543731325193,0.9334849187232402,-111.0,-118,-125,-111,-115.0,-108,-110,-108
202105050MIL,MIL,WAS,Brook Lopez,Alex Len,WAS,MIL,MIL,WAS,False,26.622376559160337,21.19605901568067,0.8543684737566086,0.8522740076010624,-140.0,-148,-120,-120,+110.00000000000001,+138.0135709492208,-115,+138
202105050MIN,MIN,MEM,Karl-Anthony Towns,Jonas Valanciunas,MEM,MIN,MEM,MIN,True,25.156935760280764,23.42869831509684,0.8321661155239809,0.8278352696082929,-113.0,-113,-115,-113,-113.0,-113,-120,-113
202105050DEN,DEN,NYK,Nikola Jokic,Nerlens Noel,NYK,DEN,DEN,NYK,False,23.37325795060003,22.62994613910741,0.8233495171982078,0.8414437145017994,-118.0,-121,-125,-118,-108.0,-106,-110,-106
202105050UTA,UTA,SAS,Rudy Gobert,Jakob Poeltl,SAS,UTA,UTA,SAS,False,24.956465371326534,22.92321576638336,0.8315054886365562,0.9651756565839492,-146.0,-121,-125,-121,+113.99999999999999,+102.59740259740259,-110,+114
202105060CHO,CHO,CHI,Nikola Vucevic,Nikola Vucevic,CHO,CHI,CHI,CHO,False,23.77211845945836,18.561092167307727,0.8401295313192658,0.8599851014590827,-106.0,,-110,-106,-120.0,,-125,-120
202105060DAL,DAL,BRK,Willie Cauley-Stein,Willie Cauley-Stein,BRK,DAL,BRK,DAL,True,21.558698239290965,22.203070917870804,0.8407435005961088,1.2391956589966246,+115.99999999999999,,-115,+116,-148.0,,-120,-120
202105060TOR,TOR,WAS,Khem Birch,Alex Len,WAS,TOR,TOR,WAS,False,21.36001762875903,18.1584845085799,0.850156839718981,1.81449686921648,-125.0,,-125,-125,-102.0,,-110,-102
202105060DET,DET,MEM,Isaiah Stewart,Jonas Valanciunas,MEM,DET,MEM,DET,True,16.942831775148232,23.536136594250443,2.845617647966528,0.8270048374295749,+100.0,,+100,-100,-128.0,,-140,-128
202105060IND,IND,ATL,Domantas Sabonis,Clint Capela,ATL,IND,IND,ATL,False,19.423643649148225,23.11580857531192,1.4539584954086666,0.8255886532762803,+115.99999999999999,,-110,+116,-148.0,,-125,-125
202105060GSW,GSW,OKC,Kevon Looney,Moses Brown,GSW,OKC,GSW,OKC,True,22.82624494408676,23.68132036385058,1.4594268380539717,1.7110490460749808,-146.0,,-145,-145,+113.99999999999999,,+105,+114
202105060LAC,LAC,LAL,Ivica Zubac,Andre Drummond,LAC,LAL,LAL,LAC,False,22.40117851172584,27.491931600593123,0.8656194838307593,0.8580897599724151,-108.0,,-135,-108,-118.0,,-105,-105
202105070PHI,PHI,NOP,Joel Embiid,Willy Hernangomez,PHI,NOP,PHI,NOP,True,25.060256208152463,17.700296150482163,0.8398435415089367,2.320172626707308,-150.0,,-135,-135,+118.0,,-105,+118
202105070CHI,CHI,BOS,Nikola Vucevic,Tristan Thompson,BOS,CHI,CHI,BOS,False,18.51890872489561,20.285075804299098,0.8605986183465174,0.8427907705218576,+115.99999999999999,-103,-110,+116,-148.0,-125,-125,-125
202105070CHO,CHO,ORL,Mo Bamba,Mo Bamba,CHO,ORL,CHO,ORL,True,23.81239441382549,16.017113249034644,0.8410670417029116,5.130188416356287,-128.0,-125,-135,-125,+100.0,-103,-105,-100
202105070MIA,MIA,MIN,Bam Adebayo,Karl-Anthony Towns,MIA,MIN,MIN,MIA,False,24.1523158324827,25.048381713645764,0.8509602657934208,0.8312355454372178,-128.0,-129,-135,-128,+100.0,+101,-105,+101
202105070MIL,MIL,HOU,Brook Lopez,Kelly Olynyk,HOU,MIL,MIL,HOU,False,26.45761873902068,19.612976734632657,0.8521960264866312,1.7275942261586674,-194.0,-165,-155,-155,+150.0,+129,+110,+150
202105070DAL,DAL,CLE,Willie Cauley-Stein,Jarrett Allen,CLE,DAL,CLE,DAL,True,21.47652138920601,26.353740498197595,0.8403053273966051,0.8702050758496179,-104.0,-125,-140,-104,-122.0,-103,+100,-100
202105070UTA,UTA,DEN,Rudy Gobert,Nikola Jokic,DEN,UTA,DEN,UTA,True,24.84477978805989,23.45183299473631,0.8305575523879883,0.8232081609961454,-140.0,-121,-125,-121,+110.00000000000001,-106,-115,+110
202105070PHO,PHO,NYK,Nerlens Noel,Nerlens Noel,PHO,NYK,NYK,PHO,False,22.255541704926888,22.547914969409124,0.8654798615098982,0.8409218213558907,-115.0,-121,-125,-115,-111.0,-106,-110,-106
202105070POR,POR,LAL,Jusuf Nurkic,Andre Drummond,POR,LAL,POR,LAL,True,26.07889563561185,27.33070606777469,0.8472018567581117,0.8558797500264899,-113.0,-118,-135,-113,-113.0,-108,-105,-105
202105070SAC,SAC,SAS,Marvin Bagley III,Jakob Poeltl,SAS,SAC,SAS,SAC,True,20.810011439280707,23.07331026838029,1.8657889544920387,0.9607917546557644,-104.0,-118,-110,-104,-122.0,-108,-125,-108
202105080IND,IND,WAS,Domantas Sabonis,Alex Len,WAS,IND,IND,WAS,False,19.26797941278124,21.233027246626936,1.43776937336273,0.8488608305110004,-108.0,-103.38983050847455,-115,-103,-118.0,-117,-120,-117
202105080PHI,PHI,DET,Joel Embiid,Mason Plumlee,DET,PHI,PHI,DET,False,25.087059757953995,22.9861007107968,0.8416715159324962,0.8315728372897081,-170.0,-162,-140,-140,+132.0,+128,+100,+132
202105080TOR,TOR,MEM,Khem Birch,Jaren Jackson Jr.,MEM,TOR,MEM,TOR,True,18.732663622196924,25.64806776599104,1.764188223328747,1.1667156555784304,+106.0,+106,-110,+106,-136.0,-134,-125,-125
202105080DEN,DEN,BRK,Nikola Jokic,Nikola Jokic,BRK,DEN,BRK,DEN,True,23.554145188602675,22.38065984824966,0.8225548211909678,1.227468360998376,-136.0,-125,-110,-110,+106.0,+100,-125,+106
202105080GSW,GSW,OKC,Kevon Looney,Moses Brown,OKC,GSW,GSW,OKC,False,23.11191197068553,23.289004726163224,1.4377942687048877,1.6743146189914992,-148.0,-143,-145,-143,+115.99999999999999,+112,+105,+116
202105080POR,POR,SAS,Jusuf Nurkic,Jakob Poeltl,POR,SAS,SAS,POR,False,26.1853264723694,23.157335889204013,0.8460410650809055,0.9585828902665924,-160.0,-139,-125,-125,+124.0,+110,-110,+124
202105080UTA,UTA,HOU,Rudy Gobert,DaQuan Jeffries,UTA,HOU,HOU,UTA,False,24.740651218690733,25.0,0.8297369019601865,8.333333333333334,-188.0,-167,-155,-155,+146.0,+130,+110,+146
202105090BOS,BOS,MIA,Robert Williams III,Bam Adebayo,MIA,BOS,MIA,BOS,True,25.56116515753588,24.255358128263584,2.123201233305553,0.8497951476249845,-120.0,-108,-115,-108,-106.0,-118,-115,-106
202105090LAC,LAC,NYK,Ivica Zubac,Nerlens Noel,NYK,LAC,LAC,NYK,False,22.56521940930548,22.63476537983899,0.8632097697195021,0.8402957804897705,-118.0,-125,-135,-118,-108.0,-103,-105,-103
202105090CHO,CHO,NOP,Willy Hernangomez,Willy Hernangomez,NOP,CHO,NOP,CHO,True,23.839000603909778,17.497462006587337,0.8434268613959898,2.2734306431476443,-130.0,-121,-125,-121,+102.0,-106,-110,+102
202105090CLE,CLE,DAL,Jarrett Allen,Willie Cauley-Stein,DAL,CLE,DAL,CLE,True,26.399666734216453,21.433668745952133,0.870521355828498,0.841124710569105,-122.0,-113,+100,-100,-104.0,-113,-140,-104
202105090ORL,ORL,MIN,Mo Bamba,Karl-Anthony Towns,MIN,ORL,ORL,MIN,False,15.036585214892304,24.95001611581074,4.721535856118346,0.8305195969318899,+110.00000000000001,+101,-105,+110,-140.0,-129,-135,-129
202105090DET,DET,CHI,Isaiah Stewart,Nikola Vucevic,DET,CHI,DET,CHI,True,16.585617408174702,18.44451459462525,2.75192046478966,0.8599886616852606,-111.0,-103,-105,-103,-115.0,-125,-135,-115
202105090LAL,LAL,PHO,Andre Drummond,Andre Drummond,LAL,PHO,LAL,PHO,True,27.222104721389474,22.16359456605177,0.8545159603567909,0.8643128792810462,-132.0,-106,-105,-105,+106.0,-121,-135,+106
202105090SAC,SAC,OKC,Richaun Holmes,Moses Brown,SAC,OKC,SAC,OKC,True,22.8879861583094,23.622260742894,0.9320907920132968,1.6417640104249756,-122.0,-127,-135,-122,-104.0,+100,-105,-100
202105100ATL,ATL,WAS,Clint Capela,Alex Len,ATL,WAS,ATL,WAS,True,23.166343353421794,21.30254504271827,0.8263627306531697,0.8486864145052374,-156.0,,-135,-135,+122.0,,-105,+122
202105100CLE,CLE,IND,Jarrett Allen,Domantas Sabonis,IND,CLE,CLE,IND,False,26.23556973685976,19.06978449936061,0.8679991701312288,1.4196031044463535,-120.0,,-105,-105,-106.0,,-135,-106
202105100MEM,MEM,NOP,Jonas Valanciunas,Willy Hernangomez,MEM,NOP,MEM,NOP,True,23.566587980278204,18.652750585520685,0.8288664674710843,2.1668766595676794,-142.0,,-135,-135,+112.00000000000001,,-105,+112
202105100SAS,SAS,MIL,Jakob Poeltl,Brook Lopez,MIL,SAS,MIL,SAS,True,23.081256505417645,26.487884082587428,0.9564108565834886,0.8536200796805005,+132.0,,-110,+132,-170.0,,-125,-125
202105100GSW,GSW,UTA,Kevon Looney,Rudy Gobert,UTA,GSW,UTA,GSW,True,22.86594357320321,24.79495106940501,1.4183132660522286,0.832195563984032,+100.0,,-115,-100,-128.0,,-120,-120
202105100POR,POR,HOU,J. Nurkić,K. Olynyk,POR,HOU,POR,HOU,1.0,26.24471654266866,19.48948828747914,0.8461461828996207,1.707734206998652,-174.0,,-140,-140,+136.0,,+100,+136
