Game Code,Home Short,Away Short,Home Tipper,Away Tipper,Tip Winning Team,Tip Losing Team,First Scoring Team,Scored Upon Team,Tip Winner Scores,Home TS Mu,Away TS Mu,Home TS Sigma,Away TS Sigma,fanduelHomeOdds,draftkingsHomeOdds,mgmHomeOdds,bestHomeOdds,fanduelAwayOdds,draftkingsAwayOdds,mgmAwayOdds,bestAwayOdds
202012220LAL,LAL,LAC,A. Davis,S. Ibaka,LAL,LAC,LAC,LAL,0.0,25.28243197595979,22.98662622085961,0.8439388393890828,0.8193603322637827,,,,,,,,
202012230CLE,CLE,CHO,A. Drummond,C. Zeller,CHO,CLE,CLE,CHO,0.0,26.70952464954801,19.7456958228679,0.8527977201390455,0.8611705781775871,,,,,,,,
202012230IND,IND,NYK,M. Turner,M. Robinson,IND,NYK,IND,NYK,1.0,19.97317628471887,23.59053548696805,0.8427176522126817,1.5984173249697624,,,,,,,,
202012230ORL,ORL,MIA,Nikola Vucevic,Bam Adebayo,MIA,ORL,MIA,ORL,True,19.513061507032432,23.099407797960342,0.8478570724368675,0.8835208014202591,,,,,,,,
202012230PHI,PHI,WAS,J. Embiid,T. Bryant,PHI,WAS,WAS,PHI,0.0,24.42281359837409,21.46612250362855,0.8330059852820861,1.0032539354381145,,,,,,,,
202012230TOR,TOR,NOP,A. Baynes,S. Adams,NOP,TOR,NOP,TOR,1.0,23.374033939696247,26.474234987565733,0.955613147975478,0.8608378698591964,,,,,,,,
202012230BOS,BOS,MIL,T. Thompson,B. Lopez,MIL,BOS,BOS,MIL,0.0,20.162063321423016,26.46370314611981,0.8396690019546751,0.8534120836968829,,,,,,,,
202012230CHI,CHI,ATL,W. Carter,J. Collins,CHI,ATL,CHI,ATL,1.0,22.69129941582463,18.07787928828485,0.9935628466283918,1.9843627573159004,,,,,,,,
202012230MEM,MEM,SAS,J. Valančiūnas,L. Aldridge,MEM,SAS,MEM,SAS,1.0,22.868934132210985,21.973010363365127,0.825334091877122,0.834383893564162,,,,,,,,
202012230MIN,MIN,DET,K. Towns,M. Plumlee,MIN,DET,DET,MIN,0.0,24.590919058188422,22.849023104742567,0.8278550728540393,0.830342527503256,,,,,,,,
202012230DEN,DEN,SAC,N. Jokić,M. Bagley,DEN,SAC,DEN,SAC,1.0,23.230831004205186,18.3898877293063,0.8226319609594114,3.281328488600251,,,,,,,,
202012230POR,POR,UTA,J. Nurkić,R. Gobert,POR,UTA,POR,UTA,1.0,26.034856338826977,25.33531910265748,0.8443672023278754,0.8365249646880392,,,,,,,,
202012230PHO,PHO,DAL,D. Ayton,D. Powell,PHO,DAL,PHO,DAL,1.0,21.04801694929544,16.999197150695636,0.971493729148613,1.313024867278881,,,,,,,,
202012250MIA,MIA,NOP,B. Adebayo,S. Adams,MIA,NOP,MIA,NOP,1.0,23.1586003229882,26.534995322982347,0.8831017308542783,0.860688352898679,,,,,,,,
202012250MIL,MIL,GSW,B. Lopez,J. Wiseman,GSW,MIL,GSW,MIL,1.0,26.49728468871784,25.0,0.8545357345032016,8.333333333333334,,,,,,,,
202012250BOS,BOS,BRK,T. Thompson,D. Jordan,BRK,BOS,BRK,BOS,1.0,20.12954451039179,25.00683727823372,0.8409971473055888,0.8302269783305259,,,,,,,,
202012250LAL,LAL,DAL,A. Davis,D. Powell,DAL,LAL,DAL,LAL,1.0,25.348689308109385,16.879356173353056,0.8438266371573436,1.302385818356856,,,,,,,,
202012250DEN,DEN,LAC,N. Jokić,S. Ibaka,DEN,LAC,LAC,DEN,0.0,23.271349549030944,22.92413526668035,0.8242210464910562,0.8197255458734338,,,,,,,,
202012260MEM,MEM,ATL,J. Valančiūnas,J. Collins,ATL,MEM,MEM,ATL,0.0,22.94629226186948,17.831316944506455,0.825191001813518,1.944347844840128,,,,,,,,
202012260CHO,CHO,OKC,B. Biyombo,A. Horford,OKC,CHO,OKC,CHO,1.0,23.82570427722884,23.93482386352509,0.8445218874621225,0.8283591728494302,,,,,,,,
202012260DET,DET,CLE,M. Plumlee,A. Drummond,CLE,DET,DET,CLE,0.0,22.77942849878699,26.522849014011744,0.8303323739960924,0.8504399726945014,,,,,,,,
202012260WAS,WAS,ORL,T. Bryant,N. Vučević,WAS,ORL,WAS,ORL,1.0,21.3819397526595,19.45850991653168,1.000049641738927,0.8481032204163831,,,,,,,,
202012260NYK,NYK,PHI,M. Robinson,J. Embiid,PHI,NYK,PHI,NYK,1.0,23.12065922512706,24.481028779763747,1.5637746642621573,0.8333382795644672,,,,,,,,
202012260CHI,CHI,IND,W. Carter,M. Turner,CHI,IND,CHI,IND,1.0,22.753437020271143,20.10470319826719,0.9918094545028364,0.8414213644757144,,,,,,,,
202012260SAS,SAS,TOR,L. Aldridge,A. Baynes,TOR,SAS,TOR,SAS,1.0,21.893963680953803,23.29928915757952,0.8340524046074839,0.953542068330085,,,,,,,,
202012260UTA,UTA,MIN,R. Gobert,K. Towns,UTA,MIN,UTA,MIN,1.0,25.25378570473249,24.660101471662045,0.8360984013200965,0.8278945440915761,,,,,,,,
202012260POR,POR,HOU,J. Nurkić,C. Wood,POR,HOU,HOU,POR,0.0,26.117910525734683,25.0,0.843773756267948,8.333333333333334,,,,,,,,
202012260SAC,SAC,PHO,M. Bagley,D. Ayton,PHO,SAC,SAC,PHO,0.0,17.751347658661658,21.113839913058413,3.1143742225047406,0.9696675591144172,,,,,,,,
202012270LAC,LAC,DAL,S. Ibaka,D. Powell,LAC,DAL,LAC,DAL,1.0,22.842045882110728,17.356256013411432,0.8195547760966214,1.2821586546352135,,,,,,,,
202012270NOP,NOP,SAS,S. Adams,L. Aldridge,NOP,SAS,SAS,NOP,0.0,26.39716926785549,21.8204888664882,0.8587375211669559,0.8338943683626026,,,,,,,,
202012270WAS,WAS,ORL,T. Bryant,N. Vučević,WAS,ORL,WAS,ORL,1.0,21.47966552586949,19.38803556415421,0.9963861745608388,0.8478257464512656,,,,,,,,
202012270CHO,CHO,BRK,B. Biyombo,D. Jordan,CHO,BRK,CHO,BRK,1.0,23.73597265395604,25.04868143909719,0.8437612882457506,0.8312086195741426,,,,,,,,
202012270CLE,CLE,PHI,A. Drummond,D. Howard,CLE,PHI,CLE,PHI,1.0,26.57634089331264,25.77434557445614,0.8506859904425736,0.8314534855130405,,,,,,,,
202012270NYK,NYK,MIL,M. Robinson,B. Lopez,MIL,NYK,MIL,NYK,1.0,22.86649780900548,26.434237916744987,1.5386255546044456,0.8566453668522986,,,,,,,,
202012270IND,IND,BOS,M. Turner,T. Thompson,BOS,IND,BOS,IND,1.0,20.042413467582108,20.086618554993244,0.8414978155877608,0.8418009529162386,,,,,,,,
202012270CHI,CHI,GSW,W. Carter,J. Wiseman,GSW,CHI,GSW,CHI,1.0,22.839747186531927,30.939812566424056,0.988708471979324,6.313031190840065,,,,,,,,
202012270SAC,SAC,PHO,R. Holmes,D. Ayton,PHO,SAC,SAC,PHO,0.0,21.98286414754964,21.1840621905345,1.121787096760854,0.9683572989417886,,,,,,,,
202012270LAL,LAL,MIN,M. Gasol,N. Reid,LAL,MIN,LAL,MIN,1.0,23.44040538739044,16.24222615126898,0.8196597934895056,2.6331070586359884,,,,,,,,
202012280BRK,BRK,MEM,D. Jordan,J. Valančiūnas,MEM,BRK,MEM,BRK,1.0,24.945400252787223,22.80435016355351,0.8303957272551493,0.8242363050732272,,,,,,,,
202012280ATL,ATL,DET,C. Capela,M. Plumlee,ATL,DET,DET,ATL,0.0,22.95214978840308,22.72841244216529,0.8306518872407702,0.8309395119875276,,,,,,,,
202012280OKC,OKC,UTA,A. Horford,R. Gobert,OKC,UTA,OKC,UTA,1.0,24.021186534242904,25.33641322798307,0.827949932884319,0.8356488900419888,,,,,,,,
202012280DEN,DEN,HOU,N. Jokić,C. Wood,DEN,HOU,DEN,HOU,1.0,23.354332548764496,20.13002413607384,0.8239552477457851,6.500344177367063,,,,,,,,
202012280LAL,LAL,POR,A. Davis,J. Nurkić,POR,LAL,LAL,POR,0.0,25.14736556811313,26.168320155666763,0.8416850474136542,0.8461587160825083,,,,,,,,
202012290CLE,CLE,NYK,A. Drummond,M. Robinson,CLE,NYK,CLE,NYK,1.0,26.65948442688257,22.688966809730807,0.8499866622092435,1.5187611582256908,,,,,,,,
202012290DET,DET,GSW,M. Plumlee,J. Wiseman,GSW,DET,GSW,DET,1.0,22.642760748898425,32.382453649850646,0.8305019434665794,5.6486841307542,,,,,,,,
202012290IND,IND,BOS,M. Turner,T. Thompson,BOS,IND,BOS,IND,1.0,19.95259878174561,20.176497332805848,0.8407884364122676,0.8410849225920715,,,,,,,,
202012290WAS,WAS,CHI,T. Bryant,W. Carter,CHI,WAS,CHI,WAS,1.0,21.57433773565087,22.80411704261124,0.9928959489504312,0.9897662710403516,,,,,,,,
202012290PHI,PHI,TOR,J. Embiid,A. Baynes,TOR,PHI,PHI,TOR,0.0,24.553721964668693,23.3951016075489,0.8333346209735372,0.950752292979736,,,,,,,,
202012290MIA,MIA,MIL,B. Adebayo,B. Lopez,MIL,MIA,MIL,MIA,1.0,23.303630626638963,26.48962759300313,0.8805734348609755,0.85685338360566,,,,,,,,
202012290OKC,OKC,ORL,I. Roby,N. Vučević,OKC,ORL,ORL,OKC,0.0,25.0,19.31930836306773,8.333333333333334,0.8476049825953647,,,,,,,,
202012290PHO,PHO,NOP,D. Ayton,S. Adams,NOP,PHO,NOP,PHO,1.0,21.314287858096737,26.44439511173267,0.9644257396703984,0.8591356460087115,,,,,,,,
202012290SAC,SAC,DEN,R. Holmes,N. Jokić,SAC,DEN,DEN,SAC,0.0,21.80842986291356,23.398811062775327,1.1132192841106991,0.8262326076374528,,,,,,,,
202012290LAC,LAC,MIN,S. Ibaka,N. Reid,LAC,MIN,MIN,LAC,0.0,22.87846735732977,15.970486117164066,0.8209536897606898,2.563558391621516,,,,,,,,
202012300MIA,MIA,MIL,B. Adebayo,B. Lopez,MIA,MIL,MIA,MIL,1.0,23.24088389081015,26.54906903582733,0.8800605277174491,0.8567961622307436,,,,,,,,
202012300BRK,BRK,ATL,D. Jordan,C. Capela,BRK,ATL,BRK,ATL,1.0,24.83225287024662,23.037742786625905,0.8294170599819195,0.8302204970962562,,,,,,,,
202012300BOS,BOS,MEM,D. Theis,J. Valančiūnas,MEM,BOS,MEM,BOS,1.0,20.13023086284208,22.91584191394505,1.0454048876499171,0.8234014909455222,,,,,,,,
202012300SAS,SAS,LAL,J. Poeltl,A. Davis,SAS,LAL,SAS,LAL,1.0,22.76633852889412,25.068334496172167,1.2045831486709122,0.84124075900907,,,,,,,,
202012300LAC,LAC,POR,S. Ibaka,J. Nurkić,LAC,POR,POR,LAC,0.0,22.90663042790994,26.24818540468692,0.8229335546823953,0.845620263086036,,,,,,,,
202012310IND,IND,CLE,M. Turner,A. Drummond,CLE,IND,CLE,IND,1.0,19.864962977143808,26.71057367095388,0.8401419887146173,0.8504396948191177,,,,,,,,
202012310WAS,WAS,CHI,T. Bryant,W. Carter,CHI,WAS,CHI,WAS,1.0,21.468350229677988,22.909442107819338,0.9891181112847516,0.986067638355287,,,,,,,,
202012310ORL,ORL,PHI,N. Vučević,J. Embiid,PHI,ORL,PHI,ORL,1.0,19.285465096135844,24.452033962584228,0.8502645168018413,0.832533530834878,,,,,,,,
202012310HOU,HOU,SAC,C. Wood,R. Holmes,HOU,SAC,SAC,HOU,0.0,17.389287575402985,21.997351474714804,5.492080095067562,1.104434795919602,,,,,,,,
202012310TOR,TOR,NYK,A. Baynes,M. Robinson,TOR,NYK,TOR,NYK,1.0,23.52716060163191,22.52692195036574,0.9470541598482684,1.5004887714954904,,,,,,,,
202012310OKC,OKC,NOP,A. Horford,S. Adams,NOP,OKC,OKC,NOP,0.0,24.12372540352136,26.487130165246,0.8272082430889447,0.8597467364542613,,,,,,,,
202012310UTA,UTA,PHO,R. Gobert,D. Ayton,PHO,UTA,UTA,PHO,0.0,25.23197772522867,21.260539902543183,0.8347313010400225,0.963191652009646,,,,,,,,
202101010DAL,DAL,MIA,D. Powell,B. Adebayo,DAL,MIA,MIA,DAL,0.0,17.267652963301,23.38397380708852,1.2741110501721886,0.877624665349265,,,,,,,,
202101010DET,DET,BOS,M. Plumlee,T. Thompson,BOS,DET,DET,BOS,0.0,22.623451217934413,20.26419435276825,0.8333437831471439,0.8404320256587651,,,,,,,,
202101010BRK,BRK,ATL,D. Jordan,C. Capela,ATL,BRK,ATL,BRK,1.0,24.901168629619992,22.968694783340485,0.8294407940777067,0.8302282332478621,,,,,,,,
202101010MIL,MIL,CHI,B. Lopez,W. Carter,MIL,CHI,CHI,MIL,0.0,26.41337794001161,23.010992291328503,0.8549556121346916,0.9825565854096884,,,,,,,,
202101010MIN,MIN,WAS,N. Reid,T. Bryant,WAS,MIN,WAS,MIN,1.0,15.698381585445352,21.366175230830866,2.4968656892130907,0.985531155865508,,,,,,,,
202101010SAS,SAS,LAL,J. Poeltl,A. Davis,SAS,LAL,SAS,LAL,1.0,23.00441513323852,24.95163979342179,1.192033161917668,0.8400808440923639,,,,,,,,
202101010DEN,DEN,PHO,N. Jokić,D. Ayton,PHO,DEN,DEN,PHO,0.0,23.294268393286004,21.4428465609025,0.8255379823521236,0.9582890750088284,,,,,,,,
202101010UTA,UTA,LAC,R. Gobert,S. Ibaka,LAC,UTA,LAC,UTA,1.0,25.09471938199469,23.032570848600752,0.8333333036028545,0.8219019804881138,,,,,,,,
202101010GSW,GSW,POR,J. Wiseman,J. Nurkić,GSW,POR,GSW,POR,1.0,33.26701664519178,26.11527684863306,5.221505221358331,0.8440344719445012,,,,,,,,
202101020HOU,HOU,SAC,C. Wood,R. Holmes,SAC,HOU,SAC,HOU,1.0,21.643992134464217,21.8243533528838,4.531361248285348,1.1003584263538857,,,,,,,,
202101020IND,IND,NYK,M. Turner,M. Robinson,NYK,IND,NYK,IND,1.0,19.83588926232349,22.2812591674935,0.8416553392212384,1.4780840005408786,,,,,,,,
202101020ORL,ORL,OKC,N. Vučević,A. Horford,OKC,ORL,OKC,ORL,1.0,19.243876772324214,24.060707086571234,0.85101957422993,0.8274461574028773,,,,,,,,
202101020PHI,PHI,CHO,J. Embiid,B. Biyombo,PHI,CHO,PHI,CHO,1.0,24.49192217885407,23.842365562563973,0.8335765915842267,0.8426595000736778,,,,,,,,
202101020ATL,ATL,CLE,C. Capela,A. Drummond,CLE,ATL,CLE,ATL,1.0,23.079228832736263,26.74035748631252,0.8292985762095263,0.851807079667266,,,,,,,,
202101020NOP,NOP,TOR,S. Adams,A. Baynes,TOR,NOP,TOR,NOP,1.0,26.5551528905752,23.62547919240592,0.8593464874627251,0.9444864222899958,,,,,,,,
202101030DET,DET,BOS,M. Plumlee,T. Thompson,DET,BOS,DET,BOS,1.0,22.50685014926953,20.38276770210883,0.8322546566615425,0.8391740824628509,,,,,,,,
202101030BRK,BRK,WAS,D. Jordan,T. Bryant,BRK,WAS,BRK,WAS,1.0,24.79084206488311,21.4170083520064,0.8285294642668636,0.9846136593543836,,,,,,,,
202101030MEM,MEM,LAL,J. Valančiūnas,A. Davis,MEM,LAL,MEM,LAL,1.0,22.974241607712308,24.839582562123805,0.8238666080077791,0.8390186881861145,,,,,,,,
202101030MIN,MIN,DEN,E. Davis,N. Jokić,DEN,MIN,DEN,MIN,1.0,22.03103535597896,23.186305478519063,2.604186519226064,0.8247631448262948,,,,,,,,
202101030SAS,SAS,UTA,J. Poeltl,R. Gobert,UTA,SAS,UTA,SAS,1.0,23.22892691952038,24.981755812260776,1.1801914959749376,0.8323024538242066,,,,,,,,
202101030CHI,CHI,DAL,W. Carter,D. Powell,DAL,CHI,CHI,DAL,0.0,22.935758122572665,17.647699459159583,0.980054906279144,1.256410432120212,,,,,,,,
202101030PHO,PHO,LAC,D. Ayton,S. Ibaka,PHO,LAC,LAC,PHO,0.0,21.587944898835257,23.14248697391892,0.9541537550783548,0.8211375441413479,,,,,,,,
202101030GSW,GSW,POR,J. Wiseman,J. Nurkić,POR,GSW,POR,GSW,1.0,34.38857950942036,26.08569297976685,4.766757024976707,0.8462703685762686,,,,,,,,
202101040ORL,ORL,CLE,N. Vučević,C. Sexton,CLE,ORL,ORL,CLE,0.0,19.199446315465547,25.0,0.8516351633374567,8.333333333333334,,,,,,,,
202101040PHI,PHI,CHO,J. Embiid,B. Biyombo,PHI,CHO,PHI,CHO,1.0,24.57343338959312,23.75908600443801,0.8331979703797978,0.8420877013220545,,,,,,,,
202101040ATL,ATL,NYK,C. Capela,M. Robinson,NYK,ATL,NYK,ATL,1.0,23.027636325699337,22.476369683353067,0.829897711940883,1.4588826294955088,,,,,,,,
202101040MIA,MIA,OKC,B. Adebayo,A. Horford,MIA,OKC,MIA,OKC,1.0,23.20280474248765,24.10273322366757,0.8748786707122618,0.8284540790050303,,,,,,,,
202101040TOR,TOR,BOS,A. Baynes,T. Thompson,BOS,TOR,BOS,TOR,1.0,23.78356557233564,20.315561780952955,0.9404181375232784,0.8391040554709458,,,,,,,,
202101040HOU,HOU,DAL,C. Wood,W. Cauley-Stein,HOU,DAL,HOU,DAL,1.0,19.57128749406706,21.657666059839222,4.014547126913104,0.8459362418578988,,,,,,,,
202101040MIL,MIL,DET,B. Lopez,M. Plumlee,MIL,DET,MIL,DET,1.0,26.47047068298805,22.572963122138912,0.8550245105988119,0.8323209201517451,,,,,,,,
202101040NOP,NOP,IND,S. Adams,M. Turner,NOP,IND,IND,NOP,0.0,26.424072795426174,19.772208318143125,0.8575396630107862,0.8417725077837808,,,,,,,,
202101040GSW,GSW,SAC,J. Wiseman,R. Holmes,SAC,GSW,GSW,SAC,0.0,29.85553844519888,21.94723451396264,3.999343273263791,1.0964420861071558,,,,,,,,
202101050BRK,BRK,UTA,J. Allen,R. Gobert,UTA,BRK,BRK,UTA,0.0,25.964726795845458,25.051105602224656,0.8693800072478542,0.8323257614661493,,,,,,,,
202101050MEM,MEM,LAL,J. Valančiūnas,A. Davis,LAL,MEM,LAL,MEM,1.0,23.082291239636763,24.72756263046401,0.8230991683598954,0.8378986168766956,,,,,,,,
202101050DEN,DEN,MIN,N. Jokić,E. Davis,MIN,DEN,DEN,MIN,0.0,23.256522424388525,21.3373525837804,0.8252485169730599,2.487797292092976,,,,,,,,
202101050LAC,LAC,SAS,S. Ibaka,L. Aldridge,LAC,SAS,SAS,LAC,0.0,23.039124052530628,21.775930848150427,0.8205235917399769,0.8347161733607977,,,,,,,,
202101050POR,POR,CHI,J. Nurkić,W. Carter,POR,CHI,POR,CHI,1.0,26.22991118012732,22.726217252363163,0.8463461113463578,0.974512299989195,,,,,,,,
202101060IND,IND,HOU,M. Turner,D. Cousins,HOU,IND,HOU,IND,1.0,19.741804412592707,22.844783391853905,0.8431945365494574,0.8455839782605248,,,,,,,,
202101060ORL,ORL,CLE,N. Vučević,A. Drummond,CLE,ORL,ORL,CLE,0.0,19.16568785137348,26.79476023138957,0.8542644020439167,0.8519997061448785,,,,,,,,
202101060PHI,PHI,WAS,J. Embiid,T. Bryant,PHI,WAS,WAS,PHI,0.0,24.653104205493843,21.34109376509093,0.8328718162416276,0.9820467185737892,,,,,,,,
202101060ATL,ATL,CHO,C. Capela,B. Biyombo,ATL,CHO,CHO,ATL,0.0,22.935272816664835,23.67772296559836,0.8294583865877295,0.8415740233813721,,,,,,,,
202101060MIA,MIA,BOS,B. Adebayo,T. Thompson,MIA,BOS,BOS,MIA,0.0,23.31165968136633,20.447676327207283,0.873156433971311,0.8376842545511879,,,,,,,,
202101060NYK,NYK,UTA,M. Robinson,R. Gobert,NYK,UTA,NYK,UTA,1.0,22.759867473711846,25.14988611296885,1.4363116746981155,0.8315853838561948,,,,,,,,
202101060MIL,MIL,DET,G. Antetokounmpo,M. Plumlee,MIL,DET,MIL,DET,1.0,31.141831285070115,22.52301764524297,5.793332833328631,0.8329437372938856,,,,,,,,
202101060NOP,NOP,OKC,S. Adams,A. Horford,NOP,OKC,NOP,OKC,1.0,26.4556151951995,24.00502322046076,0.8587335640339063,0.8278041597606602,,,,,,,,
202101060PHO,PHO,TOR,D. Ayton,A. Baynes,PHO,TOR,TOR,PHO,0.0,21.727138671153863,23.61795218440648,0.950227605340406,0.936310354848512,,,,,,,,
202101060GSW,GSW,LAC,J. Wiseman,S. Ibaka,GSW,LAC,LAC,GSW,0.0,26.48196568985001,23.111852329328645,3.5053356735185712,0.8205767225851597,,,,,,,,
202101060SAC,SAC,CHI,R. Holmes,W. Carter,CHI,SAC,SAC,CHI,0.0,22.202150508339702,22.653399178613537,1.0899183663236507,0.9722334467588328,,,,,,,,
202101070BRK,BRK,PHI,J. Allen,J. Embiid,BRK,PHI,BRK,PHI,1.0,25.857044537991392,24.70812217424168,0.8677843190414372,0.833314352822056,,,,,,,,
202101070MEM,MEM,CLE,J. Valančiūnas,A. Drummond,CLE,MEM,CLE,MEM,1.0,23.012944245769795,26.819948822439688,0.8232064716473445,0.853632089951477,,,,,,,,
202101070DEN,DEN,DAL,N. Jokić,W. Cauley-Stein,DAL,DEN,DAL,DEN,1.0,23.155625043379363,21.562012811879693,0.825067505486521,0.8461735552318901,,,,,,,,
202101070LAL,LAL,SAS,A. Davis,L. Aldridge,LAL,SAS,SAS,LAL,0.0,24.799400252787056,21.70069076123663,0.8377087082004931,0.8344797464402535,,,,,,,,
202101070POR,POR,MIN,J. Nurkić,E. Davis,POR,MIN,MIN,POR,0.0,26.28496487687564,22.246054328015127,0.8466055091503059,2.368242955762069,,,,,,,,
202101080DET,DET,PHO,M. Plumlee,D. Ayton,PHO,DET,PHO,DET,1.0,22.499707572229216,21.870059697962184,0.8356201515038859,0.9463386531856566,,,,,,,,
202101080BOS,BOS,WAS,D. Theis,T. Bryant,BOS,WAS,BOS,WAS,1.0,20.03645706246787,21.26481522273481,1.0410984944862478,0.9795044673780962,,,,,,,,
202101080NOP,NOP,CHO,S. Adams,B. Biyombo,NOP,CHO,NOP,CHO,1.0,26.52259267149563,23.57872237397709,0.8583824870285638,0.8406593960823098,,,,,,,,
202101080NYK,NYK,OKC,M. Robinson,A. Horford,NYK,OKC,NYK,OKC,1.0,23.097958302647346,23.94273937392399,1.4128645227970866,0.8280565296268962,,,,,,,,
202101080HOU,HOU,ORL,C. Wood,N. Vučević,HOU,ORL,ORL,HOU,0.0,21.705759603308305,19.14036644562176,3.5868559351541407,0.8558667692865564,,,,,,,,
202101080MEM,MEM,BRK,J. Valančiūnas,J. Allen,BRK,MEM,BRK,MEM,1.0,22.963321217946643,25.93952853474832,0.8239592998621289,0.8668257862454078,,,,,,,,
202101080MIL,MIL,UTA,B. Lopez,R. Gobert,MIL,UTA,MIL,UTA,1.0,26.52315068077724,25.035800808633983,0.8552423703097265,0.8307112380031789,,,,,,,,
202101080GSW,GSW,LAC,J. Wiseman,S. Ibaka,GSW,LAC,LAC,GSW,0.0,27.38144885949144,23.062080579754568,3.280375052588612,0.8219461151529354,,,,,,,,
202101080LAL,LAL,CHI,M. Gasol,W. Carter,LAL,CHI,LAL,CHI,1.0,23.46698294616201,22.76595105859464,0.8217438144931623,0.968671178888232,,,,,,,,
202101080SAC,SAC,TOR,R. Holmes,A. Len,SAC,TOR,SAC,TOR,1.0,22.060912357834624,22.25415993258776,1.0830713395931617,0.8700349436663226,,,,,,,,
202101090PHI,PHI,DEN,Dwight Howard,Dwight Howard,DEN,PHI,DEN,PHI,True,25.69488367027269,25.69488367027269,0.8311618105764313,0.8311618105764313,,,,,,,,
202101090CHO,CHO,ATL,B. Biyombo,C. Capela,CHO,ATL,ATL,CHO,0.0,23.51922145950678,23.03147090134365,0.840822068825404,0.828816069653234,,,,,,,,
202101090IND,IND,PHO,M. Turner,D. Ayton,IND,PHO,PHO,IND,0.0,19.68342758899573,21.992977825667644,0.8433595954387313,0.9429396176566308,,,,,,,,
202101090WAS,WAS,MIA,T. Bryant,B. Adebayo,MIA,WAS,MIA,WAS,1.0,21.12446106479656,23.37660246094437,0.9750819580870188,0.8726667854034451,,,,,,,,
202101090MIL,MIL,CLE,B. Lopez,A. Drummond,MIL,CLE,MIL,CLE,1.0,26.59962544327448,26.87326986441033,0.8546526113592687,0.8538418402925366,,,,,,,,
202101090MIN,MIN,SAS,K. Towns,L. Aldridge,MIN,SAS,SAS,MIN,0.0,24.57907161643955,21.64345380743081,0.8276186577464796,0.834803816883387,,,,,,,,
202101090DAL,DAL,ORL,W. Cauley-Stein,N. Vučević,ORL,DAL,ORL,DAL,1.0,21.67249992836716,19.08030355272234,0.8449487029197763,0.8565379643957414,,,,,,,,
202101090SAC,SAC,POR,M. Bagley,J. Nurkić,SAC,POR,POR,SAC,0.0,17.031756499315723,26.334425857221724,2.951338975735865,0.8473563900986724,,,,,,,,
202101100DET,DET,UTA,M. Plumlee,R. Gobert,DET,UTA,UTA,DET,0.0,22.40366057665265,24.96360954938012,0.8348919068941493,0.8306254849819283,,,,,,,,
202101100LAC,LAC,CHI,S. Ibaka,W. Carter,LAC,CHI,LAC,CHI,1.0,23.018257155515634,22.65716605947962,0.8234266618302293,0.9652131672484284,,,,,,,,
202101100BRK,BRK,OKC,J. Allen,A. Horford,OKC,BRK,BRK,OKC,0.0,26.00243930886052,23.847362961221908,0.8664967557644445,0.8275753335356719,,,,,,,,
202101100NYK,NYK,DEN,M. Robinson,N. Jokić,DEN,NYK,NYK,DEN,0.0,23.373796197575,23.05052864908124,1.3922578927936302,0.8243320472285369,,,,,,,,
202101100HOU,HOU,LAL,C. Wood,A. Davis,HOU,LAL,LAL,HOU,0.0,22.751342002289963,24.857076630282783,3.3341146290158985,0.8379726399643784,,,,,,,,
202101100MIN,MIN,SAS,E. Davis,L. Aldridge,SAS,MIN,MIN,SAS,0.0,21.86225619170634,21.584670285999405,2.2965125540651687,0.8350688042901658,,,,,,,,
202101100GSW,GSW,TOR,J. Wiseman,O. Anunoby,GSW,TOR,GSW,TOR,1.0,28.07281080151416,28.648323304714587,3.1057582840852542,6.768606707536322,,,,,,,,
202101110CHO,CHO,NYK,B. Biyombo,M. Robinson,CHO,NYK,CHO,NYK,1.0,23.60393798069296,23.121879148108,0.8402437827675051,1.373214593649634,,,,,,,,
202101110CLE,CLE,MEM,A. Drummond,J. Valančiūnas,CLE,MEM,CLE,MEM,1.0,26.77712467102504,22.90642318200646,0.8527785000040572,0.8244430986971262,,,,,,,,
202101110ORL,ORL,MIL,N. Vučević,B. Lopez,MIL,ORL,MIL,ORL,1.0,19.206411438911783,26.695951590282508,0.8548455436227491,0.8535709495397381,,,,,,,,
202101110WAS,WAS,PHO,R. Lopez,D. Ayton,WAS,PHO,WAS,PHO,1.0,25.16858628405336,21.84526742289906,0.8298049920847383,0.9390882869674376,,,,,,,,
202101110ATL,ATL,PHI,C. Capela,J. Embiid,ATL,PHI,PHI,ATL,0.0,22.949133057092315,24.63200217288161,0.828493973339632,0.833082857264856,,,,,,,,
202101110POR,POR,TOR,J. Nurkić,A. Len,POR,TOR,TOR,POR,0.0,26.14518016411747,22.15594971540288,0.8460374248704248,0.8686879247971343,,,,,,,,
202101110SAC,SAC,IND,R. Holmes,M. Turner,SAC,IND,IND,SAC,0.0,22.2126155635317,19.80181617106521,1.076025093278003,0.842070421174246,,,,,,,,
202101120PHI,PHI,MIA,J. Embiid,P. Achiuwa,PHI,MIA,PHI,MIA,1.0,24.52376692978397,25.0,0.8321413287417705,8.333333333333334,,,,,,,,
202101120BRK,BRK,DEN,J. Allen,N. Jokić,BRK,DEN,DEN,BRK,0.0,25.879279729758508,23.139425261645563,0.8646563386752423,0.8240419183530298,,,,,,,,
202101120CLE,CLE,UTA,J. McGee,R. Gobert,CLE,UTA,CLE,UTA,1.0,26.20336514187464,24.845234752114628,0.8406521498221763,0.8295581175526704,,,,,,,,
